source	target	mor	confidence
MEIS1	PHACTR3	1.0	C
MEIS1	PLCL2	1.0	C
MEIS1	PLD1	1.0	C
MEIS1	PPARG	1.0	C
MEIS1	RAPGEF5	1.0	C
MEIS1	RERE	1.0	C
MEIS1	RIPOR2	1.0	C
MEIS1	RYR3	1.0	C
MEIS1	SLC8A1	1.0	C
MEIS1	SPTBN1	1.0	C
MEIS1	TCF4	1.0	C
MEIS1	TLE4	1.0	C
MEIS1	TNIK	1.0	C
MEIS1	UBE2E1	1.0	C
MEIS1	UBR3	1.0	C
MEIS1	USP6NL	1.0	C
MEIS1	VGLL4	1.0	C
MEIS1	XXYLT1	1.0	C
MEIS1	ZFPM2	1.0	C
MEIS2	MCC	1.0	B
MEIS2	NCALD	1.0	B
MEIS2	TGFBR3	1.0	B
MEIS2	ADD3	1.0	C
MEIS2	ADGRB3	1.0	C
MEIS2	ANKRD11	1.0	C
MEIS2	ARHGAP24	1.0	C
MEIS2	ATAD2B	1.0	C
MEIS2	ATP2B4	1.0	C
MEIS2	CCNY	1.0	C
MEIS2	CNOT10	1.0	C
MEIS2	COLGALT2	1.0	C
MEIS2	CORO1C	1.0	C
MEIS2	DMD	1.0	C
MEIS2	DNM2	1.0	C
MEIS2	DOCK9	1.0	C
MEIS2	DST	1.0	C
MEIS2	ETV1	1.0	C
MEIS2	FAM13A	1.0	C
MEIS2	FAM184A	1.0	C
MEIS2	FOXP1	1.0	C
MEIS2	FRYL	1.0	C
MEIS2	GFOD1	1.0	C
MEIS2	HDAC4	1.0	C
MEIS2	HK1	1.0	C
MEIS2	HNRNPLL	1.0	C
MEIS2	ITSN1	1.0	C
MEIS2	KCNH2	1.0	C
MEIS2	MAN1C1	1.0	C
MEIS2	MAPRE2	1.0	C
MEIS2	MARCHF8	1.0	C
MEIS2	MATN2	1.0	C
MEIS2	MBD5	1.0	C
MEIS2	MCF2L2	1.0	C
MEIS2	MEF2C	1.0	C
MEIS2	MITF	1.0	C
MEIS2	MRTFA	1.0	C
MEIS2	NAV2	1.0	C
MEIS2	NCOA7	1.0	C
MEIS2	NFIA	1.0	C
MEIS2	NPAS3	1.0	C
MEIS2	NR2F2	1.0	C
MEIS2	PTK2	1.0	C
MEIS2	RABGAP1L	1.0	C
MEIS2	ROR2	1.0	C
MEIS2	SBF2	1.0	C
MEIS2	SDCCAG8	1.0	C
MEIS2	SORBS1	1.0	C
MEIS2	SPAG6	1.0	C
MEIS2	SPIDR	1.0	C
MEIS2	SPRED2	1.0	C
MEIS2	SPTBN1	1.0	C
MEIS2	SSBP2	1.0	C
MEIS2	SSBP3	1.0	C
MEIS2	SSH1	1.0	C
MEIS2	STXBP5	1.0	C
MEIS2	TIAM2	1.0	C
MEIS2	TNIK	1.0	C
MEIS2	WDR64	1.0	C
MEIS2	ZFPM2	1.0	C
MEIS2	ZNF521	1.0	C
MEIS2	ZNF608	1.0	C
MITF	ACP5	1.0	A
MITF	APEX1	1.0	A
MITF	BCL2	1.0	A
MITF	BCL2A1	-1.0	A
MITF	BEST1	1.0	A
MITF	BIRC7	1.0	A
MITF	CDK2	1.0	A
MITF	CDKN2A	-1.0	A
MITF	CLCN7	1.0	A
MITF	CTSK	1.0	A
MITF	DCT	1.0	A
MITF	DIAPH1	1.0	A
MITF	FOS	1.0	A
MITF	GPNMB	1.0	A
MITF	GPR143	1.0	A
MITF	HERC2	1.0	A
MITF	HIF1A	1.0	A
MITF	HOXB4	1.0	A
MITF	ITPR1	1.0	A
MITF	KIT	1.0	A
MITF	MAPRE2	1.0	A
MITF	MET	1.0	A
MITF	MLANA	1.0	A
MITF	OCA2	1.0	A
MITF	PMEL	1.0	A
MITF	PPARGC1A	1.0	A
MITF	PRKCB	1.0	A
MITF	RAB27A	1.0	A
MITF	SERPINF1	1.0	A
MITF	SNAI2	1.0	A
MITF	STARD13	1.0	A
MITF	TBC1D1	1.0	A
MITF	TRPM1	1.0	A
MITF	TYR	1.0	A
MITF	TYRP1	1.0	A
MITF	ABLIM1	1.0	B
MITF	ABLIM2	1.0	B
MITF	ACOT7	1.0	B
MITF	ADAM12	1.0	B
MITF	ADAMTS17	1.0	B
MITF	ADCY2	1.0	B
MITF	ADCY9	1.0	B
MITF	ADGRG1	1.0	B
MITF	AFF3	1.0	B
MITF	AGAP1	1.0	B
MITF	AHCYL1	1.0	B
MITF	AK2	1.0	B
MITF	AK5	1.0	B
MITF	AK9	1.0	B
MITF	AKAP6	1.0	B
MITF	ALK	1.0	B
MITF	ANK3	1.0	B
MITF	ANKRD6	1.0	B
MITF	ANKS1B	1.0	B
MITF	ANXA2	1.0	B
MITF	ANXA4	1.0	B
MITF	ANXA5	1.0	B
MITF	AP1S2	1.0	B
MITF	APP	1.0	B
MITF	ARFGEF2	1.0	B
MITF	ARHGAP24	1.0	B
MITF	ARHGAP26	1.0	B
MITF	ARHGAP42	1.0	B
MITF	ARHGEF10L	1.0	B
MITF	ARHGEF3	1.0	B
MITF	ARHGEF7	1.0	B
MITF	ARID1A	1.0	B
MITF	ARID1B	1.0	B
MITF	ARSG	1.0	B
MITF	ASAP1	1.0	B
MITF	ASAP2	1.0	B
MITF	ATP2B2	1.0	B
MITF	ATP6V1B2	1.0	B
MITF	BAIAP2	1.0	B
MITF	BBC3	1.0	B
MITF	BCAR3	1.0	B
MITF	BCOR	1.0	B
MITF	BHLHE40	1.0	B
MITF	BNC2	1.0	B
MITF	BRI3	1.0	B
MITF	CABLES1	1.0	B
MITF	CACNB4	1.0	B
MITF	CADPS	1.0	B
MITF	CALD1	1.0	B
MITF	CAPN2	1.0	B
MITF	CCDC171	1.0	B
MITF	CDH1	1.0	B
MITF	CDH4	1.0	B
MITF	CDYL	1.0	B
MITF	CFAP61	1.0	B
MITF	CFL2	1.0	B
MITF	CHCHD6	1.0	B
MITF	CHD9	1.0	B
MITF	CHN2	1.0	B
MITF	CLEC16A	1.0	B
MITF	COL13A1	1.0	B
MITF	COL22A1	1.0	B
MITF	COLGALT2	1.0	B
MITF	COMMD9	1.0	B
MITF	CORO1C	1.0	B
MITF	CORO2B	1.0	B
MITF	CRADD	1.0	B
MITF	CRTAC1	1.0	B
MITF	CSMD1	1.0	B
MITF	CTNNA1	1.0	B
MITF	CTNNA2	1.0	B
MITF	CTNND2	1.0	B
MITF	CTSB	1.0	B
MITF	CUBN	1.0	B
MITF	CUEDC1	1.0	B
MITF	CUX1	1.0	B
MITF	CYTH1	1.0	B
MITF	CYTH3	1.0	B
MITF	DAAM1	1.0	B
MITF	DAB2IP	1.0	B
MITF	DENND1A	1.0	B
MITF	DENND2A	1.0	B
MITF	DENND2B	1.0	B
MITF	DGKG	1.0	B
MITF	DIP2C	1.0	B
MITF	DLEU1	1.0	B
MITF	DLGAP4	1.0	B
MITF	DNAJB12	1.0	B
MITF	DOCK10	1.0	B
MITF	DOCK2	1.0	B
MITF	DOCK4	1.0	B
MITF	DPYSL2	1.0	B
MITF	DST	1.0	B
MITF	DTNB	1.0	B
MITF	DTNBP1	1.0	B
MITF	DYM	1.0	B
MITF	DYRK1A	1.0	B
MITF	ECE1	1.0	B
MITF	EEF2K	1.0	B
MITF	EEIG1	1.0	B
MITF	EFCAB6	1.0	B
MITF	EGFR	-1.0	B
MITF	EGLN3	1.0	B
MITF	EMP1	1.0	B
MITF	EPG5	1.0	B
MITF	EPHB1	1.0	B
MITF	ERG	1.0	B
MITF	ETS1	1.0	B
MITF	ETV4	1.0	B
MITF	ETV5	1.0	B
MITF	ETV6	1.0	B
MITF	FAM13A	1.0	B
MITF	FAM178B	1.0	B
MITF	FARP1	1.0	B
MITF	FGGY	1.0	B
MITF	FHAD1	1.0	B
MITF	FKBP5	1.0	B
MITF	FMN1	1.0	B
MITF	FNDC3B	1.0	B
MITF	FNIP2	1.0	B
MITF	FOXK1	1.0	B
MITF	FOXN3	1.0	B
MITF	FOXO3	1.0	B
MITF	FOXP1	1.0	B
MITF	FRMD4A	1.0	B
MITF	FRMD4B	1.0	B
MITF	FTO	1.0	B
MITF	FYN	1.0	B
MITF	GABBR2	1.0	B
MITF	GARNL3	1.0	B
MITF	GAS7	1.0	B
MITF	GATAD2A	1.0	B
MITF	GLMP	1.0	B
MITF	GMDS	1.0	B
MITF	GMPR	1.0	B
MITF	GPAT4	1.0	B
MITF	GPR137B	1.0	B
MITF	GRAP2	1.0	B
MITF	GRB10	1.0	B
MITF	GRIK3	1.0	B
MITF	GSE1	1.0	B
MITF	GSN	1.0	B
MITF	GTDC1	1.0	B
MITF	HDAC4	1.0	B
MITF	HHAT	1.0	B
MITF	HIVEP2	1.0	B
MITF	HIVEP3	1.0	B
MITF	HPCAL1	1.0	B
MITF	ICA1	1.0	B
MITF	IGF1R	1.0	B
MITF	IGF2BP2	1.0	B
MITF	IGF2R	1.0	B
MITF	IL16	1.0	B
MITF	INPP4B	1.0	B
MITF	IQSEC1	1.0	B
MITF	ITGB5	1.0	B
MITF	ITGB6	1.0	B
MITF	ITPKB	1.0	B
MITF	JARID2	1.0	B
MITF	JAZF1	1.0	B
MITF	KCNAB2	1.0	B
MITF	KCNMA1	1.0	B
MITF	KDM4B	1.0	B
MITF	KDM4C	1.0	B
MITF	KIAA0930	1.0	B
MITF	KIAA1671	1.0	B
MITF	KIF6	1.0	B
MITF	KLHDC4	1.0	B
MITF	LARGE1	1.0	B
MITF	LARP1	1.0	B
MITF	LDLRAD3	1.0	B
MITF	LHFPL2	1.0	B
MITF	LHFPL3	1.0	B
MITF	LIMD1	1.0	B
MITF	LINC00322	1.0	B
MITF	LINGO1	1.0	B
MITF	LITAF	1.0	B
MITF	LMNA	1.0	B
MITF	LNPK	1.0	B
MITF	LPP	1.0	B
MITF	LRCH1	1.0	B
MITF	LSAMP	1.0	B
MITF	MACF1	1.0	B
MITF	MACROD2	1.0	B
MITF	MAD1L1	1.0	B
MITF	MAEA	1.0	B
MITF	MAN1C1	1.0	B
MITF	MAP4K4	1.0	B
MITF	MBP	1.0	B
MITF	MCC	1.0	B
MITF	MCF2L	1.0	B
MITF	MCF2L2	1.0	B
MITF	MDGA2	1.0	B
MITF	MED15	1.0	B
MITF	MGA	1.0	B
MITF	MGLL	1.0	B
MITF	MICAL2	1.0	B
MITF	MICAL3	1.0	B
MITF	MID1	1.0	B
MITF	MIDEAS	1.0	B
MITF	MLPH	1.0	B
MITF	MME	1.0	B
MITF	MPZL1	1.0	B
MITF	MRTFB	1.0	B
MITF	MSI2	1.0	B
MITF	MTSS1	1.0	B
MITF	MTUS1	1.0	B
MITF	MYH10	1.0	B
MITF	MYLK	1.0	B
MITF	MYO16	1.0	B
MITF	MYO1E	1.0	B
MITF	MYO5A	1.0	B
MITF	NARF	1.0	B
MITF	NAV2	1.0	B
MITF	NCALD	1.0	B
MITF	NCK2	1.0	B
MITF	NCOR2	1.0	B
MITF	NDST1	1.0	B
MITF	NDUFAF6	1.0	B
MITF	NEDD4L	1.0	B
MITF	NEDD9	1.0	B
MITF	NEK6	1.0	B
MITF	NFATC2	1.0	B
MITF	NFIA	1.0	B
MITF	NFIB	1.0	B
MITF	NOL4L	1.0	B
MITF	NPAS3	1.0	B
MITF	NPC1	1.0	B
MITF	NRG3	1.0	B
MITF	NRP2	1.0	B
MITF	NRXN1	1.0	B
MITF	NSMAF	1.0	B
MITF	NSMCE2	1.0	B
MITF	NUP93	1.0	B
MITF	OGDH	1.0	B
MITF	OSBPL3	1.0	B
MITF	OSBPL9	1.0	B
MITF	OTUD7B	1.0	B
MITF	PACRG	1.0	B
MITF	PACSIN2	1.0	B
MITF	PARVA	1.0	B
MITF	PCBP1	1.0	B
MITF	PDE4B	1.0	B
MITF	PDE4D	1.0	B
MITF	PDE8A	1.0	B
MITF	PDZD2	1.0	B
MITF	PFKFB3	1.0	B
MITF	PHACTR1	1.0	B
MITF	PHACTR3	1.0	B
MITF	PHC2	1.0	B
MITF	PHGDH	1.0	B
MITF	PIP4K2A	1.0	B
MITF	PLA2G6	1.0	B
MITF	PLB1	1.0	B
MITF	PLD1	1.0	B
MITF	PLEKHA7	1.0	B
MITF	PLEKHG3	1.0	B
MITF	PLXNA2	1.0	B
MITF	PLXNC1	1.0	B
MITF	POLR1A	1.0	B
MITF	POU6F2	1.0	B
MITF	PPM1H	1.0	B
MITF	PPP2R5C	1.0	B
MITF	PPP6R3	1.0	B
MITF	PREX1	1.0	B
MITF	PRKAG2	1.0	B
MITF	PRKCE	1.0	B
MITF	PRKCH	1.0	B
MITF	PRKN	1.0	B
MITF	PRRC2B	1.0	B
MITF	PRUNE2	1.0	B
MITF	PSAP	1.0	B
MITF	PTCH1	1.0	B
MITF	PTPRJ	1.0	B
MITF	PTPRM	1.0	B
MITF	RAD51B	1.0	B
MITF	RAP1GAP	1.0	B
MITF	RAPGEF1	1.0	B
MITF	RASA3	1.0	B
MITF	RASGRF1	1.0	B
MITF	RBFOX1	1.0	B
MITF	RBMS1	1.0	B
MITF	RBPJ	1.0	B
MITF	RELN	1.0	B
MITF	RERE	1.0	B
MITF	RGL1	1.0	B
MITF	RGS3	1.0	B
MITF	RNF115	1.0	B
MITF	RNF144A	1.0	B
MITF	RNF146	1.0	B
MITF	RNF220	1.0	B
MITF	RPGR	1.0	B
MITF	RPS6KA2	1.0	B
MITF	RPTOR	1.0	B
MITF	RREB1	1.0	B
MITF	RTN4	1.0	B
MITF	RUNX1	1.0	B
MITF	SAMD4A	1.0	B
MITF	SASH1	1.0	B
MITF	SCARB1	1.0	B
MITF	SCRN1	1.0	B
MITF	SDK1	1.0	B
MITF	SEMA5A	1.0	B
MITF	SEPTIN9	1.0	B
MITF	SERINC5	1.0	B
MITF	SH3KBP1	1.0	B
MITF	SH3PXD2B	1.0	B
MITF	SHANK2	1.0	B
MITF	SIL1	1.0	B
MITF	SIPA1L2	1.0	B
MITF	SIPA1L3	1.0	B
MITF	SLC22A23	1.0	B
MITF	SLC23A2	1.0	B
MITF	SLC25A26	1.0	B
MITF	SLC39A11	1.0	B
MITF	SLC44A1	1.0	B
MITF	SLC44A3	1.0	B
MITF	SLC7A1	1.0	B
MITF	SLC8A1	1.0	B
MITF	SLC9A1	1.0	B
MITF	SLCO3A1	1.0	B
MITF	SLIT3	1.0	B
MITF	SMAD3	-1.0	B
MITF	SND1	1.0	B
MITF	SNX29	1.0	B
MITF	SNX8	1.0	B
MITF	SNX9	1.0	B
MITF	SOD2	1.0	B
MITF	SORBS1	1.0	B
MITF	SORBS2	1.0	B
MITF	SOX6	1.0	B
MITF	SPART	1.0	B
MITF	SPIRE1	1.0	B
MITF	SPOCK1	1.0	B
MITF	SPTBN1	1.0	B
MITF	SSBP3	1.0	B
MITF	SSH1	1.0	B
MITF	ST3GAL6	1.0	B
MITF	ST6GAL1	1.0	B
MITF	STAT3	1.0	B
MITF	STK10	1.0	B
MITF	STK32B	1.0	B
MITF	STXBP1	1.0	B
MITF	STXBP5	1.0	B
MITF	SVIL	1.0	B
MITF	SYN3	1.0	B
MITF	SYNE2	1.0	B
MITF	TACC1	1.0	B
MITF	TAFA5	1.0	B
MITF	TBC1D14	1.0	B
MITF	TENM4	1.0	B
MITF	TEX2	1.0	B
MITF	THADA	1.0	B
MITF	TIAM1	1.0	B
MITF	TLE3	1.0	B
MITF	TLN2	1.0	B
MITF	TMCC2	1.0	B
MITF	TMEM131	1.0	B
MITF	TMEM132B	1.0	B
MITF	TMEM163	1.0	B
MITF	TMEM229B	1.0	B
MITF	TNRC6B	1.0	B
MITF	TNS3	1.0	B
MITF	TOM1	1.0	B
MITF	TPCN2	1.0	B
MITF	TRAK1	1.0	B
MITF	TRAPPC9	1.0	B
MITF	TRIB1	1.0	B
MITF	TRIM2	1.0	B
MITF	TRIO	1.0	B
MITF	TRPM8	1.0	B
MITF	TRPS1	1.0	B
MITF	TSC22D2	1.0	B
MITF	TSPAN14	1.0	B
MITF	TSPAN9	1.0	B
MITF	TTLL4	1.0	B
MITF	UBE4B	1.0	B
MITF	ULK4	1.0	B
MITF	USP48	1.0	B
MITF	USP6NL	1.0	B
MITF	UST	1.0	B
MITF	UTP25	1.0	B
MITF	VAC14	1.0	B
MITF	VAPA	1.0	B
MITF	VAV3	1.0	B
MITF	VGLL4	1.0	B
MITF	VPS13D	1.0	B
MITF	VPS53	1.0	B
MITF	WDFY1	1.0	B
MITF	WWP2	1.0	B
MITF	XPNPEP1	1.0	B
MITF	XXYLT1	1.0	B
MITF	XYLT1	1.0	B
MITF	ZBTB38	1.0	B
MITF	ZEB2	1.0	B
MITF	ZHX3	1.0	B
MITF	ZMIZ1	1.0	B
MITF	ZMYND8	1.0	B
MITF	ZNF131	1.0	B
MITF	ZNF365	1.0	B
MITF	ZNF521	1.0	B
MITF	ZNF608	1.0	B
MITF	ZNF704	1.0	B
MITF	ZNRF1	1.0	B
MITF	ACOX1	1.0	C
MITF	AGTRAP	1.0	C
MITF	AKAP10	1.0	C
MITF	ALG1	1.0	C
MITF	AMDHD2	1.0	C
MITF	ANLN	1.0	C
MITF	ASPSCR1	1.0	C
MITF	ATP6V0D1	1.0	C
MITF	ATP6V1G1	1.0	C
MITF	ATP6V1H	1.0	C
MITF	ATP7A	1.0	C
MITF	BAX	1.0	C
MITF	BLOC1S1	1.0	C
MITF	BPIFB1	1.0	C
MITF	BPTF	1.0	C
MITF	BROX	1.0	C
MITF	C1QTNF2	1.0	C
MITF	C2	1.0	C
MITF	CALR	1.0	C
MITF	CCAR1	1.0	C
MITF	CCDC149	1.0	C
MITF	CCNT1	1.0	C
MITF	CD164	1.0	C
MITF	CD2BP2	1.0	C
MITF	CDK20	1.0	C
MITF	CDKL3	1.0	C
MITF	CEP162	1.0	C
MITF	CGN	1.0	C
MITF	CHAF1A	1.0	C
MITF	CHIC1	1.0	C
MITF	CLCN5	1.0	C
MITF	CLCN6	1.0	C
MITF	COA7	1.0	C
MITF	COMMD4	1.0	C
MITF	COMTD1	1.0	C
MITF	COPS7A	1.0	C
MITF	CROCC	1.0	C
MITF	CSTB	1.0	C
MITF	CTSD	1.0	C
MITF	D2HGDH	1.0	C
MITF	DCK	1.0	C
MITF	DCTN4	1.0	C
MITF	DDX3X	1.0	C
MITF	DENND6A	1.0	C
MITF	DEPDC1	1.0	C
MITF	DHDDS	1.0	C
MITF	DIP2B	1.0	C
MITF	DNAAF1	1.0	C
MITF	DNAJC8	1.0	C
MITF	DNMT3A	1.0	C
MITF	EFHB	1.0	C
MITF	EIF3B	1.0	C
MITF	EMC2	1.0	C
MITF	ERCC4	1.0	C
MITF	ETV1	1.0	C
MITF	EYA2	1.0	C
MITF	FAM117A	1.0	C
MITF	FBXL5	1.0	C
MITF	FHOD3	1.0	C
MITF	FNDC3A	1.0	C
MITF	FOXM1	1.0	C
MITF	GALC	1.0	C
MITF	GATD1	1.0	C
MITF	GBE1	1.0	C
MITF	GIGYF2	1.0	C
MITF	GIT2	1.0	C
MITF	GK	1.0	C
MITF	GLI3	1.0	C
MITF	GMNN	1.0	C
MITF	GNA13	1.0	C
MITF	GNB2	1.0	C
MITF	GNPDA1	1.0	C
MITF	GNPTG	1.0	C
MITF	GNS	1.0	C
MITF	GPR176	1.0	C
MITF	GPSM2	1.0	C
MITF	GTF2A1	1.0	C
MITF	GUF1	1.0	C
MITF	HDAC5	1.0	C
MITF	HEXA	1.0	C
MITF	HEXIM1	1.0	C
MITF	HMGN2	1.0	C
MITF	HMOX1	1.0	C
MITF	HNRNPD	1.0	C
MITF	HOMER2	1.0	C
MITF	HPS3	1.0	C
MITF	HSDL1	1.0	C
MITF	HSPBAP1	1.0	C
MITF	HSPG2	1.0	C
MITF	ILF3	1.0	C
MITF	ILVBL	1.0	C
MITF	KAT5	1.0	C
MITF	KAT6A	1.0	C
MITF	KDM6A	1.0	C
MITF	KIRREL1	1.0	C
MITF	KLHL12	1.0	C
MITF	LACTB2	1.0	C
MITF	LAMTOR1	1.0	C
MITF	LATS2	1.0	C
MITF	LIN52	1.0	C
MITF	LONP1	1.0	C
MITF	LRRC37A3	1.0	C
MITF	LTBP1	1.0	C
MITF	LZTS2	1.0	C
MITF	MAFF	1.0	C
MITF	MAFG	1.0	C
MITF	MAPK3	1.0	C
MITF	MARVELD2	1.0	C
MITF	MBD6	1.0	C
MITF	MCOLN1	1.0	C
MITF	MCRIP1	1.0	C
MITF	MED13	1.0	C
MITF	MED13L	1.0	C
MITF	MED28	1.0	C
MITF	MFHAS1	1.0	C
MITF	MFSD4B	1.0	C
MITF	MIGA2	1.0	C
MITF	MINAR1	1.0	C
MITF	MRPL27	1.0	C
MITF	MRPL36	1.0	C
MITF	MRPS18C	1.0	C
MITF	MRPS2	1.0	C
MITF	MRRF	1.0	C
MITF	MTDH	1.0	C
MITF	NAA40	1.0	C
MITF	NCOA6	1.0	C
MITF	NFX1	1.0	C
MITF	NIPAL3	1.0	C
MITF	NRL	1.0	C
MITF	NTMT1	1.0	C
MITF	PCM1	1.0	C
MITF	PDCD6IP	1.0	C
MITF	PDE11A	1.0	C
MITF	PES1	1.0	C
MITF	PGAP6	1.0	C
MITF	PHF3	1.0	C
MITF	PI4KA	1.0	C
MITF	PIAS4	1.0	C
MITF	PICALM	1.0	C
MITF	PIP4K2C	1.0	C
MITF	PIP5K1A	1.0	C
MITF	PKN1	1.0	C
MITF	PLAT	1.0	C
MITF	PLBD2	1.0	C
MITF	PLD3	1.0	C
MITF	PLEKHG2	1.0	C
MITF	PLTP	1.0	C
MITF	PPP2R3C	1.0	C
MITF	PRMT3	1.0	C
MITF	PTPRS	1.0	C
MITF	QTRT1	1.0	C
MITF	RAB21	1.0	C
MITF	RAB3GAP2	1.0	C
MITF	RAB3IL1	1.0	C
MITF	RAD9A	1.0	C
MITF	RBBP6	1.0	C
MITF	RBM15	1.0	C
MITF	RCAN1	1.0	C
MITF	RCBTB1	1.0	C
MITF	RGS12	1.0	C
MITF	RIMOC1	1.0	C
MITF	RITA1	1.0	C
MITF	RMC1	1.0	C
MITF	ROR2	1.0	C
MITF	RPA1	1.0	C
MITF	SBNO1	1.0	C
MITF	SC5D	1.0	C
MITF	SDF4	1.0	C
MITF	SERF2	1.0	C
MITF	SGO1	1.0	C
MITF	SIRT1	1.0	C
MITF	SLC13A3	1.0	C
MITF	SLC25A32	1.0	C
MITF	SLC25A51	1.0	C
MITF	SLC33A1	1.0	C
MITF	SLC35B2	1.0	C
MITF	SOCS2	1.0	C
MITF	SOCS5	1.0	C
MITF	STX4	1.0	C
MITF	STX6	1.0	C
MITF	SUB1	1.0	C
MITF	SUMF1	1.0	C
MITF	SUMO3	1.0	C
MITF	SYPL2	1.0	C
MITF	TADA1	1.0	C
MITF	TAF6L	1.0	C
MITF	TAF7L	1.0	C
MITF	TAF8	1.0	C
MITF	TBK1	1.0	C
MITF	TCN2	1.0	C
MITF	TEF	1.0	C
MITF	THRAP3	1.0	C
MITF	THUMPD2	1.0	C
MITF	TMC6	1.0	C
MITF	TMEM116	1.0	C
MITF	TMEM169	1.0	C
MITF	TNFAIP3	1.0	C
MITF	TNPO2	1.0	C
MITF	TNS1	1.0	C
MITF	TOM1L2	1.0	C
MITF	TRAPPC2L	1.0	C
MITF	TRIP6	1.0	C
MITF	TRPM7	1.0	C
MITF	TRUB2	1.0	C
MITF	TSC1	1.0	C
MITF	TULP3	1.0	C
MITF	UBAP2	1.0	C
MITF	UBE2V2	1.0	C
MITF	USHBP1	1.0	C
MITF	USP28	1.0	C
MITF	USP32	1.0	C
MITF	UTP20	1.0	C
MITF	VGF	1.0	C
MITF	VPS16	1.0	C
MITF	VPS26A	1.0	C
MITF	VPS26C	1.0	C
MITF	VPS33A	1.0	C
MITF	WDR27	1.0	C
MITF	WDR81	1.0	C
MITF	WDR90	1.0	C
MITF	WIPF1	1.0	C
MITF	YKT6	1.0	C
MITF	ZBTB2	1.0	C
MITF	ZBTB8OS	1.0	C
MITF	ZC3H11A	1.0	C
MITF	ZC3H18	1.0	C
MITF	ZNF292	1.0	C
MITF	ZNF324	1.0	C
MNT	GATAD2A	1.0	B
MNT	PLEC	1.0	B
MNT	SH3BP2	1.0	B
MNT	ACIN1	1.0	C
MNT	ADGRV1	1.0	C
MNT	AGAP3	1.0	C
MNT	ANKRD11	1.0	C
MNT	AP3D1	1.0	C
MNT	BCL9L	1.0	C
MNT	BCR	1.0	C
MNT	CABLES1	1.0	C
MNT	CAST	1.0	C
MNT	CMIP	1.0	C
MNT	COBL	1.0	C
MNT	CSNK1D	1.0	C
MNT	ECE1	1.0	C
MNT	ELL	1.0	C
MNT	EPN2	1.0	C
MNT	EVL	1.0	C
MNT	FAM131A	1.0	C
MNT	FOXK2	1.0	C
MNT	GREB1	1.0	C
MNT	GSN	1.0	C
MNT	KDM4B	1.0	C
MNT	KDM6B	1.0	C
MNT	LRRFIP1	1.0	C
MNT	MAFK	1.0	C
MNT	MARK2	1.0	C
MNT	MED15	1.0	C
MNT	MGRN1	1.0	C
MNT	MIDEAS	1.0	C
MNT	MYH9	1.0	C
MNT	NCOR2	1.0	C
MNT	NET1	1.0	C
MNT	NGLY1	1.0	C
MNT	PDXK	1.0	C
MNT	PDZRN3	1.0	C
MNT	PFKFB3	1.0	C
MNT	POR	1.0	C
MNT	PPP2R2C	1.0	C
MNT	PRKAG2	1.0	C
MNT	PRRC2B	1.0	C
MNT	RAB40C	1.0	C
MNT	RAI1	1.0	C
MNT	RAPGEF1	1.0	C
MNT	RARA	1.0	C
MNT	RFX2	1.0	C
MNT	RGS3	1.0	C
MNT	SKI	1.0	C
MNT	SLC16A3	1.0	C
MNT	SYMPK	1.0	C
MNT	TLE3	1.0	C
MNT	TMEM127	1.0	C
MNT	TPRG1	1.0	C
MNT	VGLL4	1.0	C
MNT	ZNF395	1.0	C
MSC	IL10	1.0	A
MSC	MMP2	1.0	A
MXD1	ODC1	-1.0	A
MXD4	ODC1	1.0	A
MXI1	CAST	1.0	B
MXI1	CTBP2	1.0	B
MXI1	DST	1.0	B
MXI1	FAM13A	1.0	B
MXI1	SSBP3	1.0	B
MXI1	ACAP3	1.0	C
MXI1	ACLY	1.0	C
MXI1	AHNAK	1.0	C
MXI1	AK2	1.0	C
MXI1	AMPD2	1.0	C
MXI1	AP3D1	1.0	C
MXI1	ARAP1	1.0	C
MXI1	ARHGAP45	1.0	C
MXI1	ARHGEF3	1.0	C
MXI1	ARID1B	1.0	C
MXI1	ARID3A	1.0	C
MXI1	ATAD2	1.0	C
MXI1	ATOSB	1.0	C
MXI1	AUTS2	1.0	C
MXI1	BCAR1	1.0	C
MXI1	CDK6	1.0	C
MXI1	CDKN2C	1.0	C
MXI1	CTIF	1.0	C
MXI1	CUX1	1.0	C
MXI1	CYTH1	1.0	C
MXI1	EML2	1.0	C
MXI1	EPB41	1.0	C
MXI1	FAAP20	1.0	C
MXI1	FGGY	1.0	C
MXI1	FOXK1	1.0	C
MXI1	FOXN3	1.0	C
MXI1	FOXO3	1.0	C
MXI1	GLRX5	1.0	C
MXI1	GORASP2	1.0	C
MXI1	HDAC5	1.0	C
MXI1	HMGB1	1.0	C
MXI1	HMOX2	1.0	C
MXI1	IGF1R	1.0	C
MXI1	ING1	1.0	C
MXI1	KDM4B	1.0	C
MXI1	KLF10	1.0	C
MXI1	KLF16	1.0	C
MXI1	KSR1	1.0	C
MXI1	LMNA	1.0	C
MXI1	MACF1	1.0	C
MXI1	MAP1LC3B	1.0	C
MXI1	MCRIP2	1.0	C
MXI1	MSI2	1.0	C
MXI1	NFE2L1	1.0	C
MXI1	NFE2L2	1.0	C
MXI1	NOL4L	1.0	C
MXI1	PCBP1	1.0	C
MXI1	PDXK	1.0	C
MXI1	PFKFB3	1.0	C
MXI1	PKM	1.0	C
MXI1	PTPA	1.0	C
MXI1	RBFOX2	1.0	C
MXI1	RUSC1	1.0	C
MXI1	RUVBL1	1.0	C
