contrast	set	query_symbol	matrix_symbol	log2fc
GSE207704_deposited_FPKM_T47D_WT_over_KO	Reactome_NHEJ_no_histone	TDP2	TDP2	-0.1612
GSE207704_deposited_FPKM_T47D_WT_over_KO	Reactome_NHEJ_no_histone	TP53BP1	TP53BP1	-0.2097
GSE207704_deposited_FPKM_T47D_WT_over_KO	Reactome_NHEJ_no_histone	UBE2N	UBE2N	-0.0860
GSE207704_deposited_FPKM_T47D_WT_over_KO	Reactome_NHEJ_no_histone	UBE2V2	UBE2V2	-0.2096
GSE207704_deposited_FPKM_T47D_WT_over_KO	Reactome_NHEJ_no_histone	UIMC1	UIMC1	-0.0581
GSE207704_deposited_FPKM_T47D_WT_over_KO	Reactome_NHEJ_no_histone	XRCC4	XRCC4	0.0384
GSE207704_deposited_FPKM_T47D_WT_over_KO	Reactome_NHEJ_no_histone	XRCC5	XRCC5	-0.1652
GSE207704_deposited_FPKM_T47D_WT_over_KO	Reactome_NHEJ_no_histone	XRCC6	XRCC6	0.1815
GSE207704_deposited_FPKM_T47D_WT_over_KO	Reactome_IFN_ab_no_ligand	ABCE1	ABCE1	-0.2209
GSE207704_deposited_FPKM_T47D_WT_over_KO	Reactome_IFN_ab_no_ligand	ADAR	ADAR	0.0855
GSE207704_deposited_FPKM_T47D_WT_over_KO	Reactome_IFN_ab_no_ligand	BST2	BST2	4.6841
GSE207704_deposited_FPKM_T47D_WT_over_KO	Reactome_IFN_ab_no_ligand	EGR1	ZNF225	-1.1795
GSE207704_deposited_FPKM_T47D_WT_over_KO	Reactome_IFN_ab_no_ligand	GBP2	GBP2	0.2496
GSE207704_deposited_FPKM_T47D_WT_over_KO	Reactome_IFN_ab_no_ligand	HLA-C	HLA-C	0.5209
GSE207704_deposited_FPKM_T47D_WT_over_KO	Reactome_IFN_ab_no_ligand	IFI35	IFI35	2.4900
GSE207704_deposited_FPKM_T47D_WT_over_KO	Reactome_IFN_ab_no_ligand	IFI6	IFI6	1.3644
GSE207704_deposited_FPKM_T47D_WT_over_KO	Reactome_IFN_ab_no_ligand	IFIT1	IFIT1	0.0405
GSE207704_deposited_FPKM_T47D_WT_over_KO	Reactome_IFN_ab_no_ligand	IFIT5	IFIT5	0.0941
GSE207704_deposited_FPKM_T47D_WT_over_KO	Reactome_IFN_ab_no_ligand	IFITM1	IFITM1	-0.1888
GSE207704_deposited_FPKM_T47D_WT_over_KO	Reactome_IFN_ab_no_ligand	IFITM2	IFITM2	-0.6572
GSE207704_deposited_FPKM_T47D_WT_over_KO	Reactome_IFN_ab_no_ligand	IFITM3	IFITM3	-0.1446
GSE207704_deposited_FPKM_T47D_WT_over_KO	Reactome_IFN_ab_no_ligand	IFNAR1	IFNAR1	-0.0983
GSE207704_deposited_FPKM_T47D_WT_over_KO	Reactome_IFN_ab_no_ligand	IFNAR2	IFNAR2	0.1105
GSE207704_deposited_FPKM_T47D_WT_over_KO	Reactome_IFN_ab_no_ligand	IP6K2	IP6K2	-0.0518
GSE207704_deposited_FPKM_T47D_WT_over_KO	Reactome_IFN_ab_no_ligand	IRF1	IRF1	0.5336
GSE207704_deposited_FPKM_T47D_WT_over_KO	Reactome_IFN_ab_no_ligand	IRF2	IRF2	0.2021
GSE207704_deposited_FPKM_T47D_WT_over_KO	Reactome_IFN_ab_no_ligand	IRF3	IRF3	0.1042
GSE207704_deposited_FPKM_T47D_WT_over_KO	Reactome_IFN_ab_no_ligand	IRF4	MUM1	-0.1530
GSE207704_deposited_FPKM_T47D_WT_over_KO	Reactome_IFN_ab_no_ligand	IRF5	IRF5	0.5851
GSE207704_deposited_FPKM_T47D_WT_over_KO	Reactome_IFN_ab_no_ligand	IRF6	IRF6	-0.3047
GSE207704_deposited_FPKM_T47D_WT_over_KO	Reactome_IFN_ab_no_ligand	ISG15	ISG15	1.9372
GSE207704_deposited_FPKM_T47D_WT_over_KO	Reactome_IFN_ab_no_ligand	ISG20	ISG20	0.6321
GSE207704_deposited_FPKM_T47D_WT_over_KO	Reactome_IFN_ab_no_ligand	JAK1	JAK1	-0.0492
GSE207704_deposited_FPKM_T47D_WT_over_KO	Reactome_IFN_ab_no_ligand	KPNA1	KPNA1	-0.1731
GSE207704_deposited_FPKM_T47D_WT_over_KO	Reactome_IFN_ab_no_ligand	KPNB1	KPNB1	-0.1756
GSE207704_deposited_FPKM_T47D_WT_over_KO	Reactome_IFN_ab_no_ligand	OAS1	OAS1	0.7688
GSE207704_deposited_FPKM_T47D_WT_over_KO	Reactome_IFN_ab_no_ligand	OAS3	OAS3	1.2396
GSE207704_deposited_FPKM_T47D_WT_over_KO	Reactome_IFN_ab_no_ligand	PTPN1	PTPN1	-0.1935
GSE207704_deposited_FPKM_T47D_WT_over_KO	Reactome_IFN_ab_no_ligand	PTPN11	PTPN11	-0.1396
GSE207704_deposited_FPKM_T47D_WT_over_KO	Reactome_IFN_ab_no_ligand	PTPN6	PTPN6	-0.3064
GSE207704_deposited_FPKM_T47D_WT_over_KO	Reactome_IFN_ab_no_ligand	RNASEL	RNASEL	-0.0987
GSE207704_deposited_FPKM_T47D_WT_over_KO	Reactome_IFN_ab_no_ligand	SAMHD1	SAMHD1	-0.1159
GSE207704_deposited_FPKM_T47D_WT_over_KO	Reactome_IFN_ab_no_ligand	STAT1	STAT1	-0.1058
GSE207704_deposited_FPKM_T47D_WT_over_KO	Reactome_IFN_ab_no_ligand	STAT2	STAT2	-0.0164
GSE207704_deposited_FPKM_T47D_WT_over_KO	Reactome_IFN_ab_no_ligand	TYK2	TYK2	0.3189
GSE207704_deposited_FPKM_T47D_WT_over_KO	Reactome_IFN_ab_no_ligand	USP18	USP18	0.3579
GSE207704_salmon_MCF7_WT_over_KO	KEGG_NHEJ	DCLRE1C	DCLRE1C	0.0002
GSE207704_salmon_MCF7_WT_over_KO	KEGG_NHEJ	FEN1	FEN1	0.0210
GSE207704_salmon_MCF7_WT_over_KO	KEGG_NHEJ	LIG4	LIG4	-0.0108
GSE207704_salmon_MCF7_WT_over_KO	KEGG_NHEJ	MRE11	MRE11	-0.0345
GSE207704_salmon_MCF7_WT_over_KO	KEGG_NHEJ	NHEJ1	NHEJ1	0.0624
GSE207704_salmon_MCF7_WT_over_KO	KEGG_NHEJ	POLL	POLL	-0.2673
GSE207704_salmon_MCF7_WT_over_KO	KEGG_NHEJ	POLM	POLM	-0.0801
GSE207704_salmon_MCF7_WT_over_KO	KEGG_NHEJ	PRKDC	PRKDC	0.1514
GSE207704_salmon_MCF7_WT_over_KO	KEGG_NHEJ	RAD50	RAD50	0.0115
GSE207704_salmon_MCF7_WT_over_KO	KEGG_NHEJ	XRCC4	XRCC4	-0.3089
GSE207704_salmon_MCF7_WT_over_KO	KEGG_NHEJ	XRCC5	XRCC5	-0.1764
GSE207704_salmon_MCF7_WT_over_KO	KEGG_NHEJ	XRCC6	XRCC6	-0.1081
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_alpha	MX1	MX1	-0.3132
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_alpha	ISG15	ISG15	-0.1121
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_alpha	OAS1	OAS1	1.8895
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_alpha	IFIT3	IFIT3	0.1014
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_alpha	IRF7	IRF7	0.0177
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_alpha	RSAD2	RSAD2	0.2865
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_alpha	IFI44L	IFI44L	2.4342
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_alpha	IRF9	IRF9	0.3184
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_alpha	OASL	OASL	1.1798
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_alpha	EIF2AK2	EIF2AK2	0.0623
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_alpha	IFIT2	IFIT2	0.6690
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_alpha	TAP1	TAP1	-0.0459
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_alpha	SP110	SP110	-0.5259
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_alpha	DDX60	DDX60	0.4876
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_alpha	UBE2L6	UBE2L6	-0.1246
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_alpha	USP18	USP18	0.4899
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_alpha	IFIH1	IFIH1	-2.2005
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_alpha	LGALS3BP	LGALS3BP	-1.2882
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_alpha	ADAR	ADAR	-0.0532
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_alpha	ISG20	ISG20	-1.4411
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_alpha	GBP2	GBP2	0.8018
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_alpha	IRF1	IRF1	-0.1271
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_alpha	PLSCR1	PLSCR1	-0.0956
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_alpha	HERC6	HERC6	-0.4262
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_alpha	IFITM3	IFITM3	1.1150
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_alpha	STAT2	STAT2	0.2750
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_alpha	LY6E	LY6E	0.2051
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_alpha	IFITM2	IFITM2	0.9766
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_alpha	HELZ2	HELZ2	-0.2852
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_alpha	PARP14	PARP14	-0.1635
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_alpha	TRIM26	TRIM26	0.1081
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_alpha	PARP12	PARP12	-0.1059
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_alpha	NMI	NMI	-0.9501
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_alpha	RNF31	RNF31	-0.1798
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_alpha	HLA-C	HLA-C	-1.6033
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_alpha	TRIM14	TRIM14	-0.9510
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_alpha	TDRD7	TDRD7	-0.1206
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_alpha	PARP9	PARP9	0.4277
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_alpha	PNPT1	PNPT1	-0.3909
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_alpha	TRIM25	TRIM25	0.0971
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_alpha	PSME1	PSME1	0.4050
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_alpha	WARS1	WARS1	0.1191
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_alpha	PSME2	PSME2	0.1218
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_alpha	B2M	B2M	-0.4526
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_alpha	TRIM5	TRIM5	-0.0013
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_alpha	LAP3	LAP3	0.0272
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_alpha	LAMP3	LAMP3	0.2460
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_alpha	GBP4	GBP4	0.2821
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_alpha	NCOA7	NCOA7	-0.1214
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_alpha	GMPR	GMPR	-0.2128
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_alpha	PSMA3	PSMA3	0.0679
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_alpha	PROCR	PROCR	-0.4925
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_alpha	IFI30	IFI30	0.1069
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_alpha	IRF2	IRF2	-0.0633
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_alpha	IL15	IL15	0.0624
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_alpha	CNP	CNP	-0.3785
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_alpha	TENT5A	TENT5A	0.4032
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_alpha	IL4R	IL4R	0.5807
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_alpha	CMTR1	CMTR1	-0.2199
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_alpha	CD47	CD47	0.6413
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_alpha	MOV10	MOV10	0.4172
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_alpha	CASP8	CASP8	-0.8509
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_alpha	TXNIP	TXNIP	-0.2696
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_alpha	SLC25A28	SLC25A28	-0.0641
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_alpha	TRAFD1	TRAFD1	0.2084
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_alpha	RIPK2	RIPK2	-0.1990
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_alpha	NUB1	NUB1	0.1557
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_alpha	OGFR	OGFR	-0.2313
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_alpha	MVB12A	MVB12A	-0.2518
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_alpha	ELF1	ELF1	0.5722
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	STAT1	STAT1	0.0543
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	ISG15	ISG15	-0.1121
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	IFIT1	IFIT1	0.6511
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	MX1	MX1	-0.3132
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	IFIT3	IFIT3	0.1014
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	IRF7	IRF7	0.0177
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	IFIT2	IFIT2	0.6690
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	OAS2	OAS2	0.1404
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	TAP1	TAP1	-0.0459
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	EIF2AK2	EIF2AK2	0.0623
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	RSAD2	RSAD2	0.2865
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	IRF1	IRF1	-0.1271
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	OAS3	OAS3	0.4867
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	TNFSF10	TNFSF10	1.0606
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	IRF9	IRF9	0.3184
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	XAF1	XAF1	0.1452
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	SP110	SP110	-0.5259
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	OASL	OASL	1.1798
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	IFI44L	IFI44L	2.4342
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	IFITM3	IFITM3	1.1150
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	DDX60	DDX60	0.4876
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	LGALS3BP	LGALS3BP	-1.2882
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	GBP4	GBP4	0.2821
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	PML	PML	-0.2344
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	IFIH1	IFIH1	-2.2005
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	UBE2L6	UBE2L6	-0.1246
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	ADAR	ADAR	-0.0532
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	LY6E	LY6E	0.2051
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	STAT2	STAT2	0.2750
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	PLA2G4A	KAT5	0.3715
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	USP18	USP18	0.4899
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	DDX58	RIGI	-0.6539
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	IL15	IL15	0.0624
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	NMI	NMI	-0.9501
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	IDO1	IDO1	0.2177
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	PSMB10	PSMB10	-0.1850
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	SAMHD1	SAMHD1	-0.4901
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	HERC6	HERC6	-0.4262
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	PTPN2	PTPN2	-0.0587
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	PARP14	PARP14	-0.1635
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	TNFAIP2	TNFAIP2	1.0473
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	IFITM2	IFITM2	0.9766
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	PLSCR1	PLSCR1	-0.0956
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	ICAM1	ICAM1	0.5261
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	WARS1	WARS1	0.1191
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	PSME1	PSME1	0.4050
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	ISG20	ISG20	-1.4411
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	IRF2	IRF2	-0.0633
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	TRIM14	TRIM14	-0.9510
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	SOCS3	SOCS3	1.2393
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	JAK2	JAK2	-0.5116
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	HLA-DMA	HLA-DMA	-0.2155
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	PARP12	PARP12	-0.1059
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	TRIM26	TRIM26	0.1081
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	CD274	CD274	1.0391
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	CIITA	CIITA	-0.0029
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	NAMPT	NAMPT	-0.3600
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	SELP	SELENOP	2.9260
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	HELZ2	HELZ2	-0.2852
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	PSME2	PSME2	0.1218
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	CCL5	CCL5	-0.5736
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	RNF31	RNF31	-0.1798
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	SOD2	SOD2	-0.0040
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	TRIM25	TRIM25	0.0971
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	LAP3	LAP3	0.0272
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	PSMA3	PSMA3	0.0679
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	RNF213	RNF213	0.3677
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	PELI1	PELI1	-1.1023
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	CFB	CFB	0.8969
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	TXNIP	TXNIP	-0.2696
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	GCH1	GCH1	0.0441
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	PNP	PNP	-0.1216
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	PTPN6	PTPN6	0.2129
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	SPPL2A	SPPL2A	0.1805
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	IL4R	IL4R	0.5807
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	PNPT1	PNPT1	-0.3909
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	BTG1	BTG1	0.4859
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	CASP8	CASP8	-0.8509
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	IFI30	IFI30	0.1069
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	CASP7	CASP7	-0.2362
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	IL15RA	IL15RA	0.2099
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	TRAFD1	TRAFD1	0.2084
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	HLA-DRB1	HLA-DRB1	1.5474
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	GBP6	GBP6	0.3515
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	MT2A	MT2A	0.8506
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	RIPK1	RIPK1	0.3270
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	UPP1	UPP1	0.3009
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	PSMB2	PSMB2	-0.0374
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	TDRD7	TDRD7	-0.1206
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	HIF1A	HIF1A	-0.1358
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	EIF4E3	EIF4E3	-0.5265
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	VAMP8	VAMP8	-0.0121
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	PFKP	PFKP	-0.4084
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	ZBP1	IGF2BP1	-0.4965
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	BANK1	BANK1	-1.0086
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	TOR1B	TOR1B	0.0917
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	RBCK1	RBCK1	-0.0819
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	MVP	MVP	0.4256
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	BPGM	BPGM	-1.0260
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	CMTR1	CMTR1	-0.2199
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	AUTS2	AUTS2	0.4420
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	B2M	B2M	-0.4526
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	RIPK2	RIPK2	-0.1990
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	MYD88	MYD88	0.2087
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	PSMA2	PSMA2	-0.1587
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	PIM1	PIM1	-0.2726
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	NOD1	NOD1	0.1470
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	CFH	CFH	0.2227
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	TAPBP	TAPBP	0.3834
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	SLC25A28	SLC25A28	-0.0641
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	PTPN1	PTPN1	0.1451
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	TNFAIP3	TNFAIP3	-0.4984
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	SSPN	SSPN	-0.4076
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	NUP93	NUP93	0.2538
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	MTHFD2	MTHFD2	-0.2902
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	CDKN1A	CDKN1A	-0.4939
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	NFKB1	NFKB1	0.1793
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	LATS2	LATS2	0.3970
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	IRF5	IRF5	-0.1359
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	ISOC1	ISOC1	0.2077
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	STAT3	STAT3	-0.5805
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	NCOA3	NCOA3	-0.0449
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	HLA-A	HLA-A	-1.2918
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	IFNAR2	IFNAR2	0.1378
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	RAPGEF6	RAPGEF6	-0.1549
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	CASP4	CASP4	-1.7262
GSE207704_salmon_MCF7_WT_over_KO	Hallmark_IFN_gamma	FAS	FAS	-1.0722
