cohort	split	interaction_name	pathway_name	annotation	ligand	receptor	ligand_genes	receptor_genes	direction	partner	prob_high	prob_low	pval_high	pval_low	sig_high	sig_low	delta_prob	ligand_class	sig_either	sig_diff
GSE253013	GSE253013	HLA-E_KLRK1	MHC-I	Cell-Cell Contact	HLA-E	KLRK1	HLA-E	KLRK1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	inhibitory	False	False
GSE253013	GSE253013	ULBP1_KLRK1	MHC-I	Cell-Cell Contact	ULBP1	KLRK1	ULBP1	KLRK1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	recruit	False	False
GSE253013	GSE253013	ULBP2_KLRK1	MHC-I	Cell-Cell Contact	ULBP2	KLRK1	ULBP2	KLRK1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	recruit	False	False
GSE253013	GSE253013	ULBP3_KLRK1	MHC-I	Cell-Cell Contact	ULBP3	KLRK1	ULBP3	KLRK1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	recruit	False	False
GSE253013	GSE253013	RAET1L_KLRK1	MHC-I	Cell-Cell Contact	RAET1L	KLRK1	RAET1L	KLRK1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	RAET1E_KLRK1	MHC-I	Cell-Cell Contact	RAET1E	KLRK1	RAET1E	KLRK1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	RAET1G_KLRK1	MHC-I	Cell-Cell Contact	RAET1G	KLRK1	RAET1G	KLRK1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	HLA-DPA1_CD4	MHC-II	Cell-Cell Contact	HLA-DPA1	CD4	HLA-DPA1	CD4	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	HLA-DPB1_CD4	MHC-II	Cell-Cell Contact	HLA-DPB1	CD4	HLA-DPB1	CD4	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	HLA-DQA1_CD4	MHC-II	Cell-Cell Contact	HLA-DQA1	CD4	HLA-DQA1	CD4	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	HLA-DMA_CD4	MHC-II	Cell-Cell Contact	HLA-DMA	CD4	HLA-DMA	CD4	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	HLA-DMB_CD4	MHC-II	Cell-Cell Contact	HLA-DMB	CD4	HLA-DMB	CD4	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	HLA-DQA2_CD4	MHC-II	Cell-Cell Contact	HLA-DQA2	CD4	HLA-DQA2	CD4	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	HLA-DOA_CD4	MHC-II	Cell-Cell Contact	HLA-DOA	CD4	HLA-DOA	CD4	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	HLA-DOB_CD4	MHC-II	Cell-Cell Contact	HLA-DOB	CD4	HLA-DOB	CD4	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	HLA-DQB1_CD4	MHC-II	Cell-Cell Contact	HLA-DQB1	CD4	HLA-DQB1	CD4	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	HLA-DRA_CD4	MHC-II	Cell-Cell Contact	HLA-DRA	CD4	HLA-DRA	CD4	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	HLA-DRB1_CD4	MHC-II	Cell-Cell Contact	HLA-DRB1	CD4	HLA-DRB1	CD4	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	HLA-DRB5_CD4	MHC-II	Cell-Cell Contact	HLA-DRB5	CD4	HLA-DRB5	CD4	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	MPZ_MPZL1	MPZ	Cell-Cell Contact	MPZ	MPZL1	MPZ	MPZL1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	MPZ_MPZ	MPZ	Cell-Cell Contact	MPZ	MPZ	MPZ	MPZ	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	MPZL1_MPZL1	MPZ	Cell-Cell Contact	MPZL1	MPZL1	MPZL1	MPZL1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	NCAM1_FGFR1	NCAM	Cell-Cell Contact	NCAM1	FGFR1	NCAM1	FGFR1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	NCAM1_NCAM1	NCAM	Cell-Cell Contact	NCAM1	NCAM1	NCAM1	NCAM1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	NCAM1_NCAM2	NCAM	Cell-Cell Contact	NCAM1	NCAM2	NCAM1	NCAM2	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	NCAM1_L1CAM	NCAM	Cell-Cell Contact	NCAM1	L1CAM	NCAM1	L1CAM	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	NCAM2_L1CAM	NCAM	Cell-Cell Contact	NCAM2	L1CAM	NCAM2	L1CAM	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	NECTIN1_CADM3	NECTIN	Cell-Cell Contact	NECTIN1	CADM3	NECTIN1	CADM3	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	barrier	False	False
GSE253013	GSE253013	NECTIN1_NECTIN4	NECTIN	Cell-Cell Contact	NECTIN1	NECTIN4	NECTIN1	NECTIN4	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	barrier	False	False
GSE253013	GSE253013	NECTIN3_NECTIN1	NECTIN	Cell-Cell Contact	NECTIN3	NECTIN1	NECTIN3	NECTIN1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	barrier	False	False
GSE253013	GSE253013	NECTIN3_NECTIN2	NECTIN	Cell-Cell Contact	NECTIN3	NECTIN2	NECTIN3	NECTIN2	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	barrier	False	False
GSE253013	GSE253013	NECTIN3_PVR	NECTIN	Cell-Cell Contact	NECTIN3	PVR	NECTIN3	PVR	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	barrier	False	False
GSE253013	GSE253013	NECTIN3_TIGIT	NECTIN	Cell-Cell Contact	NECTIN3	TIGIT	NECTIN3	TIGIT	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	barrier	False	False
GSE253013	GSE253013	NECTIN2_CD226	NECTIN	Cell-Cell Contact	NECTIN2	CD226	NECTIN2	CD226	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	barrier|inhibitory	False	False
GSE253013	GSE253013	NECTIN2_TIGIT	NECTIN	Cell-Cell Contact	NECTIN2	TIGIT	NECTIN2	TIGIT	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	barrier|inhibitory	False	False
GSE253013	GSE253013	NEGR1_NEGR1	NEGR	Cell-Cell Contact	NEGR1	NEGR1	NEGR1	NEGR1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	LRRC4C_NTNG1	NGL	Cell-Cell Contact	LRRC4C	NTNG1	LRRC4C	NTNG1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	LRRC4_NTNG2	NGL	Cell-Cell Contact	LRRC4	NTNG2	LRRC4	NTNG2	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	LRRC4B_PTPRF	NGL	Cell-Cell Contact	LRRC4B	PTPRF	LRRC4B	PTPRF	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	DLK1_NOTCH1	NOTCH	Cell-Cell Contact	DLK1	NOTCH1	DLK1	NOTCH1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	DLK1_NOTCH2	NOTCH	Cell-Cell Contact	DLK1	NOTCH2	DLK1	NOTCH2	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	DLK1_NOTCH3	NOTCH	Cell-Cell Contact	DLK1	NOTCH3	DLK1	NOTCH3	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	DLK1_NOTCH4	NOTCH	Cell-Cell Contact	DLK1	NOTCH4	DLK1	NOTCH4	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	DLL1_NOTCH1	NOTCH	Cell-Cell Contact	DLL1	NOTCH1	DLL1	NOTCH1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	DLL1_NOTCH3	NOTCH	Cell-Cell Contact	DLL1	NOTCH3	DLL1	NOTCH3	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	DLL1_NOTCH4	NOTCH	Cell-Cell Contact	DLL1	NOTCH4	DLL1	NOTCH4	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	DLL3_NOTCH1	NOTCH	Cell-Cell Contact	DLL3	NOTCH1	DLL3	NOTCH1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	DLL3_NOTCH2	NOTCH	Cell-Cell Contact	DLL3	NOTCH2	DLL3	NOTCH2	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	DLL3_NOTCH3	NOTCH	Cell-Cell Contact	DLL3	NOTCH3	DLL3	NOTCH3	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	DLL3_NOTCH4	NOTCH	Cell-Cell Contact	DLL3	NOTCH4	DLL3	NOTCH4	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	DLL4_NOTCH1	NOTCH	Cell-Cell Contact	DLL4	NOTCH1	DLL4	NOTCH1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	DLL4_NOTCH2	NOTCH	Cell-Cell Contact	DLL4	NOTCH2	DLL4	NOTCH2	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	DLL4_NOTCH3	NOTCH	Cell-Cell Contact	DLL4	NOTCH3	DLL4	NOTCH3	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	DLL4_NOTCH4	NOTCH	Cell-Cell Contact	DLL4	NOTCH4	DLL4	NOTCH4	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	JAG1_NOTCH1	NOTCH	Cell-Cell Contact	JAG1	NOTCH1	JAG1	NOTCH1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	JAG1_NOTCH2	NOTCH	Cell-Cell Contact	JAG1	NOTCH2	JAG1	NOTCH2	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	JAG1_NOTCH3	NOTCH	Cell-Cell Contact	JAG1	NOTCH3	JAG1	NOTCH3	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	JAG1_NOTCH4	NOTCH	Cell-Cell Contact	JAG1	NOTCH4	JAG1	NOTCH4	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	JAG2_NOTCH1	NOTCH	Cell-Cell Contact	JAG2	NOTCH1	JAG2	NOTCH1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	JAG2_NOTCH2	NOTCH	Cell-Cell Contact	JAG2	NOTCH2	JAG2	NOTCH2	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	JAG2_NOTCH3	NOTCH	Cell-Cell Contact	JAG2	NOTCH3	JAG2	NOTCH3	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	JAG2_NOTCH4	NOTCH	Cell-Cell Contact	JAG2	NOTCH4	JAG2	NOTCH4	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	DLL1_NOTCH2	NOTCH	Cell-Cell Contact	DLL1	NOTCH2	DLL1	NOTCH2	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	NRXN1_NLGN1	NRXN	Cell-Cell Contact	NRXN1	NLGN1	NRXN1	NLGN1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	NRXN1_NLGN2	NRXN	Cell-Cell Contact	NRXN1	NLGN2	NRXN1	NLGN2	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	NRXN1_NLGN3	NRXN	Cell-Cell Contact	NRXN1	NLGN3	NRXN1	NLGN3	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	NRXN2_NLGN1	NRXN	Cell-Cell Contact	NRXN2	NLGN1	NRXN2	NLGN1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	NRXN2_NLGN2	NRXN	Cell-Cell Contact	NRXN2	NLGN2	NRXN2	NLGN2	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	NRXN2_NLGN3	NRXN	Cell-Cell Contact	NRXN2	NLGN3	NRXN2	NLGN3	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	NRXN3_NLGN1	NRXN	Cell-Cell Contact	NRXN3	NLGN1	NRXN3	NLGN1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	NRXN3_NLGN2	NRXN	Cell-Cell Contact	NRXN3	NLGN2	NRXN3	NLGN2	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	NRXN3_NLGN3	NRXN	Cell-Cell Contact	NRXN3	NLGN3	NRXN3	NLGN3	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	OCLN_OCLN	OCLN	Cell-Cell Contact	OCLN	OCLN	OCLN	OCLN	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	barrier	False	False
GSE253013	GSE253013	CD274_PDCD1	PD-L1	Cell-Cell Contact	CD274	PDCD1	CD274	PDCD1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	inhibitory	False	False
GSE253013	GSE253013	PDCD1LG2_PDCD1	PDL2	Cell-Cell Contact	PDCD1LG2	PDCD1	PDCD1LG2	PDCD1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	inhibitory	False	False
GSE253013	GSE253013	PECAM1_PECAM1	PECAM1	Cell-Cell Contact	PECAM1	PECAM1	PECAM1	PECAM1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	PTPRM_PTPRM	PTPRM	Cell-Cell Contact	PTPRM	PTPRM	PTPRM	PTPRM	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	PVR_CD226	PVR	Cell-Cell Contact	PVR	CD226	PVR	CD226	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	barrier|inhibitory	False	False
GSE253013	GSE253013	PVR_TIGIT	PVR	Cell-Cell Contact	PVR	TIGIT	PVR	TIGIT	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	barrier|inhibitory	False	False
GSE253013	GSE253013	SELE_CD44	SELE	Cell-Cell Contact	SELE	CD44	SELE	CD44	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	SELE_GLG1	SELE	Cell-Cell Contact	SELE	GLG1	SELE	GLG1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	SELL_CD34	SELL	Cell-Cell Contact	SELL	CD34	SELL	CD34	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	SELL_PODXL	SELL	Cell-Cell Contact	SELL	PODXL	SELL	PODXL	incoming	TNK	0.050932211241311726	0.00038798107520239663	0.009900990099009901	1.0	True	False	0.05054423016610933	other	True	True
GSE253013	GSE253013	SELL_MADCAM1	SELL	Cell-Cell Contact	SELL	MADCAM1	SELL	MADCAM1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	SELPLG_SELE	SELPLG	Cell-Cell Contact	SELPLG	SELE	SELPLG	SELE	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	SELPLG_SELL	SELPLG	Cell-Cell Contact	SELPLG	SELL	SELPLG	SELL	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	SELPLG_SELP	SELPLG	Cell-Cell Contact	SELPLG	SELP	SELPLG	SELP	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	SEMA4A_PLXNB1	SEMA4	Cell-Cell Contact	SEMA4A	PLXNB1	SEMA4A	PLXNB1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	SEMA4A_PLXNB2	SEMA4	Cell-Cell Contact	SEMA4A	PLXNB2	SEMA4A	PLXNB2	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	SEMA4A_PLXNB3	SEMA4	Cell-Cell Contact	SEMA4A	PLXNB3	SEMA4A	PLXNB3	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	SEMA4D_PLXNB1	SEMA4	Cell-Cell Contact	SEMA4D	PLXNB1	SEMA4D	PLXNB1	incoming	TNK	0.004793819663162604	0.0	0.009900990099009901	1.0	True	False	0.004793819663162604	other	True	True
GSE253013	GSE253013	SEMA4D_PLXNB2	SEMA4	Cell-Cell Contact	SEMA4D	PLXNB2	SEMA4D	PLXNB2	incoming	TNK	0.06661020787336484	0.035975853024000665	0.009900990099009901	1.0	True	False	0.03063435484936418	other	True	True
GSE253013	GSE253013	SEMA4D_PLXNB3	SEMA4	Cell-Cell Contact	SEMA4D	PLXNB3	SEMA4D	PLXNB3	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	SEMA4C_PLXNB2	SEMA4	Cell-Cell Contact	SEMA4C	PLXNB2	SEMA4C	PLXNB2	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	SEMA4G_PLXNB2	SEMA4	Cell-Cell Contact	SEMA4G	PLXNB2	SEMA4G	PLXNB2	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	SEMA4D_CD72	SEMA4	Cell-Cell Contact	SEMA4D	CD72	SEMA4D	CD72	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	SEMA5A_PLXNA1	SEMA5	Cell-Cell Contact	SEMA5A	PLXNA1	SEMA5A	PLXNA1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	SEMA5B_PLXNA1	SEMA5	Cell-Cell Contact	SEMA5B	PLXNA1	SEMA5B	PLXNA1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	SEMA5A_PLXNA3	SEMA5	Cell-Cell Contact	SEMA5A	PLXNA3	SEMA5A	PLXNA3	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	SEMA5B_PLXNA3	SEMA5	Cell-Cell Contact	SEMA5B	PLXNA3	SEMA5B	PLXNA3	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	SEMA5A_PLXNB3	SEMA5	Cell-Cell Contact	SEMA5A	PLXNB3	SEMA5A	PLXNB3	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	SEMA6D_PLXNA1	SEMA6	Cell-Cell Contact	SEMA6D	PLXNA1	SEMA6D	PLXNA1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	SEMA6A_PLXNA2	SEMA6	Cell-Cell Contact	SEMA6A	PLXNA2	SEMA6A	PLXNA2	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	SEMA6B_PLXNA2	SEMA6	Cell-Cell Contact	SEMA6B	PLXNA2	SEMA6B	PLXNA2	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	SEMA6A_PLXNA4	SEMA6	Cell-Cell Contact	SEMA6A	PLXNA4	SEMA6A	PLXNA4	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	SEMA6B_PLXNA4	SEMA6	Cell-Cell Contact	SEMA6B	PLXNA4	SEMA6B	PLXNA4	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	SEMA7A_PLXNC1	SEMA7	Cell-Cell Contact	SEMA7A	PLXNC1	SEMA7A	PLXNC1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	SIGLEC1_SPN	SN	Cell-Cell Contact	SIGLEC1	SPN	SIGLEC1	SPN	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	VSIR_IGSF11	VISTA	Cell-Cell Contact	VSIR	IGSF11	VSIR	IGSF11	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	inhibitory	False	False
GSE253013	GSE253013	CDH3_CDH3	CDH	Cell-Cell Contact	CDH3	CDH3	CDH3	CDH3	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	DSC1_DSG3	DESMOSOME	Cell-Cell Contact	DSC1	DSG3	DSC1	DSG3	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	DSC1_DSG4	DESMOSOME	Cell-Cell Contact	DSC1	DSG4	DSC1	DSG4	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	DSC2_DSG3	DESMOSOME	Cell-Cell Contact	DSC2	DSG3	DSC2	DSG3	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	barrier	False	False
GSE253013	GSE253013	DSC2_DSG4	DESMOSOME	Cell-Cell Contact	DSC2	DSG4	DSC2	DSG4	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	barrier	False	False
GSE253013	GSE253013	DSC3_DSG3	DESMOSOME	Cell-Cell Contact	DSC3	DSG3	DSC3	DSG3	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	DSC3_DSG4	DESMOSOME	Cell-Cell Contact	DSC3	DSG4	DSC3	DSG4	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	GJA5_GJA5	GAP	Cell-Cell Contact	GJA5	GJA5	GJA5	GJA5	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	GJA1_GJA5	GAP	Cell-Cell Contact	GJA1	GJA5	GJA1	GJA5	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	GJC1_GJA5	GAP	Cell-Cell Contact	GJC1	GJA5	GJC1	GJA5	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	GJA3_GJA5	GAP	Cell-Cell Contact	GJA3	GJA5	GJA3	GJA5	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	GJA1_GJA1	GAP	Cell-Cell Contact	GJA1	GJA1	GJA1	GJA1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	GJC1_GJA1	GAP	Cell-Cell Contact	GJC1	GJA1	GJC1	GJA1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	GJA3_GJA1	GAP	Cell-Cell Contact	GJA3	GJA1	GJA3	GJA1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	GJC1_GJC1	GAP	Cell-Cell Contact	GJC1	GJC1	GJC1	GJC1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	GJA3_GJC1	GAP	Cell-Cell Contact	GJA3	GJC1	GJA3	GJC1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	GJA3_GJA3	GAP	Cell-Cell Contact	GJA3	GJA3	GJA3	GJA3	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	CLDN1_CLDN1	CLDN	Cell-Cell Contact	CLDN1	CLDN1	CLDN1	CLDN1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	barrier	False	False
GSE253013	GSE253013	CLDN2_CLDN2	CLDN	Cell-Cell Contact	CLDN2	CLDN2	CLDN2	CLDN2	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	CLDN3_CLDN3	CLDN	Cell-Cell Contact	CLDN3	CLDN3	CLDN3	CLDN3	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	barrier	False	False
GSE253013	GSE253013	PCDHA10_PCDHA10	PCDH	Cell-Cell Contact	PCDHA10	PCDHA10	PCDHA10	PCDHA10	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	PCDHA11_PCDHA11	PCDH	Cell-Cell Contact	PCDHA11	PCDHA11	PCDHA11	PCDHA11	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	PCDHA12_PCDHA12	PCDH	Cell-Cell Contact	PCDHA12	PCDHA12	PCDHA12	PCDHA12	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	PCDHA13_PCDHA13	PCDH	Cell-Cell Contact	PCDHA13	PCDHA13	PCDHA13	PCDHA13	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
GSE253013	GSE253013	PCDHA1_PCDHA1	PCDH	Cell-Cell Contact	PCDHA1	PCDHA1	PCDHA1	PCDHA1	incoming	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False
