scale	summary	cohort	nhej_set	ifn_set	n_nhej	n_ifn	cldn4_delta	tacstd2_delta	nhej_delta	ifn_delta	cldn4_cliff	tacstd2_cliff	nhej_cliff	ifn_cliff	cldn4_mw_p	tacstd2_mw_p	nhej_mw_p	ifn_mw_p	n_limbs	hit_nhej_down_ifn_up	strength_cliff	limb_cldn4_kl_gt_kp	limb_tacstd2_kl_gt_kp	limb_nhej_kl_lt_kp	limb_ifn_kl_gt_kp
median_ratio	mean	drop_B6AL10-3	NHEJ_KEGG	IFN_HALLMARK_ALPHA	13	90	5.705430785225014	3.185043242066371	0.7284328013248285	-1.090334819397949	1.0	1.0	1.0	-1.0	0.015873015873015872	0.015873015873015872	0.015873015873015872	0.015873015873015872	2	False	0.0	True	True	False	False
median_ratio	mean	drop_B6AL10-3	NHEJ_KEGG	IFN_HALLMARK_GAMMA	13	186	5.705430785225014	3.185043242066371	0.7284328013248285	-1.597955368796777	1.0	1.0	1.0	-1.0	0.015873015873015872	0.015873015873015872	0.015873015873015872	0.015873015873015872	2	False	0.0	True	True	False	False
median_ratio	mean	drop_B6AL10-3	NHEJ_EXTENDED	IFN_COMPACT	14	15	5.705430785225014	3.185043242066371	1.0928361273286598	-1.6037925513828153	1.0	1.0	1.0	-1.0	0.015873015873015872	0.015873015873015872	0.015873015873015872	0.015873015873015872	2	False	0.0	True	True	False	False
median_ratio	mean	drop_B6AL10-3	NHEJ_EXTENDED	IFN_HALLMARK_ALPHA	14	90	5.705430785225014	3.185043242066371	1.0928361273286598	-1.090334819397949	1.0	1.0	1.0	-1.0	0.015873015873015872	0.015873015873015872	0.015873015873015872	0.015873015873015872	2	False	0.0	True	True	False	False
median_ratio	mean	drop_B6AL10-3	NHEJ_EXTENDED	IFN_HALLMARK_GAMMA	14	186	5.705430785225014	3.185043242066371	1.0928361273286598	-1.597955368796777	1.0	1.0	1.0	-1.0	0.015873015873015872	0.015873015873015872	0.015873015873015872	0.015873015873015872	2	False	0.0	True	True	False	False
median_ratio	median	drop_B6AL10-3	NHEJ_KEGG	IFN_COMPACT	13	15	5.949504923365215	3.028647195898797	0.4034812052500758	-3.049255807502333	1.0	1.0	1.0	-1.0	0.015873015873015872	0.015873015873015872	0.015873015873015872	0.015873015873015872	2	False	0.0	True	True	False	False
median_ratio	median	drop_B6AL10-3	NHEJ_KEGG	IFN_HALLMARK_GAMMA	13	186	5.949504923365215	3.028647195898797	0.4034812052500758	-1.1811365211688525	1.0	1.0	1.0	-1.0	0.015873015873015872	0.015873015873015872	0.015873015873015872	0.015873015873015872	2	False	0.0	True	True	False	False
median_ratio	median	drop_B6AL10-3	NHEJ_KEGG	IFN_OAS	13	7	5.949504923365215	3.028647195898797	0.4034812052500758	-2.5576902418980323	1.0	1.0	1.0	-1.0	0.015873015873015872	0.015873015873015872	0.015873015873015872	0.015873015873015872	2	False	0.0	True	True	False	False
median_ratio	median	drop_B6AL10-3	NHEJ_EXTENDED	IFN_COMPACT	14	15	5.949504923365215	3.028647195898797	1.3191351625142165	-3.049255807502333	1.0	1.0	1.0	-1.0	0.015873015873015872	0.015873015873015872	0.015873015873015872	0.015873015873015872	2	False	0.0	True	True	False	False
median_ratio	median	drop_B6AL10-3	NHEJ_EXTENDED	IFN_HALLMARK_GAMMA	14	186	5.949504923365215	3.028647195898797	1.3191351625142165	-1.1811365211688525	1.0	1.0	1.0	-1.0	0.015873015873015872	0.015873015873015872	0.015873015873015872	0.015873015873015872	2	False	0.0	True	True	False	False
median_ratio	median	drop_B6AL10-3	NHEJ_EXTENDED	IFN_OAS	14	7	5.949504923365215	3.028647195898797	1.3191351625142165	-2.5576902418980323	1.0	1.0	1.0	-1.0	0.015873015873015872	0.015873015873015872	0.015873015873015872	0.015873015873015872	2	False	0.0	True	True	False	False
