gene,GSM5772210,GSM5772211,GSM5772212,GSM5772213,GSM5772214,GSM5772215,GSM5772216
ADH1C,2.807,0.09,0.0,0.087,0.229,30.247,0.0
ADH4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADH5,55.268,47.165,32.421,38.046,45.581,39.069,41.749
ADH6,0.0,0.0,0.0,0.052,0.045,4.919,0.0
ADH7,1.814,0.0,0.0,0.142,0.51,29.13,0.0
ADHFE1,1.221,0.411,0.533,1.192,1.19,9.886,0.753
ADI1,30.429,31.794,28.824,33.912,30.277,68.209,28.311
ADIG,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADIPOQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADIPOQ-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADIPOR1,169.371,169.106,186.67,160.638,170.515,234.568,153.875
ADIPOR2,4.803,4.72,7.645,5.591,5.333,2.781,6.552
ADIRF,2.742,4.534,1.306,0.292,2.057,7.952,0.0
ADK,11.642,16.471,9.109,18.687,19.993,20.325,19.403
ADM,6.963,3.318,1.411,1.942,1.967,29.798,1.051
ADM2,0.0,0.072,0.0,0.14,0.031,0.064,0.0
ADM5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADNP,3.985,4.184,3.92,4.343,4.991,3.563,3.77
ADNP-AS1,0.561,0.68,0.21,0.188,0.497,1.044,1.018
ADNP2,2.05,1.658,1.877,1.265,2.525,1.196,1.712
ADO,5.231,2.877,6.127,3.083,3.352,3.49,2.986
ADORA1,4.891,8.352,10.023,7.441,7.657,0.942,5.384
ADORA2A,1.397,0.224,0.0,0.0,0.0,3.136,0.212
ADORA2A-AS1,0.22,0.0,0.0,0.0,0.0,0.0,0.0
ADORA2B,9.829,12.666,8.135,7.516,8.874,21.632,14.277
ADORA3,6.009,8.513,2.347,4.535,3.011,41.327,2.935
ADPGK,118.636,135.291,150.145,132.429,125.232,64.903,130.02
ADPGK-AS1,6.391,7.367,7.42,6.159,6.875,4.049,8.188
ADPRH,28.075,44.542,45.728,39.798,41.794,7.208,28.038
ADPRHL1,0.686,0.0,0.0,0.0,0.566,3.793,0.109
ADPRHL2,58.691,55.728,52.389,56.541,52.349,36.876,48.092
ADPRM,11.547,8.806,11.456,10.76,8.394,9.582,9.287
ADRA1A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADRA1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADRA1D,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADRA2A,0.187,0.0,0.0,0.0,0.0,0.497,0.0
ADRA2B,0.0,0.044,0.0,0.0,0.0,0.732,0.0
ADRA2C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADRB1,0.043,0.052,0.0,0.454,0.089,0.275,0.0
ADRB2,26.392,21.339,23.206,20.173,30.063,19.243,20.564
ADRB3,0.0,0.284,0.0,0.0,0.194,2.843,0.297
ADRBK1,27.221,46.375,59.509,48.515,48.085,10.025,43.582
ADRBK2,4.746,10.387,7.331,7.041,7.545,1.138,5.702
ADRM1,59.477,44.888,46.054,58.682,47.6,43.838,61.904
ADSL,56.785,42.467,51.366,52.476,53.029,47.128,56.09
ADSS,18.43,15.351,16.692,13.474,16.633,23.993,15.13
ADSSL1,0.888,1.436,1.066,0.52,0.84,5.668,0.0
ADTRP,53.923,76.024,61.786,47.132,54.274,30.338,45.434
AEBP1,0.029,0.0,0.0,0.0,0.0,0.219,0.0
AEBP2,1.728,2.061,1.729,1.632,2.075,1.398,2.091
AEN,4.244,11.153,7.617,7.366,13.502,9.529,5.106
AES,27.936,16.907,16.149,21.569,18.482,28.882,18.299
AFAP1,0.359,0.303,0.225,0.256,0.338,0.415,0.099
AFAP1-AS1,0.0,0.736,0.023,0.142,0.036,0.0,0.0
AFAP1L1,0.855,5.016,0.386,0.656,1.56,9.586,0.747
AFAP1L2,0.0,0.037,0.0,0.035,0.218,1.157,0.0
AFF1,1.974,2.735,2.958,2.501,2.831,3.116,3.054
AFF2,0.0,0.0,0.0,0.0,0.0,0.0,0.015
AFF3,0.072,0.017,0.038,0.034,0.03,0.383,0.0
AFF4,2.228,2.953,3.476,4.321,2.977,1.877,3.704
AFG3L1P,4.713,6.234,3.879,5.743,4.287,4.729,4.38
AFG3L2,20.486,17.918,24.136,18.645,20.704,17.616,21.48
AFM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFMID,2.333,1.186,3.641,4.021,2.139,3.685,3.612
AFP,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFTPH,9.71,5.954,9.637,7.948,7.911,8.35,8.458
AGA,22.977,20.384,26.323,14.436,31.912,12.418,26.157
AGAP1,0.0,0.071,0.043,0.089,0.011,0.093,0.0
AGAP1-IT1,0.0,0.615,0.0,0.0,0.0,0.0,0.0
AGAP11,0.659,0.564,0.66,0.227,0.28,0.33,0.492
AGAP2,0.884,0.655,0.418,0.776,0.962,0.418,1.089
AGAP2-AS1,0.087,0.84,0.34,0.304,0.357,0.0,0.549
AGAP3,8.063,18.634,15.116,13.031,15.79,8.762,13.213
AGAP4,1.271,0.34,0.537,0.43,0.264,0.341,0.308
AGAP5,0.98,0.5,0.743,0.725,0.692,1.261,1.062
AGAP6,1.248,1.244,1.693,1.201,0.736,1.138,1.484
AGAP7P,0.208,0.0,0.0,0.0,0.0,0.111,0.0
AGAP9,0.0,0.064,0.0,0.0,0.054,0.0,0.083
AGBL1,0.765,0.0,0.182,0.0,0.036,0.111,0.0
AGBL1-AS1,0.0,0.0,0.433,0.0,0.0,0.0,0.0
AGBL2,3.375,0.082,0.751,0.316,0.592,21.894,0.053
AGBL3,0.103,0.083,0.135,0.0,0.106,0.292,0.054
AGBL4,0.493,0.05,0.0,0.096,0.042,3.585,0.0
AGBL4-IT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGBL5,7.66,6.101,6.674,8.375,7.316,14.669,7.42
AGBL5-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGER,6.777,8.958,0.137,0.917,0.108,1.1,0.322
AGFG1,15.314,13.252,18.362,17.276,15.329,8.333,17.191
AGFG2,1.736,1.595,1.202,1.802,1.612,2.902,1.73
AGGF1,5.391,9.888,8.312,8.057,8.275,9.716,9.468
AGK,9.381,7.551,8.099,9.462,7.205,6.845,7.666
AGL,1.152,2.84,2.485,2.305,3.028,1.881,2.719
AGMAT,0.155,0.047,0.0,0.136,0.0,0.0,0.123
AGMO,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO1,4.819,4.588,5.633,4.377,5.669,4.274,4.552
AGO2,2.509,3.073,2.487,3.375,5.192,4.189,3.08
AGO3,5.418,6.49,6.616,5.178,5.796,3.358,5.846
AGO4,3.948,6.808,6.021,6.049,5.276,4.216,5.886
AGPAT1,10.231,10.517,10.784,9.417,7.849,9.089,11.271
AGPAT2,159.794,143.016,151.51,163.408,156.25,67.112,139.459
AGPAT3,6.125,7.405,6.123,6.13,8.42,6.273,7.551
AGPAT4,1.666,2.291,2.221,2.126,3.392,2.626,2.805
AGPAT4-IT1,1.184,4.986,7.665,3.102,7.405,4.15,2.76
AGPAT5,4.342,2.972,4.87,3.072,3.948,5.509,4.53
AGPAT6,9.671,9.892,7.717,9.444,9.727,8.893,10.76
AGPAT9,3.349,5.137,2.965,1.879,2.67,13.342,3.289
AGPS,14.401,21.401,18.92,16.798,18.932,6.95,15.326
AGR2,12.76,10.257,0.389,7.3,2.449,204.978,0.705
AGR3,40.458,0.258,1.952,21.702,5.053,286.697,0.675
AGRN,0.625,0.953,0.777,1.108,1.175,0.563,1.118
AGRP,10.583,16.611,20.111,14.342,35.113,0.883,45.049
AGT,0.0,0.0,0.189,0.0,0.0,1.025,3.207
AGTPBP1,7.622,10.01,10.299,8.005,13.608,7.986,10.752
AGTR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGTR2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGTRAP,144.656,97.069,128.68,119.168,105.692,135.256,121.161
AGXT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGXT2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AHCTF1,3.468,4.206,4.542,3.666,3.942,3.213,3.714
AHCTF1P1,0.0,0.016,0.035,0.015,0.014,0.0,0.084
AHCY,36.396,47.751,46.766,40.624,45.051,36.394,37.542
AHCYL1,25.197,37.334,34.202,34.29,42.606,21.347,34.669
AHCYL2,2.369,5.703,4.649,5.069,4.441,9.653,3.801
AHDC1,0.019,0.045,0.049,0.065,0.057,0.336,0.029
AHI1,4.787,4.926,6.406,4.605,4.363,5.366,5.03
AHNAK,17.088,17.572,15.208,19.124,11.03,10.833,23.305
AHNAK2,0.151,0.076,0.016,0.022,0.045,0.268,0.05
AHR,9.091,21.984,15.125,19.485,15.094,13.106,14.047
AHRR,0.0,0.026,0.055,0.099,0.0,0.247,0.0
AHSA1,107.339,67.192,70.288,69.969,61.528,133.386,65.841
AHSA2,6.923,8.052,12.672,7.54,9.607,6.76,11.675
AHSG,0.084,0.0,0.0,0.0,0.0,0.0,0.0
AHSP,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AICDA,0.177,1.019,0.347,0.155,0.228,0.0,0.21
AIDA,5.555,10.007,9.629,10.91,10.115,6.386,11.262
AIF1,538.129,372.673,369.692,466.026,483.512,430.463,440.756
AIF1L,0.072,0.0,0.0,0.0,0.0,0.115,0.0
AIFM1,18.362,17.45,16.297,18.097,17.712,34.858,18.927
AIFM2,4.996,5.883,2.215,3.524,3.259,10.397,4.408
AIFM3,0.874,0.596,0.501,0.128,1.215,0.0,0.606
AIG1,28.6,36.525,34.696,21.206,29.348,28.21,22.854
AIM1,12.666,18.797,11.779,12.25,15.638,5.974,15.14
AIM1L,0.249,0.0,0.148,0.106,0.117,1.205,0.359
AIM2,4.94,3.486,2.705,3.472,2.409,7.164,1.566
AIMP1,11.197,8.429,9.507,11.809,11.464,12.238,10.698
AIMP2,20.319,19.55,16.799,19.148,19.091,22.937,21.405
AIP,76.425,48.912,60.404,55.204,46.899,59.597,53.666
AIPL1,0.089,0.0,0.058,0.0,0.137,0.0,0.0
AIRE,0.0,0.0,0.0,0.0,0.113,0.0,0.0
AIRN,0.0,0.066,0.0,0.0,0.276,0.0,0.141
AJAP1,0.0,0.0,0.0,0.0,0.0,0.09,0.0
AJUBA,0.0,0.945,0.0,0.608,0.038,0.0,0.0
AK1,7.337,4.045,4.44,4.883,3.039,13.891,2.642
AK2,36.471,33.74,33.715,32.054,30.768,26.978,31.945
AK3,10.43,9.319,13.333,10.98,9.645,8.968,8.879
AK4,0.615,0.498,0.336,0.22,0.123,0.582,0.433
AK5,0.0,0.044,0.0,0.0,0.038,0.0,0.0
AK6,52.682,42.376,42.849,51.113,47.385,52.989,47.788
AK7,1.589,0.0,0.097,0.173,1.106,25.349,1.171
AK8,3.557,0.073,0.237,0.424,0.249,17.887,0.096
AK9,3.266,3.536,2.666,1.105,3.909,9.435,2.51
AKAP1,7.533,10.539,11.338,10.465,10.22,3.844,10.402
AKAP10,8.384,10.539,10.419,9.534,11.555,7.647,10.036
AKAP11,0.329,1.026,1.369,1.115,1.2,0.837,0.8
AKAP12,0.0,0.035,0.019,0.8,0.493,0.608,0.11
AKAP13,19.093,29.693,26.505,25.271,25.071,10.933,25.559
AKAP14,23.338,0.0,0.238,0.299,2.645,116.291,0.0
AKAP17A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AKAP2,2.008,2.331,2.146,1.866,1.233,4.528,2.677
AKAP3,0.0,0.044,0.144,0.344,0.303,3.337,0.175
AKAP4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AKAP5,0.854,0.838,1.524,1.342,0.882,0.039,0.72
AKAP6,0.213,0.041,0.015,0.131,0.139,1.264,0.053
AKAP7,3.899,6.153,2.965,3.88,4.196,3.166,4.518
AKAP8,3.426,5.318,4.756,7.384,7.246,6.558,5.971
AKAP8L,24.562,20.146,18.767,26.23,15.53,23.621,16.503
AKAP9,9.113,7.02,8.102,7.369,7.92,8.818,7.921
AKIP1,32.096,30.71,31.576,33.17,29.663,27.754,31.919
AKIRIN1,25.864,27.751,21.94,24.89,26.966,34.035,20.359
AKIRIN2,38.572,43.721,57.21,45.185,51.442,24.429,51.969
AKNA,3.133,1.62,1.458,1.863,1.854,3.992,2.52
AKNAD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AKR1A1,374.996,324.696,322.803,333.47,388.615,279.134,358.826
AKR1B1,352.523,348.795,321.878,256.536,331.917,314.459,228.848
AKR1B10,0.578,0.2,0.0,0.0,2.384,3.687,0.0
AKR1B15,0.0,0.0,0.0,0.0,0.0,0.086,0.0
AKR1C1,19.779,2.731,1.282,1.262,2.728,6.665,0.776
AKR1C2,6.918,6.211,10.649,11.124,10.136,16.185,4.462
AKR1C3,104.141,102.027,100.775,109.062,96.205,95.859,74.099
AKR1C4,0.117,0.0,0.0,0.0,0.241,0.0,0.0
AKR1C6P,0.0,0.0,0.126,0.0,0.0,0.0,0.0
AKR1C8P,0.0,0.145,0.312,0.489,0.246,0.0,0.567
AKR1D1,0.0,0.0,0.0,0.0,0.0,0.102,0.0
AKR1E2,1.599,4.553,0.53,1.965,3.857,0.258,2.535
AKR7A2,33.479,30.539,33.66,28.22,27.106,41.909,35.167
AKR7A2P1,0.617,0.125,0.0,0.0,0.0,0.0,0.0
AKR7A3,0.0,0.0,0.0,0.26,0.229,0.591,0.0
AKR7L,0.0,0.0,0.0,0.0,0.0,0.0,0.095
AKT1,51.466,83.851,95.274,99.123,80.062,10.007,63.128
AKT1S1,2.178,2.672,1.213,2.581,2.334,2.016,2.257
AKT2,1.278,0.489,0.887,1.039,1.163,1.062,0.853
AKT3,2.351,2.341,2.893,3.518,2.576,0.6,2.21
AKTIP,11.823,8.909,9.814,7.545,6.954,17.119,10.762
ALAD,16.901,19.519,23.693,19.123,17.953,9.477,23.007
ALAS1,273.628,201.786,271.786,269.609,224.058,84.627,246.537
ALAS2,0.0,0.0,0.0,0.0,0.069,4.549,0.0
ALB,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALCAM,30.17,27.555,37.804,25.793,54.589,50.564,39.628
ALDH16A1,9.452,11.358,13.526,10.451,11.173,12.045,11.062
ALDH18A1,8.284,10.176,5.614,6.868,6.627,14.79,8.347
ALDH1A1,168.453,147.115,140.284,138.747,167.254,340.798,149.693
ALDH1A2,19.664,5.062,7.783,15.304,14.599,0.0,7.726
ALDH1A3,0.807,0.326,0.389,0.787,0.306,14.369,0.059
ALDH1B1,4.273,5.521,6.38,7.016,6.139,6.667,6.96
ALDH1L1,0.864,0.0,0.0,0.145,0.34,8.051,0.0
ALDH1L1-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALDH1L1-AS2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALDH1L2,0.545,0.68,0.226,0.11,0.275,0.182,0.321
ALDH2,1592.6,1342.23,1785.12,1914.31,1307.5,184.114,1439.7
ALDH3A1,9.262,1.153,1.533,2.05,6.584,256.076,0.811
ALDH3A2,56.568,62.499,61.014,55.906,56.768,30.853,46.123
ALDH3B1,40.885,33.523,41.469,43.357,35.992,95.695,35.128
ALDH3B2,0.0,0.061,0.262,0.0,0.052,6.331,0.0
ALDH4A1,5.28,6.242,5.327,5.421,8.118,10.508,5.463
ALDH5A1,2.737,2.975,2.308,1.739,3.135,3.819,1.874
ALDH6A1,5.434,5.588,5.179,4.274,6.054,6.213,4.447
ALDH7A1,4.371,4.364,4.396,3.904,3.713,5.958,5.243
ALDH8A1,0.0,0.127,0.0,0.304,0.0,0.0,0.0
ALDH9A1,77.927,60.991,68.8,56.456,64.807,67.914,61.267
ALDOA,1437.32,1205.24,1444.46,1305.26,1231.4,885.636,1255.74
ALDOB,0.0,0.0,0.0,0.0,0.0,0.055,0.0
ALDOC,8.176,5.391,5.51,6.602,3.358,9.961,5.534
ALG1,11.557,9.035,10.117,10.989,8.382,5.966,9.424
ALG10,0.391,0.57,0.769,0.688,0.727,0.791,1.055
ALG10B,0.299,0.154,0.196,0.23,0.193,0.278,0.147
ALG11,9.445,10.985,9.074,11.203,9.752,12.182,10.628
ALG12,11.093,19.989,15.082,19.431,17.986,11.461,17.16
ALG13,4.547,3.632,3.121,4.564,3.051,5.296,3.609
ALG14,22.467,19.041,24.992,28.51,26.532,19.0,24.663
ALG1L,1.922,0.929,0.0,0.224,1.778,26.191,0.607
ALG1L2,0.0,0.183,0.0,0.177,0.312,0.482,0.0
ALG1L9P,0.432,0.296,0.609,0.286,0.0,1.428,0.159
ALG2,41.817,20.663,25.303,23.735,30.224,25.161,28.2
ALG3,43.908,51.353,45.216,43.747,53.217,42.207,56.197
ALG5,39.584,39.195,32.603,38.611,40.06,32.877,43.972
ALG6,5.021,4.688,4.92,4.528,4.063,6.723,4.179
ALG8,37.926,33.508,38.304,37.679,38.534,21.084,37.338
ALG9,6.552,8.454,8.683,7.991,8.754,4.098,7.798
ALK,0.0,0.343,0.222,0.066,0.369,0.281,0.328
ALKBH1,6.638,7.642,7.37,9.41,7.097,7.213,9.299
ALKBH2,7.822,6.182,8.195,9.794,6.099,4.274,5.96
ALKBH3,31.147,18.786,21.829,20.61,19.716,13.608,21.076
ALKBH3-AS1,0.067,0.0,0.0,0.156,0.0,0.142,0.0
ALKBH4,6.878,4.497,5.248,3.713,4.628,4.707,5.212
ALKBH5,27.102,33.471,31.921,33.118,30.887,31.95,29.528
ALKBH6,16.196,12.152,17.725,14.695,15.963,20.65,13.27
ALKBH7,18.281,15.607,15.114,13.28,19.283,24.981,15.536
ALKBH8,1.749,2.487,1.133,2.843,1.985,0.951,1.876
ALLC,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALMS1,0.26,0.936,1.105,0.862,0.555,3.092,0.91
ALMS1-IT1,0.0,0.179,0.0,0.086,0.076,0.314,0.0
ALMS1P,0.166,0.0,0.0,0.291,0.0,0.704,0.0
ALOX12,0.213,0.194,0.209,0.062,0.11,1.358,0.169
ALOX12-AS1,1.045,0.634,0.684,0.306,2.426,3.89,1.656
ALOX12B,0.0,0.121,0.0,0.0,0.0,0.0,0.0
ALOX12P2,0.0,0.207,0.0,0.067,0.0,1.673,0.0
ALOX15,5.633,0.0,0.544,0.108,0.476,28.333,0.219
ALOX15B,1.842,7.316,0.619,0.908,1.901,5.695,0.159
ALOX15P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALOX5,620.019,513.331,781.691,696.72,806.293,99.211,721.822
ALOX5AP,2068.75,1500.31,2173.14,1901.89,2161.2,484.543,2170.26
ALOXE3,0.0,0.046,0.0,0.0,0.0,0.0,0.0
ALPI,0.0,0.0,0.0,0.0,0.0,0.0,0.059
ALPK1,10.284,8.323,8.734,9.893,11.359,8.237,9.139
ALPK2,0.032,0.039,0.148,0.0,0.0,0.034,0.0
ALPK3,1.278,1.551,3.781,2.147,2.1,0.465,0.709
ALPL,7.708,2.183,0.498,0.964,0.448,14.551,0.571
ALPP,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALPPL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALS2,1.75,3.478,3.434,3.522,3.28,5.587,3.003
ALS2CL,0.0,0.49,0.126,0.686,0.227,2.927,0.0
ALS2CR11,0.147,0.089,0.0,0.211,0.021,0.044,0.0
ALS2CR12,0.521,0.44,0.157,0.211,0.124,9.395,0.285
ALX1,0.0,0.0,0.0,0.372,0.0,0.0,0.0
ALX3,0.0,0.109,0.0,0.0,0.093,0.0,0.286
ALX4,0.022,0.0,0.028,0.0,0.0,0.0,0.0
ALYREF,38.503,24.289,25.89,31.483,26.396,30.506,29.687
AMACR,5.094,3.072,4.012,3.57,3.013,3.941,3.652
AMBN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMBP,0.0,0.0,0.0,0.0,0.097,0.0,0.0
AMBRA1,3.906,5.963,6.008,6.354,5.125,2.061,5.529
AMD1,29.135,41.723,42.081,32.513,39.825,24.787,36.156
AMDHD1,0.0,0.72,0.0,0.07,0.122,0.757,0.0
AMDHD2,16.307,24.347,16.78,17.861,20.967,22.56,17.007
AMELX,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMELY,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMER1,0.0,0.034,0.036,0.0,0.0,0.413,0.044
AMER2,0.023,0.0,0.0,0.0,0.0,0.0,0.019
AMER3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMFR,55.874,69.277,62.81,53.302,59.769,36.571,60.947
AMH,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMHR2,0.0,0.101,0.219,0.784,0.0,0.295,0.133
AMICA1,361.344,414.824,265.199,372.049,382.563,185.132,344.254
AMIGO1,0.202,0.184,1.257,0.237,0.417,0.914,0.08
AMIGO2,44.33,73.125,96.296,107.515,85.184,6.465,74.935
AMIGO3,0.414,0.451,0.325,0.533,0.555,0.22,0.459
AMMECR1,0.95,0.984,0.499,0.77,1.04,1.072,0.834
AMMECR1L,2.136,4.684,4.086,4.371,5.119,3.046,2.715
AMN,0.0,0.0,0.0,0.298,0.0,0.813,0.0
AMN1,4.333,3.418,2.201,2.92,4.407,10.364,1.541
AMOT,0.181,0.082,0.0,0.212,0.157,0.973,0.115
AMOTL1,1.791,3.983,4.301,3.36,4.071,0.083,3.996
AMOTL2,0.0,0.952,0.0,0.78,0.098,0.405,0.113
AMPD1,0.104,0.0,0.068,0.0,0.0,0.0,0.0
AMPD2,13.311,11.674,12.498,14.879,15.548,15.999,17.055
AMPD3,4.72,1.829,0.356,0.723,0.798,10.929,0.929
AMPH,0.0,0.134,0.145,0.173,0.038,0.55,0.0
AMT,2.79,2.025,3.191,3.289,5.255,4.332,1.954
AMTN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMY1A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMY1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMY1C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMY2A,0.0,0.0,0.0,0.0,0.0,0.331,0.0
AMY2B,2.193,2.524,2.651,2.438,3.54,3.23,2.673
AMZ1,19.831,11.32,18.818,23.82,8.661,1.155,15.267
AMZ2,54.778,53.006,50.914,50.071,53.051,89.305,44.648
AMZ2P1,6.218,4.07,4.534,2.98,5.65,10.445,3.807
ANAPC1,1.819,4.247,3.792,4.386,4.067,2.499,4.684
ANAPC10,13.238,10.473,10.818,9.667,12.065,12.578,9.875
ANAPC11,110.865,67.891,64.56,70.068,77.327,80.412,79.592
ANAPC13,62.914,50.683,54.978,65.238,65.265,82.29,57.119
ANAPC15,61.076,55.388,55.878,65.573,61.162,45.512,58.477
ANAPC16,17.901,16.827,16.727,15.366,20.284,25.327,14.967
ANAPC1P1,0.0,0.0,0.0,0.0,0.0,0.0,0.116
ANAPC2,1.055,2.392,2.704,2.096,1.893,1.61,2.69
ANAPC4,14.238,15.136,16.342,14.455,14.596,19.733,13.673
ANAPC5,71.082,56.632,61.684,62.822,58.934,79.592,70.81
ANAPC7,34.351,32.294,28.841,30.322,32.762,32.396,31.95
ANG,12.207,9.667,8.184,8.338,7.686,9.168,17.122
ANGEL1,13.929,20.585,19.775,15.083,16.757,7.033,14.467
ANGEL2,4.713,4.834,5.323,5.517,5.086,5.646,4.354
ANGPT1,0.194,0.0,0.0,0.0,0.0,0.0,0.0
ANGPT2,1.49,2.053,6.682,2.158,1.98,0.272,2.039
ANGPT4,13.764,18.882,15.839,12.367,10.479,0.568,6.141
ANGPTL1,0.034,0.042,1.345,0.722,0.565,0.0,0.434
ANGPTL2,0.0,0.124,0.0,0.04,0.0,0.108,0.054
ANGPTL3,0.0,0.0,0.055,0.0,0.0,0.0,0.0
ANGPTL4,0.0,0.738,0.088,3.208,0.0,2.141,0.0
ANGPTL5,0.053,0.0,0.0,0.0,0.164,0.507,0.0
ANGPTL6,6.456,7.325,7.182,8.132,4.942,5.759,5.72
ANGPTL7,0.11,0.0,0.0,0.0,0.0,0.0,0.087
ANHX,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANK1,0.0,0.048,0.052,0.607,0.453,0.12,0.048
ANK2,0.689,0.494,0.593,0.462,0.348,0.0,0.597
ANK3,0.362,0.138,0.245,0.652,0.18,3.282,0.218
ANKAR,1.031,0.132,0.213,0.318,0.448,0.289,0.344
ANKDD1A,0.512,1.002,0.412,0.645,1.137,0.502,1.06
ANKDD1B,0.195,0.0,0.064,0.0,0.0,1.556,0.0
ANKEF1,2.377,1.807,1.941,2.265,1.177,4.112,1.456
ANKFN1,0.98,0.0,0.068,0.0,0.319,12.337,0.082
ANKFY1,10.112,18.422,16.759,15.105,16.046,9.62,12.539
ANKH,1.455,2.094,2.261,1.537,1.899,5.325,2.532
ANKHD1,13.345,21.804,21.279,17.244,17.006,16.542,20.089
ANKHD1-EIF4EBP3,2.974,6.064,6.456,5.7,8.063,2.284,4.004
ANKIB1,1.458,2.97,2.647,3.165,3.489,1.116,3.265
ANKK1,0.0,0.0,0.0,0.057,0.101,4.166,0.0
ANKLE1,0.0,0.184,0.298,0.194,0.196,0.609,0.12
ANKLE2,7.668,11.925,13.507,11.268,12.516,10.4,12.447
ANKMY1,5.392,3.997,4.331,4.362,4.773,29.433,3.325
ANKMY2,19.779,16.958,15.121,22.657,17.09,14.093,14.59
ANKRA2,5.404,6.066,4.969,6.465,7.473,8.742,5.01
ANKRD1,0.0,1.1,0.0,0.0,0.0,0.0,0.0
ANKRD10,32.984,29.919,52.432,48.137,37.668,28.311,38.237
ANKRD11,9.117,8.92,7.557,8.944,7.74,6.245,8.328
ANKRD12,5.616,5.058,5.775,5.267,6.202,11.319,5.496
ANKRD13A,18.615,14.452,16.981,17.576,16.627,14.643,18.638
ANKRD13B,0.0,0.0,0.05,0.0,0.0,0.0,0.061
ANKRD13C,3.576,4.438,4.875,5.61,3.387,3.514,4.573
ANKRD13D,9.06,7.038,7.539,7.561,7.586,8.187,8.821
ANKRD16,2.425,1.898,3.074,2.933,3.552,3.815,1.835
ANKRD17,5.563,6.274,7.018,6.162,6.161,5.549,7.099
ANKRD18A,0.421,0.0,0.0,0.076,0.033,1.308,0.0
ANKRD18B,0.0,0.0,0.042,0.0,0.0,0.206,0.0
ANKRD18DP,0.17,0.0,0.0,0.0,0.044,0.136,0.202
ANKRD19P,0.109,0.066,0.071,0.128,0.169,0.058,0.259
ANKRD2,0.0,0.0,0.125,0.112,0.0,0.0,0.0
ANKRD20A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANKRD20A11P,0.13,0.0,0.0,0.0,0.0,0.139,0.0
ANKRD20A12P,0.0,0.181,0.195,0.0,0.0,0.238,0.0
ANKRD20A19P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANKRD20A2,0.0,0.042,0.045,0.0,0.0,0.0,0.0
ANKRD20A3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANKRD20A4,0.069,0.042,0.09,0.0,0.0,0.11,0.0
ANKRD20A5P,0.033,0.04,0.257,0.191,0.404,0.0,0.0
ANKRD20A8P,0.0,0.04,0.0,0.0,0.0,0.035,0.0
ANKRD20A9P,0.357,0.274,0.492,0.218,0.302,0.286,0.305
ANKRD22,2.027,1.578,0.079,0.992,0.78,3.411,0.767
ANKRD23,0.048,0.058,0.252,0.226,0.199,0.512,0.229
ANKRD24,0.299,0.544,0.039,0.385,0.833,0.191,0.616
ANKRD26,0.677,1.264,0.705,1.669,1.004,2.845,0.881
ANKRD26P1,0.039,0.0,0.0,0.0,0.0,0.0,0.0
ANKRD26P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANKRD27,6.133,11.876,11.168,9.643,9.354,8.697,11.68
