accession,excluded_known,tier,keep_for_download,lung,io,trop2,cldn4,title,host,organisms,n_files,n_raw_files,n_proteinish_files,sources,keywords,description,pride_url,px_url,queries
PXD043057,False,core_lung_io,True,True,True,False,False,LC-MSMS of the MHC-I immunopeptidome of human NSCLC samples,PRIDE,Homo sapiens (human),100,12,64,omicsdi:pride;pride,Non-small cell lung cancer;Lc-msms;Immunopeptidome;Mhc class i,"While immune checkpoint blockade (ICB) therapy has significantly improved the outcome of metastatic melanoma and non-small cell lung cancer (NSCLC), most patients do not derive long-term benefits. Previous studies suggest that treatment failure is partly due to insufficient immune recognition of tumor antigens (TAs). Notably, immune targeting of TAs has focused on TAs derived from non-synonymous genomic mutations. We used a proteogenomic approach combining RNA-sequencing and mass spectrometry to study the MHC I-immunopeptidome of cutaneous melanoma and NSCLC samples. The RNA-sequencing of each sample was used to construct sample-specific databases for the mass spectrometry-based identification of MHC I-associated peptides (MAPs). MAPs were then filtered based on their RNA expression in the respective cancer types from The Cancer Genome Atlas (TCGA-SKCM for melanoma MAPs, or TCGA-LUSC and TCGA-LUAD for NSCLC MAPs) vs. benign tissues (from the Genotype-Tissue Expression (GTEx) Project, medullary thymic epithelial cells, purified blood and bone marrow cells, and normal melanocytes for melanoma or bronchial brushing samples for NSCLC). MAPs were classified as mutated tumor-specific antigens (mTSAs, derived from non-synonymous mutations expressed in the sample of origin), or unmutated tumor antigens: aberrantly expressed tumor-specific antigens (aeTSAs, no/low expression in benign tissues and at least two times higher expression in TCGA), tumor-associated antigens (TAAs, significant expression in benign tissues and at least two times higher expression in TCGA), lineage-associated antigens (LSAs, specific expression to cancer and normal tissue of origin, i.e., lung and bronchial brushing samples for NSCLC or skin and melanocytes for melanoma). The tumor antigens described here represent attractive targets for immunotherapy of melanoma and NSCLC.",https://www.ebi.ac.uk/pride/archive/projects/PXD043057,https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD043057,id:PXD* AND NSCLC AND (immunotherapy OR PD-1 OR PD-L1) | keyword:checkpoint | keyword:immunotherapy
PXD043059,False,core_lung_io,True,True,True,False,False,LC-MSMS of the MHC-I immunopeptidome of human melanoma,PRIDE,Homo sapiens (human),100,6,81,omicsdi:pride;pride,Lc-msms;Melanoma;Immunopeptidome;Mhc class i,"While immune checkpoint blockade (ICB) therapy has significantly improved the outcome of metastatic melanoma and non-small cell lung cancer (NSCLC), most patients do not derive long-term benefits. Previous studies suggest that treatment failure is partly due to insufficient immune recognition of tumor antigens (TAs). Notably, immune targeting of TAs has focused on TAs derived from non-synonymous genomic mutations. We used a proteogenomic approach combining RNA-sequencing and mass spectrometry to study the MHC I-immunopeptidome of cutaneous melanoma and NSCLC samples. The RNA-sequencing of each sample was used to construct sample-specific databases for the mass spectrometry-based identification of MHC I-associated peptides (MAPs). MAPs were then filtered based on their RNA expression in the respective cancer types from The Cancer Genome Atlas (TCGA-SKCM for melanoma MAPs, or TCGA-LUSC and TCGA-LUAD for NSCLC MAPs) vs. benign tissues (from the Genotype-Tissue Expression (GTEx) Project, medullary thymic epithelial cells, purified blood and bone marrow cells, and normal melanocytes for melanoma or bronchial brushing samples for NSCLC). MAPs were classified as mutated tumor-specific antigens (mTSAs, derived from non-synonymous mutations expressed in the sample of origin), or unmutated tumor antigens: aberrantly expressed tumor-specific antigens (aeTSAs, no/low expression in benign tissues and at least two times higher expression in TCGA), tumor-associated antigens (TAAs, significant expression in benign tissues and at least two times higher expression in TCGA), lineage-associated antigens (LSAs, specific expression to cancer and normal tissue of origin, i.e., lung and bronchial brushing samples for NSCLC or skin and melanocytes for melanoma). The tumor antigens described here represent attractive targets for immunotherapy of melanoma and NSCLC.",https://www.ebi.ac.uk/pride/archive/projects/PXD043059,https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD043059,id:PXD* AND NSCLC AND (immunotherapy OR PD-1 OR PD-L1) | keyword:checkpoint | keyword:immunotherapy
PXD043989,False,core_lung_io,True,True,True,False,False,Immunopeptidomics-based identification of naturally presented non-canonical circRNA-derived peptides,PRIDE,Homo sapiens (human),43,38,5,pride,Immunopeptidomics;Circrna;Antigen discovery,"Circular RNAs (circRNAs) are covalently closed non-coding RNAs lacking the 5’ cap and the poly-A tail. Nevertheless, it has been demonstrated that certain circRNAs can undergo active translation. Therefore, aberrantly expressed circRNAs in human cancers could be an unexplored source of tumor-specific antigens, potentially mediating anti-tumor T cell responses. This study presents an immunopeptidomics workflow with a specific focus on generating a circRNA-specific protein fasta reference. The main goal of this workflow is to streamline the process of identifying and validating human leukocyte antigen (HLA) bound peptides potentially originating from circRNAs. We increased the analytical stringency of our workflow by retaining peptides identified independently by two mass spectrometry search engines and/or by applying a group-specific FDR for canonical-derived and circRNA-derived peptides. A subset of circRNA-derived peptides specifically encoded by the region spanning the back-splice junction (BSJ) were validated with targeted MS, and with direct Sanger sequencing of the respective source transcripts. Our workflow identified 54 unique BSJ-spanning circRNA-derived peptides in the immunopeptidome of melanoma and lung cancer samples. Our novel approach enlarges the catalog of source proteins that can be explored for immunotherapy.",https://www.ebi.ac.uk/pride/archive/projects/PXD043989,https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD043989,keyword:immunotherapy
PXD044028,False,core_lung_io,True,True,True,False,False,PD1 inhibits PKCθ-dependent phosphorylation of cytoskeleton-related proteins and immune synapse formation,PRIDE,Homo sapiens (human),22,18,4,pride,T-cell activation;Pd-1;Phosphoproteomics;Immune synapse;Cancer immunotherapy,"The cell surface receptor programmed death 1 (PD1) is a major target for antibody-based cancer immunotherapies.   An improved understanding of intracellular pathways targeted by PD1 is needed to develop better predictive and prognostic biomarkers. Here, via unbiased phosphoproteome analysis of primary human T cells, we demonstrate that PD1 triggering reduces the phosphorylation and physical association with PKC theta of a variety of cytoskeletal proteins. TCR-induced phosphorylation of Vimentin, a cytoskeleton protein identified as a PKC theta target and binding partner in our study, was found to be long-lasting and durably inhibited by PD1 triggering, and Vimentin phosphorylation inversely correlated with PDL1 levels in intratumoral T cells in human lung carcinoma. Thus, PKCθ and its substrate Vimentin represent important targets of PD1-mediated T cell inhibition and low levels of Vimentin phosphorylation could be considered as a biomarker indicating PD1 pathway engagement.",https://www.ebi.ac.uk/pride/archive/projects/PXD044028,https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD044028,keyword:PD-1 | keyword:PD1 | keyword:PDL1 | keyword:immunotherapy
PXD044086,False,core_lung_io,True,True,True,False,False,Human lung cancer TMT-labeling LC-MS,PRIDE,Homo sapiens (human),3,3,0,literature_seed;omicsdi:pride;pride,Tmt-labeling lc-ms;Immune checkpoint;Human lung cancer;Membrane protein,"Although the paradigm of cancer treatment has changed with the recent development of drugs targeting immune checkpoints (PD-1, PD-L1, etc.), there is still a need for new targets for anticancer drugs. To discover new potential targets for immunotherapy, we compared membrane protein expression in non-small cell lung cancer cells versus normal lung cancer cells and NSCLC cell lines with low and high PD-L1 expression using mass spectrometry. As a result, it was confirmed that membrane protein, which is one of the most highly expressed proteins in NSCLC cell lines, is highly expressed in normal cells and highly expressed in cells with low PD-L1 expression.",https://www.ebi.ac.uk/pride/archive/projects/PXD044086,https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD044086,id:PXD* AND NSCLC AND (immunotherapy OR PD-1 OR PD-L1) | keyword:PD-1 | keyword:PD-L1 | keyword:checkpoint | keyword:immunotherapy | seed
PXD044740,False,core_lung_io,True,True,True,False,False,Phosphoproteomic analysis of IL-2 MSA and IL-12 MSA combination on T cell signaling,PRIDE,Mus musculus (mouse),6,2,4,pride,Signaling;T cell;Cytokine,"Engineered cytokine-based approaches for immunotherapy of cancer are poised to enter the clinic, with IL-12 being at the forefront. However, little is known about potential mechanisms of resistance to cytokine therapies. We found that orthotopic murine lung tumors were resistant to systemically delivered IL-12 fused to murine serum albumin (MSA, IL12-MSA) due to low IL-12R expression on tumor-reactive CD8+ T cells. IL2-MSA increased binding of IL12-MSA by tumor-reactive CD8+ T cells, and combined administration of IL12-MSA and IL2-MSA led to enhanced tumor-reactive CD8+ T cell effector differentiation, decreased numbers of tumor-infiltrating CD4+ regulatory T (Treg) cells, and increased survival of lung tumor-bearing mice. Predictably, the combination of IL-2 and IL-12 at therapeutic doses led to significant dose-limiting toxicity. Administering IL-12 and IL-2 analogs with preferential binding to cells expressing IL12rb1 and CD25, respectively, led to a significant extension of survival in mice with lung tumors while abrogating dose-limiting toxicity. These findings suggest that IL-12 and IL-2 represent a rational approach to combination cytokine therapy whose dose-limiting toxicity can be overcome with engineered cytokine variants.",https://www.ebi.ac.uk/pride/archive/projects/PXD044740,https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD044740,keyword:immunotherapy
PXD045563,False,core_lung_io,True,True,True,False,False,HERC5 alters mitochondrial energy metabolism pathways in NSCLC,PRIDE,Homo sapiens (human),20,18,2,omicsdi:pride;pride,Nsclc;Oxphos;Cancer metabolism,"In 2020, lung cancer remains the most diagnosed entity among men and third most among women, causing approximately 1.8 million deaths worldwide with an estimated 31.5% of new cases in men and 14.6% in women, respectively (1). Moreover, metastasized non-small cell lung cancer (NSCLC) continues to be one of the cancer entities with the worst prognosis as well as disease-free and overall survival despite the recent introduction of immunotherapy, with the patients’ 5-year-survival rate ranging still only between 10-20% (1). The development of cancer and metastasis is considered a multi-step process in which many factors are the topic of ongoing investigation. Thus, the identification of novel markers and targets, which are involved in disease progression, is an essential step in improving the survival of lung cancer patients. Previously, we identified HECT and RLD domain containing E3 ubiquitin protein ligase 5 (HERC5) gene as the main target gene on 4q (6). Loss of 4q has been associated with advanced disease stage and worse prognosis in several cancer entities including lung, colorectal, pancreatic, and hepatocellular cancer (2–5). We showed that in NSCLC, HERC5 downregulation via promoter hypermethylation leads to an increase in disseminated tumor cells (DTCs) and occurrence of brain metastases in NSCLC as well as poorer overall survival (OS) (6). In hepatocellular cancer, low mRNA expression levels of HERC5 could similarly be correlated with shorter OS, which led to immune evasion by indirectly increasing infiltration by regulatory T-cells (5). It was thus postulated that HERC5 might serve as a novel metastasis suppressor gene. Originally described in the context of innate immune responses, HERC5 is known to serve as the cellular main E3 ligase of ubiquitin-like modifier interferon-stimulated gene 15 (ISG15) (7,8), thereby catalyzing the transfer of ISG15 onto target proteins – a process called ISGylation. ISGylation is not only an important primary defense mechanis",https://www.ebi.ac.uk/pride/archive/projects/PXD045563,https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD045563,id:PXD* AND NSCLC AND (immunotherapy OR PD-1 OR PD-L1) | keyword:immunotherapy
PXD046734,False,core_lung_io,True,True,True,False,False,Phosphoprotein dynamics of interacting tumor and T cells by HySic,PRIDE,Homo sapiens (human),100,95,5,pride,Cell signaling;Phosphoproteomics;Interacting cells;Co-culture;Hysic;Human;Cancer;Silac;Cell culture;T cells;Intercellular communication,"Functional interactions between cytotoxic T cells and tumor cells are central to anti-cancer immunity. Some of the proteins involved, particularly immune checkpoints expressed by T cells, serve as promising clinical targets in immunotherapy. However, our understanding of the complexity and dynamics of the interactions between tumor cells and T cells is only rudimentary. Here we present HySic (for Hybrid quantification of SILAC (Stable Isotope Labelling by Amino acids in Cell culture)-labeled interacting cells) as an innovative method to quantify protein and phosphorylation dynamics between and within physically interacting (heterotypic) cells. We show that co-cultured HLA/antigen/TCR-matched tumor and T cells engage in stable interactions, allowing for in-depth HySic analysis. This method does not require physical separation of the two cell types for subsequent MS proteome and phosphoproteome measurements using label-free quantification (LFQ). We demonstrate that HySic can be used to identify proteins whose abundance or activation status changes upon interactions between T cells and tumor cells. We validated HySic with established signal transduction pathways, including IFN. Using HySic we also identified the RHO/RAC/PAK1 signaling pathway to be activated upon T cell:tumor cell interaction. Pharmacologic inhibition of PAK1 sensitized tumor cells to T cell killing. Thus, HySic is a simple method to study short-term protein signaling dynamics in physically interacting cells, which can be easily extended to other biological systems.",https://www.ebi.ac.uk/pride/archive/projects/PXD046734,https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD046734,keyword:checkpoint | keyword:immunotherapy
PXD047474,False,core_lung_io,True,True,True,False,False,A proteogenomic surfaceome study identifies DLK1 as an immunotherapeutic target in neuroblastoma,PRIDE,Homo sapiens (human),100,94,6,pride,Neuroblastoma;Antibody-drug conjugate;Mass spectrometry;Immunotherapy;Cancer;Dlk1;Surfaceome,"Cancer immunotherapies have produced remarkable results in B-cell malignancies; however, optimal cell surface targets for many solid cancers remain elusive. Here, we present an integrative proteomic, transcriptomic, and epigenomic analysis of tumor specimens along with normal tissues to identify biologically relevant cell surface proteins that can serve as immunotherapeutic targets for neuroblastoma, the often fatal childhood cancer of the developing nervous system. We apply this approach to human-derived cell lines (N=9) and cell/patient-derived xenograft (N=12) models of neuroblastoma. Plasma membrane-enriched mass spectrometry identified 1,461 cell surface proteins in cell lines and 1,401 in xenograft models, respectively. Additional proteogenomic analyses revealed 71 high-confidence candidate immunotherapeutic targets and we prioritized Delta-like canonical notch ligand 1 (DLK1) for further study. High expression of DLK1 directly correlated with the presence of a super-enhancer spanning the DLK1 locus. Robust cell surface expression of DLK1 was validated by immunofluorescence, flow cytometry, and immunohistochemistry. Short hairpin RNA mediated silencing of DLK1 in neuroblastoma cells resulted in increased cellular differentiation. ADCT-701, a DLK1-targeting antibody-drug conjugate (ADC), showed potent and specific cytotoxicity in DLK1-expressing neuroblastoma xenograft models. Finally, we also found that DLK1 is highly expressed in several adult cancer types including adrenocortical carcinoma (ACC), pheochromocytoma/paraganglioma (PCPG) and small cell lung cancer (SCLC) suggesting potential clinical benefit beyond neuroblastoma. A clinical trial has been developed for evaluating ADCT-701 in neuroendocrine tumors in adults (https://www.clinicaltrials.gov/study/NCT06041516?term=adct-701&rank=1).  Therefore, comprehensive characterization of cancer surfaceomes can provide biologically relevant immunotherapy targeting strategies.",https://www.ebi.ac.uk/pride/archive/projects/PXD047474,https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD047474,keyword:immunotherapy
PXD047616,False,core_lung_io,True,True,True,False,False,Oleuropein reprograms the immunosuppressive footprint of tumor-associated myeloid cells and enhances PD-L1/PD-1 blockade immunotherapy in cancer,,,0,0,0,literature_seed,"{'value': 'Immunosuppressive myeloid cells, oleuropein, PD-1 blockade, self-amplifying RNA, Semliki Forest virus', 'name': 'submitter keyword', 'accession': 'MS:1001925'}","Therapies based on PD-1/PD-L1 blockade fail in most cancer patients. Here we evaluated the capacities of oleuropein to reprogram tumor-associated immunosuppressive myeloid cells to increase the potency of immunotherapies. Oleuropein caused major global reprogramming of monocytic and granulocytic myeloid-derived suppressor cells and tumor-associated macrophages towards immunostimulatory subsets. Differential quantitative proteomics uncovered activated and down-modulated pathways at high resolution for each subset which regulated major differentiation programs. Oleuropein significantly potentiated the capacities of myeloid cells to activate T-cells and enhanced antitumor properties of PD-1 blockade, either by systemic anti-PD-1 antibody administration, or locally by intratumor antibody delivery with a self-amplifying RNA vector based on Semliki Forest virus. Combination therapies decreased tumor infiltration by immunosuppressive myeloid cells and increased dendritic cell recruitment within draining lymph nodes, leading to systemic antitumor T-cell responses. Potent therapeutic activities were evident in lung cancer models resistant to immunotherapies and in colon cancer models.",https://www.ebi.ac.uk/pride/archive/projects/PXD047616,https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD047616,seed
PXD047873,False,core_lung_io,True,True,True,False,False,A CTL-inspired Killing System Reveals Ultralow-dose Chemotherapy is Sufficient for Inducing a Pyroptosis-mediated Antitumour Immune Function,PRIDE,Mus musculus (mouse),4,2,2,pride,Mouse;Antitumor immune;Pyroptosis,"A Cytotoxic T lymphocyte-inspired system capable of using ultralow-dose chemical drugs to manipulate cell death is needed to investigate the antitumour immunotherapy. Recent studies revealed pyroptosis, a proinflammatory type of cell death, could promote antitumour immune function. However, high-dose chemotherapy led to cytokine release syndrome by pyroptosis. Therefore, pyroptosis- inducing ultralow-dose chemotherapy was potential in preclinical and clinical research, but its efficacy, safety and the antitumour immune responses were not clear. Here, we established a near-infrared light controllable killing system (BIK system) by which ultralow-dose doxorubicin could be spatiotemporally transported to immunosuppressive tumour cells and mediate efficient pyroptosis. Compared with using DOX directly, the BIK system reduced total drug consumption to less than one- thirtieth the common dose in vitro. MPI imaging and fluorescence imaging showed our BIK system exhibited good tumour targeting and tumour penetration. We applied this system for pyroptosis-induced antitumor therapies, and the results showed that less than 43 µg kg-1 DOX was sufficient for GSDME-positive tumour regression with negligible injuries to major organs. Notably, the gasdermin-deficient 4T1 tumours could be controlled by combining BIK system with decitabine treatment. The antitumour immune function were proven to correlate with the impressive efficacy of pyroptosis-inducing ultralow-dose chemotherapy, and the concomitant immune memory prevented metastasis, but high-dose DOX led to poor T cells infiltration which caused immunosuppression and lung metastasis. Owing to the robust antitumour immune function induced by BIK system, advanced-stage bulky tumours could be controlled or shrunken by synergizing with anti-PD-1 therapy. This study provided new insights into the design of nanoassisted systems for activating the antitumour immune function by microstimulation; our application of the BIK system sugges",https://www.ebi.ac.uk/pride/archive/projects/PXD047873,https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD047873,keyword:PD-1 | keyword:immunotherapy
PXD048934,False,core_lung_io,True,True,True,False,False,Integrated Multi-Omics Profiling for the Identification of Markers Associated with Myeloid-Derived Suppressor Cells in Human Isogenic Cell Line Models of Neutrophils and Myeloid-Derived Suppressor Cells,PRIDE,Homo sapiens (human),34,30,3,pride,Myeloid-derived suppressor cells;Mdsc;Rna sequencing;Gene signature;Cancer;Mass spectrometry.;Tumor microenvironment;Immunotherapy,"This study presents an integrative analysis identifying a 26-gene signature associated with myeloid-derived suppressor cells (MDSCs) in cancer, leveraging mass spectrometry proteomics data, RNA sequencing data and external datasets from lung and head and neck cancers. The genes within this signature were found to correlate positively with MDSC infiltration and negatively with neutrophil and CD8+ T cell presence in the tumor microenvironment. Clinically, this signature showed a significant association with reduced survival rates in metastatic melanoma patients treated with PD1 inhibitors, highlighting its potential as a prognostic biomarker in cancer therapy. This study enhances our understanding of MDSCs in oncology and opens new avenues for targeted therapeutic strategies against MDSC-mediated immunosuppression in the tumor microenvironment.",https://www.ebi.ac.uk/pride/archive/projects/PXD048934,https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD048934,keyword:PD1 | keyword:immunotherapy
PXD049438,False,core_lung_io,True,True,True,False,False,Impaired T cell and neoantigen retention in time serial analysis of lung cancer patients treated with TIL cell therapy,PRIDE,Homo sapiens (human),100,16,84,pride,Tumor infiltrating lymphocytes;Lung cancer;Expression proteomics;Immunotherapy,"Cell therapy with tumor-infiltrating lymphocytes (TIL) has yielded durable responses for multiple cancer types, but the causes of therapeutic resistance remain largely unknown. Here multi-dimensional analysis was performed on time serial tumor and blood in a lung cancer TIL therapy trial. Using T-cell receptor sequencing on both functionally expanded T cells and neoantigen-loaded tetramer-sorted T cells, we identified neoantigen specific TCRs. We then mapped clones into individual transcriptomes and found that neoantigen-reactive clonotypes expressed a dysfunctional program and lacked stem-like features among patients who lacked clinical benefit. Tracking neoantigen-reactive clonotypes over time, decay of antigen-reactive peripheral T-cell clonotypes was associated with the emergence of progressive disease. Further, subclonal neoantigens previously targeted by infused T cells were subsequently absent within tumors at progression, suggesting potential adaptive resistance. Our findings suggest that targeting clonal antigens and circumventing dysfunctional states may be important for conferring clinical responses to TIL therapy.",https://www.ebi.ac.uk/pride/archive/projects/PXD049438,https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD049438,keyword:immunotherapy
PXD050029,False,core_lung_io,True,True,True,False,False,PTPN23 downregulation by WDR4 Determines the Exosome Secretion Fate of MVB to Promote Cancer Metastasis and Immune Evasion,PRIDE,Homo sapiens (human),34,33,1,pride,Ubiquitination;Endocytic trafficking;Actin remodeling;Nsclc;Extracellular vesicles;Immune checkpoint;Immune evasion;Exosome secretion;Exosome;Cancer metastasis;Evs;Lysosomal degradation,"Exosomes play pleiotropic tumor-promoting functions and are originated from a diversion of endocytic pathway. In late endocytic trafficking, multivesicular bodies (MVBs) are directed to lysosomes for degradation or secreted as exosomes. However, the mechanism controlling different fates of MVBs remains elusive. Here, we show that WDR4 promotes exosome secretion through the degradation of PTPN23, an ESCRT-associated Bro1-family protein. Mechanistically, PTPN23 competes with ALIX, another Bro1-family protein, for binding syntenin, thus enabling PTPN23 and ALIX for promoting MVBs towards degradation and secretion, respectively. Furthermore, ALIX uniquely recruits actin-capping/severing proteins to prevent F-actin accumulation around MVBs, thereby facilitating MVBs trafficking to cell periphery for secretion. Functionally, the WDR4/ALIX-dependent exosomes preferentially load pro-tumor proteins including PTK2, MCAM and NRP1, thereby enhancing metastasis and immune evasion. This study highlights a previously unprecedented mechanism for regulating MVBs fates and exosome cargos, which have potential broad impacts on tuning exosome production and devising cancer therapeutic strategy.",https://www.ebi.ac.uk/pride/archive/projects/PXD050029,https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD050029,keyword:checkpoint
PXD052031,False,core_lung_io,True,True,True,False,False,Targeting ERAP enhances anti-tumor immunity by disrupting the NKG2A/HLA-E inhibitory checkpoint,PRIDE,Homo sapiens (human),58,54,4,pride,Human;Hla-e;Orbitrap;Immunotherapy,"New targets that enhance anti-tumor immunity must be identified to improve the efficacy of cancer immunotherapy. Here we show that loss of endoplasmic reticulum aminopeptidase (ERAP) family proteins improves anti-tumor immunity and synergizes with immune checkpoint blockade. Mechanistically, we show that loss of ERAP inactivates the HLA-E/NKG2A checkpoint, which normally restrains tumor killing by both CD8+ T cells and NK cells. The inhibitory activity of HLA-E is dependent on its presentation of a restricted set of invariant epitopes which form the binding surface for the NKG2A/CD94 receptor complex. Using genetic screening, in vivo models, cell-based assays, and immunopeptidomics, we show that loss of ERAP activity prevents the processing of these invariant peptides and alters the presented peptidome of both HLA-E and classical MHC-I. HLA-E neo-peptides presented after ERAP deletion are unable to bind the NKG2A/CD94 receptor, rendering tumor cells highly susceptible to killing by NKG2A+ cytotoxic T and NK cells. Thus, loss of ERAP phenocopies the loss or inhibition of the HLA-E/NKG2A pathway and represents an attractive therapeutic approach to inhibit this critical checkpoint. More broadly, this work identifies ERAP1/2 as druggable intracellular enzymes that could be targeted using small molecules to inactivate a cell-surface inhibitory pathway and represents a novel approach to therapeutic modulation of immune responses.",https://www.ebi.ac.uk/pride/archive/projects/PXD052031,https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD052031,keyword:checkpoint | keyword:immunotherapy
PXD052327,False,core_lung_io,True,True,True,False,False,"Conserved signalling functions for Mps1, Mad1 and Mad2 in the Cryptococcus neoformans spindle checkpoint",PRIDE,Cryptococcus neoformans,10,9,1,pride,Cryptococcus neoformans;Mad2;Mad1;Spindle checkpoint;Mps,"Cryptococcus neoformans is an opportunistic, human fungal pathogen which undergoes fascinating switches in cell cycle control and ploidy when it encounters stressful environments such as the human lung. Here we carry out a mechanistic analysis of the spindle checkpoint which regulates the metaphase to anaphase transition, focusing on Mps1 kinase and the downstream checkpoint components Mad1 and Mad2.  We demonstrate that Cryptococcus mad1D or mad2D strains are unable to respond to microtubule perturbations, continuing to re-bud and divide, and die as a consequence.  Fluorescent tagging of Chromosome 3, using a lacO array and mNeonGreen-lacI fusion protein, demonstrates that mad mutants are unable to maintain sister-chromatid cohesion in the absence of microtubule polymers. Thus, the classic checkpoint functions of the SAC are conserved in Cryptococcus.  In interphase, GFP-Mad1 is enriched at the nuclear periphery, and it is recruited to unattached kinetochores in mitosis.  Purification of GFP-Mad1 followed by mass spectrometric analysis of associated proteins show that it forms a complex with Mad2 and that it interacts with other checkpoint signalling components (Bub1) and effectors (Cdc20 and APC/C sub-units) in mitosis.  We also demonstrate that overexpression of Mps1 kinase is sufficient to arrest Cryptococcus cells in mitosis, and show that this arrest is dependent on both Mad1 and Mad2.  We find that a C-terminal fragment of Mad1 is an effective in vitro substrate for Mps1 kinase and map several Mad1 phosphorylation sites.  Some sites are highly conserved within the C-terminal Mad1 structure and we demonstrate that mutation of threonine 667 (T667A) leads to loss of checkpoint signalling and abrogation of the GAL-MPS1 arrest.  Thus Mps1-dependent phosphorylation of C-terminal Mad1 residues is a critical step in Cryptococcus spindle checkpoint signalling.  We conclude that CnMps1 protein kinase, Mad1 and Mad2 proteins have all conserved their important, spindle c",https://www.ebi.ac.uk/pride/archive/projects/PXD052327,https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD052327,keyword:checkpoint
PXD053333,False,core_lung_io,True,True,True,False,False,Targeted immunotherapy rescues pulmonary fibrosis by reducing activated fibroblasts and regulating alveolar cell profile,PRIDE,Mus musculus (mouse),17,16,1,pride,Ipf;Mouse;Lnp;Car-t;Lung,"Idiopathic pulmonary fibrosis (IPF) is a severe lung disease in the world, but has limited clinical therapies. Fibrosis maintains dynamic balance with overactivated fibroblasts. Given pulmonary cell regeneration, the lung may have self-repairing ability if fibrosis is removed by clearance of overactivated fibroblasts. The aim of the study is to evaluate therapeutic activity of transient CAR-T cells generated via a novelly designed LNP-mRNA system and address the relevant mechanism to epithelial cell polarization in a mouse model of bleomycin-induced IPF. Studies on proteomes and histology showed that fibrosis-induced ECM stiffening impaired epithelial cell polarization that limited cell’s self-healing ability. The proposed LNP-mRNA therapy eliminated overactivated fibroblasts and removed pulmonary fibrosis successfully. The decreased ECM stiffness and the improvement of extracellular environment facilitated re-establishment of cell polarity and restored the self-repairing ability of epithelial cell. Hence, LNP-mRNA treatment for IPF can recover pulmonary structure and function close to a healthy lung. This therapy shows a potential treatment for IPF patients.",https://www.ebi.ac.uk/pride/archive/projects/PXD053333,https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD053333,keyword:immunotherapy
PXD054498,False,core_lung_io,True,True,True,False,False,Multiple classes of antigen contribute to the antigenic landscape of mesothelioma,PRIDE,Homo sapiens (human),19,4,14,pride,Mass spectrometry;Hla class i;Mesothelioma;Asbestos related cancer;Immunopeptidomics;Lung cancer,"Mesothelioma is an incurable, asbestos-exposure related cancer that typically affects the lining or pleura of the lungs. Symptoms typically develop many decades after initial exposure to asbestos, leaving an enduring legacy of disease. Vaccine-induced augmentation of immune responses unleashed during checkpoint blockade may provide further clinical benefit in mesothelioma. In this study we explore the HLA class I antigenic landscape (or immunopeptidome) of mesothelioma in patient derived cell line and clinical material (pleural effusion samples).",https://www.ebi.ac.uk/pride/archive/projects/PXD054498,https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD054498,keyword:checkpoint
