sample,patient,cut,radius_um,class_name,estimand,threshold,n_high,n_low,high_mean,low_mean,delta,ratio
LUAD-9 R1,Lung9,pos_q80,19,immune,count,2.0,3999,28431,0.23755938984746186,0.4043825401850093,-0.16682315033754744,0.5874620346832381
LUAD-9 R2,Lung9,pos_q80,19,immune,count,2.0,9346,69427,0.0896640273913974,0.3936364814841488,-0.3039724540927514,0.22778383510931782
LUAD-12,Lung12,pos_q80,19,immune,count,3.0,1346,12348,0.22808320950965824,1.2700032393909946,-1.0419200298813363,0.17959262026688302
LUAD-13,Lung13,pos_q80,19,immune,count,2.0,3143,16977,0.9430480432707604,1.141897861813041,-0.19884981854228068,0.825860240926839
LUAD-5 R1,Lung5,pos_q80,19,immune,frac0,4.0,2756,6018,0.04797829971995429,0.0759652154093829,-0.027986915689428613,0.6315824876082456
LUAD-5 R2,Lung5,pos_q80,19,immune,frac0,3.0,3779,6562,0.046872815300309345,0.06843296650520057,-0.02156015120489123,0.6849449570003259
LUAD-5 R3,Lung5,pos_q80,19,immune,frac0,3.0,3207,6504,0.05743872418334533,0.0684797000525783,-0.011040975869232965,0.8387700901032602
LUSC-6,Lung6,pos_q80,19,immune,frac0,2.0,10036,41541,0.01730140292814665,0.02528075671897438,-0.007979353790827731,0.6843704530078858
LUAD-9 R1,Lung9,pos_q80,19,immune,frac0,2.0,3999,28431,0.03513745152904943,0.05402316143615512,-0.01888570990710569,0.650414573952231
LUAD-9 R2,Lung9,pos_q80,19,immune,frac0,2.0,9346,69427,0.01702374978375406,0.06695847197466746,-0.049934722190913404,0.25424340313791344
LUAD-12,Lung12,pos_q80,19,immune,frac0,3.0,1346,12348,0.05406739331330713,0.24222745128661066,-0.18816005797330354,0.2232091904783038
LUAD-13,Lung13,pos_q80,19,immune,frac0,2.0,3143,16977,0.15567348743454376,0.16623789449377008,-0.010564407059226316,0.9364500669874508
LUAD-5 R1,Lung5,pos_q80,20,immune,frac,4.0,2755,5981,0.05034337813829647,0.07866405492282041,-0.028320676784523942,0.6399794440763297
LUAD-5 R2,Lung5,pos_q80,20,immune,frac,3.0,3779,6538,0.050196563416486206,0.07167512866244714,-0.021478565245960937,0.7003344724065458
LUAD-5 R3,Lung5,pos_q80,20,immune,frac,3.0,3201,6455,0.06181028090587603,0.07198016114644812,-0.01016988024057209,0.8587127330837613
LUSC-6,Lung6,pos_q80,20,immune,frac,2.0,10019,41463,0.018280843597741493,0.026050781206884237,-0.007769937609142744,0.701738786739745
LUAD-9 R1,Lung9,pos_q80,20,immune,frac,2.0,3997,28421,0.03681685812033573,0.05512503809555803,-0.0183081799752223,0.6678790508319382
LUAD-9 R2,Lung9,pos_q80,20,immune,frac,2.0,9322,69292,0.01805602916952413,0.06799350586665807,-0.04993747669713394,0.26555520177079517
LUAD-12,Lung12,pos_q80,20,immune,frac,3.0,1315,12055,0.05858750459510915,0.2521281226407948,-0.19354061804568568,0.23237195431220642
LUAD-13,Lung13,pos_q80,20,immune,frac,2.0,3139,16966,0.16107976569110688,0.17170975825755108,-0.010629992566444202,0.938093252973427
LUAD-5 R1,Lung5,pos_q80,20,immune,count,4.0,2756,6018,0.30406386066763424,0.4921900963775341,-0.18812623570989984,0.6177772834226276
LUAD-5 R2,Lung5,pos_q80,20,immune,count,3.0,3779,6562,0.32336596983328925,0.4885705577567815,-0.16520458792349224,0.6618613518546612
LUAD-5 R3,Lung5,pos_q80,20,immune,count,3.0,3207,6504,0.3585905830994699,0.4289667896678967,-0.0703762065684268,0.8359401980211297
LUSC-6,Lung6,pos_q80,20,immune,count,2.0,10036,41541,0.08997608609007572,0.13264004236778124,-0.042663956277705514,0.6783478388870845
LUAD-9 R1,Lung9,pos_q80,20,immune,count,2.0,3999,28431,0.27756939234808703,0.4607646582955225,-0.18319526594743546,0.6024103354082796
LUAD-9 R2,Lung9,pos_q80,20,immune,count,2.0,9346,69427,0.10549967900706185,0.44448125369092717,-0.3389815746838653,0.23735461986529968
LUAD-12,Lung12,pos_q80,20,immune,count,3.0,1346,12348,0.26448736998514116,1.4198250728862973,-1.1553377029011562,0.18628165894230683
LUAD-13,Lung13,pos_q80,20,immune,count,2.0,3143,16977,1.1018135539293668,1.3094775284208047,-0.20766397449143792,0.8414146329476343
LUAD-5 R1,Lung5,pos_q80,20,immune,frac0,4.0,2756,6018,0.05032511131023467,0.07818041084968244,-0.02785529953944777,0.6437048713774965
LUAD-5 R2,Lung5,pos_q80,20,immune,frac0,3.0,3779,6562,0.050196563416486206,0.07141298250458389,-0.021216419088097682,0.7029052933514458
LUAD-5 R3,Lung5,pos_q80,20,immune,frac0,3.0,3207,6504,0.06169463959454605,0.07143787518455143,-0.00974323559000538,0.8636124665685413
LUSC-6,Lung6,pos_q80,20,immune,frac0,2.0,10036,41541,0.01824987764106935,0.026001866618065073,-0.007751988976995722,0.7018679816005999
LUAD-9 R1,Lung9,pos_q80,20,immune,frac0,2.0,3999,28431,0.03679844508801748,0.055105649034991905,-0.018307203946974424,0.6677799051899487
LUAD-9 R2,Lung9,pos_q80,20,immune,frac0,2.0,9346,69427,0.01800966230668777,0.06786129327945138,-0.049851630972763614,0.26538931747917566
LUAD-12,Lung12,pos_q80,20,immune,frac0,3.0,1346,12348,0.05723816385034809,0.2461454906409768,-0.18890732679062872,0.23253793397269507
LUAD-13,Lung13,pos_q80,20,immune,frac0,2.0,3143,16977,0.16087476439846785,0.17159850141942698,-0.010723737020959134,0.9375068142655406
LUAD-5 R1,Lung5,pos_q80,21,immune,frac,4.0,2755,5990,0.05314258387307389,0.0808523449049261,-0.027709761031852208,0.657279438655292
LUAD-5 R2,Lung5,pos_q80,21,immune,frac,3.0,3779,6543,0.05183785848975052,0.07395504266266341,-0.02211718417291289,0.700937442848926
LUAD-5 R3,Lung5,pos_q80,21,immune,frac,3.0,3202,6464,0.06508035802709168,0.07436996182338929,-0.009289603796297605,0.8750893026090537
LUSC-6,Lung6,pos_q80,21,immune,frac,2.0,10035,41488,0.018820579298905158,0.026717803313037792,-0.007897224014132634,0.7044209090992546
LUAD-9 R1,Lung9,pos_q80,21,immune,frac,2.0,3999,28425,0.037806446630527644,0.056108446891736795,-0.01830200026120915,0.6738102500587211
LUAD-9 R2,Lung9,pos_q80,21,immune,frac,2.0,9329,69330,0.018664135809123295,0.06880312697129193,-0.050138991162168633,0.27126871452965934
LUAD-12,Lung12,pos_q80,21,immune,frac,3.0,1325,12120,0.06290963543793733,0.25463187555791894,-0.19172224011998162,0.24706111636690126
LUAD-13,Lung13,pos_q80,21,immune,frac,2.0,3142,16968,0.17009935528207892,0.1773476745095421,-0.00724831922746319,0.9591293246584228
LUAD-5 R1,Lung5,pos_q80,21,immune,count,4.0,2756,6018,0.3548621190130624,0.5621468926553672,-0.2072847736423048,0.6312622619629352
LUAD-5 R2,Lung5,pos_q80,21,immune,count,3.0,3779,6562,0.3731145805768722,0.5597378847912222,-0.18662330421435003,0.6665880418582726
LUAD-5 R3,Lung5,pos_q80,21,immune,count,3.0,3207,6504,0.41721234798877455,0.49108241082410825,-0.0738700628353337,0.8495770542639292
LUSC-6,Lung6,pos_q80,21,immune,count,2.0,10036,41541,0.1040255081705859,0.14985195349173105,-0.04582644532114516,0.6941885357292062
LUAD-9 R1,Lung9,pos_q80,21,immune,count,2.0,3999,28431,0.3190797699424856,0.5197495691322852,-0.2006697991897996,0.6139106002053737
LUAD-9 R2,Lung9,pos_q80,21,immune,count,2.0,9346,69427,0.1221913117911406,0.49799069526265,-0.37579938347150943,0.24536866442192162
LUAD-12,Lung12,pos_q80,21,immune,count,3.0,1346,12348,0.3083209509658247,1.5844671201814058,-1.276146169215581,0.1945896806811144
LUAD-13,Lung13,pos_q80,21,immune,count,2.0,3143,16977,1.294304804327076,1.4957884196265536,-0.20148361529947767,0.8652993881649511
LUAD-5 R1,Lung5,pos_q80,21,immune,frac0,4.0,2756,6018,0.05312330136804012,0.08047616250922354,-0.027352861141183425,0.6601122582348723
LUAD-5 R2,Lung5,pos_q80,21,immune,frac0,3.0,3779,6562,0.05183785848975052,0.07374090889085747,-0.021903050401106947,0.7029728717674847
LUAD-5 R3,Lung5,pos_q80,21,immune,frac0,3.0,3207,6504,0.06497889192477317,0.07391258198437704,-0.008933690059603872,0.8791316739348628
LUSC-6,Lung6,pos_q80,21,immune,frac0,2.0,10036,41541,0.01881870399207984,0.026683715458253578,-0.007865011466173737,0.7052505121155832
LUAD-9 R1,Lung9,pos_q80,21,immune,frac0,2.0,3999,28431,0.037806446630527644,0.05609660591951103,-0.018290159288983386,0.6739524791352508
LUAD-9 R2,Lung9,pos_q80,21,immune,frac0,2.0,9346,69427,0.018630186492971455,0.06870699861609561,-0.050076812123124155,0.2711541308487177
LUAD-12,Lung12,pos_q80,21,immune,frac0,3.0,1346,12348,0.061928132953392986,0.24993021799173773,-0.18800208503834476,0.24778169463061975
LUAD-13,Lung13,pos_q80,21,immune,frac0,2.0,3143,16977,0.17004523521994655,0.17725365736454676,-0.007208422144600213,0.9593327311166556
LUAD-5 R1,Lung5,pos_q80,22,immune,frac,4.0,2756,5995,0.056934668441114264,0.08317662790548477,-0.02624195946437051,0.6845032057059375
LUAD-5 R2,Lung5,pos_q80,22,immune,frac,3.0,3779,6543,0.054405040755919044,0.0762507426048627,-0.021845701848943654,0.7135017823741103
LUAD-5 R3,Lung5,pos_q80,22,immune,frac,3.0,3204,6470,0.06771843192241407,0.07688494630646305,-0.009166514384048974,0.8807762140131921
LUSC-6,Lung6,pos_q80,22,immune,frac,2.0,10036,41508,0.019846666473939865,0.027087508482856085,-0.007240842008916219,0.7326870423132859
LUAD-9 R1,Lung9,pos_q80,22,immune,frac,2.0,3999,28430,0.038990234779807176,0.05710174389185027,-0.018111509112043095,0.6828203855499407
LUAD-9 R2,Lung9,pos_q80,22,immune,frac,2.0,9338,69355,0.019701532030110384,0.06981217961192408,-0.0501106475818137,0.2822076626117159
LUAD-12,Lung12,pos_q80,22,immune,frac,3.0,1333,12166,0.06667398826063492,0.25672501520137664,-0.19005102694074172,0.25970974510736883
LUAD-13,Lung13,pos_q80,22,immune,frac,2.0,3143,16970,0.17662660289974022,0.18334736532496057,-0.00672076242522035,0.9633441014365893
LUAD-5 R1,Lung5,pos_q80,22,immune,count,4.0,2756,6018,0.4190856313497823,0.6405782652043869,-0.2214926338546046,0.6542301762549908
LUAD-5 R2,Lung5,pos_q80,22,immune,count,3.0,3779,6562,0.4339772426567875,0.6333434928375495,-0.19936625018076204,0.6852162334730124
LUAD-5 R3,Lung5,pos_q80,22,immune,count,3.0,3207,6504,0.4801995634549423,0.5633456334563346,-0.08314607000139229,0.8524066486656509
LUSC-6,Lung6,pos_q80,22,immune,count,2.0,10036,41541,0.12086488640892785,0.1682915673671794,-0.047426680958251546,0.7181874190120544
LUAD-9 R1,Lung9,pos_q80,22,immune,count,2.0,3999,28431,0.3663415853963491,0.5838697196721888,-0.21752813427583972,0.6274372056869639
LUAD-9 R2,Lung9,pos_q80,22,immune,count,2.0,9346,69427,0.14198587631072115,0.5559652584729284,-0.4139793821622073,0.2553862388824694
LUAD-12,Lung12,pos_q80,22,immune,count,3.0,1346,12348,0.3684992570579495,1.7614998380304503,-1.3930005809725008,0.20919630482053977
LUAD-13,Lung13,pos_q80,22,immune,count,2.0,3143,16977,1.4890232262169902,1.703481180420569,-0.21445795420357872,0.8741060619462602
LUAD-5 R1,Lung5,pos_q80,22,immune,frac0,4.0,2756,6018,0.056934668441114264,0.08285873783539069,-0.025924069394276425,0.6871293230922989
LUAD-5 R2,Lung5,pos_q80,22,immune,frac0,3.0,3779,6562,0.054405040755919044,0.07602996172868282,-0.02162492097276377,0.715573696460173
LUAD-5 R3,Lung5,pos_q80,22,immune,frac0,3.0,3207,6504,0.0676550844650498,0.07648302623044526,-0.008827941765395461,0.8845764583268887
LUSC-6,Lung6,pos_q80,22,immune,frac0,2.0,10036,41541,0.019846666473939865,0.02706599027722949,-0.0072193238032896255,0.7332695486348706
LUAD-9 R1,Lung9,pos_q80,22,immune,frac0,2.0,3999,28431,0.038990234779807176,0.05709973545936841,-0.018109500679561234,0.682844403150558
LUAD-9 R2,Lung9,pos_q80,22,immune,frac0,2.0,9346,69427,0.0196846678897037,0.06973978015735943,-0.05005511226765573,0.2822588176401992
LUAD-12,Lung12,pos_q80,22,immune,frac0,3.0,1346,12348,0.06603003443642373,0.25294108640589147,-0.18691105196946772,0.26104906630497404
LUAD-13,Lung13,pos_q80,22,immune,frac0,2.0,3143,16977,0.17662660289974022,0.18327176707101256,-0.006645164171272339,0.9637414737824974
LUAD-5 R1,Lung5,pos_q80,23,immune,frac,4.0,2756,5998,0.060835335852144096,0.08535677477237331,-0.02452143892022922,0.7127183051887539
LUAD-5 R2,Lung5,pos_q80,23,immune,frac,3.0,3779,6545,0.05766414644311027,0.07831555042435391,-0.02065140398124364,0.7363051926553064
LUAD-5 R3,Lung5,pos_q80,23,immune,frac,3.0,3204,6474,0.07108841137352084,0.07966576363525779,-0.008577352261736948,0.8923332700228978
LUSC-6,Lung6,pos_q80,23,immune,frac,2.0,10036,41516,0.020550432639412315,0.027668714992290976,-0.00711828235287866,0.7427317331194474
LUAD-9 R1,Lung9,pos_q80,23,immune,frac,2.0,3999,28430,0.03967981576482967,0.05812653760037166,-0.01844672183554199,0.6826454387776223
LUAD-9 R2,Lung9,pos_q80,23,immune,frac,2.0,9341,69372,0.020453400624548423,0.07070721129986361,-0.05025381067531519,0.2892689479409277
LUAD-12,Lung12,pos_q80,23,immune,frac,3.0,1339,12197,0.07090142866841896,0.2594210996239891,-0.18851967095557015,0.27330633002167176
LUAD-13,Lung13,pos_q80,23,immune,frac,2.0,3143,16970,0.1823164371857029,0.18855638246781511,-0.006239945282112219,0.9669067405704109
LUAD-5 R1,Lung5,pos_q80,23,immune,count,4.0,2756,6018,0.4909288824383164,0.7183449651046859,-0.22741608266636953,0.6834166121937979
LUAD-5 R2,Lung5,pos_q80,23,immune,count,3.0,3779,6562,0.4993384493252183,0.7122828405973789,-0.21294439127216058,0.7010395602208135
LUAD-5 R3,Lung5,pos_q80,23,immune,count,3.0,3207,6504,0.5565949485500468,0.6386838868388683,-0.08208893828882158,0.8714717249324758
LUSC-6,Lung6,pos_q80,23,immune,count,2.0,10036,41541,0.13770426464726984,0.18889771550997808,-0.05119345086270824,0.7289885125158961
LUAD-9 R1,Lung9,pos_q80,23,immune,count,2.0,3999,28431,0.41385346336584145,0.6524919981710106,-0.2386385348051691,0.6342659596223512
LUAD-9 R2,Lung9,pos_q80,23,immune,count,2.0,9346,69427,0.16317141022897497,0.6168349489391736,-0.4536635387101986,0.26453009919362624
LUAD-12,Lung12,pos_q80,23,immune,count,3.0,1346,12348,0.4309063893016345,1.9510042112082928,-1.5200978219066583,0.22086389502704673
LUAD-13,Lung13,pos_q80,23,immune,count,2.0,3143,16977,1.7015590200445434,1.9212463921776521,-0.21968737213310874,0.8856537230062916
LUAD-5 R1,Lung5,pos_q80,23,immune,frac0,4.0,2756,6018,0.060835335852144096,0.08507310320450234,-0.024237767352358247,0.7150948250460022
LUAD-5 R2,Lung5,pos_q80,23,immune,frac0,3.0,3779,6562,0.05766414644311027,0.0781126603973478,-0.020448513954237524,0.7382176736751905
LUAD-5 R3,Lung5,pos_q80,23,immune,frac0,3.0,3207,6504,0.0710219114564268,0.07929830162587008,-0.008276390169443273,0.8956296667173108
LUSC-6,Lung6,pos_q80,23,immune,frac0,2.0,10036,41541,0.020550432639412315,0.0276520635425231,-0.007101630903110785,0.7431789894381676
LUAD-9 R1,Lung9,pos_q80,23,immune,frac0,2.0,3999,28431,0.03967981576482967,0.058124493122949115,-0.018444677358119443,0.6826694502246422
LUAD-9 R2,Lung9,pos_q80,23,immune,frac0,2.0,9346,69427,0.02044245829594552,0.07065119711775157,-0.05020873882180605,0.2893434100185858
LUAD-12,Lung12,pos_q80,23,immune,frac0,3.0,1346,12348,0.07053269909882094,0.25624871656250375,-0.18571601746368283,0.27525093606319284
LUAD-13,Lung13,pos_q80,23,immune,frac0,2.0,3143,16977,0.1823164371857029,0.18847863641861473,-0.006162199232911836,0.9673055824787193
LUAD-5 R1,Lung5,pos_q80,24,immune,frac,4.0,2756,6003,0.06348499943431576,0.08747218247212948,-0.02398718303781372,0.7257735846998381
LUAD-5 R2,Lung5,pos_q80,24,immune,frac,3.0,3779,6548,0.06119328787638544,0.08042991354842614,-0.0192366256720407,0.7608274729717508
LUAD-5 R3,Lung5,pos_q80,24,immune,frac,3.0,3205,6480,0.07413308629968937,0.08182358422086988,-0.007690497921180511,0.9060112314266114
LUSC-6,Lung6,pos_q80,24,immune,frac,2.0,10036,41521,0.020984832306061175,0.02820091965098263,-0.0072160873449214555,0.7441187225725804
LUAD-9 R1,Lung9,pos_q80,24,immune,frac,2.0,3999,28430,0.04098740279588898,0.05915225228117571,-0.01816484948528673,0.6929136459768006
LUAD-9 R2,Lung9,pos_q80,24,immune,frac,2.0,9342,69400,0.021226599528353346,0.07148524271491198,-0.050258643186558635,0.2969368043276634
LUAD-12,Lung12,pos_q80,24,immune,frac,3.0,1340,12223,0.07360503229576977,0.26084684173584205,-0.1872418094400723,0.2821772033195983
LUAD-13,Lung13,pos_q80,24,immune,frac,2.0,3143,16973,0.1898824171893645,0.1941723854683724,-0.004289968279007905,0.9779063934932876
LUAD-5 R1,Lung5,pos_q80,24,immune,count,4.0,2756,6018,0.5602322206095791,0.8054170820870721,-0.24518486147749297,0.6955802565769439
LUAD-5 R2,Lung5,pos_q80,24,immune,count,3.0,3779,6562,0.5832230748875363,0.8023468454739409,-0.21912377058640453,0.72689645155024
LUAD-5 R3,Lung5,pos_q80,24,immune,count,3.0,3207,6504,0.6373557842220143,0.7157134071340714,-0.07835762291205706,0.8905181569452161
LUSC-6,Lung6,pos_q80,24,immune,count,2.0,10036,41541,0.15394579513750498,0.21027418694783467,-0.0563283918103297,0.7321193217867309
LUAD-9 R1,Lung9,pos_q80,24,immune,count,2.0,3999,28431,0.46786696674168543,0.7242798353909465,-0.2564128686492611,0.6459754143081224
LUAD-9 R2,Lung9,pos_q80,24,immune,count,2.0,9346,69427,0.1848919323774877,0.6805997666613853,-0.49570783428389764,0.2716602935150224
LUAD-12,Lung12,pos_q80,24,immune,count,3.0,1346,12348,0.4888558692421991,2.1448007774538387,-1.6559449082116395,0.227926003375724
LUAD-13,Lung13,pos_q80,24,immune,count,2.0,3143,16977,1.9376391982182628,2.156859280202627,-0.21922008198436438,0.8983614350752778
LUAD-5 R1,Lung5,pos_q80,24,immune,frac0,4.0,2756,6018,0.06348499943431576,0.08725415609508032,-0.023769156660764554,0.7275871118979885
LUAD-5 R2,Lung5,pos_q80,24,immune,frac0,3.0,3779,6562,0.06119328787638544,0.08025831665880744,-0.019065028782421993,0.762454165797286
LUAD-5 R3,Lung5,pos_q80,24,immune,frac0,3.0,3207,6504,0.07408685425335343,0.08152165217577441,-0.00743479792242098,0.9087997148734142
LUSC-6,Lung6,pos_q80,24,immune,frac0,2.0,10036,41541,0.020984832306061175,0.028187342260139376,-0.007202509954078201,0.7444771526308991
LUAD-9 R1,Lung9,pos_q80,24,immune,frac0,2.0,3999,28431,0.04098740279588898,0.05915017172641924,-0.01816276893053026,0.6929380185988891
LUAD-9 R2,Lung9,pos_q80,24,immune,frac0,2.0,9346,69427,0.021217514743620478,0.07145744226907243,-0.05023992752545195,0.2969251916927854
LUAD-12,Lung12,pos_q80,24,immune,frac0,3.0,1346,12348,0.07327692665403529,0.2582062638919013,-0.18492933723786603,0.28379221150387296
LUAD-13,Lung13,pos_q80,24,immune,frac0,2.0,3143,16977,0.1898824171893645,0.19412663595185747,-0.0042442187624929795,0.9781368551426115
LUAD-5 R1,Lung5,pos_q80,25,immune,frac,4.0,2756,6005,0.0663599523032727,0.0895460872192486,-0.023186134915975903,0.7410703735250214
LUAD-5 R2,Lung5,pos_q80,25,immune,frac,3.0,3779,6553,0.0640706691900794,0.08273958890920284,-0.018668919719123447,0.7743653314544452
LUAD-5 R3,Lung5,pos_q80,25,immune,frac,3.0,3206,6485,0.07706667984766391,0.08339390314765709,-0.006327223299993176,0.9241284666962979
LUSC-6,Lung6,pos_q80,25,immune,frac,2.0,10036,41527,0.02162552720661177,0.02870704412626874,-0.007081516919656968,0.7533177958514741
LUAD-9 R1,Lung9,pos_q80,25,immune,frac,2.0,3999,28431,0.04217374414786384,0.06017901792341772,-0.01800527377555388,0.7008047921541868
LUAD-9 R2,Lung9,pos_q80,25,immune,frac,2.0,9344,69409,0.02221653299035036,0.07234664644630927,-0.050130113455958906,0.3070844894909946
LUAD-12,Lung12,pos_q80,25,immune,frac,3.0,1345,12245,0.07677275223743624,0.2626128208510692,-0.18584006861363295,0.29234198082421486
LUAD-13,Lung13,pos_q80,25,immune,frac,2.0,3143,16973,0.1969072397759248,0.19938042876634174,-0.00247318899041693,0.9875956280878736
LUAD-5 R1,Lung5,pos_q80,25,immune,count,4.0,2756,6018,0.6469521044992743,0.8979727484214025,-0.2510206439221282,0.7204585057136625
LUAD-5 R2,Lung5,pos_q80,25,immune,count,3.0,3779,6562,0.6631383964011643,0.8963730569948186,-0.23323466059365427,0.7398017948290446
LUAD-5 R3,Lung5,pos_q80,25,immune,count,3.0,3207,6504,0.7227938883691923,0.7944341943419434,-0.07164030597275106,0.9098222275891672
LUSC-6,Lung6,pos_q80,25,immune,count,2.0,10036,41541,0.172279792746114,0.23273392551936642,-0.06045413277325243,0.7402435736932479
LUAD-9 R1,Lung9,pos_q80,25,immune,count,2.0,3999,28431,0.5281320330082521,0.8004291090710843,-0.27229707606283227,0.6598111275852536
LUAD-9 R2,Lung9,pos_q80,25,immune,count,2.0,9346,69427,0.20971538626150224,0.7481527359672749,-0.5384373497057727,0.2803109260709506
LUAD-12,Lung12,pos_q80,25,immune,count,3.0,1346,12348,0.5579494799405647,2.3429705215419503,-1.7850210416013856,0.2381376439910854
LUAD-13,Lung13,pos_q80,25,immune,count,2.0,3143,16977,2.1950365892459436,2.4043706190728633,-0.20933402982691973,0.9129360389923414
LUAD-5 R1,Lung5,pos_q80,25,immune,frac0,4.0,2756,6018,0.0663599523032727,0.08935265100558124,-0.022992698702308537,0.7426746890713702
LUAD-5 R2,Lung5,pos_q80,25,immune,frac0,3.0,3779,6562,0.0640706691900794,0.082626108826883,-0.018555439636803603,0.7754288577756858
LUAD-5 R3,Lung5,pos_q80,25,immune,frac0,3.0,3207,6504,0.0770426490775212,0.08315028627191824,-0.006107637194397039,0.9265470094182979
LUSC-6,Lung6,pos_q80,25,immune,frac0,2.0,10036,41541,0.02162552720661177,0.028697369380408802,-0.007071842173797031,0.7535717619251591
LUAD-9 R1,Lung9,pos_q80,25,immune,frac0,2.0,3999,28431,0.04217374414786384,0.06017901792341772,-0.01800527377555388,0.7008047921541868
LUAD-9 R2,Lung9,pos_q80,25,immune,frac0,2.0,9346,69427,0.022211778756883564,0.07232788948380141,-0.050116110726917844,0.3070983947604074
LUAD-12,Lung12,pos_q80,25,immune,frac0,3.0,1346,12348,0.07671571453146489,0.26042225391329304,-0.18370653938182815,0.2945820235355432
LUAD-13,Lung13,pos_q80,25,immune,frac0,2.0,3143,16977,0.1969072397759248,0.1993334521677044,-0.002426212391779592,0.9878283731837526
LUAD-5 R1,Lung5,pos_q80,28,immune,count,4.0,2756,6018,0.9216255442670537,1.2125290794283816,-0.29090353516132794,0.7600853125118718
LUAD-5 R2,Lung5,pos_q80,28,immune,count,3.0,3779,6562,0.9441651230484255,1.2127400182871075,-0.26857489523868205,0.7785387707267867
LUAD-5 R3,Lung5,pos_q80,28,immune,count,3.0,3207,6504,1.0311817898347364,1.082410824108241,-0.05122903427350467,0.9526713581086826
LUSC-6,Lung6,pos_q80,28,immune,count,2.0,10036,41541,0.237544838581108,0.31024770708456706,-0.07270286850345906,0.7656618668139205
LUAD-9 R1,Lung9,pos_q80,28,immune,count,2.0,3999,28431,0.72768192048012,1.0582814533431817,-0.33059953286306165,0.6876071749923656
LUAD-9 R2,Lung9,pos_q80,28,immune,count,2.0,9346,69427,0.294671517226621,0.9747360536966886,-0.6800645364700676,0.30230903649154933
LUAD-12,Lung12,pos_q80,28,immune,count,3.0,1346,12348,0.8001485884101041,2.9928733398121152,-2.192724751402011,0.2673513034334875
LUAD-13,Lung13,pos_q80,28,immune,count,2.0,3143,16977,3.03054406617881,3.2731931436649586,-0.24264907748614872,0.9258677790047986
LUAD-5 R1,Lung5,pos_q80,30,immune,count,4.0,2756,6018,1.1280841799709724,1.4484878697241608,-0.32040368975318834,0.7788012613359312
LUAD-5 R2,Lung5,pos_q80,30,immune,count,3.0,3779,6562,1.1677692511246363,1.4661688509600732,-0.29839959983543696,0.7964766475293485
LUAD-5 R3,Lung5,pos_q80,30,immune,count,3.0,3207,6504,1.2659806672903025,1.3008917589175892,-0.03491109162728678,0.9731637229708222
LUSC-6,Lung6,pos_q80,30,immune,count,2.0,10036,41541,0.2885611797528896,0.3707180857466118,-0.08215690599372222,0.7783844135139472
LUAD-9 R1,Lung9,pos_q80,30,immune,count,2.0,3999,28431,0.8967241810452613,1.2528577960676726,-0.35613361502241125,0.715742986841601
LUAD-9 R2,Lung9,pos_q80,30,immune,count,2.0,9346,69427,0.3625080248234539,1.1473202068359571,-0.7848121820125032,0.3159606382451564
LUAD-12,Lung12,pos_q80,30,immune,count,3.0,1346,12348,1.0029717682020802,3.4682539682539684,-2.465282200051888,0.2891863679484259
LUAD-13,Lung13,pos_q80,30,immune,count,2.0,3143,16977,3.6910594972955773,3.9342051010190255,-0.2431456037234483,0.9381970188436618
LUAD-5 R1,Lung5,pos_q90,5,immune,count,5.0,1654,6018,0.0,0.001163177135260884,-0.001163177135260884,0.0
LUAD-5 R2,Lung5,pos_q90,5,immune,count,5.0,1155,6562,0.0,0.0007619628162145687,-0.0007619628162145687,0.0
LUAD-5 R3,Lung5,pos_q90,5,immune,count,5.0,1117,6504,0.0,0.001076260762607626,-0.001076260762607626,0.0
LUSC-6,Lung6,pos_q90,5,immune,count,3.0,4428,41541,0.0,9.629041188223683e-05,-9.629041188223683e-05,0.0
LUAD-9 R1,Lung9,pos_q90,5,immune,count,3.0,1728,28431,0.0,0.0014069149871619008,-0.0014069149871619008,0.0
LUAD-9 R2,Lung9,pos_q90,5,immune,count,3.0,3928,69427,0.0002545824847250509,0.0009794460368444554,-0.0007248635521194045,0.2599249730442075
LUAD-12,Lung12,pos_q90,5,immune,count,4.0,716,12348,0.0,0.00550696469063816,-0.00550696469063816,0.0
LUAD-13,Lung13,pos_q90,5,immune,count,3.0,1119,16977,0.0017873100983020554,0.003121870766330918,-0.0013345606680288627,0.5725125196013962
LUAD-5 R1,Lung5,pos_q90,5,immune,frac0,5.0,1654,6018,0.0,0.001163177135260884,-0.001163177135260884,0.0
LUAD-5 R2,Lung5,pos_q90,5,immune,frac0,5.0,1155,6562,0.0,0.0006095702529716549,-0.0006095702529716549,0.0
LUAD-5 R3,Lung5,pos_q90,5,immune,frac0,5.0,1117,6504,0.0,0.001076260762607626,-0.001076260762607626,0.0
LUSC-6,Lung6,pos_q90,5,immune,frac0,3.0,4428,41541,0.0,9.629041188223683e-05,-9.629041188223683e-05,0.0
LUAD-9 R1,Lung9,pos_q90,5,immune,frac0,3.0,1728,28431,0.0,0.0013717421124828531,-0.0013717421124828531,0.0
LUAD-9 R2,Lung9,pos_q90,5,immune,frac0,3.0,3928,69427,0.0002545824847250509,0.0009794460368444554,-0.0007248635521194045,0.2599249730442075
LUAD-12,Lung12,pos_q90,5,immune,frac0,4.0,716,12348,0.0,0.005264010366051183,-0.005264010366051183,0.0
LUAD-13,Lung13,pos_q90,5,immune,frac0,3.0,1119,16977,0.0017873100983020554,0.0030924191553277965,-0.0013051090570257412,0.577965019788076
