,TACSTD2,CD8A,NKG7,NCAM1,LGALS1,LGALS3,LGALS9,PVR,TGFB1,TGFB2,TGFB3,CD47,SIRPA,CD274,EPCAM,CLDN4
TCGA-77-A5GB-01,12.8395,7.7013,7.5162,3.1563,13.3028,11.1435,9.9481,10.3923,10.4397,9.0246,9.7346,11.7951,11.7962,6.3247,7.4194,7.9753
TCGA-66-2788-01,13.5487,8.8841,7.5279,5.2638,13.2478,12.5832,10.4497,10.9452,11.9287,8.7794,10.5406,11.6365,10.7127,7.3053,11.7419,11.6551
TCGA-39-5029-01,13.9072,9.072,8.5679,4.1158,12.303,13.1502,10.36,10.3454,12.6295,7.262,9.7917,12.1511,10.8229,4.298,11.397,12.91
TCGA-18-3415-01,13.1872,9.2117,8.8308,4.197,12.9549,12.3441,10.5677,10.084,10.4522,6.0001,9.0016,11.3245,10.3601,9.7384,12.3166,11.6275
TCGA-90-A4EE-01,8.9163,10.5939,10.1858,4.6158,12.8043,11.2594,12.172,9.318,11.2949,7.2182,8.943,11.5355,11.0581,7.3238,12.0836,10.5038
TCGA-34-2596-01,10.2267,7.3797,7.0489,8.8964,11.4747,10.4229,9.8582,9.711,11.3857,9.6984,8.5849,11.3532,11.1803,10.2706,12.8575,10.3304
TCGA-34-5929-01,9.4893,6.4309,5.9956,6.2063,12.1177,9.9797,12.2116,9.9595,9.9908,6.8775,9.4086,11.3596,9.2014,4.8425,12.9459,10.7188
TCGA-96-8170-01,14.2886,6.6859,5.6227,6.0335,11.0718,12.0326,11.2044,9.2863,11.3766,6.8458,8.4518,11.3741,10.8655,4.8521,9.79,12.466
TCGA-46-3766-01,12.4551,9.4286,8.6171,5.2592,13.6554,12.7548,10.7765,9.4446,11.1157,8.6704,11.0993,11.9159,11.2668,6.1903,10.8105,12.2378
TCGA-22-5483-01,11.4251,8.2561,6.5649,10.1378,12.4346,11.972,10.5231,10.4878,10.8153,11.4825,10.2314,11.0079,9.9762,5.5765,14.3586,13.5568
TCGA-56-8629-01,13.6912,7.3859,6.1806,3.7894,11.2226,12.7531,10.4143,10.4959,12.3857,8.0708,10.1871,11.3657,10.5353,4.2671,12.3062,12.5239
TCGA-63-A5MG-01,14.7101,7.2575,6.3608,5.2422,12.0672,12.7882,10.0339,8.4907,11.7483,8.6768,9.3144,11.252,10.0598,5.4465,10.1148,12.9067
TCGA-77-7140-01,13.6792,5.6567,6.685,6.2177,12.1306,10.9287,8.524,9.9926,10.7701,7.2079,9.8565,10.2628,8.3091,8.4594,14.3903,11.0787
TCGA-77-7465-01,10.3713,9.434,9.3828,2.4383,11.8475,11.1833,12.0185,9.3316,9.3741,9.8019,9.4875,12.1062,10.5462,6.5206,11.9096,9.626
TCGA-94-8491-01,16.1678,7.7144,7.8025,4.3631,12.1557,11.8678,10.3373,11.1867,10.5514,4.6019,8.203,11.3076,9.6101,6.0112,12.5087,14.249
TCGA-43-7657-01,12.531,5.904,4.513,4.3818,12.8433,11.5549,8.5601,9.3154,11.5296,7.5178,9.3684,11.7443,10.681,3.7268,12.0222,11.6399
TCGA-NC-A5HF-01,14.1293,3.8533,4.4546,5.2619,12.0668,12.8397,7.3437,10.2441,11.8709,6.7432,8.1498,9.8745,9.4727,4.9493,10.1504,11.9946
TCGA-63-A5MB-01,12.018,7.8802,7.0148,5.535,10.7334,11.6506,10.1299,10.2808,9.3997,6.6554,8.2267,10.2319,10.6974,6.5057,13.5736,12.1548
TCGA-60-2722-01,13.7687,6.5777,5.6134,2.0453,10.5773,10.427,8.5424,10.2038,10.1978,5.7123,7.7486,10.0291,11.1124,8.3712,13.4953,13.6259
TCGA-66-2768-01,14.457,8.2471,7.8521,5.1293,13.4716,12.2787,10.3853,11.162,11.8027,7.4834,8.6351,12.297,10.4392,5.847,10.1348,12.5951
TCGA-33-4579-01,6.6637,7.3201,7.2177,13.7771,10.3966,11.7836,12.5388,12.5232,8.1904,5.2976,7.9823,10.1197,8.7449,5.7773,9.8004,6.5133
TCGA-77-7138-01,13.4738,5.3904,5.2852,2.6417,11.9083,11.5129,8.2755,11.4792,11.1979,5.9524,8.1696,13.19,10.8446,4.5608,10.0382,11.0182
TCGA-68-A59I-01,13.5263,8.1636,7.7601,8.9981,11.7549,11.5883,9.4594,9.9631,11.0624,11.2149,10.6261,11.2704,10.0278,6.0875,12.1478,12.3862
TCGA-22-1017-01,12.2597,8.2717,7.5033,3.8185,12.0362,15.3327,10.5196,11.0419,10.2781,7.0198,7.7219,12.3898,9.4263,8.9476,13.7298,13.8836
TCGA-77-8131-01,13.4979,9.4043,8.8241,5.0381,13.7365,12.4675,12.0836,9.7337,12.4765,7.7341,9.486,11.7781,12.2715,7.0879,8.9806,12.8112
TCGA-94-A4VJ-01,14.3908,6.9155,6.4189,4.2519,12.4386,11.9475,9.5737,10.3969,11.6836,10.1124,9.1742,12.1019,11.435,4.6295,11.4673,12.2074
TCGA-56-A5DR-01,13.7323,7.2852,6.9849,2.9375,11.722,11.5048,9.5764,10.1537,11.6182,6.4156,9.1899,11.4792,10.4445,5.3719,11.4935,13.5264
TCGA-34-5927-01,11.844,6.2788,5.9373,5.7057,10.2471,10.9374,9.1956,9.9277,9.7824,7.5967,9.377,11.4617,8.6828,3.3987,12.6977,11.6965
TCGA-60-2697-01,12.8105,9.6688,9.0739,7.0664,11.8196,12.0346,11.0369,10.0506,10.9067,8.0708,9.9962,11.9302,10.5082,6.6038,11.274,11.9118
TCGA-85-7844-01,12.5761,7.8233,6.8944,6.3899,12.2772,10.8931,10.1812,10.2999,9.9768,7.4817,9.82,11.9578,10.4415,7.6087,11.7459,10.1288
TCGA-68-7756-01,14.6534,6.6625,5.2883,3.2732,12.4233,12.5027,9.835,10.4585,11.254,8.0161,9.8821,11.5258,9.9019,6.6492,12.0127,13.3038
TCGA-85-A4JC-01,14.5435,6.3069,6.5334,3.4921,14.0255,12.0279,9.7127,9.6554,12.2562,5.3479,9.9877,12.4931,11.5659,3.6477,9.6725,11.7084
TCGA-77-8007-01,11.2294,8.9352,8.1515,3.7592,13.2617,11.9758,11.1522,10.5203,11.6781,8.9139,9.3605,11.5188,11.2824,9.5516,12.2146,12.339
TCGA-98-8021-01,13.7318,7.2115,6.3007,6.7109,11.1944,11.8176,9.0773,9.541,10.8144,8.3729,9.8193,10.9726,9.5011,3.8616,11.4338,12.1207
TCGA-58-A46J-01,13.4728,7.3788,6.9355,4.7509,12.0591,11.516,10.8297,10.2036,10.6257,6.6225,8.2687,10.5663,9.4337,5.5447,12.0527,10.2487
TCGA-22-5472-01,15.1452,7.1296,7.3638,4.1503,11.2982,13.2504,10.9116,9.5387,10.8415,8.3286,9.0527,11.6342,10.8302,5.0883,10.7954,13.6165
TCGA-NC-A5HN-01,13.5148,6.5874,6.4125,3.3142,12.4153,11.2861,9.5431,10.4047,10.6837,4.6435,6.6932,10.1237,7.4143,7.863,13.0992,10.8882
TCGA-34-5239-01,12.5677,9.7752,8.5381,6.2005,12.8038,11.993,11.6522,9.5121,11.141,10.1881,10.5395,11.5455,10.633,7.438,10.0921,12.3649
TCGA-92-8064-01,12.1674,10.8366,10.2321,4.9147,12.0486,11.0689,10.7743,9.0917,11.0547,6.3403,9.478,10.8031,10.4366,10.5905,11.6533,12.3721
TCGA-85-A50Z-01,14.2108,6.9709,7.9944,4.6574,10.0561,12.3655,9.4233,11.0928,11.8763,9.4931,8.4988,12.4711,10.091,6.2398,11.5159,8.7175
TCGA-77-7463-01,12.2859,5.654,6.1494,7.4674,11.0076,11.0053,11.3301,9.335,11.3609,8.2632,8.3869,11.7359,9.7349,7.4967,11.4208,10.3483
TCGA-O2-A52V-01,14.0197,5.5614,6.628,4.5405,12.2678,11.0152,11.9899,10.6312,11.5839,7.94,9.4952,10.9224,11.3531,6.8492,12.643,12.3429
TCGA-21-5784-01,15.099,8.4675,8.5345,5.5816,11.9451,12.5697,11.0131,9.3761,12.2682,9.5029,9.4745,11.243,10.9872,4.5582,10.0431,12.8994
TCGA-85-6175-01,12.5345,8.4344,7.6039,5.1706,13.3602,11.581,10.8422,10.5264,11.6124,10.2079,11.4108,11.34,12.7531,6.69,10.0567,11.098
TCGA-39-5039-01,13.9018,8.2966,6.9205,3.1785,13.5998,12.9044,9.917,10.0572,11.9572,9.1329,10.2469,11.9139,10.0798,4.5328,10.635,12.5079
TCGA-39-5024-01,14.286,7.6201,7.4189,5.3616,12.6634,12.7851,12.2028,9.418,10.5912,7.5408,8.7252,12.203,10.2844,5.0995,10.6947,11.6322
TCGA-22-1005-01,12.3967,10.6428,9.6271,4.733,12.363,12.3913,11.5704,11.3149,11.2579,7.289,9.6036,12.3255,10.5561,6.1759,12.374,12.0722
TCGA-66-2757-01,10.9787,8.6123,8.3642,3.7324,11.5956,12.1469,10.9297,9.9495,9.8639,6.5734,8.306,11.2575,10.0452,5.801,13.28,13.3826
TCGA-52-7810-01,13.9165,3.6767,4.4538,6.0697,14.4383,12.3336,7.7488,10.9933,11.3439,8.7235,9.685,11.0996,10.3062,5.0748,10.3548,12.826
TCGA-85-A4QR-01,14.0698,3.9486,3.3891,6.7828,8.9816,11.2369,11.4941,9.5827,10.0007,6.0829,8.5017,11.2088,4.9858,5.2134,12.781,12.4213
TCGA-LA-A7SW-01,12.5181,5.075,6.5926,5.3608,14.3982,10.3503,8.3958,12.1605,12.6049,4.9984,8.3807,11.134,11.2067,6.3672,12.2106,11.7686
TCGA-90-7767-01,8.1327,9.0207,7.659,5.2955,13.7659,10.689,12.8592,9.2527,10.1622,6.839,10.5424,12.2214,10.6109,8.3472,10.0397,7.5624
TCGA-90-6837-01,15.0068,7.6494,7.5474,4.2993,13.1129,12.0099,10.9023,10.9531,11.2706,6.5487,10.0283,12.0272,11.1607,5.792,10.7648,12.3064
TCGA-77-8150-01,12.6861,9.0723,8.0163,4.1239,10.9729,11.0087,10.1912,9.8317,11.2261,6.0605,8.6993,10.436,10.781,8.5021,12.273,12.9248
TCGA-33-4582-01,12.5074,6.7079,6.1603,6.7565,10.8533,12.2879,9.3103,9.67,9.9428,9.0688,6.5846,11.6914,8.4117,2.4552,12.4478,11.322
TCGA-51-6867-01,13.5721,9.0976,8.3498,4.7612,11.0415,11.3385,10.7878,10.3869,10.4125,7.1778,8.2021,9.9627,10.0669,9.2329,12.247,13.4914
TCGA-33-A4WN-01,14.4578,6.5141,5.853,6.9565,10.1652,11.5021,10.0877,9.6735,9.9036,5.9681,8.2789,10.9223,10.2228,6.6977,12.6947,13.2857
TCGA-18-5595-01,13.183,5.9668,5.5873,4.9034,10.5661,11.9575,9.8887,10.1265,10.3627,6.2128,7.3457,9.8409,9.7033,6.6436,12.5414,11.1284
TCGA-18-3419-01,14.6387,8.8821,7.7792,4.3776,10.5871,12.0927,9.7999,9.4036,10.3928,4.2679,8.1528,11.5426,10.7447,6.15,12.7317,12.7457
TCGA-NK-A5CT-01,14.7009,6.7431,7.2227,3.8278,11.1181,11.9734,9.1228,11.8326,11.4612,11.3175,9.8826,10.8338,9.602,7.0087,10.9275,13.8461
TCGA-85-8288-01,12.9606,7.9342,6.9377,5.2186,12.3862,10.2418,10.8227,9.7123,10.6563,8.6395,10.4509,11.7989,10.7104,5.2946,10.3942,11.8088
TCGA-18-3416-01,14.4443,11.3261,10.2879,5.3036,10.2975,11.5788,11.85,9.1857,9.3636,6.2002,7.9089,11.3472,10.6568,10.1019,13.3543,12.8798
TCGA-79-5596-01,13.7053,5.2272,4.8336,5.1732,10.8254,11.0893,9.9993,10.2619,11.598,4.3888,8.963,9.745,10.2025,7.1603,13.0379,13.3607
TCGA-18-4721-01,10.8346,9.2167,8.6723,5.7195,11.3446,11.3446,11.3066,9.3051,10.5179,6.5553,9.8413,11.0533,10.5271,9.3008,12.2203,10.8069
TCGA-66-2789-01,13.6497,6.6491,6.4354,5.7156,12.7907,12.021,9.3113,10.1386,10.7341,9.3752,10.0278,12.6222,10.1424,5.5181,12.0467,12.8311
TCGA-85-8351-01,16.3833,6.5472,6.6204,4.7845,11.8401,11.7013,9.1169,11.8238,10.5976,7.451,8.0705,11.6746,10.213,6.1121,11.795,12.476
TCGA-43-5670-01,14.6683,4.4221,3.5987,2.8269,14.0101,12.8431,8.7868,11.1564,12.9583,5.1465,8.0016,11.8746,9.089,3.3677,12.0475,12.4746
TCGA-60-2709-01,11.7502,9.6994,8.1845,6.044,12.9507,12.4558,12.0102,9.854,11.3398,7.8366,9.9818,10.8256,12.1286,8.7829,12.4705,12.3891
TCGA-98-A53D-01,12.4696,8.5727,7.3048,4.6768,12.8033,12.6297,11.2618,10.7307,11.6085,8.0451,10.9606,11.4517,10.9755,9.0117,10.8898,11.5941
TCGA-85-8666-01,13.4638,7.0729,6.214,5.0476,12.0806,11.4188,10.6519,10.2243,11.8812,7.7859,9.788,10.8541,11.4112,5.7811,12.0478,12.6354
TCGA-56-8503-01,13.2689,7.9051,8.0208,6.8479,13.0328,11.459,10.9891,10.0139,11.4167,9.5558,11.2782,12.4884,11.5934,6.3167,9.1434,11.3134
TCGA-NK-A5CX-01,15.1863,8.0975,7.5035,4.0144,12.3664,12.883,10.2506,10.5318,12.0516,9.5227,9.3711,11.4746,11.0796,6.7757,11.0446,13.1967
TCGA-56-7221-01,12.7333,5.3975,3.6888,3.5372,10.8138,12.433,9.6769,9.2162,10.9483,6.4295,7.7468,10.1438,8.2502,3.9208,12.4567,11.9434
TCGA-21-1082-01,14.503,8.4862,7.4252,7.2401,11.6046,12.4364,9.9813,10.1335,10.1024,7.1357,9.4825,10.1157,10.381,4.9369,11.4678,12.1634
TCGA-63-A5ML-01,11.4835,8.3419,7.4291,4.9808,11.199,11.1629,10.2148,9.7882,9.2891,7.3161,8.3626,12.4207,11.8182,8.4271,12.5042,11.8318
TCGA-22-5477-01,11.3383,8.1594,6.8791,8.6125,9.6458,10.2699,9.7618,9.2305,10.6529,7.0071,7.081,10.5426,10.1233,9.32,13.4991,11.6933
TCGA-98-A538-01,14.3918,7.3243,6.4979,3.4981,10.9627,11.835,10.3663,10.3615,11.1945,7.5619,8.6704,11.4507,9.3889,6.1697,12.3892,11.9031
TCGA-46-3765-01,13.3267,7.8365,6.7247,2.3248,12.3054,11.9629,9.8309,9.6804,10.4172,6.5427,8.4934,11.5057,10.2942,6.0036,12.7824,12.1583
TCGA-22-4591-01,12.7419,7.1499,6.2957,9.555,10.0312,12.553,9.3098,9.314,9.7112,6.7911,7.4268,11.1286,8.462,5.5541,14.2499,12.5799
TCGA-98-A53H-01,12.6305,8.3893,8.0165,5.8568,12.3163,12.1191,10.9076,9.7699,10.9816,8.1292,10.2761,11.3694,10.9686,7.7074,10.6805,12.3559
TCGA-XC-AA0X-01,14.577,7.853,6.7197,6.4273,11.7953,11.68,10.4624,10.3486,11.1322,7.5892,8.2907,10.7921,10.893,7.4237,11.9577,13.3105
TCGA-98-A53J-01,14.0368,6.1955,6.0234,4.6854,10.2539,11.0186,10.3572,10.1123,11.1496,5.1902,8.3189,11.2559,10.2366,6.4883,11.7919,13.8093
TCGA-85-8277-01,12.4291,8.0115,7.6898,8.9685,11.0202,10.9757,10.0421,10.3545,9.6968,7.378,7.571,10.6852,11.1414,9.5166,12.4748,10.9902
TCGA-66-2787-01,6.1413,9.4929,8.5791,7.1263,10.824,11.8481,10.4871,10.0653,9.2861,5.8069,9.2127,10.9844,10.6789,9.8792,13.1142,11.8175
TCGA-77-8143-01,14.8369,7.1986,6.1536,2.8919,11.893,13.1525,10.4902,9.7985,10.5234,6.8017,8.3025,10.4892,8.4498,6.5065,13.6222,12.2064
TCGA-85-6561-01,12.3226,9.4411,8.0481,4.7235,12.3294,11.1294,10.309,9.0401,10.8106,6.9135,10.3995,11.1939,11.3895,8.2242,11.6098,11.2714
TCGA-77-6845-01,12.084,5.0473,4.8522,9.3625,10.2718,12.2997,9.3366,9.5548,11.5801,5.6481,7.4903,8.0164,8.3558,6.033,14.0242,12.0068
TCGA-56-7730-01,12.601,5.5724,4.0171,2.4744,9.8388,11.8464,10.1113,9.9826,10.2838,4.5873,7.3845,10.4929,11.2524,6.9129,14.0383,13.0831
TCGA-21-1076-01,13.53035,8.5481,7.54755,4.54915,12.44595,12.7235,12.0619,10.2399,11.1568,7.7404,9.91015,11.35335,11.93165,7.19125,11.59415,12.4561
TCGA-39-5035-01,14.4912,10.1121,9.4516,11.7356,11.9585,12.8628,10.7553,10.4089,11.0964,6.3895,7.8651,12.6788,11.3727,10.1582,12.5818,11.6158
TCGA-56-7579-01,14.5631,4.1807,4.4653,2.5442,11.2733,12.5138,9.7503,9.5877,10.3283,5.0088,8.187,9.8831,10.606,3.5831,12.1707,13.4385
TCGA-58-A46M-01,10.8693,9.0213,8.7133,7.0124,11.1295,10.1496,10.0176,10.1553,10.2856,7.4167,7.7737,10.7074,11.5523,9.0857,11.69,10.7837
TCGA-77-7338-01,14.3595,7.7446,6.5077,4.6712,11.7953,11.2519,9.5391,9.7749,11.0514,8.3601,9.461,11.3101,11.9304,6.6948,10.9136,12.3552
TCGA-85-8582-01,13.3588,7.0344,6.1691,5.3134,13.6101,11.9545,9.9842,10.6423,11.658,9.1006,10.8981,11.6118,11.2856,5.9101,10.0129,11.5325
TCGA-63-A5MH-01,12.7313,6.832,6.0308,3.2393,12.6807,10.7221,8.0747,10.0904,9.4164,8.4395,9.533,12.0448,10.5056,7.7813,10.1317,9.9672
TCGA-34-5234-01,13.5057,9.8372,8.8048,4.807,14.5345,14.4289,11.0568,8.4625,10.7591,7.8762,10.9328,12.4486,10.772,5.5487,10.4756,12.2929
TCGA-63-A5MJ-01,12.814,7.3957,6.7535,4.353,12.013,10.7674,10.0574,10.0646,11.8399,5.9789,10.7583,10.3565,10.4367,8.8745,12.3488,12.0336
TCGA-56-1622-01,13.9094,5.6988,5.0547,5.9516,10.3482,12.8689,9.7965,10.5471,10.7646,8.802,8.9521,11.0127,9.0078,9.6063,12.1522,14.0627
TCGA-22-4605-01,14.2588,6.6309,6.0905,4.8381,12.4937,12.2904,10.4972,9.8398,11.4658,7.2451,8.8009,10.9165,11.4159,7.2164,11.7542,13.0472
TCGA-56-8624-01,13.8082,6.8549,5.1515,5.6658,11.979,12.8742,8.8836,9.3148,10.8092,7.0963,9.1712,11.1152,13.2195,3.9118,9.7944,11.3517
TCGA-94-7033-01,13.966,6.0473,6.7242,3.4318,11.797,13.1396,10.9248,10.3704,11.9677,6.102,8.0634,11.585,9.394,4.4502,12.0025,11.2254
TCGA-85-A513-01,11.9584,9.0743,8.5979,5.0833,12.3696,12.1732,11.7889,10.9207,10.9081,9.3643,8.8766,12.9178,10.5032,5.7349,12.4677,13.3404
TCGA-60-2704-01,11.6415,8.954,7.2568,6.3748,12.3567,11.6355,10.545,10.268,11.34,9.1906,10.156,11.2542,11.8147,7.2245,11.1419,10.5862
TCGA-33-4538-01,13.4112,7.6436,6.183,3.869,9.8829,11.4995,9.9475,9.5314,10.0502,5.9784,8.0445,10.581,10.8815,8.899,12.8266,12.2038
TCGA-56-7822-01,15.0865,6.1779,5.8267,5.5586,11.6859,12.5418,9.4424,9.9208,12.874,7.7224,8.6195,12.1766,12.8499,4.9204,9.0825,12.4085
TCGA-56-A62T-01,13.7168,5.2281,6.2597,6.3227,12.1211,11.435,9.6421,10.9831,12.0811,7.7376,9.0331,11.4671,12.2334,5.0739,10.7223,11.513
TCGA-85-A4JB-01,12.2013,6.5313,6.1824,6.3139,12.6694,11.1878,8.8738,10.579,10.7955,8.9647,9.7797,10.9136,11.2827,5.0394,12.1888,11.2797
TCGA-56-A49D-01,13.5247,9.1322,8.5841,5.2316,11.0266,11.5763,10.674,10.2479,10.689,8.6304,9.2233,11.0524,9.9542,6.6611,11.2233,12.2127
TCGA-43-2576-01,13.8337,8.5003,8.4958,4.9563,13.5903,13.94,10.8931,10.159,11.0637,7.3499,9.1794,11.2498,10.9026,5.1063,14.0328,13.6887
TCGA-39-5034-01,11.3988,7.8152,7.1966,11.097,11.8708,11.7423,9.1271,11.9027,9.7066,6.398,10.1142,11.3522,9.3804,5.2315,13.634,12.8972
TCGA-18-3411-01,12.4685,7.3101,7.508,4.6518,12.8299,12.1826,10.1704,9.5617,10.7907,8.3347,9.6182,10.764,9.3724,5.3935,13.5886,12.6919
TCGA-77-A5FZ-01,11.8294,10.1367,9.501,5.4392,12.6414,11.9947,11.8758,9.4291,11.3063,8.7126,9.4014,11.8531,11.4998,7.4975,10.6576,11.7378
TCGA-39-5030-01,11.3339,9.925,9.1482,5.7565,13.2079,11.2901,12.7966,8.8514,10.9636,8.9356,10.8515,11.914,11.2599,7.8793,9.2112,11.7253
TCGA-58-8390-01,11.3908,7.0193,7.36,3.1335,13.3855,10.6228,9.2741,9.5408,10.11,9.0385,9.6174,11.7163,9.578,5.2859,11.8969,12.0447
TCGA-34-5232-01,15.5441,8.5036,8.2407,8.0749,10.7251,11.4387,12.1101,9.0665,11.4371,6.3491,8.9932,11.6863,10.8497,5.6996,11.1304,12.7107
TCGA-43-8118-01,13.5298,6.972,5.8398,2.4886,11.9964,12.2601,10.1411,10.0686,10.719,7.1228,8.4366,12.0555,10.7003,4.7208,11.608,11.6634
TCGA-66-2793-01,13.818,6.7873,4.7929,5.0803,8.7136,10.715,7.7638,10.5066,9.4478,7.8754,7.8272,10.3312,9.8739,3.3575,12.8836,12.4197
TCGA-68-7757-01,14.3634,5.0872,5.7763,4.3426,13.4375,12.7431,10.4776,9.8219,11.4219,10.0993,10.8105,10.6665,10.3014,5.0211,11.4058,12.7639
TCGA-66-2734-01,13.4754,5.7757,5.9895,2.9643,13.4919,12.1926,10.0672,10.2078,11.8325,8.2901,10.4203,12.1588,11.6213,6.0114,10.3875,11.6252
TCGA-60-2696-01,14.8605,8.8013,8.6594,2.8434,11.6478,12.1861,9.6433,10.3648,10.5653,6.9265,8.4861,11.4428,10.9581,5.6662,11.2561,13.2178
TCGA-60-2723-01,11.1558,9.3494,9.2314,5.2929,12.396,12.0544,10.5656,9.0138,10.1892,6.5299,9.6389,11.7205,10.0929,10.0863,13.5957,12.1035
TCGA-92-8065-01,14.7544,8.2753,7.5384,3.3399,11.2438,11.2815,10.3683,10.6545,10.9332,7.717,8.6819,11.2288,10.3466,5.801,11.1929,12.0062
TCGA-60-2726-01,13.1383,8.5051,8.3248,3.3527,12.44,11.1301,11.6997,8.1899,10.7961,5.0449,8.7986,11.8538,10.5787,4.1285,12.0234,11.1786
TCGA-52-7811-01,13.7244,7.4104,6.5159,4.0869,11.6389,12.2136,10.0222,9.7185,10.6897,6.8916,8.9751,10.899,11.2585,6.1097,10.3124,12.875
TCGA-21-1072-01,12.2944,6.9196,5.6383,6.8852,11.1748,10.7734,8.7348,10.249,9.4042,7.482,8.4326,11.1935,10.3287,6.7341,13.1519,11.0306
TCGA-77-8136-01,12.5493,9.8044,9.1238,3.77,12.9057,11.9198,11.0583,11.105,11.4249,8.2196,10.3603,12.1839,10.7789,9.441,10.174,10.7799
TCGA-22-5474-01,13.3459,9.639,9.3796,8.7256,11.3505,12.101,11.7172,9.8122,10.8991,6.8072,8.523,10.5155,10.7902,9.2785,12.9854,13.1584
TCGA-33-4587-01,11.1967,6.409,5.3428,9.7916,10.4543,11.3488,10.4521,9.7147,8.4754,7.4499,7.9251,10.5611,10.1508,4.262,13.0531,12.4758
TCGA-39-5027-01,12.0401,6.2213,5.9271,7.7913,10.9285,11.6973,10.0812,9.6784,9.8241,6.0429,6.716,10.599,9.2847,6.1132,13.3422,12.2998
TCGA-22-5492-01,13.3011,8.8061,8.3451,5.0376,11.3425,12.1639,10.7517,9.1771,10.9035,8.3783,9.8095,11.8082,10.2828,6.8882,10.9911,11.9523
TCGA-18-3409-01,10.1938,6.4955,5.6357,9.6512,13.3086,12.0603,10.2337,8.8438,11.1043,8.8502,10.1709,11.4001,11.123,5.6652,10.8418,9.0657
TCGA-22-5485-01,11.2074,6.4603,6.0647,3.6991,10.9694,11.6312,10.2605,10.7353,10.3999,6.6568,8.2017,10.2504,11.0163,7.06,11.3811,10.9021
TCGA-66-2756-01,11.1239,7.8865,7.3579,2.8502,12.1908,11.328,8.5855,10.3728,8.8365,9.2918,7.4632,10.5378,8.8105,4.3512,13.8322,13.5221
TCGA-33-4583-01,14.3513,8.669,8.0533,7.9173,10.2103,10.7615,10.3956,8.8046,9.7591,4.5806,7.5855,10.9397,9.6224,8.7287,12.5435,12.9785
TCGA-66-2773-01,13.2649,8.7494,8.1088,5.8997,12.0362,12.3514,10.7521,10.0563,11.0499,6.035,8.1835,12.1373,11.2274,8.721,12.2134,11.9621
TCGA-MF-A522-01,13.6642,7.7233,7.4967,3.7411,9.7407,11.0735,8.2535,9.2831,9.8293,4.9872,6.4529,9.7356,9.0534,5.4198,12.2521,12.768
TCGA-56-8628-01,13.2108,8.2547,8.0814,4.4202,12.3281,12.3022,10.9406,9.857,11.124,8.9457,10.4549,11.8098,10.967,5.6202,12.326,12.0631
TCGA-21-A5DI-01,14.2457,6.7634,6.398,3.2224,13.2399,12.4903,8.4695,10.5709,9.9642,9.0197,9.7188,12.4495,10.5847,5.9242,10.5369,11.6452
TCGA-18-3414-01,14.1954,8.3335,7.3429,4.0769,13.0832,13.0998,9.6438,9.8535,10.4983,8.7753,9.8529,11.8675,10.4565,5.4538,9.7279,13.1285
TCGA-77-7141-01,13.2089,7.6238,5.901,10.5233,9.9262,11.9546,10.9903,9.5509,9.2635,8.5912,7.3443,11.0908,11.4997,7.5873,13.6813,13.0565
TCGA-90-7766-01,15.4956,8.481,7.5794,3.8465,10.1214,11.4671,10.2774,9.1777,10.1358,5.5611,7.9944,11.6695,9.4706,6.5701,11.9402,12.248
TCGA-46-3768-01,12.5486,6.8378,5.7492,2.0903,11.5232,11.5271,11.4898,9.6385,8.9436,5.3942,7.107,10.2387,9.6946,6.6909,13.4345,12.9518
TCGA-O2-A52Q-01,14.3158,8.4753,8.4114,2.4524,13.9901,13.4858,11.6738,10.3518,10.5727,8.1985,8.6172,11.894,11.1355,8.6832,13.0736,14.2424
TCGA-22-5489-01,9.7585,8.9258,8.0508,5.3669,13.9104,11.6008,12.2281,9.3886,10.7896,8.095,9.9221,12.452,11.7942,8.082,11.8217,10.8198
TCGA-70-6723-01,12.9693,7.396,6.664,3.8331,10.2286,10.6729,9.2106,9.5899,10.529,4.7681,6.6494,10.2365,9.8168,4.5022,13.8283,11.3832
TCGA-NC-A5HD-01,14.0031,5.2062,4.7968,4.0844,11.4825,10.3876,9.4476,10.1324,8.8471,7.5057,7.8395,11.7843,9.3826,4.0844,13.249,13.0807
TCGA-NC-A5HM-01,12.9689,7.302,7.0179,7.1227,12.5067,12.8041,10.8798,10.194,10.7454,9.0003,8.8676,12.1582,9.1276,6.7607,12.378,11.6715
TCGA-60-2720-01,13.7757,8.5135,8.1483,7.2297,15.4078,12.2218,10.499,10.6425,11.9282,7.0062,8.9193,12.2729,10.922,4.1347,10.8659,12.7635
TCGA-46-6025-01,12.9714,6.7695,6.644,6.5264,12.755,11.7776,9.3524,11.157,13.0905,7.1542,8.9141,11.2147,10.7026,8.3139,11.4269,11.2606
TCGA-56-5897-01,13.4036,8.5499,7.6661,3.8113,12.7566,11.7684,11.0031,9.446,11.8275,7.3858,10.5095,11.5063,11.9105,5.7123,9.5047,12.0023
TCGA-52-7809-01,11.5816,7.5346,6.5688,7.1167,10.6062,11.174,9.6246,9.3721,9.2184,8.6936,7.8963,11.2172,8.8785,4.5724,13.0969,12.5882
TCGA-85-8048-01,12.8539,9.4305,8.8678,5.4094,11.9952,11.7239,11.0009,11.0161,10.4012,8.2125,9.9557,11.7149,10.9488,6.738,10.7611,12.0344
TCGA-43-8116-01,12.5309,7.584,7.0963,2.6483,10.9602,10.9546,9.7868,9.5104,10.0105,7.9512,9.2758,11.5078,9.3398,4.3027,11.3351,11.2138
