rank	gene	uniprot	protein_name	is_bait	exclusive	stringent	n_cldn4	n_gfp	mean_lfq_cldn4	mean_lfq_gfp	log2fc	p_mod	fdr_mod	p_welch	fdr_welch	unique_peptides	razor_unique_peptides	categories	majority_protein_ids
1325	PES1	E2RGA2	Pescadillo homolog	False	False	False	4	4	2.6718e+07	3.52568e+07	-0.418456	0.0773356	0.176629	0.087673	0.23001	2	2		E2RGA2;J9P0G2
1326	JOSD1	E2RKB1	Josephin domain containing 1	False	False	False	3	3	3.678e+07	5.45357e+07	-0.419882	0.685628	0.788051	0.806083	0.877031	3	3		E2RKB1
1327	PUM1	F6XHY4	Pumilio RNA binding family member 1	False	False	False	4	4	4.56382e+08	6.16472e+08	-0.426139	0.0599359	0.144746	0.043369	0.157507	23	23	trafficking	F6XHY4
1328	CCT4	F1Q331	T-complex protein 1 subunit delta	False	False	False	4	4	1.06347e+09	1.42212e+09	-0.428238	0.0705209	0.164323	0.0736234	0.203909	21	21		F1Q331
1329	ARCN1	F1PRT4	Coatomer subunit delta	False	False	False	4	4	7.3209e+07	9.98822e+07	-0.429015	0.0716626	0.165923	0.088307	0.230707	5	5	trafficking	F1PRT4
1330	NPM1	E2RTB1	Uncharacterized protein	False	False	False	4	4	6.5382e+09	8.77472e+09	-0.430786	0.0553959	0.136493	0.0345335	0.141762	23	23	IFN;immune	E2RTB1;E2R4V7;E2REX9
1331	EIF4G2	F1PAH7	Eukaryotic translation initiation factor 4 gamma 2	False	False	False	4	4	2.0249e+08	2.71025e+08	-0.431435	0.0558496	0.137302	0.0402995	0.153615	9	9	IFN;immune	F1PAH7
1332	NOP2	E2RCH6	NOP2 nucleolar protein	False	False	False	4	4	4.3262e+08	5.83815e+08	-0.437633	0.0400073	0.109149	0.008826	0.062699	20	20		E2RCH6
1333	EIF3E	E2R1J6	Eukaryotic translation initiation factor 3 subunit E	False	False	False	4	4	1.17404e+08	1.5718e+08	-0.43769	0.0712388	0.165292	0.0902025	0.233843	4	4		E2R1J6
1334	SF3B2	E2RL65	Splicing factor 3b subunit 2	False	False	False	4	4	3.40965e+08	4.62352e+08	-0.440897	0.0438601	0.116041	0.0143846	0.0837059	12	12		E2RL65
1335	PSMC2	F1PPH7	Proteasome 26S subunit, ATPase 2	False	False	False	4	4	1.39508e+08	1.8952e+08	-0.441627	0.101481	0.215992	0.170956	0.353546	8	8		F1PPH7
1336		E2RLB4	Uncharacterized protein	False	False	False	4	4	5.00508e+08	6.7855e+08	-0.443356	0.0414096	0.111171	0.0127254	0.0775575	16	16		E2RLB4
1337	NUCB2	E2RM11	Nucleobindin 2	False	False	False	4	4	3.9246e+08	5.37155e+08	-0.448164	0.0388888	0.108197	0.0111822	0.0713311	14	14		E2RM11
1338	ANLN	F1PZ90	Anillin actin binding protein	False	False	False	4	4	4.68455e+08	6.3606e+08	-0.448669	0.0720443	0.166104	0.100438	0.252305	29	29		F1PZ90
1339	SERPINB5	E2REC1	Serpin family B member 5	False	False	False	3	3	2.27823e+07	3.56787e+07	-0.448809	0.618712	0.727427	0.76165	0.840394	4	4		E2REC1
1340	EIF3A	E2RSR5	Eukaryotic translation initiation factor 3 subunit A	False	False	False	4	4	2.42862e+08	3.3001e+08	-0.451464	0.0524795	0.132135	0.0483153	0.168008	19	19	immune	E2RSR5
1341	SORBS3	F1PND0	Sorbin and SH3 domain containing 3	False	False	False	4	4	2.00835e+08	2.7728e+08	-0.458227	0.0544144	0.134986	0.059715	0.179338	7	7	TJ	F1PND0
1342	CHP1	E2RPH3	Calcineurin like EF-hand protein 1	False	False	False	2	3	1.07699e+08	3.28557e+07	-0.459025	0.707137	0.801666	0.821846	0.888708	7	7		E2RPH3
1343	HIST1H1C	F1PX67	Uncharacterized protein	False	False	False	4	4	2.47192e+08	3.36985e+08	-0.463265	0.0404707	0.109863	0.0373428	0.148287	3	6		F1PX67
1344	CCT3	E2RB79	T-complex protein 1 subunit gamma	False	False	False	4	4	1.67635e+09	2.3096e+09	-0.463846	0.0471997	0.122798	0.0422395	0.156115	29	29		E2RB79;F1PDX9
1345	VILL	F1P8R3	Villin like	False	False	False	4	4	1.21755e+08	1.67918e+08	-0.467325	0.0474485	0.123298	0.0462735	0.163038	9	9		F1P8R3
1346	SEC24C	E2RE90	SEC24 homolog C, COPII coat complex component	False	False	False	4	4	3.04438e+08	4.1921e+08	-0.469985	0.0393499	0.108572	0.0290036	0.127861	11	12	MHC;trafficking;immune	E2RE90;J9JHK6
1347	EIF3H	J9NTR8	Eukaryotic translation initiation factor 3 subunit H	False	False	False	4	4	6.44322e+07	9.0267e+07	-0.470285	0.051384	0.130051	0.0669399	0.190461	3	3		J9NTR8;F6V5U1
1348	RUVBL1	E2RQC9	RuvB-like helicase	False	False	False	4	4	2.6415e+08	3.68422e+08	-0.470514	0.032954	0.0978335	0.0176082	0.0946601	10	10		E2RQC9
1349	CHMP6	F1PRE3	Charged multivesicular body protein 6	False	False	False	4	4	6.5694e+07	9.00132e+07	-0.471574	0.0409684	0.11047	0.0425933	0.15649	3	3	trafficking	F1PRE3
1350	DYNLL1	E2RK00	Dynein light chain	False	False	False	4	4	9.76768e+07	1.3514e+08	-0.472249	0.0318361	0.0952661	0.0107618	0.0704997	4	4	trafficking	E2RK00;E2RFR5
1351	RBM26	J9NRX5	RNA binding motif protein 26	False	False	False	4	4	4.4231e+07	6.20218e+07	-0.475364	0.0324115	0.0966163	0.0218621	0.10655	8	8		J9NRX5;F1P7R9
1352	GTPBP4	F1PJY9	Nucleolar GTP-binding protein 1	False	False	False	3	3	2.1997e+07	3.6235e+07	-0.479028	0.594633	0.704794	0.745783	0.827471	4	4		F1PJY9
1353	PLCB3	J9JHK9	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase	False	False	False	4	4	9.93932e+07	1.38355e+08	-0.484672	0.0369367	0.10455	0.0323409	0.137402	5	5		J9JHK9
1354	FKBP4	E2QWF5	Peptidylprolyl isomerase	False	False	False	4	4	4.38488e+07	6.03178e+07	-0.485535	0.0921563	0.200038	0.184995	0.35775	5	5		E2QWF5
1355	ACACA	E2RL01	Acetyl-CoA carboxylase alpha	False	False	False	4	4	1.01538e+08	1.41068e+08	-0.490331	0.0801612	0.180075	0.158105	0.339816	10	11		E2RL01
1356	CHCHD3	E2R9V5	MICOS complex subunit	False	False	False	4	4	1.20872e+08	1.6781e+08	-0.491402	0.0293599	0.0899714	0.0328369	0.138434	5	5		E2R9V5
1357	MPG	E2QZX3	N-methylpurine DNA glycosylase	False	False	False	4	4	1.46982e+08	2.0622e+08	-0.495691	0.0461744	0.120704	0.0665085	0.190223	9	9		E2QZX3
1358	RPS17	F1PAJ4	40S ribosomal protein S17	False	False	False	4	4	1.65678e+09	2.32588e+09	-0.497432	0.0277152	0.0866362	0.0168755	0.0925403	11	11		F1PAJ4;P63273;A0A0A0MPE1
1359	EIF4B	E2RKS4	Eukaryotic translation initiation factor 4B	False	False	False	4	4	8.14428e+07	1.14316e+08	-0.499745	0.0289354	0.0892956	0.0232294	0.110825	11	11		E2RKS4
1360		F1PW98	Uncharacterized protein	False	False	False	4	4	2.32952e+09	3.31635e+09	-0.502321	0.0272972	0.0858135	0.0177872	0.094692	24	39		F1PW98
1361	CAVIN1	J9P923	Caveolae associated protein 1	False	False	False	4	4	4.52332e+08	6.38558e+08	-0.504902	0.0191243	0.0665244	0.00773614	0.0591841	12	12		J9P923
1362	TAOK3	E2RM17	TAO kinase 3	False	False	False	4	4	6.52268e+07	8.94995e+07	-0.509501	0.0526149	0.132323	0.119439	0.284058	7	7		E2RM17
1363	EDC4	E2RKN5	Enhancer of mRNA decapping 4	False	False	False	4	4	2.3279e+08	3.25612e+08	-0.510818	0.0424464	0.112846	0.0759763	0.207149	12	12		E2RKN5
1364	CCT8	E2RQ81	Chaperonin containing TCP1 subunit 8	False	False	False	4	4	8.726e+08	1.24446e+09	-0.514385	0.0289078	0.0892956	0.0265392	0.121481	23	23		E2RQ81;J9NRN0
1365	ALYREF	F1PL92	Aly/REF export factor	False	False	False	4	4	4.07802e+08	5.39942e+08	-0.517277	0.0877796	0.19264	0.224168	0.406363	7	7		F1PL92
1366	EIF4G1	J9P357	Eukaryotic translation initiation factor 4 gamma 1	False	False	False	4	4	7.10308e+08	1.0065e+09	-0.520607	0.0372164	0.105206	0.060097	0.179605	16	19	IFN;immune	J9P357;F1PNF3
1367	CFL1	F1PQN5	Uncharacterized protein	False	False	False	4	4	5.73212e+09	7.94055e+09	-0.523058	0.142736	0.246213	0.306346	0.502462	12	15		F1PQN5;F1Q1C8
1368	GAPDH	F1PTZ9	Glyceraldehyde-3-phosphate dehydrogenase	False	False	False	4	4	1.89488e+08	2.7283e+08	-0.525735	0.080036	0.180075	0.179024	0.356432	3	11		F1PTZ9;F1P7C9;Q28259;F1PFN3;L7N0H7;F1PYE8;J9PBA3
1369	SNX1	E2QYJ3	Sorting nexin 1	False	False	False	4	4	6.7795e+07	9.6339e+07	-0.526144	0.0566809	0.139011	0.119892	0.284599	5	5		E2QYJ3
1370	LGALS1	E2RJL1	Galectin	False	False	False	4	4	8.65482e+08	1.24435e+09	-0.527479	0.0408722	0.11047	0.071995	0.200414	6	6		E2RJL1;J9P5U3;J9P859
1371		E2RI65	Uncharacterized protein	False	False	False	4	4	1.93192e+08	2.81398e+08	-0.533142	0.0266863	0.0842563	0.0327262	0.138233	5	5		E2RI65;F1PRK3
1372	DDX1	F6V659	DEAD-box helicase 1	False	False	False	4	4	2.9461e+08	4.25518e+08	-0.533323	0.0153469	0.0576961	0.00295817	0.0350034	13	13		F6V659
1373	VDAC1	F1PRZ1	Voltage dependent anion channel 1	False	False	False	4	4	4.98002e+08	7.17622e+08	-0.535354	0.017423	0.0621883	0.00954945	0.0661209	14	14		F1PRZ1;F1PC72
1374	XPO1	E2R9K4	Exportin 1	False	False	False	4	4	1.2074e+08	1.69838e+08	-0.53765	0.0536414	0.133828	0.125204	0.292691	8	8		E2R9K4
1375	COQ10B	E2QUS9	Uncharacterized protein	False	False	False	4	4	1.31312e+08	1.8785e+08	-0.537886	0.0929304	0.201119	0.214971	0.393934	6	6		E2QUS9;J9P3C8
1376	RPS25	E2RS49	Uncharacterized protein	False	False	False	4	4	1.45208e+09	2.11272e+09	-0.540993	0.0163084	0.0594849	0.00582718	0.0501962	11	11		E2RS49
1377	CLTA	E2RPI8	Clathrin light chain	False	False	False	4	4	6.34748e+07	9.35148e+07	-0.541183	0.0213355	0.0715982	0.0292388	0.127949	3	3	trafficking	E2RPI8;E2RPI9
1378	CLTC	F1PHQ0	Clathrin heavy chain	False	False	False	4	4	1.33588e+08	1.91685e+08	-0.541589	0.0345574	0.10095	0.0652773	0.188232	10	10	trafficking	F1PHQ0
1379	UNC45A	F1PR18	Unc-45 myosin chaperone A	False	False	False	4	4	8.87055e+07	1.32237e+08	-0.546731	0.0498114	0.126877	0.115989	0.277762	11	11		F1PR18
1380	PSMC3	F1PBK7	Uncharacterized protein	False	False	False	4	4	7.0565e+07	1.04581e+08	-0.555935	0.02152	0.0719967	0.028866	0.127861	5	5		F1PBK7;J9NWA6
1381		J9NYB5	Uncharacterized protein	False	False	False	4	4	2.90682e+08	4.317e+08	-0.558157	0.0521593	0.13148	0.124019	0.291464	5	5		J9NYB5
1382	LOC100687259	J9P1N0	Uncharacterized protein	False	False	False	4	4	1.16114e+08	1.6701e+08	-0.563266	0.0480377	0.124093	0.120319	0.285219	6	6		J9P1N0
1383	YWHAB	F1PKW7	Tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein beta	False	False	False	4	4	1.0545e+08	1.58072e+08	-0.564904	0.0180691	0.0637351	0.0279155	0.125708	4	4	trafficking	F1PKW7
1384	TPM4	F6X7L0	Tropomyosin 4	False	False	False	3	3	6.00203e+07	1.00857e+08	-0.566822	0.63984	0.746651	0.777612	0.853696	3	5		F6X7L0
1385	DDX46	F1PK90	DEAD-box helicase 46	False	False	False	4	4	6.27262e+07	9.35022e+07	-0.566879	0.014636	0.0564788	0.0128454	0.0780715	8	8		F1PK90
1386	G6PD	E2R0I9	Glucose-6-phosphate 1-dehydrogenase	False	False	False	4	4	1.06386e+09	1.61408e+09	-0.567418	0.0304398	0.0923938	0.0733089	0.203295	26	26		E2R0I9;J9P9E9
1387	FAU	E2RC86	40S ribosomal protein S30	False	False	False	4	4	3.69868e+08	5.5079e+08	-0.567482	0.0225667	0.0748122	0.03498	0.142792	3	3		E2RC86
1388	RPS11	F2Z4N5	40S ribosomal protein S11	False	False	False	4	4	3.29602e+09	4.90265e+09	-0.568705	0.0108572	0.0483818	0.00295212	0.0350034	19	19		F2Z4N5;Q9XSU4;J9P7F5
1389	RPL22L1	E2RIA1	Ribosomal protein L22 like 1	False	False	False	4	4	3.44925e+08	5.17815e+08	-0.569634	0.0204255	0.0695906	0.033586	0.139974	3	3		E2RIA1
1390	RPS18	Q5TJE9	40S ribosomal protein S18	False	False	False	4	4	2.57682e+09	3.80805e+09	-0.569992	0.0163121	0.0594849	0.0162001	0.0902979	18	18		Q5TJE9
1391	RANGAP1	F1PVY6	Ran GTPase activating protein 1	False	False	False	4	4	1.18225e+08	1.70638e+08	-0.573878	0.03682	0.10455	0.0963361	0.244245	8	8		F1PVY6;J9NZ28
1392	EEF1G	E2R574	Uncharacterized protein	False	False	False	4	4	1.1773e+09	1.74705e+09	-0.574405	0.0233316	0.0766509	0.040204	0.153615	14	14		E2R574;J9PAV3;J9NZS4
1393	TAGLN2	F1P6P2	Transgelin	False	False	False	4	4	5.01762e+08	7.49978e+08	-0.576367	0.0722132	0.166318	0.184556	0.35775	6	6		F1P6P2
1394	RPS19	J9P425	Ribosomal protein S19	False	False	False	4	4	1.11806e+09	1.67382e+09	-0.582287	0.0101743	0.0464173	0.00313786	0.0363262	7	15	immune	J9P425
1395	ANXA11	E2QXN8	Annexin	False	False	False	4	4	2.43078e+08	3.59062e+08	-0.584934	0.0492669	0.12593	0.130241	0.302192	7	7		E2QXN8
1396	CTSD	Q4LAL9	Cathepsin D	False	False	False	4	4	2.40562e+08	3.5365e+08	-0.585395	0.0156289	0.0580953	0.0429137	0.157015	8	8	immune	Q4LAL9
1397	FDFT1	E2R6N6	Farnesyl-diphosphate farnesyltransferase 1	False	False	False	4	4	1.03556e+08	1.5506e+08	-0.587661	0.010684	0.0480012	0.00587305	0.0501962	5	5		E2R6N6
1398	RPS9	E2R8R8	Ribosomal protein S9	False	False	False	4	4	1.6027e+09	2.37778e+09	-0.588515	0.0260511	0.082969	0.0611281	0.181119	21	21	immune	E2R8R8
1399	BRIX1	E2QZ99	BRX1, biogenesis of ribosomes	False	False	False	4	4	8.93055e+07	1.37532e+08	-0.591094	0.0186263	0.0652071	0.0475491	0.165778	5	5		E2QZ99
1400	CTNNB1	B6V8E6	Catenin beta-1	False	False	False	4	4	5.94442e+08	8.9657e+08	-0.597019	0.0113068	0.049935	0.00921992	0.0646576	13	13		B6V8E6
1401	NOB1	E2RBA4	NIN1 (RPN12) binding protein 1 homolog	False	False	False	4	4	1.9578e+09	2.9611e+09	-0.5994	0.0218569	0.0729008	0.0457939	0.162169	21	21		E2RBA4
1402	TFRC	F1PEN6	Transferrin receptor protein 1	False	False	False	4	4	9.42485e+08	1.43428e+09	-0.600379	0.00702093	0.0364888	0.00194298	0.0300385	21	21	trafficking	F1PEN6;Q9GLD3
1403	PCBP1	J9P7Y9	Uncharacterized protein	False	False	False	4	4	4.74212e+09	7.203e+09	-0.601205	0.0171313	0.0613475	0.0297402	0.129367	14	20		J9P7Y9
1404	HSPA8	E2R0T6	Uncharacterized protein	False	False	False	4	4	3.7984e+09	5.84028e+09	-0.601806	0.00971366	0.0454134	0.0197395	0.100552	30	41	IFN;trafficking;immune	E2R0T6;H9GW49
1405	ACTB	O18840	Actin, cytoplasmic 1	False	False	False	4	4	6.18378e+09	8.48495e+09	-0.604801	0.0709109	0.164706	0.226299	0.408871	3	34	TJ;trafficking	O18840;Z4YHI2;J9NXE2;J9NWY1
1406	FUBP1	J9P014	Uncharacterized protein	False	False	False	4	4	8.01295e+08	1.21955e+09	-0.605459	0.00750093	0.0383459	0.00177551	0.0292487	23	24		J9P014;E2RJQ2
1407	LUC7L3	E2RSS5	LUC7 like 3 pre-mRNA splicing factor	False	False	False	4	4	3.35368e+08	5.1169e+08	-0.605525	0.0058429	0.0322022	0.00117407	0.0267591	15	15		E2RSS5;J9P966
1408	PRPSAP1	J9NVA0	Phosphoribosyl pyrophosphate synthetase associated protein 1	False	False	False	4	4	1.24746e+08	1.86305e+08	-0.606226	0.0363139	0.103742	0.101007	0.25314	7	7		J9NVA0
1409	NUP88	E2QXG1	Nucleoporin 88	False	False	False	3	4	3.2159e+07	2.28295e+07	-0.607881	0.373863	0.476142	0.600552	0.696348	2	2	IFN;immune	E2QXG1
1410	SKA1	E2RI68	Spindle and kinetochore associated complex subunit 1	False	False	False	3	3	4.91213e+07	9.07723e+07	-0.607977	0.601836	0.710261	0.752683	0.833859	3	3		E2RI68
1411	MTHFD1	F6XNH4	Methylenetetrahydrofolate dehydrogenase, cyclohydrolase and formyltetrahydrofolate synthetase 1	False	False	False	4	4	1.23642e+09	1.89746e+09	-0.608103	0.0612835	0.147277	0.170746	0.353446	40	40		F6XNH4;F1PYV1
1412	KIF2A	F1PVL6	Kinesin-like protein	False	False	False	4	4	7.51782e+07	1.14763e+08	-0.608524	0.0102819	0.0467707	0.00872884	0.062435	7	8	trafficking;immune	F1PVL6;J9P9X3
1413	RPS24	J9NRJ3	40S ribosomal protein S24	False	False	False	4	4	5.90145e+08	8.9632e+08	-0.609702	0.00891981	0.0429306	0.00654641	0.0538479	9	9		J9NRJ3;L7N0B1;J9PAP2;J9P0U8;H9GWG6;F1PH35;E2R5M3;E2QWF8;L7N065;L7N0I3;J9NTE7;E2QSD1
1414	LUC7L	E2R0S7	LUC7 like	False	False	False	4	4	8.37262e+07	1.2773e+08	-0.610393	0.0080424	0.0398557	0.00338317	0.0374186	5	5		E2R0S7
1415	HNRNPM	E2RMR3	Heterogeneous nuclear ribonucleoprotein M	False	False	False	4	4	3.26695e+09	4.9946e+09	-0.611309	0.00695014	0.0362114	0.00156397	0.0287185	42	42		E2RMR3
1416	RPS15	F1Q1T5	Ribosomal protein S15	False	False	False	4	4	2.11062e+08	3.22952e+08	-0.611769	0.0234089	0.0767895	0.0567813	0.179338	3	3		F1Q1T5
1417	UBA5	E2QZV1	Ubiquitin like modifier activating enzyme 5	False	False	False	4	4	7.54085e+07	1.08408e+08	-0.614432	0.0544122	0.134986	0.168359	0.351163	4	4		E2QZV1
1418	G3BP1	E2RN45	G3BP stress granule assembly factor 1	False	False	False	4	4	6.8159e+08	1.04267e+09	-0.618322	0.00565911	0.0314268	0.00155614	0.0287185	13	13		E2RN45
1419	CAV1	P33724	Caveolin-1	False	False	False	4	4	1.13465e+08	1.75998e+08	-0.618947	0.00760689	0.0386765	0.0114392	0.0725475	5	5		P33724
1420		J9P4N2	Uncharacterized protein	False	False	False	4	4	3.36178e+09	5.1541e+09	-0.627645	0.030582	0.0925496	0.08812	0.230707	2	2		J9P4N2
1421	PRMT1	F6XFY9	Protein arginine methyltransferase 1	False	False	False	3	3	5.21007e+07	9.8758e+07	-0.631236	0.595989	0.70564	0.748985	0.830182	4	4		F6XFY9
1422		E2REU6	Uncharacterized protein	False	False	False	4	4	2.95842e+09	4.62625e+09	-0.632125	0.0107532	0.0481146	0.0195759	0.100552	21	28		E2REU6
1423	RPS23	J9NZX6	Ribosomal protein S23	False	False	False	4	4	8.67955e+08	1.36302e+09	-0.63486	0.00695101	0.0362114	0.0126173	0.0771134	9	9		J9NZX6
1424	DUT	E2RRF8	Uncharacterized protein	False	False	False	4	4	3.60762e+08	5.44148e+08	-0.636316	0.0201412	0.0692735	0.0718558	0.200281	5	5		E2RRF8
1425	RSL1D1	E2R7S5	Ribosomal L1 domain containing 1	False	False	False	4	4	2.2335e+08	3.45928e+08	-0.637418	0.00551942	0.0308074	0.00278144	0.0349506	10	10		E2R7S5
1426	NEDD4L	F1PV82	Neural precursor cell expressed, developmentally down-regulated 4-like, E3 ubiquitin protein ligase	False	False	False	4	4	1.2927e+09	2.01752e+09	-0.642871	0.011701	0.0510914	0.022711	0.109453	35	35	TJ	F1PV82;J9NXT6
1427	DDX21	F6V8G4	DExD-box helicase 21	False	False	False	4	4	5.6196e+08	8.78472e+08	-0.647586	0.00355487	0.0229441	0.00053205	0.0187762	25	27		F6V8G4
1428	RPS27A	F1PEZ4	Uncharacterized protein	False	False	False	4	4	7.91408e+08	1.25851e+09	-0.652099	0.0067075	0.0352789	0.0139952	0.082095	5	11	IFN;trafficking;immune	F1PEZ4
1429	FADS3	F1PZG1	Fatty acid desaturase 3	False	False	False	3	4	7.00027e+07	4.45502e+07	-0.656269	0.439429	0.542285	0.652265	0.745251	3	3		F1PZG1
1430	LOC100856176	F1PCT3	Tubulin gamma chain	False	False	False	4	4	9.693e+07	1.48386e+08	-0.657503	0.0384747	0.107239	0.125913	0.293793	5	5		F1PCT3;E2RD85;Q9GKK5
1431	TLN1	J9P5V6	Talin 1	False	False	False	4	4	4.05788e+07	6.68645e+07	-0.658212	0.0164613	0.0597302	0.0776607	0.210299	8	8		J9P5V6;F1PSC2
1432		F1PD64	Uncharacterized protein	False	False	False	3	3	1.14571e+08	2.02223e+08	-0.658636	0.643262	0.750244	0.780527	0.855608	2	2		F1PD64
1433	GMPS	F1P9U2	Uncharacterized protein	False	False	False	4	4	3.7353e+08	5.96948e+08	-0.659328	0.0240521	0.0778491	0.0775013	0.210127	18	18		F1P9U2;J9NTM1
1434	RPS6	J9NRJ1	40S ribosomal protein S6	False	False	False	4	4	1.86495e+09	2.93785e+09	-0.661581	0.00441078	0.0260129	0.00242275	0.0338819	17	17		J9NRJ1;E2RP05
1435	TOPBP1	F1PZN2	DNA topoisomerase II binding protein 1	False	False	False	4	4	9.08095e+07	1.43302e+08	-0.661984	0.00957662	0.0450616	0.0193252	0.0997254	10	10		F1PZN2
1436	ARMC1	E2R915	Armadillo repeat-containing protein 1	False	False	False	3	4	1.33079e+08	6.92088e+07	-0.663319	0.501358	0.60774	0.696674	0.78452	2	2		E2R915
1437	RPS10	J9NVU2	Uncharacterized protein	False	False	False	4	4	6.46715e+08	9.3416e+08	-0.664053	0.0316143	0.0950944	0.150128	0.330015	8	8		J9NVU2;E2RGQ5;F1PZ77
1438	ZC3H4	J9P6M5	Zinc finger CCCH-type containing 4	False	False	False	4	4	6.48095e+07	1.00797e+08	-0.666186	0.0130922	0.0554077	0.0441587	0.159438	6	6		J9P6M5;E2RSL2
1439	CAVIN3	F1Q0L3	Caveolae associated protein 3	False	False	False	4	4	6.86945e+07	1.09068e+08	-0.672125	0.0036136	0.0230512	0.00165236	0.0287185	4	4		F1Q0L3
1440	SMNDC1	J9NSV5	Survival motor neuron domain containing 1	False	False	False	4	4	4.57818e+07	7.3561e+07	-0.680355	0.00357026	0.022964	0.00156855	0.0287185	3	3		J9NSV5;E2QYH2
1441	PRDX2	F1PCG4	Peroxiredoxin 2	False	False	False	4	4	4.72388e+08	7.92178e+08	-0.680848	0.0569298	0.139074	0.186661	0.358127	7	7		F1PCG4
1442	DGKA	E2QW80	Diacylglycerol kinase	False	False	False	4	4	2.11575e+08	3.35362e+08	-0.681895	0.0300674	0.0917944	0.104467	0.258568	12	12		E2QW80
1443	RPS15A	J9P798	Uncharacterized protein	False	False	False	4	4	3.8952e+08	6.25695e+08	-0.683695	0.00405816	0.0245283	0.00269154	0.0346736	6	10		J9P798;J9P7C2
1444	PDCD2L	E2R483	Programmed cell death 2 like	False	False	False	4	4	1.14984e+08	1.93255e+08	-0.688174	0.0173372	0.0619834	0.0820454	0.219994	7	7		E2R483
1445	LRRC59	F1Q3G5	Uncharacterized protein	False	False	False	4	4	5.76952e+08	9.2717e+08	-0.695072	0.0182626	0.0642422	0.0652831	0.188232	6	6		F1Q3G5
1446	UBAP2L	E2RRJ3	Ubiquitin associated protein 2 like	False	False	False	4	4	2.00135e+08	3.24355e+08	-0.698162	0.00327854	0.0217943	0.00192427	0.0300385	9	9		E2RRJ3
1447	CDCP1	F1PV63	CUB domain containing protein 1	False	False	False	3	4	1.2606e+08	7.1754e+07	-0.69946	0.475767	0.580579	0.678861	0.771279	2	2		F1PV63
1448	TSG101	E2RGP6	Tumor susceptibility 101	False	False	False	4	4	7.30115e+07	1.26414e+08	-0.702861	0.0527591	0.132382	0.185329	0.357899	7	7	trafficking	E2RGP6
1449	TOMM70	E2RKG3	Translocase of outer mitochondrial membrane 70	False	False	False	4	4	1.98058e+08	3.24368e+08	-0.708003	0.00244582	0.0177201	0.000912889	0.0231387	15	15		E2RKG3
1450	CDC20	E2RGS2	Cell division cycle 20	False	False	False	4	4	4.6522e+08	7.6396e+08	-0.708988	0.00234898	0.0171511	0.00173874	0.0292487	15	15		E2RGS2
1451	PKM	F1PHR2	Pyruvate kinase	False	False	False	4	4	7.67438e+08	1.2507e+09	-0.709011	0.0391428	0.108411	0.140297	0.317446	23	23		F1PHR2
1452	CYB5R3	J9P2E3	NADH-cytochrome b5 reductase	False	False	False	4	4	2.7845e+08	4.72308e+08	-0.709184	0.0117079	0.0510914	0.0622528	0.182831	9	9		J9P2E3;Q0X0E5;F1PS26
1453	PABPC1	J9P326	Polyadenylate-binding protein	False	False	False	4	4	5.56835e+08	9.05738e+08	-0.710562	0.00258437	0.0182997	0.00305886	0.0355999	20	25		J9P326;E2RQC8
1454	RPL35	E2RPE5	Ribosomal protein L35	False	False	False	4	4	8.40962e+08	1.36405e+09	-0.713703	0.00342282	0.022289	0.00772915	0.0591841	5	5		E2RPE5
1455	LANCL2	F1PEY8	LanC like 2	False	False	False	4	4	1.15469e+08	1.93642e+08	-0.719503	0.0101518	0.0464173	0.0405041	0.15386	6	6		F1PEY8
1456	RPS2	E2QWY6	Uncharacterized protein	False	False	False	4	4	1.60585e+09	2.61755e+09	-0.721374	0.00807071	0.0398616	0.0285498	0.127666	19	19		E2QWY6
1457	CCT2	F6V0D8	Chaperonin containing TCP1 subunit 2	False	False	False	4	4	9.8665e+08	1.6483e+09	-0.721588	0.00326236	0.0217943	0.0111407	0.0713311	25	25		F6V0D8
1458	HNRNPA0	E2RBV8	Heterogeneous nuclear ribonucleoprotein A0	False	False	False	4	4	5.6621e+07	8.99752e+07	-0.722511	0.00716055	0.0369511	0.0527678	0.177112	5	5		E2RBV8
1459	GSK3B	E2R4Y4	Glycogen synthase kinase 3 beta	False	False	False	4	4	7.49728e+07	1.24966e+08	-0.728358	0.00997033	0.0461207	0.0378033	0.149302	8	8		E2R4Y4;E2RB53
1460	LOC106559787	J9P1D0	Uncharacterized protein	False	False	False	4	4	1.2783e+09	2.12452e+09	-0.730135	0.00203023	0.015598	0.000899394	0.0231387	16	16		J9P1D0;E2R3D3;F1Q444;J9P5U8;J9P4F7;J9NUV8
1461	STAU1	J9P393	Staufen double-stranded RNA binding protein 1	False	False	False	4	4	2.14812e+07	3.62235e+07	-0.73112	0.00390748	0.0240922	0.0139181	0.082095	4	4		J9P393;F1Q1C5
1462	SRP54	P61010	Signal recognition particle 54 kDa protein	False	False	False	4	4	1.38942e+08	2.30812e+08	-0.735483	0.0019467	0.0153215	0.000920049	0.0231387	6	6		P61010
1463	NOP16	E2QWK8	NOP16 nucleolar protein	False	False	False	4	4	1.06962e+08	1.77682e+08	-0.735628	0.00177093	0.0143511	0.000638166	0.0194629	7	7		E2QWK8
1464	TRIM25	F1PTE2	Tripartite motif containing 25	False	False	False	4	4	4.72612e+08	7.64238e+08	-0.736064	0.00892753	0.0429306	0.0417946	0.155747	15	15	IFN;immune	F1PTE2
