term	es	nes	nom_p	n_set_in_rank	mean_t	lead_genes	n_lead	cohort	split	n_high	n_low	n_rank_genes	bucket	expected	primary	source	enrichr_name	n	fdr_all	fdr_primary
HALLMARK_GLYCOLYSIS	0.41120800556069753	1.9455687473616519	0.000999000999000999	196	0.8311571158898068	GPR87,SRD5A3,SDC1,AGRN,MET,B3GNT3,CHST6,ADORA2B,CLDN9,CHST4,SLC16A3,TGFA,TPBG,GPC1,IL13RA1,ELF3,BIK,AKR1A1,IGFBP3,SLC35A3,NT5E,XYLT2,DDIT4,PGLS,DSC2	61	TCGA-LUAD	median	257	257	20192	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Glycolysis	200	0.0017125731411445696	
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	0.27598842529896933	1.0003714195553013	0.2517482517482518	45	0.34901937800567706	PDLIM1,LSP1,GPX4,JUNB,MGST1,PRDX1,ABCC1,HMOX2,PRNP,GCLC,NDUFA6,G6PD,NQO1,SOD1,GLRX,NDUFB4,IPCEF1,SBNO2	18	TCGA-LUAD	median	257	257	20192	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Reactive Oxygen Species Pathway	49	0.27972027972027974	
HALLMARK_UV_RESPONSE_UP	-0.2562718069920438	-1.205751196757053	0.04395604395604396	152	-0.28015522993449116	BCL2L11,IL6ST,IGFBP2,IL6,NXF1,PRPF3,CDC5L,FGF18,BTG1,PPIF,RHOB,POLG2,PPAT,BTG2,NR4A1,MSX1,ASNS,KCNH2,GAL,STIP1,EIF2S3,FURIN,DDX21,HSPA13,ABCB1	30	TCGA-LUAD	median	257	257	20192	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	UV Response Up	158	0.05733397037744865	
HALLMARK_UV_RESPONSE_DN	0.3918143288864167	1.7807189334615354	0.000999000999000999	137	0.5958474370333965	ANXA2,RND3,MET,PPARG,ANXA4,ADORA2B,ERBB2,SMAD3,MT1E,DDAH1,PDLIM5,SLC22A18,RUNX1,NOTCH2,RXRA,IRS1,SRI,PIK3R3,ITGB3,ADD3,MGLL,MGMT,FHL2,BHLHE40,ARHGEF9	35	TCGA-LUAD	median	257	257	20192	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	UV Response Dn	144	0.0017125731411445696	
HALLMARK_ANGIOGENESIS	0.29621603358826426	1.0261999939873943	0.22377622377622378	36	0.21208212127195103	CXCL6,TNFRSF21,APP,S100A4,PF4,PRG2,TIMP1,OLR1,ITGAV,SPP1,APOH,FSTL1,SERPINA5,PDGFA	14	TCGA-LUAD	median	257	257	20192	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Angiogenesis	36	0.2533315740862911	
HALLMARK_COAGULATION	0.40780251328367134	1.823527862514896	0.000999000999000999	136	0.8254137257866684	MMP7,RAC1,CAPN2,ANXA1,GNG12,CD9,GSN,MMP11,ITGA2,PEF1,PLAU,CRIP2,S100A13,COMP,PLAT,RAPGEF3,SERPINB2,ITGB3,MMP10,CTSO,SERPINA1,PF4,LAMP2,APOC2,GDA	48	TCGA-LUAD	median	257	257	20192	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Coagulation	138	0.0017125731411445696	
HALLMARK_IL2_STAT5_SIGNALING	0.28609623929246397	1.333002135184894	0.016983016983016984	194	0.36257468306814045	BCL2L1,IKZF2,AHR,ANXA4,DHRS3,EMP1,IL4R,TNFSF10,CAPG,IRF6,SYNGR2,IFNGR1,NT5E,TNFRSF21,PLEC,MUC1,RABGAP1L,PRKCH,CD44,CDCP1,WLS,NCS1,PIM1,AHNAK,GPX4	53	TCGA-LUAD	median	257	257	20192	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	IL-2/STAT5 Signaling	199	0.02315865952229589	
HALLMARK_BILE_ACID_METABOLISM	0.27803417817735004	1.2075070356973847	0.07792207792207792	112	0.30907025851006076	CROT,BCAR3,SULT2B1,SCP2,ABCA4,GSTK1,BBOX1,PEX11G,SLC22A18,FDXR,RXRA,DHCR24,ABCD3,PRDX5,NR3C2,HSD3B7,CH25H,DIO1,RETSAT,PEX11A,HSD3B1,CYP7A1,SULT1B1,PNPLA8,CYP27A1	39	TCGA-LUAD	median	257	257	20192	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Bile Acid Metabolism	112	0.0935064935064935	
HALLMARK_ALLOGRAFT_REJECTION	0.37770398109751846	1.7973823764860724	0.000999000999000999	195	0.5797689064643315	BCL10,IFNGR2,TGFB2,IL18,IL4R,CD47,CAPG,IL27RA,IFNGR1,FAS,HDAC9,TGFB1,IFNAR2,INHBB,EREG,LY86,ITGB2,TLR2,ICAM1,CD40,PSMB10,CCL22,CD74,EGFR,HLA-G	68	TCGA-LUAD	median	257	257	20192	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Allograft Rejection	200	0.0017125731411445696	
HALLMARK_SPERMATOGENESIS	-0.3568207568750471	-1.6463869469027115	0.000999000999000999	131	-0.7448087625918228	EZH2,DCC,ACRV1,ZC3H14,PSMG1,YBX2,GMCL1,IP6K1,PRKAR2A,TKTL1,ACE,PGS1,SCG5,PEBP1,NOS1,JAM3,CLGN,GFI1,GRM8,IL12RB2,CHFR,TOPBP1,DDX25,SHE,MEP1B	38	TCGA-LUAD	median	257	257	20192	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Spermatogenesis	135	0.0017125731411445696	
HALLMARK_KRAS_SIGNALING_UP	0.37421396641146715	1.75846270409786	0.000999000999000999	193	0.6634231764998093	KCNN4,ADAM8,MPZL2,CROT,FUCA1,BPGM,GALNT3,TSPAN1,EPHB2,PLEK2,EMP1,WNT7A,SLPI,FBXO4,MMP11,ITGA2,CSF2RA,ANO1,PLAU,F2RL1,IGFBP3,HDAC9,EREG,BIRC3,ITGB2	65	TCGA-LUAD	median	257	257	20192	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	KRAS Signaling Up	200	0.0017125731411445696	
HALLMARK_KRAS_SIGNALING_DN	0.29703028350188276	1.3951459122540693	0.007992007992007992	188	0.30786018846415386	LYPD3,SIDT1,CLDN16,TGFB2,FGGY,KRT15,EDN1,UPK3B,SPRR3,KLK7,KRT4,CALML5,RYR1,KRT5,SCGB1A1,SYNPO,THRB,CD207,CLDN8,MFSD6,HTR1D,IFI44L,SERPINB2,KCNMB1,ABCB11	47	TCGA-LUAD	median	257	257	20192	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	KRAS Signaling Dn	200	0.01141715427429713	
HALLMARK_PANCREAS_BETA_CELLS	-0.5590764110143457	-2.0392717527452033	0.000999000999000999	40	-1.4833870549852908	SYT13,SCGN,IAPP,FOXO1,PAX4,NKX2-2,PCSK2,NEUROG3,SST,NEUROD1,STXBP1,HNF1A,AKT3,INSM1,PAK3,PCSK1,ABCC8	17	TCGA-LUAD	median	257	257	20192	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Pancreas Beta Cells	40	0.0017125731411445696	
KEGG_TIGHT_JUNCTION	0.4458787274104733	2.0280716964125887	0.000999000999000999	163	0.9957167127500804	CLDN4,CLDN1,RAC1,MAP3K5,EZR,MICALL2,AMOT,CLDN9,CLDN16,ARPC1B,ERBB2,ACTB,RAP1A,SLC9A3R1,ACTN4,TJP3,TUBA4A,JUN,MYL12A,VASP,SYNPO,CD1C,CD1A,MARVELD3,RUNX1	57	TCGA-LUAD	median	257	257	20192	TJ	UP	True	Enrichr KEGG_2021_Human	Tight junction	169	0.0017125731411445696	0.001332001332001332
GOBP_BICELLULAR_TIGHT_JUNCTION_ASSEMBLY	0.46230198711356907	1.7089303240165512	0.002997002997002997	45	1.0826875761407246	CLDN4,CLDN1,MICALL2,CLDN9,CLDN16,MARVELD3,CLDN8,OCEL1,CLDN6,CLDN3,GRHL2,CLDN23	12	TCGA-LUAD	median	257	257	20192	TJ	UP	True	Enrichr GO_Biological_Process_2023	Bicellular Tight Junction Assembly (GO:0070830)	47	0.00473210999526789	0.0032694578149123606
GOBP_EPIDERMAL_CELL_DIFFERENTIATION	0.5621712329542141	2.101075087050687	0.000999000999000999	51	1.9806939207073457	KRT16,EPHA2,IVL,ANXA1,EVPL,WNT5A,OVOL1,CSTA,CDSN,POU2F3,ST14,SPRR3,SPRR1A,SPRR1B,EREG,TXNIP,SCEL,S100A7,PPP3CA,KRT10,HDAC1,CFLAR,BCR	23	TCGA-LUAD	median	257	257	20192	KERATIN_BARRIER	UP	True	Enrichr GO_Biological_Process_2023	Epidermal Cell Differentiation (GO:0009913)	54	0.0017125731411445696	0.001332001332001332
GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	-0.315714065786561	-1.1977855976432055	0.08691308691308691	46	-0.4990077300067135	ROCK1,LEF1,IGF1,TGFBR1,TRIM28,EOMES,NOTCH1,HEYL,DDX5,HGF,HEY2,DDX17,ROCK2,RBPJ,NOTCH4,FGFR1,SMAD4	17	TCGA-LUAD	median	257	257	20192	EMT	DOWN	True	Enrichr GO_Biological_Process_2023	Epithelial To Mesenchymal Transition (GO:0001837)	47	0.1022506904859846	0.08691308691308691
GOBP_ESTABLISHMENT_OF_SKIN_BARRIER	0.8042872875049101	2.3772782358309144	0.000999000999000999	18	3.1799628787857204	KRT16,CLDN4,CLDN1,SFN,TP63,MET,IL18,LSR,TMEM79	9	TCGA-LUAD	median	257	257	20192	KERATIN_BARRIER	UP	True	Enrichr GO_Biological_Process_2023	Establishment Of Skin Barrier (GO:0061436)	19	0.0017125731411445696	0.001332001332001332
GOBP_KERATINOCYTE_DIFFERENTIATION	0.6450768298624872	2.3241895926539846	0.000999000999000999	40	2.5314518867150957	KRT16,EPHA2,IVL,ANXA1,EVPL,WNT5A,CSTA,CDSN,POU2F3,ST14,SPRR3,SPRR1A,SPRR1B,EREG,TXNIP,SCEL,S100A7,PPP3CA,KRT10,CFLAR,BCR,ADAM9,EXPH5	23	TCGA-LUAD	median	257	257	20192	KERATIN_BARRIER	UP	True	Enrichr GO_Biological_Process_2023	Keratinocyte Differentiation (GO:0030216)	42	0.0017125731411445696	0.001332001332001332
GOBP_KERATINIZATION	0.6545431355320114	2.6432552357971244	0.000999000999000999	76	2.242579044276813	KRT16,PPL,SFN,IVL,CDH3,EVPL,KRT7,KRT80,KRT17,CDSN,KRT81,IL1A,TMEM79,LIPK,SPRR3,SPRR1A,KRT4,KRT86,KRT78,KLK5,KRT75,SPRR1B,KRT5,KRT6B,CASP14	32	TCGA-LUAD	median	257	257	20192	KERATIN_BARRIER	UP	True	MSigDB v2023.2.Hs (embedded; Enrichr GO_2023 lacks these exact terms)		83	0.0017125731411445696	0.001332001332001332
GOBP_CORNIFICATION	0.813960911923709	1.9136018446205827	0.000999000999000999	8	2.3831028198158473	CDSN,TMEM79,LIPK,KLK5,CASP14	5	TCGA-LUAD	median	257	257	20192	KERATIN_BARRIER	UP	True	MSigDB v2023.2.Hs (embedded; Enrichr GO_2023 lacks these exact terms)		9	0.0017125731411445696	0.001332001332001332
GOBP_TIGHT_JUNCTION_ORGANIZATION	0.4454144701160073	1.7974515847371662	0.002997002997002997	76	0.9148445856203514	CLDN4,CLDN1,EPHA2,MICALL2,EPHB2,CLDN9,CLDN16,ILDR1,LSR,PLEC,CLDN12,MARVELD3,PRKCH,CLDN8,EXT1,OCEL1,CLDN6,CLDN3,F11R	19	TCGA-LUAD	median	257	257	20192	TJ	UP	True	MSigDB v2023.2.Hs (embedded; Enrichr GO_2023 lacks these exact terms)		82	0.00473210999526789	0.0032694578149123606
KRT_EPITHELIAL	0.8137800919892728	2.3612913901075037	0.000999000999000999	17	4.151884662636188	KRT19,KRT16,KRT7,KRT17,KRT14,KRT15,KRT4,KRT5,KRT6B,KRT8,KRT6A,KRT6C,KRT10	13	TCGA-LUAD	median	257	257	20192	KERATIN_BARRIER	UP	True	Fixed keratin cytokeratin panel (simple + squamous; not an MSigDB set)		17	0.0017125731411445696	0.001332001332001332
HALLMARK_P53_PATHWAY	0.4858492043584975	2.2819581911100015	0.000999000999000999	190	1.1960496014984345	ITGB4,PHLDA3,EPHA2,PERP,SFN,SDC1,TP63,CD82,FUCA1,CLCA2,DGKA,S100A10,GADD45A,KRT17,TAX1BP3,TGFA,STEAP3,RAP2B,PLK3,PRMT2,RRAD,PLXNB2,IL1A,ST14,CTSD	72	TCGA-LUAD	median	257	257	20192	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	p53 Pathway	200	0.0017125731411445696	
HALLMARK_HEME_METABOLISM	0.2562263769524173	1.2022979192592584	0.04995004995004995	190	0.24371630963871563	MBOAT2,BPGM,SLC10A3,PDZK1IP1,ENDOD1,ERMAP,CAST,SLC2A1,ICAM4,PGLS,BLVRA,CDR2,SLC22A4,UROD,MKRN1,RHCE,FBXO34,IGSF3,BLVRB,TSPAN5,NFE2,HEBP1,GDE1,GATA1,LAMP2	50	TCGA-LUAD	median	257	257	20192	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	heme Metabolism	200	0.06376602121282973	
HALLMARK_PEROXISOME	0.3665708117396637	1.5648489613836578	0.004995004995004995	101	0.4212592016628709	BCL10,SEMA3C,SULT2B1,DHRS3,SCP2,TSPO,GSTK1,MVP,FABP6,HMGCL,SCGB1A1,CRAT,DHCR24,STS,CRABP2,ABCD3,ABCB9,PRDX5,HSD3B7,ACOX1,PEX14,YWHAH,DIO1,PRDX1,ACAA1	28	TCGA-LUAD	median	257	257	20192	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Pperoxisome	104	0.007684623069238454	
HALLMARK_TNFA_SIGNALING_VIA_NFKB	0.47747749167112774	2.4168146240039414	0.000999000999000999	197	1.2575648858651964	SERPINB2,MXD1,HES1,ZC3H12A,IL1A,CXCL1,SMAD3,TRIP10,F3,SAT1,KLF4,PHLDA2,FOSL1,NFE2L2,JUNB,CDKN1A,ETS2,CXCL6,SGK1,GADD45A,IER5,SDC4,MAP3K8,LAMB3,IL18	65	TCGA-LUSC	quartile	126	126	20224	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	TNF-alpha Signaling via NF-kB	200	0.002140716426430712	
HALLMARK_HYPOXIA	0.3159941253216836	1.58050241490056	0.000999000999000999	190	0.13315937208285042	SULT2B1,ANXA2,HS3ST1,PGM2,F3,PRDX5,ADORA2B,GPC1,EDN2,CDKN1A,CA12,ADM,SDC4,EFNA1,SLC2A1,MAFF,ALDOA,PKP1,NDRG1,BHLHE40,TPBG,ZFP36,CP,ANGPTL4,IER3	54	TCGA-LUSC	quartile	126	126	20224	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Hypoxia	200	0.002140716426430712	
HALLMARK_CHOLESTEROL_HOMEOSTASIS	0.34066200639813965	1.4758512050619477	0.007992007992007992	72	0.32642046364283434	S100A11,FABP5,ETHE1,CD9,MAL2,LGALS3,TNFRSF12A,GNAI1,NSDHL,MVK,JAG1,PLSCR1,LDLR,CXCL16,PLAUR,EBP,PMVK,FBXO6	18	TCGA-LUSC	quartile	126	126	20224	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Cholesterol Homeostasis	74	0.01332001332001332	
HALLMARK_MITOTIC_SPINDLE	-0.36322786936749335	-1.6575728274070438	0.000999000999000999	196	-1.5493284840332622	BCL2L11,RANBP9,CCNB2,MAPRE1,ITSN1,HDAC6,SOS1,APC,CEP250,LRPPRC,DYNLL2,PLEKHG2,KIF11,ARHGAP29,TLK1,RACGAP1,KIF23,NUSAP1,AURKA,SSH2,PCGF5,CEP192,NDC80,ALMS1,CNTROB	81	TCGA-LUSC	quartile	126	126	20224	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Mitotic Spindle	199	0.002140716426430712	
HALLMARK_WNT_BETA_CATENIN_SIGNALING	-0.36368013600812127	-1.2828862415550428	0.07292707292707293	42	-1.4166751061474736	WNT6,SKP2,PSEN2,HDAC5,NCOR2,WNT5B,MAML1,HDAC2,CCND2,TCF7,WNT1,NKD1,AXIN2,CTNNB1,DVL2,LEF1,RBPJ,PTCH1	18	TCGA-LUSC	quartile	126	126	20224	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Wnt-beta Catenin Signaling	42	0.09115884115884115	
HALLMARK_TGF_BETA_SIGNALING	0.30354283222508294	1.2082821984016703	0.058941058941058944	54	0.16539067709492009	SMAD3,ID1,JUNB,HDAC1,CDH1,TGFB1,RAB31,SMURF1,IFNGR2,TJP1,PPP1R15A,KLF10,PPP1CA,CDK9,ACVR1,BCAR3,UBE2D3,SERPINE1,PPM1A,FNTA,XIAP,TGIF1,FURIN	23	TCGA-LUSC	quartile	126	126	20224	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	TGF-beta Signaling	54	0.07687964209703341	
HALLMARK_IL6_JAK_STAT3_SIGNALING	0.29515193233740855	1.3229164845735837	0.013986013986013986	87	0.04348302214268923	CXCL1,IL4R,LTBR,CD9,TNFRSF1A,TNFRSF21,IFNGR1,MAP3K8,BAK1,TNFRSF12A,CD44,TGFB1,IFNGR2,OSMR,PIM1,TLR2,IFNAR1,IL1B,JUN,IL10RB,IRF9,CD36,MYD88,CSF3R,PTPN2	27	TCGA-LUSC	quartile	126	126	20224	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	IL-6/JAK/STAT3 Signaling	87	0.02097902097902098	
HALLMARK_DNA_REPAIR	-0.17766529576406465	-0.7814865300730842	0.6983016983016983	140	-0.5433056842084848	CANT1,SNAPC4,TAF6,SUPT5H,VPS37D,NFX1,SDCBP,FEN1,CSTF3,ADCY6,RFC5,GTF2F1,LIG1,AAAS,POLD1,TYMS,POLH,XPC,POLA2,SSRP1,POM121,POLA1,RNMT,POLR3C,PDE4B	30	TCGA-LUSC	quartile	126	126	20224	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	DNA Repair	150	0.6983016983016983	
HALLMARK_G2M_CHECKPOINT	-0.45670868470494885	-2.065178675227139	0.000999000999000999	184	-2.21663272927944	SUV39H1,CUL5,STAG1,CENPA,TNPO2,DMD,MEIS2,MCM5,HMGN2,TROAP,KIF20B,HIRA,NUMA1,CCNA2,CENPE,GINS2,CHAF1A,PRMT5,TLE3,HNRNPD,SS18,CCNB2,TACC3,PBK,HMMR	102	TCGA-LUSC	quartile	126	126	20224	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	G2-M Checkpoint	200	0.002140716426430712	
HALLMARK_APOPTOSIS	0.41208847745386534	1.98775557153035	0.000999000999000999	158	0.6829999030474891	HSPB1,BCL10,GNA15,TSPO,IL1A,RETSAT,TNFSF10,SAT1,ANXA1,EMP1,FDXR,CDKN1A,LGALS3,BCL2L10,GADD45A,BCAP31,IFNGR1,IL18,TNFRSF12A,VDAC2,BIK,RNASEL,ERBB3,BID,BCL2L1	48	TCGA-LUSC	quartile	126	126	20224	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Apoptosis	161	0.002140716426430712	
HALLMARK_NOTCH_SIGNALING	0.30362409386795486	1.0980903265148327	0.1018981018981019	32	-0.16389467131463686	HES1,DTX2,PPARD,JAG1,FZD5,NOTCH3,RBX1	7	TCGA-LUSC	quartile	126	126	20224	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Notch Signaling	32	0.1247731859976758	
HALLMARK_ADIPOGENESIS	0.3584510859560107	1.8052941534646376	0.000999000999000999	189	0.6052915518258889	RETSAT,ESRRA,CMPK1,SCP2,ATP1B3,RNF11,RIOK3,GPD2,GADD45A,IFNGR1,CHCHD10,REEP6,BCL6,ALDOA,ACADS,UQCR10,CPT2,COQ9,LPCAT3,TST,HSPB8,POR,COX8A,CD151,DBT	74	TCGA-LUSC	quartile	126	126	20224	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Adipogenesis	200	0.002140716426430712	
HALLMARK_ESTROGEN_RESPONSE_EARLY	0.41124193953059895	2.097351271864354	0.000999000999000999	192	0.7602153395476957	ZNF185,SFN,P2RY2,LAD1,DHRS3,HES1,ELF3,KRT13,AQP3,SULT2B1,CLDN7,RAPGEFL1,RHOD,KLF4,ESRP2,BLVRB,MREG,KRT19,SLC9A3R1,CA12,MAST4,MYOF,KRT15,MSMB,ENDOD1	66	TCGA-LUSC	quartile	126	126	20224	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Estrogen Response Early	200	0.002140716426430712	
HALLMARK_ESTROGEN_RESPONSE_LATE	0.4267316643586371	2.1685237898344245	0.000999000999000999	196	0.9572608237541416	S100A9,SFN,PERP,GJB3,KRT13,FGFR3,SULT2B1,FABP5,RAPGEFL1,TRIM29,KLF4,GALE,PKP3,BLVRB,ST6GALNAC2,CD9,KRT19,LSR,SLC9A3R1,CA12,ST14,SGK1,MYOF,CLIC3,AGR2	69	TCGA-LUSC	quartile	126	126	20224	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Estrogen Response Late	200	0.002140716426430712	
HALLMARK_ANDROGEN_RESPONSE	0.35396861411224334	1.6166116824509702	0.002997002997002997	96	0.36331342798514127	SAT1,ELL2,SLC38A2,KRT19,DHCR24,SGK1,ALDH1A3,PDLIM5,NDRG1,AKT1,GNAI3,MYL12A,STEAP4,TMPRSS2,VAPA,HOMER2,UBE2I,NCOA4,TMEM50A,GPD1L,DBI,MAP7,TNFAIP8,SPDEF	24	TCGA-LUSC	quartile	126	126	20224	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Androgen Response	100	0.005449096358187267	
HALLMARK_MYOGENESIS	0.17546133910498263	0.889018200779899	0.18581418581418582	198	-0.4864287418129129	KLF5,ITGB4,CDKN1A,BDKRB2,PRNP,AGRN,CRYAB,ERBB3,BHLHE40,TPD52L1,HSPB8,FST,RYR1,PLXNB2,TGFB1,HBEGF,ANKRD2,PC,IGFBP3,SYNGR2,ABLIM1,SPDEF,SLC6A8,CRAT,MB	44	TCGA-LUSC	quartile	126	126	20224	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Myogenesis	200	0.21035568205379526	
HALLMARK_PROTEIN_SECRETION	0.21670293052609305	0.9693079435135683	0.17082917082917082	95	-0.22496625267167863	AP2M1,RAB22A,SGMS1,VPS4B,VAMP3,ATP1A1,RER1,STAM,CAV2,STX12,AP2S1,TMX1,AP3S1,CTSC,EGFR,NAPG,RAB9A,DST,LAMP2,TMED10	20	TCGA-LUSC	quartile	126	126	20224	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Protein Secretion	96	0.19711058172596635	
HALLMARK_INTERFERON_ALPHA_RESPONSE	0.3371146435770236	1.508872406525142	0.001998001998001998	92	0.41401743234616406	SAMD9,IL4R,SLC25A28,LPAR6,OAS1,IFI27,CASP1,PLSCR1,PARP9,RTP4,CASP8,LY6E,GBP2,PSMA3,IFI44,OASL,NMI,ISG15,IRF9,PROCR,NCOA7,MX1,LGALS3BP,MOV10	24	TCGA-LUSC	quartile	126	126	20224	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Interferon Alpha Response	97	0.0038671006412941892	
HALLMARK_INTERFERON_GAMMA_RESPONSE	0.2626909649407892	1.335807401914397	0.001998001998001998	196	0.1051827492781513	GBP6,TNFSF10,IL4R,SLC25A28,CDKN1A,VAMP8,UPP1,MVP,BPGM,CASP7,IFI27,GCH1,CASP1,IRF5,CASP4,PLSCR1,OAS2,RTP4,PIM1,CASP8,NFKB1,LY6E,HIF1A,PSMB2,PML	58	TCGA-LUSC	quartile	126	126	20224	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Interferon Gamma Response	200	0.0038671006412941892	
HALLMARK_APICAL_JUNCTION	0.31192483503163493	1.600103288784218	0.000999000999000999	194	0.005726007154060639	MPZL2,JUP,CLDN7,CTNND1,ADAM15,CLDN4,DSC3,ITGB4,BAIAP2,ARPC2,LDLRAP1,CDH3,MYL12B,LAMB3,ITGA2,KRT31,GRB7,CLDN8,STX4,MAPK13,LAMC2,LIMA1,CAP1,CRB3,GNAI1	47	TCGA-LUSC	quartile	126	126	20224	TJ	UP	True	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Apical Junction	200	0.002140716426430712	0.001332001332001332
HALLMARK_APICAL_SURFACE	0.3050497652986946	1.1814838537910244	0.06893106893106893	43	0.2140152787787158	LYPD3,HSPB1,RHCG,ATP8B1,LYN,APP,PLAUR,SHROOM2,EFNA5,CX3CL1,MAL	11	TCGA-LUSC	quartile	126	126	20224	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Apical Surface	44	0.08799710927370502	
HALLMARK_HEDGEHOG_SIGNALING	-0.48349637170974985	-1.6282739865690856	0.008991008991008992	35	-2.103711561946861	NRP2,TLE3,HEY1,CNTFR,THY1,ACHE,GLI1,L1CAM,NKX6-1,AMOT,UNC5C,SLIT1,NF1,SCG2,RTN1,CRMP1,PTCH1,NRCAM,DPYSL2	19	TCGA-LUSC	quartile	126	126	20224	HALLMARK_CONTEXT	UNDIRECTED	False	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Hedgehog Signaling	36	0.014580014580014582	
