tf	target	axis	resource	confidence	effect	reference	note
STAT1	FCGR1A	IFN	DoRothEA	A	Activation	CollecTRI2:35637282;CollecTRI2:9278334;PAZAR:8483949;CollecTRI2:7995951;CollecTRI:16516295;TRRUST:14734612;CollecTRI2:12130529;CollecTRI2:10383940;CollecTRI2:10433370;CollecTRI2:11257077;CollecTRI:8483949;CollecTRI2:9748323;CollecTRI2:16516295;CollecTRI:14734612;CollecTRI2:8483949;CollecTRI:12130529	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	FCGR3A	IFN	DoRothEA	A	Activation	CollecTRI2:29111217	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	FCGRT	IFN	DoRothEA	A	Repression	TRRUST:18566411;CollecTRI:18566411;HTRIdb:18566411;DoRothEA:18566411;CollecTRI2:18566411	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	FCHSD2	IFN	DoRothEA	B	Unknown	nan	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	FGF2	IFN	DoRothEA	A	Activation	TRRUST:23086340;CollecTRI2:11971185;DoRothEA:23086340;CollecTRI2:23553658;CollecTRI:16494848;CollecTRI2:23086340;CollecTRI:23086340;CollecTRI:19556344	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	FGFR3	IFN	DoRothEA	A	Repression	CollecTRI2:15073186;DoRothEA:16410555;CollecTRI:16410555;TRRUST:16410555;CollecTRI2:16410555	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	FGGY	IFN	DoRothEA	B	Unknown	PAZAR:17558387	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	FHAD1	IFN	DoRothEA	B	Unknown	nan	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	FKBP5	IFN	DoRothEA	B	Unknown	nan	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	FNBP1	IFN	DoRothEA	B	Unknown	nan	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	FNDC3B	IFN	DoRothEA	B	Unknown	nan	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	FNIP2	IFN	DoRothEA	B	Unknown	nan	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	FOS	IFN	DoRothEA	A	Activation	CollecTRI2:8770944;HTRIdb:8770944;CollecTRI2:26255980;CollecTRI2:26351076;CollecTRI:7507205;PAZAR:7507205;CollecTRI2:17558387;CollecTRI2:11278738;CollecTRI:17558387;CollecTRI2:30061878;CollecTRI:8874187;CollecTRI2:12195235;CollecTRI2:19620301;PAZAR:17558387;CollecTRI2:16781847;CollecTRI:7510676;Coll	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	FOXK1	IFN	DoRothEA	B	Unknown	nan	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	FOXN3	IFN	DoRothEA	B	Unknown	nan	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	FOXO3	IFN	DoRothEA	B	Activation	CollecTRI:17558024	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	FOXP1	IFN	DoRothEA	B	Unknown	PAZAR:17558387	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	FOXP3	IFN	DoRothEA	A	Activation	CollecTRI2:24725474;CollecTRI:19124747;CollecTRI2:36044789;CollecTRI2:21893603;TRRUST:19124747;CollecTRI2:19124747;CollecTRI2:31801817	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	FRMD4B	IFN	DoRothEA	B	Unknown	nan	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	FYB1	IFN	DoRothEA	B	Unknown	nan	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	FYN	IFN	DoRothEA	B	Unknown	nan	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	GAB2	IFN	DoRothEA	B	Unknown	nan	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	GAS7	IFN	DoRothEA	B	Unknown	nan	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	GATA3	IFN	DoRothEA	A	Activation	CollecTRI2:14657353;CollecTRI:19124715	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	GBP1	IFN	DoRothEA	A	Activation	CollecTRI2:1281555;CollecTRI2:29417241;CollecTRI:1281555;CollecTRI2:17558387;PAZAR:1281555;CollecTRI:17558387;CollecTRI:7823961;CollecTRI2:23558133;CollecTRI2:7823961;PAZAR:17558387;CollecTRI2:15761017	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	GCK	IFN	DoRothEA	A	Activation	CollecTRI2:37013729	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	GCNT2	IFN	DoRothEA	B	Unknown	nan	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	GLIPR2	IFN	DoRothEA	B	Unknown	nan	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	GLIS3	IFN	DoRothEA	B	Unknown	nan	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	GLS	IFN	DoRothEA	A	Activation	CollecTRI:22479354;CollecTRI:24086752;CollecTRI2:24086752;DoRothEA:22479354;TRRUST:22479354;CollecTRI2:28571744;CollecTRI2:31948748;CollecTRI2:22479354	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	GM2A	IFN	DoRothEA	B	Unknown	nan	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	GNA12	IFN	DoRothEA	B	Unknown	nan	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	GNAI2	IFN	DoRothEA	B	Unknown	nan	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	GPCPD1	IFN	DoRothEA	B	Unknown	nan	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	GPD2	IFN	DoRothEA	B	Unknown	nan	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	GPR107	IFN	DoRothEA	B	Unknown	PAZAR:17558387	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	GPR132	IFN	DoRothEA	B	Unknown	nan	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	GPR141	IFN	DoRothEA	B	Unknown	nan	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	GRAMD1A	IFN	DoRothEA	B	Unknown	nan	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	GRAMD1B	IFN	DoRothEA	B	Unknown	nan	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	GRB2	IFN	DoRothEA	B	Unknown	nan	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	GREB1	IFN	DoRothEA	A	Activation	CollecTRI:25303530;CollecTRI2:25303530	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	GRK2	IFN	DoRothEA	B	Unknown	nan	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	GSAP	IFN	DoRothEA	B	Unknown	nan	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	GSE1	IFN	DoRothEA	B	Unknown	nan	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	GSN	IFN	DoRothEA	B	Unknown	nan	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	GSTK1	IFN	DoRothEA	A	Activation	DoRothEA:22951020;CollecTRI2:22951020;ORegAnno:22951020;CollecTRI:22951020	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	HCFC1	IFN	DoRothEA	A	Repression	DoRothEA:22951020	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	HDAC4	IFN	DoRothEA	B	Activation	CollecTRI2:25395162	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	HDAC7	IFN	DoRothEA	A	Activation	DoRothEA:22951020;CollecTRI2:22951020;ORegAnno:22951020;CollecTRI:22951020	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	HDAC9	IFN	DoRothEA	B	Unknown	nan	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	HIVEP2	IFN	DoRothEA	B	Unknown	nan	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	HIVEP3	IFN	DoRothEA	B	Unknown	nan	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	HK1	IFN	DoRothEA	B	Unknown	nan	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	HK2	IFN	DoRothEA	B	Repression	CollecTRI2:33031600;CollecTRI2:35470850	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	HLA-DMA	IFN	DoRothEA	A	Activation	nan	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	HLA-DMB	IFN	DoRothEA	A	Activation	nan	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	HLA-DQA2	IFN	DoRothEA	A	Activation	nan	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	HLA-DRB1	IFN	DoRothEA	A	Activation	nan	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	HLA-E	IFN	DoRothEA	A	Activation	CollecTRI2:8702722;PAZAR:8702722;CollecTRI:19122651;CollecTRI:17579067;CollecTRI2:34758826;CollecTRI2:11137213;CollecTRI2:38007483;TRRUST:11137213;CollecTRI2:19122651;CollecTRI:11137213;CollecTRI:8702722;HTRIdb:8702722;CollecTRI2:38149913;CollecTRI:9858567	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	HLX	IFN	DoRothEA	B	Unknown	PAZAR:17558387	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	HM13	IFN	DoRothEA	B	Unknown	nan	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	HMOX1	IFN	DoRothEA	A	Activation	DoRothEA:19129475;CollecTRI2:22717332;CollecTRI2:19129475;TRRUST:19129475;CollecTRI:19129475	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	HNRNPR	IFN	DoRothEA	B	Unknown	nan	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	HOOK2	IFN	DoRothEA	B	Unknown	nan	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	HPCAL1	IFN	DoRothEA	B	Unknown	nan	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	HSP90AA1	IFN	DoRothEA	A	Repression	CollecTRI2:21079652;DoRothEA:12940076;TRRUST:12940076;CollecTRI2:9880553;CollecTRI:12940076;CollecTRI2:28289734;CollecTRI2:17427945;CollecTRI2:12940076;CollecTRI:10440232;CollecTRI:9880553;CollecTRI:21430289;CollecTRI2:10440232	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	HSPB1	IFN	DoRothEA	A	Activation	CollecTRI2:12917439;CollecTRI:12917439;CollecTRI2:20624457	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	ICAM1	IFN	DoRothEA	A	Activation	CollecTRI2:12759242;CollecTRI2:12044887;CollecTRI:19122651;HTRIdb:7957928;CollecTRI2:7957928;CollecTRI2:10225979;CollecTRI2:25267067;PAZAR:9990314;CollecTRI2:12651068;CollecTRI2:21659765;CollecTRI2:9888295;CollecTRI:11278281;CollecTRI:7957928;ORegAnno:22951020;CollecTRI2:32717023;CollecTRI2:9990314;	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	IDO1	IFN	DoRothEA	A	Activation	CollecTRI2:30619249;CollecTRI2:35752438;CollecTRI2:23291179;CollecTRI2:23042548;CollecTRI2:17229401;CollecTRI2:35157906;CollecTRI2:31904843;CollecTRI2:19075017;CollecTRI2:30055888;CollecTRI:7553221;CollecTRI2:10926204;CollecTRI2:23741252;CollecTRI2:15711557;CollecTRI2:27246365;CollecTRI2:29249666;Co	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	IDO2	IFN	DoRothEA	B	Unknown	nan	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	IER5	IFN	DoRothEA	B	Unknown	nan	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	IFI27	IFN	DoRothEA	B	Activation	CollecTRI2:21871555;CollecTRI2:12356687;CollecTRI:12356687;CollecTRI2:21185374;CollecTRI2:18329281;CollecTRI2:19502801;CollecTRI2:27499259	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	IFI35	IFN	DoRothEA	A	Activation	CollecTRI:22951020;DoRothEA:22951020;CollecTRI2:22951020;CollecTRI2:37380972;ORegAnno:22951020	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	IFI6	IFN	DoRothEA	A	Activation	CollecTRI2:3359997;CollecTRI:3359997;PAZAR:3359997	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	IFIT1	IFN	DoRothEA	A	Activation	CollecTRI2:24725474;CollecTRI2:28069426;CollecTRI2:28677808;CollecTRI2:11991981;CollecTRI2:21185374;CollecTRI2:27063510;CollecTRI:11991981;CollecTRI2:25930096;CollecTRI2:38065246;PAZAR:11991981;CollecTRI2:25591911;CollecTRI2:32541772	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	IFIT3	IFN	DoRothEA	A	Activation	CollecTRI2:17050680;CollecTRI2:17933493;CollecTRI2:18067071;CollecTRI2:21056555;CollecTRI2:20403236;CollecTRI:17933493;CollecTRI2:25650658;CollecTRI2:34622927;DoRothEA:17050680;CollecTRI:21056555;CollecTRI2:28471454;CollecTRI2:34418997;CollecTRI:17050680;TRRUST:17050680	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	IFITM1	IFN	DoRothEA	A	Activation	CollecTRI2:24725474;CollecTRI2:30655323;CollecTRI2:28677808;CollecTRI2:2492664;PAZAR:2492664;CollecTRI:2492664;CollecTRI2:34680281;CollecTRI2:25588716;CollecTRI2:31075894	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	IFITM3	IFN	DoRothEA	A	Activation	CollecTRI2:38167862;CollecTRI2:21914072;CollecTRI2:26912629;CollecTRI2:35095845	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	IFNA1	IFN	DoRothEA	A	Activation	CollecTRI:7796811;CollecTRI2:16319195;CollecTRI:17689680;CollecTRI:20526365;CollecTRI:15714000;CollecTRI:19135978;CollecTRI:21659501;CollecTRI2:34524541;CollecTRI:11972347;CollecTRI:15467722;CollecTRI:1833631;CollecTRI:8509377;DoRothEA:18616672;CollecTRI:18616672;CollecTRI2:17050680;CollecTRI2:33882	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	IFNB1	IFN	DoRothEA	A	Activation	CollecTRI2:11602590;CollecTRI2:18209032;CollecTRI2:12421970;CollecTRI2:20035788;CollecTRI:18035482;CollecTRI:10321980;CollecTRI2:34524541;CollecTRI2:29849490;CollecTRI:22479354;CollecTRI2:17374731;CollecTRI2:26262558;CollecTRI2:21829705;CollecTRI:16020513;CollecTRI2:19380831;TRRUST:19096445;CollecTR	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	IFNG	IFN	DoRothEA	A	Activation	CollecTRI2:25921060;CollecTRI2:18178806;CollecTRI2:13678429;CollecTRI2:30425059;CollecTRI2:26170288;CollecTRI:26170288;CollecTRI2:29474442;CollecTRI:23740952;CollecTRI:9880553;CollecTRI:17878383;CollecTRI2:24760883;CollecTRI:17270146;CollecTRI:16380218;CollecTRI:10713330;CollecTRI:17558024;CollecTRI	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	IFNGR1	IFN	DoRothEA	B	Activation	PAZAR:17558387;CollecTRI:9024990	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	IFNGR2	IFN	DoRothEA	B	Unknown	nan	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	IFNLR1	IFN	DoRothEA	A	Activation	CollecTRI2:20372826;TRRUST:20372826;CollecTRI:20372826;DoRothEA:20372826	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	IGF1	IFN	DoRothEA	A	Repression	CollecTRI2:14500651;CollecTRI2:22649549;CollecTRI2:25205818	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	IGF1R	IFN	DoRothEA	B	Repression	CollecTRI2:15055356	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	IGF2R	IFN	DoRothEA	B	Unknown	nan	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	IGFBP3	IFN	DoRothEA	A	Activation	nan	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	IGFLR1	IFN	DoRothEA	A	Activation	CollecTRI:19122651;CollecTRI:22951020;CollecTRI2:22951020;CollecTRI2:19122651;ORegAnno:22951020	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	IL10	IFN	DoRothEA	A	Activation	CollecTRI:12817009;CollecTRI2:19703987;CollecTRI2:35562774;CollecTRI2:31904843;CollecTRI2:16482512;CollecTRI2:25079358;CollecTRI:19703987;CollecTRI2:26255980;CollecTRI:20709027;CollecTRI2:21398617;CollecTRI2:21041726;CollecTRI2:26673664;CollecTRI2:25545325;CollecTRI2:21349431;CollecTRI2:22038351;Col	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	IL12A	IFN	DoRothEA	A	Activation	CollecTRI2:22306691;CollecTRI2:19164128;CollecTRI2:21987655;CollecTRI:19029990;CollecTRI2:26059829;CollecTRI2:20709027;CollecTRI:20709027;CollecTRI2:20692533;CollecTRI:21987655;CollecTRI2:19029990;CollecTRI:19164128	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	IL12B	IFN	DoRothEA	A	Activation	CollecTRI2:22306691;CollecTRI2:17785783;CollecTRI2:17018853;CollecTRI:19029990;CollecTRI2:26059829;CollecTRI2:35981499;CollecTRI2:12421970;CollecTRI2:37651886;CollecTRI2:32209697;CollecTRI2:12432235;CollecTRI2:23359507;CollecTRI:24012417;CollecTRI2:19029990;CollecTRI2:25149293;CollecTRI2:24012417;Co	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	IL12RB1	IFN	DoRothEA	A	Repression	CollecTRI2:36636848	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	IL12RB2	IFN	DoRothEA	A	Activation	CollecTRI2:15356135;CollecTRI2:12006974;CollecTRI2:16034109	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	IL15	IFN	DoRothEA	B	Activation	CollecTRI2:29486764;CollecTRI2:24657713;CollecTRI2:16046307;CollecTRI2:12370359;CollecTRI2:34893528	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	IL16	IFN	DoRothEA	B	Unknown	nan	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	IL17D	IFN	DoRothEA	A	Activation	nan	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	IL18BP	IFN	DoRothEA	A	Activation	CollecTRI2:19046253;CollecTRI2:23873689;CollecTRI:19046253	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	IL1B	IFN	DoRothEA	A	Activation	CollecTRI2:36384075;CollecTRI2:33087357;CollecTRI2:34434263;TRRUST:17386941;CollecTRI2:37215993;CollecTRI2:32717023;CollecTRI2:30286793;CollecTRI2:24675363;CollecTRI2:31017981;CollecTRI2:17386941;CollecTRI2:21426947;CollecTRI:17386941;CollecTRI2:22649549;CollecTRI2:11506742;CollecTRI2:31857155;Colle	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	IL1R1	IFN	DoRothEA	A	Repression	DoRothEA:15972639;TRRUST:15972639;CollecTRI:19122651;CollecTRI2:15972639;CollecTRI2:19122651;CollecTRI:15972639;CollecTRI2:34796037	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	IL21R	IFN	DoRothEA	B	Unknown	nan	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	IL2RA	IFN	DoRothEA	A	Activation	CollecTRI2:12244150;CollecTRI2:10068671;TRRUST:10068671;CollecTRI2:31068927;TRRUST:12244150;CollecTRI:12244150;CollecTRI:10068671	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	IL4R	IFN	DoRothEA	B	Unknown	nan	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	IL6	IFN	DoRothEA	A	Activation	CollecTRI2:19703987;CollecTRI2:34434263;CollecTRI2:19437244;CollecTRI:19703987;CollecTRI2:29040650;CollecTRI:23675777;CollecTRI:20693420;CollecTRI:24242046;CollecTRI:18616672;CollecTRI2:24012417;DoRothEA:18616672;CollecTRI2:21426947;CollecTRI2:26673664;CollecTRI2:34895310;CollecTRI2:10103191;CollecT	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	IL6R	IFN	DoRothEA	B	Unknown	nan	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	IL6ST	IFN	DoRothEA	A	Activation	CollecTRI2:9169475;PAZAR:9169475;CollecTRI:9169475	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	IL7R	IFN	DoRothEA	B	Unknown	nan	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	INO80	IFN	DoRothEA	A	Activation	DoRothEA:22951020;CollecTRI2:22951020;ORegAnno:22951020;CollecTRI:22951020	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	INPP4A	IFN	DoRothEA	B	Unknown	nan	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	INPP5D	IFN	DoRothEA	B	Unknown	nan	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	IPCEF1	IFN	DoRothEA	B	Unknown	nan	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	IQGAP2	IFN	DoRothEA	B	Unknown	nan	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	IQSEC1	IFN	DoRothEA	B	Unknown	nan	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	IRF1	IFN	DoRothEA	A	Activation	TRRUST:8647845;CollecTRI:12077266;CollecTRI2:10921891;CollecTRI2:30779746;CollecTRI2:11254704;CollecTRI2:23072862;CollecTRI:10068671;CollecTRI:17270146;CollecTRI2:22916047;CollecTRI2:11752148;CollecTRI2:33171124;CollecTRI2:18381204;CollecTRI2:29740424;CollecTRI2:32964498;CollecTRI2:15123634;CollecTR	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	IRF2	IFN	DoRothEA	A	Activation	CollecTRI2:17558387;CollecTRI:22951020;CollecTRI:17558387;DoRothEA:22951020;CollecTRI2:22951020;ORegAnno:22951020;PAZAR:17558387	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	IRF7	IFN	DoRothEA	A	Activation	CollecTRI2:22305622;CollecTRI2:12768031;CollecTRI2:17508007;CollecTRI2:30574148;ORegAnno:22951020;CollecTRI2:19404407;CollecTRI2:38065246;CollecTRI2:37503164;CollecTRI2:16628196;CollecTRI2:17374731;TRRUST:16628196;CollecTRI2:32373120;CollecTRI2:22951020;CollecTRI:12768031;CollecTRI2:19994902;CollecT	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	IRF8	IFN	DoRothEA	A	Activation	CollecTRI2:10618376;CollecTRI2:23028998;CollecTRI2:19074829;CollecTRI2:30574148;CollecTRI2:30291166;CollecTRI2:28388578;CollecTRI:19074829;CollecTRI2:10092656;CollecTRI2:23029250;CollecTRI:16918696;CollecTRI2:33407277;TRRUST:16918696;CollecTRI2:28856571;CollecTRI2:35525407;CollecTRI2:20875954;Collec	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	IRF9	IFN	DoRothEA	A	Activation	CollecTRI2:8990168;CollecTRI2:25049377;CollecTRI:22951020;DoRothEA:22951020;CollecTRI2:22951020;CollecTRI2:21056555;CollecTRI2:26592235;ORegAnno:22951020;CollecTRI2:38065246	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	ISG15	IFN	DoRothEA	A	Activation	PAZAR:347694;CollecTRI2:17508007;CollecTRI2:23558133;CollecTRI2:21185374;CollecTRI2:32127658;CollecTRI:347694;CollecTRI2:29040650;CollecTRI2:38065246;CollecTRI2:347694;CollecTRI2:35095845	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	ISG20	IFN	DoRothEA	A	Activation	CollecTRI2:10871365;PAZAR:10871365;CollecTRI:10871365	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	ITGB2	IFN	DoRothEA	B	Unknown	nan	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	ITPR1	IFN	DoRothEA	B	Unknown	nan	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	JADE2	IFN	DoRothEA	B	Unknown	nan	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	JAK2	IFN	DoRothEA	A	Activation	CollecTRI2:21239533;DoRothEA:21239533;TRRUST:21239533;CollecTRI:21239533;CollecTRI:12223098;CollecTRI2:24037089	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	JMJD1C	IFN	DoRothEA	B	Unknown	nan	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	JUN	IFN	DoRothEA	A	Activation	CollecTRI2:26673664;CollecTRI:15194680	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	JUNB	IFN	DoRothEA	A	Activation	DoRothEA:8637711	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	KCNJ15	IFN	DoRothEA	B	Unknown	nan	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	KCNMA1	IFN	DoRothEA	B	Unknown	nan	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	KDM6B	IFN	DoRothEA	B	Activation	CollecTRI:24097101;CollecTRI2:24097101;CollecTRI2:33771881	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	KIF2A	IFN	DoRothEA	A	Activation	CollecTRI:19122651;CollecTRI:22951020;DoRothEA:22951020;CollecTRI2:22951020;CollecTRI2:19122651;ORegAnno:22951020	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	KLF6	IFN	DoRothEA	B	Unknown	PAZAR:17558387	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	KLF7	IFN	DoRothEA	B	Unknown	PAZAR:17558387	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	KLF9	IFN	DoRothEA	B	Unknown	nan	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	KLHL6	IFN	DoRothEA	B	Unknown	nan	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	KRT17	IFN	DoRothEA	A	Activation	TRRUST:21796151;CollecTRI2:7516473;DoRothEA:21796151;CollecTRI:21796151;CollecTRI2:8823363;CollecTRI2:21796151	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	KYNU	IFN	DoRothEA	B	Unknown	nan	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	LAMA3	IFN	DoRothEA	B	Unknown	nan	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	LAP3	IFN	DoRothEA	A	Activation	DoRothEA:22951020;CollecTRI2:22951020;ORegAnno:22951020;CollecTRI:22951020	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	LAPTM4B	IFN	DoRothEA	B	Unknown	PAZAR:17558387	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	LAPTM5	IFN	DoRothEA	B	Unknown	nan	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	LCP2	IFN	DoRothEA	B	Activation	CollecTRI2:34112215	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	LDLR	IFN	DoRothEA	B	Unknown	nan	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	LGALS3	IFN	DoRothEA	B	Activation	CollecTRI:14670297	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	LHFPL2	IFN	DoRothEA	B	Unknown	nan	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	LIMD1	IFN	DoRothEA	B	Unknown	nan	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	LIMS1	IFN	DoRothEA	B	Unknown	nan	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	LINC00299	IFN	DoRothEA	B	Unknown	nan	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	LIPA	IFN	DoRothEA	B	Unknown	nan	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	LITAF	IFN	DoRothEA	B	Unknown	nan	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	LMNA	IFN	DoRothEA	B	Unknown	nan	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	LMO2	IFN	DoRothEA	B	Unknown	nan	DoRothEA via OmniPath; not a lung ChIP peak
STAT1	LPP	IFN	DoRothEA	B	Unknown	nan	DoRothEA via OmniPath; not a lung ChIP peak
