symbol	chrom	start
LSM1	8	38163320
BAG4	8	38176854
DDHD2	8	38231490
PLPP5	8	38263131
NSD3	8	38269704
LETM2	8	38386440
FGFR1	8	38411137
C8ORF86	8	38510833
RNF5P1	8	38600174
TACC1	8	38728581
PLEKHA2	8	38901345
HTRA4	8	38974227
TM2D2	8	38988807
ADAM9	8	38996972
SNORD38D	8	39018615
ADAM32	8	39107528
ADAM5	8	39314662
ADAM3A	8	39451044
LOC100130964	8	39563111
ADAM18	8	39584567
ADAM2	8	39743735
IDO1	8	39913890
IDO2	8	39934954
TCIM	8	40153481
SIRLNT	8	40333172
ZMAT4	8	40530590
SFRP1	8	41261961
MIR548AO	8	41271047
SNORD65B	8	41426654
GOLGA7	8	41490395
GINS4	8	41529260
LOC102723729	8	41534304
GPAT4	8	41578199
NKX6-3	8	41645176
ANK1	8	41653224
MIR486-1	8	41660440
MIR486-2	8	41660443
KAT6A	8	41929478
LOC105379393	8	42051749
AP3M2	8	42152945
PLAT	8	42174717
LOC101929897	8	42255320
IKBKB	8	42271301
POLB	8	42338493
DKK4	8	42374062
VDAC3	8	42391760
SLC20A2	8	42416474
SMIM19	8	42541147
CHRNB3	8	42697365
CHRNA6	8	42752635
THAP1	8	42836673
RNF170	8	42849636
MIR4469	8	42896196
HOOK3	8	42896977
FNTA	8	43056298
POMK	8	43093514
HGSNAT	8	43140463
POTEA	8	43292441
ASNSP1	8	46579214
LINC00293	8	46840885
LOC100287846	8	47189306
SPIDR	8	47260937
CEBPD	8	47736912
PRKDC	8	47773112
MCM4	8	47960940
UBE2V2	8	48008430
LOC101929268	8	48551566
LOC101929217	8	48620402
EFCAB1	8	48710788
SNAI2	8	48917597
PPDPFL	8	49054335
LOC100507464	8	49496762
SNTG1	8	49909795
PXDNL	8	51319576
PCMTD1	8	51817574
ST18	8	52110831
LOC101929341	8	52194361
ALKAL1	8	52534036
RB1CC1	8	52622457
NPBWR1	8	52939181
OPRK1	8	53225715
LOC100507516	8	53511780
ATP6V1H	8	53715542
RGS20	8	53851794
TCEA1	8	53966555
LYPLA1	8	54046366
MRPL15	8	54135240
RNU105C	8	54330685
SOX17	8	54457934
RP1	8	54559184
XKR4	8	55102027
SBF1P1	8	55449196
LOC105375843	8	55517187
TMEM68	8	55738758
TGS1	8	55773445
LYN	8	55879834
SNORA1B	8	55902722
RPS20	8	56067294
SNORD54	8	56073838
CERNA3	8	56074591
MOS	8	56112941
PLAG1	8	56160908
CHCHD7	8	56211637
SDR16C5	8	56299647
SDR16C6P	8	56374717
PENK	8	56440956
LOC101929415	8	56445806
LINC00968	8	56518318
BPNT2	8	56957930
LINC01606	8	57218275
LOC286177	8	57261225
LINC00588	8	57279542
LOC101929488	8	57343786
LOC286178	8	57746148
LINC01602	8	57978357
FAM110B	8	57994522
LOC101929528	8	58255770
UBXN2B	8	58411360
CYP7A1	8	58490177
SDCBP	8	58552923
NSMAF	8	58583508
TOX	8	58805411
LOC100505501	8	59119209
CA8	8	60185411
LINC01301	8	60402170
RAB2A	8	60516909
CHD7	8	60678739
LOC105375938	8	60909463
LOC100130298	8	60966120
CLVS1	8	61287969
ASPH	8	61500555
MIR4470	8	61714787
LINC02155	8	61889838
NKAIN3	8	62248853
GGH	8	63015079
TTPA	8	63059488
YTHDF3-AS1	8	63167724
YTHDF3	8	63168552
LOC102724612	8	63465848
LINC01289	8	63769429
LINC01414	8	63856942
MIR124-2HG	8	64373327
MIR124-2	8	64379148
LOC401463	8	64574308
BHLHE22	8	64580364
CYP7B1	8	64586574
LINC00251	8	65161144
LINC01299	8	65527007
ARMC1	8	65602455
MTFR1	8	65644733
PDE7A	8	65714333
DNAJC5B	8	66014977
TRIM55	8	66127128
CRH	8	66176375
LINC00967	8	66192113
RRS1-AS1	8	66419586
RRS1	8	66429013
ADHFE1	8	66432503
VXN	8	66493565
MYBL1	8	66562174
VCPIP1	8	66628486
C8ORF44	8	66667595
C8ORF44-SGK3	8	66667595
SGK3	8	66712780
PTTG3P	8	66767333
MCMDC2	8	66870770
SNHG6	8	66921689
SNORD87	8	66922473
TCF24	8	66946500
PPP1R42	8	66964102
COPS5	8	67043079
CSPP1	8	67064367
ARFGEF1	8	67197659
LOC102724708	8	67343833
CPA6	8	67422037
PREX2	8	67952045
C8ORF34-AS1	8	68303467
C8ORF34	8	68330372
LINC01592	8	68911802
LINC01603	8	69424870
SULF1	8	69466623
SLCO5A1	8	69667045
PRDM14	8	70051650
NCOA2	8	70109781
LOC101926892	8	70471133
TRAM1	8	70573217
LACTB2-AS1	8	70608576
LACTB2	8	70637265
XKR9	8	70669338
EYA1	8	71197432
MSC	8	71841559
MSC-AS1	8	71843122
TRPA1	8	72021249
LOC392232	8	72202751
KCNB2	8	72537224
LOC101926908	8	72732044
TERF1	8	73008863
SBSPON	8	73064542
C8ORF89	8	73241423
RPL7	8	73290638
RDH10	8	73294601
RDH10-AS1	8	73310905
STAU2-AS1	8	73420073
STAU2	8	73420368
UBE2W	8	73780095
LINC01617	8	73878981
ELOC	8	73945137
TMEM70	8	73976141
LY96	8	73991328
JPH1	8	74234699
GDAP1	8	74350402
MIR5681A	8	74548542
MIR5681B	8	74548549
MIR2052HG	8	74599865
MIR2052	8	74705692
PI15	8	74824533
CRISPLD1	8	74984504
CASC9	8	75223116
HNF4G	8	75407648
LINC01111	8	76406653
ZFHX4-AS1	8	76610878
ZFHX4	8	76681246
MIR3149	8	76966767
PEX2	8	76980257
LOC102724874	8	77450696
PKIA	8	78516339
PKIA-AS1	8	78533891
ZC2HC1A	8	78666088
LOC101241902	8	78722847
IL7	8	78732771
LINC02605	8	78837528
MIR12123	8	79332187
STMN2	8	79611116
HEY1	8	79764009
LINC01607	8	79768141
LOC101927040	8	79769379
MRPS28	8	79918716
TPD52	8	80034745
MIR5708	8	80241388
ZBTB10	8	80485592
ZNF704	8	80628450
PAG1	8	80967810
FABP5	8	81280535
PMP2	8	81440325
FABP9	8	81458252
FABP4	8	81478418
FABP12	8	81524980
IMPA1P1	8	81603883
IMPA1	8	81656915
SLC10A5	8	81693630
ZFAND1	8	81701330
CHMP4C	8	81732447
SNX16	8	81799582
LOC101927141	8	82912103
LINC01419	8	83403757
RALYL	8	84182786
LRRCC1	8	85107237
LOC102723322	8	85172076
E2F5	8	85177153
RBIS	8	85214052
CA13	8	85245457
CA1	8	85327607
CA3	8	85438858
CA3-AS1	8	85441805
CA2	8	85463901
REXO1L2P	8	85762820
PSKH2	8	86047110
ATP6V0D2	8	86098909
SLC7A13	8	86214065
WWP1	8	86342546
RMDN1	8	86472348
CPNE3	8	86514434
CNGB3	8	86574178
CNBD1	8	86866414
DCAF4L2	8	87870747
MMP16	8	88032013
LOC101929709	8	89717398
RIPK2	8	89757815
OSGIN2	8	89901867
NBN	8	89933335
DECR1	8	90001351
CALB1	8	90058607
LINC00534	8	90221487
LINC01030	8	90592774
TMEM64	8	90621999
NECAB1	8	90791774
C8ORF88	8	90958470
PIP4P2	8	90993802
OTUD6B-AS1	8	91059905
OTUD6B	8	91070343
LRRC69	8	91102618
MIR4661	8	91205484
SLC26A7	8	91209495
RUNX1T1	8	91954971
LOC102724710	8	92565442
FLJ46284	8	92712961
TRIQK	8	92883529
MIR8084	8	93029750
C8ORF87	8	93134094
LINC00535	8	93346466
CIBAR1	8	93700549
RBM12B	8	93728159
RBM12B-AS1	8	93740110
TMEM67	8	93754893
MIR378D2	8	93916021
PDP1	8	93916922
CDH17	8	94127161
GEM	8	94249256
RAD54B	8	94371959
FSBP	8	94427715
VIRMA	8	94487690
LOC100288748	8	94637284
ESRP1	8	94641173
DPY19L4	8	94719899
INTS8	8	94823286
CCNE2	8	94880224
NDUFAF6	8	94895767
TP53INP1	8	94925971
MIR3150BHG	8	95066807
MIR3150B	8	95072910
MIR3150A	8	95072913
PLEKHF2	8	95133784
LINC01298	8	95207006
C8ORF37	8	95244912
C8ORF37-AS1	8	95268835
SRSF3P2	8	95946984
GDF6	8	96142332
UQCRB	8	96222946
MTERF3	8	96239397
PTDSS1	8	96261901
LOC102724804	8	96371925
SDC2	8	96493812
CPQ	8	96645241
LOC101927066	8	96951863
TSPYL5	8	97273487
SNORD3H	8	97358264
MTDH	8	97644183
LAPTM4B	8	97775787
MATN2	8	97869063
RPL30	8	98041723
SNORA72	8	98042085
ERICH5	8	98064521
RIDA	8	98102343
POP1	8	98117292
NIPAL2	8	98189825
MIR9903	8	98393644
KCNS2	8	98426957
STK3	8	98454632
OSR2	8	98944402
VPS13B	8	99013273
MIR599	8	99536635
MIR875	8	99536785
COX6C	8	99877864
RGS22	8	99960935
SNORD77B	8	100004581
FBXO43	8	100133350
POLR2K	8	100150635
SPAG1	8	100158037
RNF19A	8	100257066
MIR4471	8	100382762
ANKRD46	8	100509751
SNX31	8	100572888
PABPC1	8	100702915
MIR7705	8	100702967
YWHAZ	8	100916522
FLJ42969	8	101052053
ZNNT1	8	101166804
ZNF706	8	101197037
NACA4P	8	101368892
GRHL2	8	101492438
NCALD	8	101686541
LOC104054148	8	101984431
MIR5680	8	102125431
RRM2B	8	102204501
UBR5-AS1	8	102239450
UBR5	8	102252273
LOC105375683	8	102412338
ODF1	8	102551588
KLF10	8	102648783
LOC101927245	8	102656247
GASAL1	8	102806821
AZIN1	8	102826301
MAILR	8	102864270
ATP6V1C1	8	103021082
LINC01181	8	103121031
BAALC-AS2	8	103132962
BAALC	8	103140724
MIR3151	8	103154613
BAALC-AS1	8	103156989
LOC105369147	8	103243537
FZD6	8	103298493
SNORD173	8	103308977
CTHRC1	8	103371537
SLC25A32	8	103398637
DCAF13	8	103415385
LOC105375690	8	103481279
RIMS2	8	103500609
DCSTAMP	8	104339795
DPYS	8	104379430
MIR548A3	8	104484368
LRP12	8	104489230
ZFPM2	8	105318437
ZFPM2-AS1	8	105780409
OXR1	8	106270177
ABRA	8	106759482
ANGPT1	8	107249481
RSPO2	8	107899315
EIF3E	8	108201215
EMC2	8	108443582
TMEM74	8	108606849
TRHR	8	109086584
NUDCD1	8	109240918
ENY2	8	109334346
PKHD1L1	8	109362460
EBAG9	8	109539699
SYBU	8	109573978
LOC100132813	8	109644128
KCNV1	8	109963635
LINC01608	8	110937689
LINC01609	8	111098960
LINC02237	8	111376638
CSMD3	8	112222929
MIR2053	8	112643492
TRPS1	8	115408495
LINC00536	8	115950510
EIF3H	8	116642130
LOC105375713	8	116652099
UTP23	8	116766523
RAD21	8	116845933
RAD21-AS1	8	116874423
MIR3610	8	116874727
AARD	8	116938206
SLC30A8	8	116950216
MED30	8	117520712
EXT1	8	117794489
SNORD168	8	117920855
SAMD12	8	118131824
SAMD12-AS1	8	118621000
TNFRSF11B	8	118923556
COLEC10	8	118952262
LOC101927513	8	119062942
MAL2	8	119208362
MAL2-AS1	8	119214622
MIR548AZ	8	119325170
CCN3	8	119416445
ENPP2	8	119557085
TAF2	8	119730773
DSCC1	8	119833975
DEPTOR	8	119873654
COL14A1	8	120125101
MRPL13	8	120395436
MTBP	8	120445418
SNTB1	8	120535755
LOC101927543	8	120761252
HAS2	8	121612115
HAS2-AS1	8	121639345
SMILR	8	122414326
LINC01151	8	122670384
ZHX2	8	122781654
DERL1	8	123013163
TBC1D31	8	123072706
FAM83A	8	123179046
FAM83A-AS1	8	123201171
MIR4663	8	123215787
C8ORF76	8	123219966
ZHX1-C8ORF76	8	123226190
ZHX1	8	123248449
ATAD2	8	123319850
MIR548AA1	8	123348033
MIR548D1	8	123348033
NTAQ1	8	123416724
FBXO32	8	123497888
KLHL38	8	123644442
ANXA13	8	123680793
FAM91A1	8	123768438
FER1L6	8	123851986
FER1L6-AS1	8	123984137
FER1L6-AS2	8	124046070
LOC101927588	8	124192690
TMEM65	8	124310917
TRMT12	8	124450819
RNF139-AS1	8	124462496
RNF139	8	124474879
TATDN1	8	124488494
MIR6844	8	124508514
NDUFB9	8	124539101
MTSS1	8	124550769
MIR4662B	8	124821977
MIR4662A	8	124821984
LINC00964	8	124942007
ZNF572	8	124973294
LOC105375744	8	124996988
SQLE	8	124998504
WASHC5	8	125024260
NSMCE2	8	125091822
TRIB1	8	125430357
LINC00861	8	125922522
LOC101927657	8	126325494
LRATD2	8	126552442
PCAT1	8	127013153
PCAT2	8	127072693
PRNCR1	8	127079873
CASC19	8	127187785
CCAT1	8	127207381
CASC21	8	127244636
CASC8	8	127289675
CCAT2	8	127400398
POU5F1B	8	127415824
CASC11	8	127700607
MYC	8	127735433
PVT1	8	127794532
MIR1204	8	127795961
TMEM75	8	127946558
MIR1205	8	127960632
MIR1206	8	128008897
MIR1207	8	128049151
MIR1208	8	128150115
LINC00824	8	128405269
LINC00976	8	128952878
LINC00977	8	129216466
CCDC26	8	129351693
MIR3686	8	129484056
GSDMC	8	129748195
CYRIB	8	129839592
MIR5194	8	130008333
ASAP1	8	130052104
ASAP1-IT2	8	130082737
ASAP1-IT1	8	130295354
ADCY8	8	130780300
EFR3A	8	131904092
OC90	8	132024215
HHLA1	8	132061485
KCNQ3	8	132120860
HPYR1	8	132560497
LRRC6	8	132570415
TMEM71	8	132709940
PHF20L1	8	132775357
TG	8	132866957
SLA	8	133036727
MIR7848	8	133046480
PTCSC1	8	133054958
CCN4	8	133191038
NDRG1	8	133237174
ST3GAL1	8	133454847
LOC105375773	8	133663760
LOC101927798	8	133775550
LOC101927822	8	133886495
ZFAT	8	134477787
ZFAT-AS1	8	134598070
MIR30B	8	134800519
MIR30D	8	134804875
NCRNA00250	8	134838068
LOC101927845	8	134849934
LINC01591	8	135234130
KHDRBS3	8	135457455
LINC02055	8	136530797
LOC101927915	8	137406100
LOC401478	8	137809674
FAM135B	8	138130022
COL22A1	8	138588234
KCNK9	8	139600837
TRAPPC9	8	139727725
PEG13	8	140094893
CHRAC1	8	140511321
AGO2	8	140520155
PTK2	8	140657899
MIR151A	8	140732563
DENND3	8	141128588
SLC45A4	8	141207173
LOC105375787	8	141254566
LINC01300	8	141340548
GPR20	8	141356473
PTP4A3	8	141392020
MROH5	8	141433825
MIR1302-7	8	141786241
MIR4472-1	8	142176338
LINC00051	8	142198355
TSNARE1	8	142212079
ADGRB1	8	142449648
ARC	8	142611048
LOC101928087	8	142638595
JRK	8	142657459
PSCA	8	142670296
LY6K	8	142700110
LNCOC1	8	142702251
THEM6	8	142727222
SLURP1	8	142740948
LYPD2	8	142750149
LYNX1-SLURP2	8	142764337
SLURP2	8	142764337
LYNX1	8	142771201
LY6D	8	142784881
GML	8	142834800
CYP11B1	8	142872356
CYP11B2	8	142910558
LY6E-DT	8	142982030
CDC42P3	8	142995827
LY6E	8	143018484
C8ORF31	8	143039208
LY6L	8	143080629
LY6H	8	143157915
GPIHBP1	8	143213217
ZFP41	8	143246938
GLI4	8	143267444
MINCR	8	143280154
ZNF696	8	143291416
TOP1MT	8	143309325
RHPN1-AS1	8	143366622
RHPN1	8	143368875
MAFA-AS1	8	143417678
MAFA	8	143428063
ZC3H3	8	143437658
SNORD149	8	143506184
GSDMD	8	143553386
LOC100310756	8	143556818
MROH6	8	143566192
NAPRT	8	143574784
EEF1D	8	143579721
TIGD5	8	143597830
PYCR3	8	143603209
GFUS	8	143612617
ZNF623	8	143636018
ZNF707	8	143684478
LINC02878	8	143697114
CCDC166	8	143706693
LOC101928160	8	143708050
MAPK15	8	143716348
FAM83H	8	143723932
MIR4664	8	143733082
IQANK1	8	143734138
LOC105375800	8	143758493
SCRIB	8	143790924
MIR937	8	143812956
PUF60	8	143816343
NRBP2	8	143833583
MIR6845	8	143837755
EPPK1	8	143857324
PLEC	8	143915152
MIR661	8	143945190
PARP10	8	143977157
GRINA	8	143990055
SPATC1	8	144012279
SMPD5	8	144049397
OPLAH	8	144051265
MIR6846	8	144057320
EXOSC4	8	144078671
MIR6847	8	144079873
GPAA1	8	144082633
CYC1	8	144095075
SHARPIN	8	144098636
MAF1	8	144104460
WDR97	8	144107738
HGH1	8	144137773
MROH1	8	144148015
BOP1	8	144262044
MIR7112	8	144262672
SCX	8	144266452
HSF1	8	144291603
DGAT1	8	144314583
MIR6848	8	144317245
SCRT1	8	144330564
TMEM249	8	144353225
FBXL6	8	144355430
SLC52A2	8	144358551
LOC101928902	8	144368936
ADCK5	8	144374046
CPSF1	8	144393230
MIR939	8	144394148
MIR1234	8	144400085
MIR6849	8	144400276
SLC39A4	8	144412413
VPS28	8	144423600
TONSL	8	144428774
TONSL-AS1	8	144435167
MIR6893	8	144435550
CYHR1	8	144449930
MIR10400	8	144462484
KIFC2	8	144466336
FOXH1	8	144473411
PPP1R16A	8	144477981
GPT	8	144503067
MFSD3	8	144509035
RECQL4	8	144511287
LRRC14	8	144517991
LRRC24	8	144522387
C8ORF82	8	144525732
ARHGAP39	8	144529178
ZNF251	8	144720908
ZNF34	8	144772223
RPL8	8	144789768
MIR6850	8	144791930
ZNF517	8	144798912
LOC100130027	8	144808809
ZNF7	8	144827559
COMMD5	8	144850175
ZNF250	8	144876954
ZNF16	8	144930357
ZNF252P	8	144973588
TMED10P1	8	144994864
ZNF252P-AS1	8	145002810
C8ORF33	8	145052466
DDX11L5	9	11986
WASHC1	9	14512
PGM5P3-AS1	9	72689
FOXD4	9	116230
CBWD1	9	120836
DOCK8-AS1	9	213459
DOCK8	9	214864
KANK1	9	470290
DMRT1	9	841696
DMRT3	9	976654
LINC01230	9	1048142
DMRT2	9	1050353
SMARCA2	9	2015346
VLDLR-AS1	9	2535654
VLDLR	9	2621786
KCNV2	9	2717509
PUM3	9	2804154
LINC01231	9	3181588
RFX3	9	3218296
RFX3-AS1	9	3668085
GLIS3	9	3824126
GLIS3-AS1	9	3898645
SLC1A1	9	4490467
SPATA6L	9	4588820
PLPP6	9	4662293
CDC37L1-DT	9	4676600
CDC37L1	9	4679568
AK3	9	4709555
RCL1	9	4792833
MIR101-2	9	4850296
JAK2	9	4985271
INSL6	9	5163867
INSL4	9	5231418
RLN2	9	5299865
RLN1	9	5334929
PLGRKT	9	5357970
CD274	9	5450502
PDCD1LG2	9	5510530
RIC1	9	5629106
ERMP1	9	5784571
MLANA	9	5890888
KIAA2026	9	5919021
MIR4665	9	6007825
RANBP6	9	6011024
IL33	9	6215148
TPD52L3	9	6328374
UHRF2	9	6413150
GLDC	9	6532466
KDM4C	9	6757972
DMAC1	9	7796499
PTPRD	9	8314245
PTPRD-AS1	9	8858017
LOC105375972	9	9799391
PTPRD-AS2	9	10613205
TYRP1	9	12693384
LURAP1L-AS1	9	12699998
LURAP1L	9	12775019
SNORD137	9	12972555
MPDZ	9	13105707
LINC01235	9	13406379
LINC00583	9	13927970
NFIB	9	14081847
ZDHHC21	9	14611070
CER1	9	14719725
FREM1	9	14737152
LOC389705	9	14993326
TTC39B	9	15170843
SNAPC3	9	15422875
PSIP1	9	15464065
CCDC171	9	15553042
C9ORF92	9	16203934
BNC2	9	16409502
BNC2-AS1	9	16726813
CNTLN	9	17135039
SH3GL2	9	17579065
ADAMTSL1	9	18474152
MIR3152	9	18573305
SAXO1	9	18927659
RRAGA	9	19049426
HAUS6	9	19053140
SCARNA8	9	19063655
PLIN2	9	19115760
DENND4C	9	19230692
RPS6	9	19375715
ACER2	9	19409008
SLC24A2	9	19507454
MLLT3	9	20341668
MIR4473	9	20411147
MIR4474	9	20502264
FOCAD	9	20658308
FOCAD-AS1	9	20683301
MIR491	9	20716104
SNORA30B	9	20786926
HACD4	9	20999508
IFNB1	9	21077103
IFNW1	9	21140631
IFNA21	9	21165636
IFNA4	9	21186618
IFNA7	9	21201468
IFNA10	9	21206180
IFNA16	9	21216372
IFNA17	9	21227242
IFNA14	9	21239001
IFNA22P	9	21277687
IFNA5	9	21304325
KLHL9	9	21329664
IFNA6	9	21350317
IFNA13	9	21367371
IFNA2	9	21384254
IFNA8	9	21409116
IFNA1	9	21440438
MIR31HG	9	21454267
IFNE	9	21480839
MIR31	9	21512114
MTAP	9	21802635
CDKN2A-DT	9	21967138
CDKN2A	9	21967751
CDKN2B-AS1	9	21994790
CDKN2B	9	22002902
DMRTA1	9	22446823
LINC01239	9	22646199
LOC101929563	9	23500690
ELAVL2	9	23690104
IZUMO3	9	24542951
TUSC1	9	25676968
LINC01241	9	25780055
LOC100506422	9	26066674
CAAP1	9	26840684
PLAA	9	26903449
IFT74	9	26946989
IFT74-AS1	9	26955779
LRRC19	9	26993136
TEK	9	27109140
LINC00032	9	27245683
EQTN	9	27284655
MOB3B	9	27325208
IFNK	9	27524289
C9ORF72	9	27546545
LINGO2	9	27937620
MIR876	9	28863625
MIR873	9	28888878
LINC01242	9	30388934
LINC01243	9	31371610
ACO1	9	32384642
DDX58	9	32455301
TOPORS	9	32540543
SMIM27	9	32552233
NDUFB6	9	32553000
TAF1L	9	32629453
TMEM215	9	32783539
APTX	9	32972615
DNAJA1	9	33025202
SMU1	9	33041765
B4GALT1	9	33104076
MIR12117	9	33108691
B4GALT1-AS1	9	33166947
SPINK4	9	33240166
BAG1	9	33252470
CHMP5	9	33264878
NFX1	9	33290515
AQP7	9	33383190
AQP3	9	33441160
NOL6	9	33461352
MIR6851	9	33467868
SUGT1P1	9	33500755
ANKRD18B	9	33524250
ANXA2P2	9	33624224
PTENP1	9	33673503
PTENP1-AS	9	33677267
LINC01251	9	33732974
PRSS3	9	33750465
UBE2R2	9	33817159
UBAP2	9	33921692
SNORD121B	9	33934296
SNORD121A	9	33952763
DCAF12	9	34086386
UBAP1	9	34179004
KIF24	9	34252379
NUDT2	9	34329505
MYORG	9	34366665
C9ORF24	9	34379019
FAM219A	9	34398183
DNAI1	9	34458751
ENHO	9	34521042
CNTFR	9	34551431
CNTFR-AS1	9	34568011
RPP25L	9	34610494
DCTN3	9	34613544
ARID3C	9	34621048
SIGMAR1	9	34634721
GALT	9	34646674
IL11RA	9	34652184
CCL27	9	34661889
LOC730098	9	34664162
CCL19	9	34689569
CCL21	9	34709004
FAM205A	9	34723052
FAM205BP	9	34830266
FAM205C	9	34889065
PHF24	9	34957486
DNAJB5-DT	9	34985410
DNAJB5	9	34989744
C9ORF131	9	35041094
VCP	9	35056065
FANCG	9	35073838
PIGO	9	35088687
STOML2	9	35099775
FAM214B	9	35104116
UNC13B	9	35162008
ATP8B5P	9	35406754
RUSC2	9	35490110
FAM166B	9	35561830
TESK1	9	35605261
MIR4667	9	35608093
CD72	9	35609981
LOC101926948	9	35646269
SIT1	9	35649294
RMRP	9	35657750
CCDC107	9	35658291
ARHGEF39	9	35659342
CA9	9	35673927
TPM2	9	35681992
TLN1	9	35696947
MIR6852	9	35710675
CREB3	9	35732665
MIR6853	9	35732921
GBA2	9	35736865
RGP1	9	35749286
MSMP	9	35752990
NPR2	9	35791590
SPAG8	9	35807784
HINT2	9	35812959
FAM221B	9	35816405
TMEM8B	9	35829227
OR13J1	9	35869462
HRCT1	9	35906201
SPAAR	9	35909489
OR2S2	9	35957107
RECK	9	36036912
GLIPR2	9	36136535
CCIN	9	36169387
CLTA	9	36190855
GNE	9	36214440
RNF38	9	36336400
MELK	9	36572861
MIR4475	9	36823538
PAX5	9	36833270
MIR4540	9	36864253
MIR4476	9	36893461
EBLN3P	9	37079895
ZCCHC7	9	37120471
GRHPR	9	37422695
ZBTB5	9	37438102
POLR1E	9	37485934
FBXO10	9	37510891
TOMM5	9	37588414
FRMPD1	9	37603228
TRMT10B	9	37753802
EXOSC3	9	37779713
DCAF10	9	37800553
SLC25A51	9	37877574
SHB	9	37915897
ALDH1B1	9	38392701
IGFBPL1	9	38406527
FAM95C	9	38540566
ANKRD18A	9	38571363
FAM201A	9	38621087
CNTNAP3	9	39064709
SPATA31A1	9	39355668
ZNF658B	9	39443814
GLIDR	9	39803495
FGF7P3	9	39813783
LOC102724238	9	39873852
LOC554249	9	39873856
GXYLT1P3	9	40348498
AQP7P3	9	40463757
LOC105379443	9	40497849
LOC101929583	9	40499730
LOC102724580	9	40499980
MIR1299	9	40929009
FRG1HP	9	40992260
PGM5P2	9	41007014
LOC440896	9	41100966
FOXD4L6	9	41126434
CBWD6	9	41131308
MIR4477A	9	41233754
MIR4477B	9	41233754
LOC107984035	9	41358861
FAM27E2	9	41647673
FAM242F	9	41694356
CNTNAP3B	9	41890535
SPATA31A6	9	42183658
FAM74A7	9	42198861
LOC103908605	9	42567858
LOC101927827	9	42579804
XLOC_007697	9	42788399
LOC102724904	9	43126165
FAM74A1	9	60929781
FAM74A6	9	60929781
SPATA31A5	9	61190035
SPATA31A7	9	61190035
FAM74A4	9	61205259
FAM27C	9	61854083
LOC105379807	9	61861563
LOC102723709	9	61867081
FGF7P6	9	62376255
LINC01189	9	62452489
LOC103908604	9	62532561
LINC01410	9	62801464
LOC100132249	9	62834247
PTGER4P2-CDK2AP2P2	9	62838444
LERFS	9	62857855
LOC728673	9	62897375
LOC101928195	9	63064490
AQP7P1	9	63315242
LINC00537	9	63812940
FRG1JP	9	63832049
FLJ43315	9	64016949
ANKRD20A4-ANKRD20A20P	9	64369393
FAM95B1	9	64463598
LOC105379252	9	64463598
LOC100996643	9	64637832
FOXD4L5	9	65282100
CBWD5	9	65675833
FOXD4L4	9	65737145
LOC101928381	9	65791120
LOC286297	9	65863791
LOC642929	9	66159958
ZNF658	9	66903360
FAM74A3	9	66970161
SPATA31A3	9	66986303
LOC105379450	9	67006924
CNTNAP3P2	9	67059459
FAM27E3	9	67717497
FAM27B	9	67725482
ANKRD20A1	9	67858930
CBWD3	9	68241982
FOXD4L3	9	68302866
PGM5-AS1	9	68355163
PGM5	9	68356610
TMEM252	9	68536581
LINC01506	9	68543540
PIP5K1B	9	68705239
FAM122A	9	68780064
LOC101927069	9	68953087
PRKACG	9	69012503
FXN	9	69035751
TJP2	9	69121263
BANCR	9	69296680
FAM189A2	9	69324571
APBA1	9	69427531
PTAR1	9	69709526
C9ORF135-DT	9	69819404
C9ORF135	9	69820816
MAMDC2	9	70043580
MAMDC2-AS1	9	70153133
SMC5-AS1	9	70216058
SMC5	9	70258977
KLF9	9	70384596
TRPM3	9	70529059
MIR204	9	70809974
CEMIP2	9	71683365
ABHD17B	9	71862451
C9ORF85	9	71911638
C9ORF57	9	72051377
GDA	9	72114594
LINC01504	9	72305435
ZFAND5	9	72351412
TMC1	9	72521607
LINC01474	9	72871728
ALDH1A1	9	72900670
ANXA1	9	73151864
LOC101927358	9	74371530
RORB-AS1	9	74473434
RORB	9	74497334
TRPM6	9	74722494
C9ORF40	9	74946582
CARNMT1-AS1	9	74952964
CARNMT1	9	74980793
NMRK1	9	75060576
OSTF1	9	75088513
PCSK5	9	75890672
RFK	9	76385525
RPSAP9	9	76398598
GCNT1	9	76441665
PRUNE2	9	76611375
PCA3	9	76764435
FOXB2	9	77019654
VPS13A-AS1	9	77176755
VPS13A	9	77177533
GNA14	9	77423078
GNA14-AS1	9	77447648
GNAQ	9	77716107
CEP78	9	78236074
PSAT1	9	78297124
LOC101927450	9	79135422
TLE4	9	79571772
LINC01507	9	79824529
TLE1	9	81583682
LOC101927502	9	81689712
SPATA31D5P	9	81913436
SPATA31D4	9	81928427
SPATA31D3	9	81943499
SPATA31D1	9	81988771
RASEF	9	82979589
FRMD3	9	83242991
IDNK	9	83623048
UBQLN1	9	83659967
LOC105376114	9	83707834
GKAP1	9	83739420
KIF27	9	83834101
C9ORF64	9	83938311
HNRNPK	9	83968082
MIR7-1	9	83969747
RMI1	9	83980358
LOC101927575	9	84063442
SLC28A3	9	84275456
NTRK2	9	84668521
AGTPBP1	9	85546538
LOC389765	9	85806001
NAA35	9	85941145
GOLM1	9	86026142
LOC101927623	9	86127539
C9ORF153	9	86220264
ISCA1	9	86264547
TUT7	9	86287732
GAS1	9	86944361
GAS1RR	9	86948697
LOC440173	9	87008450
NFYCP2	9	87083885
LINC02872	9	87148643
DAPK1	9	87497227
DAPK1-IT1	9	87553453
CTSL	9	87726118
