	title	geo_accession	status	submission_date	last_update_date	type	channel_count	source_name_ch1	organism_ch1	characteristics_ch1_1	characteristics_ch1_2	molecule_ch1	extract_protocol_ch1	label_ch1	label_protocol_ch1	taxid_ch1	hyb_protocol	scan_protocol	description	data_processing	platform_id	contact_name	contact_email	contact_institute	contact_address	contact_city	contact_zip/postal_code	contact_country	supplementary_file	data_row_count	relation	sample_type	is_tumor	is_control	title_class	pair_id	paired_by_title	histology_geo	cldn4	cd8a	cd274	epithelial_mean_z	ESTIMATE_StromalScore	ESTIMATE_ImmuneScore	ESTIMATE_Score	ESTIMATE_TumorPurity
GSM467014	Tumor 53	GSM467014	Public on Oct 01 2010	Nov 02 2009	Aug 18 2014	RNA	1	Human Lung Tumor	Homo sapiens	tissue: lung	sample type: tumor	total RNA	RNAeasy Mini Kit (Qiagen).	biotin	Expression Analysis Technical Manual of Affymetrix.	9606	Expression Analysis Technical Manual of Affymetrix.	Expression Analysis Technical Manual of Affymetrix.	08SE366	RMA.	GPL570	Mª Esther,,Farez-Vidal	efarez@ugr.es	Hospital Universitario San Cecilio	Avda Dr. Oloriz s/n	Granada	18012	Spain	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM467nnn/GSM467014/suppl/GSM467014.CEL.gz	54675	Reanalyzed by: GSE60486	tumor	True	False	Tumor	53	True	not_deposited	6.69912	5.13114	9.98198	-0.26570724110581606	1046.5425284172934	3440.441370898099	4486.983899315393	0.30236416134238214
GSM467015	Control 55	GSM467015	Public on Oct 01 2010	Nov 02 2009	Aug 18 2014	RNA	1	Human Lung Control	Homo sapiens	tissue: lung	sample type: control	total RNA	RNAeasy Mini Kit (Qiagen).	biotin	Expression Analysis Technical Manual of Affymetrix.	9606	Expression Analysis Technical Manual of Affymetrix.	Expression Analysis Technical Manual of Affymetrix.	08SE367	RMA.	GPL570	Mª Esther,,Farez-Vidal	efarez@ugr.es	Hospital Universitario San Cecilio	Avda Dr. Oloriz s/n	Granada	18012	Spain	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM467nnn/GSM467015/suppl/GSM467015.CEL.gz	54675	Reanalyzed by: GSE60486	control	False	True	Control	55	True	not_deposited	6.82992	8.06767	7.45632					
GSM467016	Tumor 55	GSM467016	Public on Oct 01 2010	Nov 02 2009	Aug 18 2014	RNA	1	Human Lung Tumor	Homo sapiens	tissue: lung	sample type: tumor	total RNA	RNAeasy Mini Kit (Qiagen).	biotin	Expression Analysis Technical Manual of Affymetrix.	9606	Expression Analysis Technical Manual of Affymetrix.	Expression Analysis Technical Manual of Affymetrix.	08SE368	RMA.	GPL570	Mª Esther,,Farez-Vidal	efarez@ugr.es	Hospital Universitario San Cecilio	Avda Dr. Oloriz s/n	Granada	18012	Spain	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM467nnn/GSM467016/suppl/GSM467016.CEL.gz	54675	Reanalyzed by: GSE60486	tumor	True	False	Tumor	55	True	not_deposited	8.73536	7.80894	4.57288	0.6526383821791841	3071.0744036666524	4819.002164257545	7890.076567924198	-0.19117843939782234
GSM467017	Control 57	GSM467017	Public on Oct 01 2010	Nov 02 2009	Aug 18 2014	RNA	1	Human Lung Control	Homo sapiens	tissue: lung	sample type: control	total RNA	RNAeasy Mini Kit (Qiagen).	biotin	Expression Analysis Technical Manual of Affymetrix.	9606	Expression Analysis Technical Manual of Affymetrix.	Expression Analysis Technical Manual of Affymetrix.	08SE369	RMA.	GPL570	Mª Esther,,Farez-Vidal	efarez@ugr.es	Hospital Universitario San Cecilio	Avda Dr. Oloriz s/n	Granada	18012	Spain	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM467nnn/GSM467017/suppl/GSM467017.CEL.gz	54675	Reanalyzed by: GSE60486	control	False	True	Control	57	True	not_deposited	6.96741	7.93585	8.44367					
GSM467018	Tumor 57	GSM467018	Public on Oct 01 2010	Nov 02 2009	Aug 18 2014	RNA	1	Human Lung Tumor	Homo sapiens	tissue: lung	sample type: tumor	total RNA	RNAeasy Mini Kit (Qiagen).	biotin	Expression Analysis Technical Manual of Affymetrix.	9606	Expression Analysis Technical Manual of Affymetrix.	Expression Analysis Technical Manual of Affymetrix.	08SE370	RMA.	GPL570	Mª Esther,,Farez-Vidal	efarez@ugr.es	Hospital Universitario San Cecilio	Avda Dr. Oloriz s/n	Granada	18012	Spain	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM467nnn/GSM467018/suppl/GSM467018.CEL.gz	54675	Reanalyzed by: GSE60486	tumor	True	False	Tumor	57	True	not_deposited	5.59405	6.81252	10.7952	-0.19469235628083084	3443.6197883130644	5517.835308101569	8961.455096414633	-0.342548835286342
GSM467019	Control NP	GSM467019	Public on Oct 01 2010	Nov 02 2009	Aug 18 2014	RNA	1	Human Lung Control	Homo sapiens	tissue: lung	sample type: control	total RNA	RNAeasy Mini Kit (Qiagen).	biotin	Expression Analysis Technical Manual of Affymetrix.	9606	Expression Analysis Technical Manual of Affymetrix.	Expression Analysis Technical Manual of Affymetrix.	08SE371	RMA.	GPL570	Mª Esther,,Farez-Vidal	efarez@ugr.es	Hospital Universitario San Cecilio	Avda Dr. Oloriz s/n	Granada	18012	Spain	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM467nnn/GSM467019/suppl/GSM467019.CEL.gz	54675	Reanalyzed by: GSE60486	control	False	True	Control	NP	False	not_deposited	7.6918	7.54126	9.49331					
GSM467020	Control 60	GSM467020	Public on Oct 01 2010	Nov 02 2009	Aug 18 2014	RNA	1	Human Lung Control	Homo sapiens	tissue: lung	sample type: control	total RNA	RNAeasy Mini Kit (Qiagen).	biotin	Expression Analysis Technical Manual of Affymetrix.	9606	Expression Analysis Technical Manual of Affymetrix.	Expression Analysis Technical Manual of Affymetrix.	08SE375	RMA.	GPL570	Mª Esther,,Farez-Vidal	efarez@ugr.es	Hospital Universitario San Cecilio	Avda Dr. Oloriz s/n	Granada	18012	Spain	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM467nnn/GSM467020/suppl/GSM467020.CEL.gz	54675	Reanalyzed by: GSE60486	control	False	True	Control	60	True	not_deposited	6.29282	7.78223	7.42694					
GSM467021	Tumor 60	GSM467021	Public on Oct 01 2010	Nov 02 2009	Aug 18 2014	RNA	1	Human Lung Tumor	Homo sapiens	tissue: lung	sample type: tumor	total RNA	RNAeasy Mini Kit (Qiagen).	biotin	Expression Analysis Technical Manual of Affymetrix.	9606	Expression Analysis Technical Manual of Affymetrix.	Expression Analysis Technical Manual of Affymetrix.	08SE376	RMA.	GPL570	Mª Esther,,Farez-Vidal	efarez@ugr.es	Hospital Universitario San Cecilio	Avda Dr. Oloriz s/n	Granada	18012	Spain	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM467nnn/GSM467021/suppl/GSM467021.CEL.gz	54675	Reanalyzed by: GSE60486	tumor	True	False	Tumor	60	True	not_deposited	7.00431	6.12714	6.62559	-0.8294344828548286	6078.638620093842	5935.775895034321	12014.414515128163	-0.7157989477251323
GSM467022	Control 61	GSM467022	Public on Oct 01 2010	Nov 02 2009	Aug 18 2014	RNA	1	Human Lung Control	Homo sapiens	tissue: lung	sample type: control	total RNA	RNAeasy Mini Kit (Qiagen).	biotin	Expression Analysis Technical Manual of Affymetrix.	9606	Expression Analysis Technical Manual of Affymetrix.	Expression Analysis Technical Manual of Affymetrix.	08SE377	RMA.	GPL570	Mª Esther,,Farez-Vidal	efarez@ugr.es	Hospital Universitario San Cecilio	Avda Dr. Oloriz s/n	Granada	18012	Spain	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM467nnn/GSM467022/suppl/GSM467022.CEL.gz	54675	Reanalyzed by: GSE60486	control	False	True	Control	61	True	not_deposited	7.18992	7.6441	8.33223					
GSM467023	Tumor 61	GSM467023	Public on Oct 01 2010	Nov 02 2009	Aug 18 2014	RNA	1	Human Lung Tumor	Homo sapiens	tissue: lung	sample type: tumor	total RNA	RNAeasy Mini Kit (Qiagen).	biotin	Expression Analysis Technical Manual of Affymetrix.	9606	Expression Analysis Technical Manual of Affymetrix.	Expression Analysis Technical Manual of Affymetrix.	08SE378	RMA.	GPL570	Mª Esther,,Farez-Vidal	efarez@ugr.es	Hospital Universitario San Cecilio	Avda Dr. Oloriz s/n	Granada	18012	Spain	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM467nnn/GSM467023/suppl/GSM467023.CEL.gz	54675	Reanalyzed by: GSE60486	tumor	True	False	Tumor	61	True	not_deposited	6.93754	6.5972	7.43016	-0.12302687673487468	4141.689197832079	6410.811819091943	10552.501016924023	-0.550677452617405
GSM467024	Tumor NP_1	GSM467024	Public on Oct 01 2010	Nov 02 2009	Aug 18 2014	RNA	1	Human Lung Tumor	Homo sapiens	tissue: lung	sample type: tumor	total RNA	RNAeasy Mini Kit (Qiagen).	biotin	Expression Analysis Technical Manual of Affymetrix.	9606	Expression Analysis Technical Manual of Affymetrix.	Expression Analysis Technical Manual of Affymetrix.	08SE380	RMA.	GPL570	Mª Esther,,Farez-Vidal	efarez@ugr.es	Hospital Universitario San Cecilio	Avda Dr. Oloriz s/n	Granada	18012	Spain	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM467nnn/GSM467024/suppl/GSM467024.CEL.gz	54675	Reanalyzed by: GSE60486	tumor	True	False	Tumor	NP_1	False	not_deposited	8.16871	7.6996	6.73741	-1.0376569595215501	5335.248743008873	7068.754523664565	12404.003266673437	-0.7545411677371789
GSM467025	Control 64	GSM467025	Public on Oct 01 2010	Nov 02 2009	Aug 18 2014	RNA	1	Human Lung Control	Homo sapiens	tissue: lung	sample type: control	total RNA	RNAeasy Mini Kit (Qiagen).	biotin	Expression Analysis Technical Manual of Affymetrix.	9606	Expression Analysis Technical Manual of Affymetrix.	Expression Analysis Technical Manual of Affymetrix.	08SE381	RMA.	GPL570	Mª Esther,,Farez-Vidal	efarez@ugr.es	Hospital Universitario San Cecilio	Avda Dr. Oloriz s/n	Granada	18012	Spain	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM467nnn/GSM467025/suppl/GSM467025.CEL.gz	54675	Reanalyzed by: GSE60486	control	False	True	Control	64	True	not_deposited	6.80536	7.4964	8.11605					
GSM467026	Tumor 64	GSM467026	Public on Oct 01 2010	Nov 02 2009	Aug 18 2014	RNA	1	Human Lung Tumor	Homo sapiens	tissue: lung	sample type: tumor	total RNA	RNAeasy Mini Kit (Qiagen).	biotin	Expression Analysis Technical Manual of Affymetrix.	9606	Expression Analysis Technical Manual of Affymetrix.	Expression Analysis Technical Manual of Affymetrix.	08SE382	RMA.	GPL570	Mª Esther,,Farez-Vidal	efarez@ugr.es	Hospital Universitario San Cecilio	Avda Dr. Oloriz s/n	Granada	18012	Spain	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM467nnn/GSM467026/suppl/GSM467026.CEL.gz	54675	Reanalyzed by: GSE60486	tumor	True	False	Tumor	64	True	not_deposited	8.73356	5.62966	7.25914	0.3925295348759928	4460.017439003381	4814.168440040052	9274.185879043433	-0.3853008124482417
GSM467027	Control 65	GSM467027	Public on Oct 01 2010	Nov 02 2009	Aug 18 2014	RNA	1	Human Lung Control	Homo sapiens	tissue: lung	sample type: control	total RNA	RNAeasy Mini Kit (Qiagen).	biotin	Expression Analysis Technical Manual of Affymetrix.	9606	Expression Analysis Technical Manual of Affymetrix.	Expression Analysis Technical Manual of Affymetrix.	08SE383	RMA.	GPL570	Mª Esther,,Farez-Vidal	efarez@ugr.es	Hospital Universitario San Cecilio	Avda Dr. Oloriz s/n	Granada	18012	Spain	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM467nnn/GSM467027/suppl/GSM467027.CEL.gz	54675	Reanalyzed by: GSE60486	control	False	True	Control	65	True	not_deposited	7.6034	7.83045	10.2578					
GSM467028	Tumor 65	GSM467028	Public on Oct 01 2010	Nov 02 2009	Aug 18 2014	RNA	1	Human Lung Tumor	Homo sapiens	tissue: lung	sample type: tumor	total RNA	RNAeasy Mini Kit (Qiagen).	biotin	Expression Analysis Technical Manual of Affymetrix.	9606	Expression Analysis Technical Manual of Affymetrix.	Expression Analysis Technical Manual of Affymetrix.	08SE384	RMA.	GPL570	Mª Esther,,Farez-Vidal	efarez@ugr.es	Hospital Universitario San Cecilio	Avda Dr. Oloriz s/n	Granada	18012	Spain	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM467nnn/GSM467028/suppl/GSM467028.CEL.gz	54675	Reanalyzed by: GSE60486	tumor	True	False	Tumor	65	True	not_deposited	8.8007	5.20007	6.9109	0.46603662070874496	2878.903542905612	2993.2971607267955	5872.200703632408	0.10365167623783836
GSM467029	Tumor 66	GSM467029	Public on Oct 01 2010	Nov 02 2009	Aug 18 2014	RNA	1	Human Lung Tumor	Homo sapiens	tissue: lung	sample type: tumor	total RNA	RNAeasy Mini Kit (Qiagen).	biotin	Expression Analysis Technical Manual of Affymetrix.	9606	Expression Analysis Technical Manual of Affymetrix.	Expression Analysis Technical Manual of Affymetrix.	08SE386	RMA.	GPL570	Mª Esther,,Farez-Vidal	efarez@ugr.es	Hospital Universitario San Cecilio	Avda Dr. Oloriz s/n	Granada	18012	Spain	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM467nnn/GSM467029/suppl/GSM467029.CEL.gz	54675	Reanalyzed by: GSE60486	tumor	True	False	Tumor	66	True	not_deposited	6.94608	8.29649	6.65005	-0.10207394599656755	2950.2296424350366	5660.42940595948	8610.659048394517	-0.2937386982340426
GSM467030	Tumor NP_2	GSM467030	Public on Oct 01 2010	Nov 02 2009	Aug 18 2014	RNA	1	Human Lung Tumor	Homo sapiens	tissue: lung	sample type: tumor	total RNA	RNAeasy Mini Kit (Qiagen).	biotin	Expression Analysis Technical Manual of Affymetrix.	9606	Expression Analysis Technical Manual of Affymetrix.	Expression Analysis Technical Manual of Affymetrix.	08SE388	RMA.	GPL570	Mª Esther,,Farez-Vidal	efarez@ugr.es	Hospital Universitario San Cecilio	Avda Dr. Oloriz s/n	Granada	18012	Spain	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM467nnn/GSM467030/suppl/GSM467030.CEL.gz	54675	Reanalyzed by: GSE60486	tumor	True	False	Tumor	NP_2	False	not_deposited	8.84612	7.1545	6.62191	1.3507132584020347	3380.3210783721015	6144.450533696114	9524.771612068216	-0.4189756283623646
GSM467031	Control 68	GSM467031	Public on Oct 01 2010	Nov 02 2009	Aug 18 2014	RNA	1	Human Lung Control	Homo sapiens	tissue: lung	sample type: control	total RNA	RNAeasy Mini Kit (Qiagen).	biotin	Expression Analysis Technical Manual of Affymetrix.	9606	Expression Analysis Technical Manual of Affymetrix.	Expression Analysis Technical Manual of Affymetrix.	08SE389	RMA.	GPL570	Mª Esther,,Farez-Vidal	efarez@ugr.es	Hospital Universitario San Cecilio	Avda Dr. Oloriz s/n	Granada	18012	Spain	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM467nnn/GSM467031/suppl/GSM467031.CEL.gz	54675	Reanalyzed by: GSE60486	control	False	True	Control	68	True	not_deposited	7.78087	7.50184	8.5617					
GSM467032	Tumor 68	GSM467032	Public on Oct 01 2010	Nov 02 2009	Aug 18 2014	RNA	1	Human Lung Tumor	Homo sapiens	tissue: lung	sample type: tumor	total RNA	RNAeasy Mini Kit (Qiagen).	biotin	Expression Analysis Technical Manual of Affymetrix.	9606	Expression Analysis Technical Manual of Affymetrix.	Expression Analysis Technical Manual of Affymetrix.	08SE390	RMA.	GPL570	Mª Esther,,Farez-Vidal	efarez@ugr.es	Hospital Universitario San Cecilio	Avda Dr. Oloriz s/n	Granada	18012	Spain	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM467nnn/GSM467032/suppl/GSM467032.CEL.gz	54675	Reanalyzed by: GSE60486	tumor	True	False	Tumor	68	True	not_deposited	8.59812	6.87639	6.23469	0.6479170033579648	3103.6844181857086	5038.263103285161	8141.94752147087	-0.22732932727164432
GSM467033	Control 70	GSM467033	Public on Oct 01 2010	Nov 02 2009	Aug 18 2014	RNA	1	Human Lung Control	Homo sapiens	tissue: lung	sample type: control	total RNA	RNAeasy Mini Kit (Qiagen).	biotin	Expression Analysis Technical Manual of Affymetrix.	9606	Expression Analysis Technical Manual of Affymetrix.	Expression Analysis Technical Manual of Affymetrix.	08SE391	RMA.	GPL570	Mª Esther,,Farez-Vidal	efarez@ugr.es	Hospital Universitario San Cecilio	Avda Dr. Oloriz s/n	Granada	18012	Spain	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM467nnn/GSM467033/suppl/GSM467033.CEL.gz	54675	Reanalyzed by: GSE60486	control	False	True	Control	70	True	not_deposited	7.71933	7.77604	9.69493					
GSM467034	Tumor 70	GSM467034	Public on Oct 01 2010	Nov 02 2009	Aug 18 2014	RNA	1	Human Lung Tumor	Homo sapiens	tissue: lung	sample type: tumor	total RNA	RNAeasy Mini Kit (Qiagen).	biotin	Expression Analysis Technical Manual of Affymetrix.	9606	Expression Analysis Technical Manual of Affymetrix.	Expression Analysis Technical Manual of Affymetrix.	08SE392	RMA.	GPL570	Mª Esther,,Farez-Vidal	efarez@ugr.es	Hospital Universitario San Cecilio	Avda Dr. Oloriz s/n	Granada	18012	Spain	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM467nnn/GSM467034/suppl/GSM467034.CEL.gz	54675	Reanalyzed by: GSE60486	tumor	True	False	Tumor	70	True	not_deposited	8.85003	7.06509	7.22733	-0.19460544267406568	3841.722352302205	6688.976934381271	10530.699286683477	-0.5480033380458083
GSM467035	Control 72	GSM467035	Public on Oct 01 2010	Nov 02 2009	Aug 18 2014	RNA	1	Human Lung Control	Homo sapiens	tissue: lung	sample type: control	total RNA	RNAeasy Mini Kit (Qiagen).	biotin	Expression Analysis Technical Manual of Affymetrix.	9606	Expression Analysis Technical Manual of Affymetrix.	Expression Analysis Technical Manual of Affymetrix.	08SE393	RMA.	GPL570	Mª Esther,,Farez-Vidal	efarez@ugr.es	Hospital Universitario San Cecilio	Avda Dr. Oloriz s/n	Granada	18012	Spain	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM467nnn/GSM467035/suppl/GSM467035.CEL.gz	54675	Reanalyzed by: GSE60486	control	False	True	Control	72	True	not_deposited	7.13996	7.16952	7.60134					
GSM467036	Tumor 72	GSM467036	Public on Oct 01 2010	Nov 02 2009	Aug 18 2014	RNA	1	Human Lung Tumor	Homo sapiens	tissue: lung	sample type: tumor	total RNA	RNAeasy Mini Kit (Qiagen).	biotin	Expression Analysis Technical Manual of Affymetrix.	9606	Expression Analysis Technical Manual of Affymetrix.	Expression Analysis Technical Manual of Affymetrix.	08SE394	RMA.	GPL570	Mª Esther,,Farez-Vidal	efarez@ugr.es	Hospital Universitario San Cecilio	Avda Dr. Oloriz s/n	Granada	18012	Spain	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM467nnn/GSM467036/suppl/GSM467036.CEL.gz	54675	Reanalyzed by: GSE60486	tumor	True	False	Tumor	72	True	not_deposited	8.35241	6.50092	5.07986	0.1660181322013786	1698.3735906069521	5379.922194707622	7078.2957853145745	-0.07313722811062008
GSM467037	Control 66	GSM467037	Public on Oct 01 2010	Nov 02 2009	Aug 18 2014	RNA	1	Human Lung Control	Homo sapiens	tissue: lung	sample type: control	total RNA	RNAeasy Mini Kit (Qiagen).	biotin	Expression Analysis Technical Manual of Affymetrix.	9606	Expression Analysis Technical Manual of Affymetrix.	Expression Analysis Technical Manual of Affymetrix.	08SE798	RMA.	GPL570	Mª Esther,,Farez-Vidal	efarez@ugr.es	Hospital Universitario San Cecilio	Avda Dr. Oloriz s/n	Granada	18012	Spain	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM467nnn/GSM467037/suppl/GSM467037.CEL.gz	54675	Reanalyzed by: GSE60486	control	False	True	Control	66	True	not_deposited	6.14581	8.05764	8.36114					
