ligand	receptor	classification	directionality	is_ppi	source	version	pair_origin	pathway
GLS+SLC1A2	GRIN1+GRIN2D	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS+SLC1A2	GRM1	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS+SLC1A2	GRM2	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS+SLC1A2	GRM3	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS+SLC1A2	GRM4	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS+SLC1A2	GRM5	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS+SLC1A2	GRM6	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS+SLC1A2	GRM7	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS+SLC1A2	GRM8	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS+SLC1A3	GRIA1	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS+SLC1A3	GRIA2	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS+SLC1A3	GRIA3	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS+SLC1A3	GRIA4	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS+SLC1A3	GRIK1	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS+SLC1A3	GRIK1+GRIK4	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS+SLC1A3	GRIK1+GRIK5	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS+SLC1A3	GRIK2	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS+SLC1A3	GRIK2+GRIK4	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS+SLC1A3	GRIK2+GRIK5	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS+SLC1A3	GRIK3	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS+SLC1A3	GRIK3+GRIK4	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS+SLC1A3	GRIK3+GRIK5	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS+SLC1A3	GRIN1+GRIN2A	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS+SLC1A3	GRIN1+GRIN2B	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS+SLC1A3	GRIN1+GRIN2C	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS+SLC1A3	GRIN1+GRIN2D	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS+SLC1A3	GRM1	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS+SLC1A3	GRM2	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS+SLC1A3	GRM3	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS+SLC1A3	GRM4	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS+SLC1A3	GRM5	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS+SLC1A3	GRM6	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS+SLC1A3	GRM7	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS+SLC1A3	GRM8	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS+SLC1A6	GRIA1	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS+SLC1A6	GRIA2	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS+SLC1A6	GRIA3	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS+SLC1A6	GRIA4	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS+SLC1A6	GRIK1	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS+SLC1A6	GRIK1+GRIK4	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS+SLC1A6	GRIK1+GRIK5	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS+SLC1A6	GRIK2	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS+SLC1A6	GRIK2+GRIK4	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS+SLC1A6	GRIK2+GRIK5	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS+SLC1A6	GRIK3	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS+SLC1A6	GRIK3+GRIK4	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS+SLC1A6	GRIK3+GRIK5	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS+SLC1A6	GRIN1+GRIN2A	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS+SLC1A6	GRIN1+GRIN2B	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS+SLC1A6	GRIN1+GRIN2C	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS+SLC1A6	GRIN1+GRIN2D	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS+SLC1A6	GRM1	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS+SLC1A6	GRM2	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS+SLC1A6	GRM3	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS+SLC1A6	GRM4	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS+SLC1A6	GRM5	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS+SLC1A6	GRM6	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS+SLC1A6	GRM7	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS+SLC1A6	GRM8	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS+SLC1A7	GRIA1	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS+SLC1A7	GRIA2	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS+SLC1A7	GRIA3	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS+SLC1A7	GRIA4	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS+SLC1A7	GRIK1	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS+SLC1A7	GRIK1+GRIK4	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS+SLC1A7	GRIK1+GRIK5	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS+SLC1A7	GRIK2	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS+SLC1A7	GRIK2+GRIK4	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS+SLC1A7	GRIK2+GRIK5	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS+SLC1A7	GRIK3	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS+SLC1A7	GRIK3+GRIK4	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS+SLC1A7	GRIK3+GRIK5	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS+SLC1A7	GRIN1+GRIN2A	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS+SLC1A7	GRIN1+GRIN2B	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS+SLC1A7	GRIN1+GRIN2C	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS+SLC1A7	GRIN1+GRIN2D	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS+SLC1A7	GRM1	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS+SLC1A7	GRM2	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS+SLC1A7	GRM3	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS+SLC1A7	GRM4	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS+SLC1A7	GRM5	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS+SLC1A7	GRM6	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS+SLC1A7	GRM7	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS+SLC1A7	GRM8	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC17A6	GRIA1	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC17A6	GRIA2	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC17A6	GRIA3	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC17A6	GRIA4	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC17A6	GRIK1	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC17A6	GRIK1+GRIK4	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC17A6	GRIK1+GRIK5	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC17A6	GRIK2	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC17A6	GRIK2+GRIK4	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC17A6	GRIK2+GRIK5	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC17A6	GRIK3	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC17A6	GRIK3+GRIK4	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC17A6	GRIK3+GRIK5	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC17A6	GRIN1+GRIN2A	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC17A6	GRIN1+GRIN2B	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC17A6	GRIN1+GRIN2C	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC17A6	GRIN1+GRIN2D	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC17A6	GRM1	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC17A6	GRM2	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC17A6	GRM3	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC17A6	GRM4	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC17A6	GRM5	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC17A6	GRM6	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC17A6	GRM7	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC17A6	GRM8	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC17A7	GRIA1	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC17A7	GRIA2	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC17A7	GRIA3	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC17A7	GRIA4	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC17A7	GRIK1	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC17A7	GRIK1+GRIK4	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC17A7	GRIK1+GRIK5	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC17A7	GRIK2	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC17A7	GRIK2+GRIK4	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC17A7	GRIK2+GRIK5	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC17A7	GRIK3	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC17A7	GRIK3+GRIK4	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC17A7	GRIK3+GRIK5	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC17A7	GRIN1+GRIN2A	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC17A7	GRIN1+GRIN2B	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC17A7	GRIN1+GRIN2C	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC17A7	GRIN1+GRIN2D	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC17A7	GRM1	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC17A7	GRM2	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC17A7	GRM3	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC17A7	GRM4	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC17A7	GRM5	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC17A7	GRM6	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC17A7	GRM7	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC17A7	GRM8	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC17A8	GRIA1	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC17A8	GRIA2	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC17A8	GRIA3	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC17A8	GRIA4	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC17A8	GRIK1	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC17A8	GRIK1+GRIK4	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC17A8	GRIK1+GRIK5	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC17A8	GRIK2	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC17A8	GRIK2+GRIK4	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC17A8	GRIK2+GRIK5	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC17A8	GRIK3	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC17A8	GRIK3+GRIK4	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC17A8	GRIK3+GRIK5	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC17A8	GRIN1+GRIN2A	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC17A8	GRIN1+GRIN2B	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC17A8	GRIN1+GRIN2C	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC17A8	GRIN1+GRIN2D	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC17A8	GRM1	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC17A8	GRM2	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC17A8	GRM3	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC17A8	GRM4	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC17A8	GRM5	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
GLS2+SLC17A8	GRM6	Signaling by Glutamate	Ligand-Receptor	False	uniprot;reactome;IUPHAR	CellPhoneDBcore4.1	cellphonedb_v5_interactors	other
