sample_id	cohort	TACSTD2	tacstd2_group	F11R	PARD3	CLDN1	CLDN4	CLDN7	EPCAM	KRT8	PTPRC	CD8A	ESTIMATE	ABSOLUTE	CPE	histology	ModelID	CellLineName	OncotreePrimaryDisease	OncotreeSubtype
TCGA-55-8505-01	TCGA_NSCLC_pooled	13.3071	mid	12.7345	9.9638	11.5807	13.815	12.5073	13.1133	15.3008	8.5917	5.4009	0.8329		0.6573	LUAD				
TCGA-49-AAR0-01	TCGA_NSCLC_pooled	12.6956	mid	12.3827	9.5633	8.4057	13.9141	11.8609	12.773	13.7814	9.8887	8.1094	0.723		0.6344	LUAD				
TCGA-MP-A4T9-01	TCGA_NSCLC_pooled	12.6472	mid	12.7994	9.2172	11.4131	13.4617	11.9111	13.1336	14.7006	10.4981	7.7868	0.6922		0.5925	LUAD				
TCGA-95-7567-01	TCGA_NSCLC_pooled	13.0494	mid	13.3958	10.9459	11.9418	14.1207	12.5346	13.5909	15.6956	10.1048	8.4446	0.7511	0.53	0.6756	LUAD				
TCGA-05-4422-01	TCGA_NSCLC_pooled	11.9682	low	13.5453	10.6472	7.7725	13.3203	13.4538	13.5067	13.2652	11.0499	10.1199	0.7567	0.62	0.7019	LUAD				
TCGA-86-8673-01	TCGA_NSCLC_pooled	11.131	low	13.4845	11.5932	9.1898	13.1412	12.2244	12.3989	13.4961	8.8277	8.5033	0.7893		0.7244	LUAD				
TCGA-55-6543-01	TCGA_NSCLC_pooled	13.0007	mid	12.665	9.775	10.5512	13.5398	11.5096	12.9087	14.8628	10.3465	6.647	0.7273	0.65	0.7295	LUAD				
TCGA-NJ-A7XG-01	TCGA_NSCLC_pooled	13.2857	mid	13.3007	10.1212	10.6067	13.4233	12.8112	13.2129	14.5503	7.3658	5.3025	0.9516		0.773	LUAD				
TCGA-86-8280-01	TCGA_NSCLC_pooled	12.6887	mid	12.6675	9.3187	10.5983	13.4181	11.1757	12.4595	13.7666	11.4475	8.2895	0.598	0.44	0.5801	LUAD				
TCGA-99-8028-01	TCGA_NSCLC_pooled	12.8796	mid	12.105	10.2158	10.4068	12.9398	11.7145	12.9606	13.5856	11.779	10.6883	0.3612	0.17	0.3242	LUAD				
TCGA-55-7725-01	TCGA_NSCLC_pooled	12.6676	mid	13.66	9.8208	11.0068	11.6398	11.0054	13.6168	12.3393	11.7605	8.6707	0.7023	0.6	0.6887	LUAD				
TCGA-64-5778-01	TCGA_NSCLC_pooled	13.7185	high	12.7314	9.7976	10.5791	13.6608	12.232	13.9339	14.826	11.1371	10.7756	0.6969	0.42	0.58	LUAD				
TCGA-86-8671-01	TCGA_NSCLC_pooled	12.3994	mid	12.1126	8.2483	10.9856	12.2985	10.0907	11.8961	13.9157	12.5137	10.2771	0.3284		0.3802	LUAD				
TCGA-05-4403-01	TCGA_NSCLC_pooled	13.4356	high	13.303	9.5913	10.9289	13.6806	12.7536	13.7237	16.3995	10.2124	7.1322	0.6871	0.46	0.5991	LUAD				
TCGA-69-7763-01	TCGA_NSCLC_pooled	12.2069	low	13.2025	10.5778	10.4593	12.0187	12.0922	13.0793	14.8774	9.8082	7.1645	0.7096	0.36	0.6144	LUAD				
TCGA-49-4506-01	TCGA_NSCLC_pooled	11.9341	low	12.6361	9.9918	8.4837	11.0784	12.4855	12.7723	15.101	10.1862	10.3526	0.7356	0.25	0.6515	LUAD				
TCGA-97-A4M1-01	TCGA_NSCLC_pooled	13.0002	mid	13.2357	8.788	8.437	11.7771	11.4486	12.5069	13.6671	10.2822	7.5355	0.7218		0.7475	LUAD				
TCGA-86-8359-01	TCGA_NSCLC_pooled	12.8814	mid	12.7738	10.4743	7.5602	13.6241	12.3798	13.9791	14.8969	10.9533	10.5685	0.7505		0.6717	LUAD				
TCGA-05-4405-01	TCGA_NSCLC_pooled	12.3312	low	13.3581	9.9382	10.8228	14.0004	12.0082	12.7768	14.182	10.1098	7.9969	0.6544	0.38	0.592	LUAD				
TCGA-62-A470-01	TCGA_NSCLC_pooled	12.0594	low	12.8526	9.398	7.6563	12.2752	11.4405	14.0973	13.702	9.2686	6.0503	0.8671		0.7175	LUAD				
TCGA-49-4487-01	TCGA_NSCLC_pooled	11.6901	low	13.7841	11.2014	8.803	12.8205	11.8872	13.6857	15.0361	11.5849	10.0429	0.5913	0.22	0.4429	LUAD				
TCGA-44-6145-01	TCGA_NSCLC_pooled	12.7504	mid	13.1807	10.5856	10.3314	12.0583	11.3547	12.8274	14.3072	11.5843	10.4305	0.5543	0.31	0.4508	LUAD				
TCGA-91-8499-01	TCGA_NSCLC_pooled	8.4022	low	12.435	9.9084	13.2464	12.0507	11.9522	12.1891	13.9867	10.2593	7.8468	0.8296		0.7542	LUAD				
TCGA-95-8494-01	TCGA_NSCLC_pooled	12.915	mid	12.2581	10.113	11.6	13.6873	11.9569	13.4703	14.3988	9.7006	5.7351	0.7979		0.6973	LUAD				
TCGA-64-1681-01	TCGA_NSCLC_pooled	13.8065	high	13.2947	9.2155	11.3561	13.886	11.6352	13.7797	14.7401	9.9916	5.9811	0.7257	0.27	0.6654	LUAD				
TCGA-55-A491-01	TCGA_NSCLC_pooled	12.857	mid	12.8487	9.8612	10.2844	14.1298	11.9943	13.8858	14.8991	9.9254	7.7473	0.7008		0.6043	LUAD				
TCGA-75-6214-01	TCGA_NSCLC_pooled	14.686	high	14.2919	11.0269	13.8948	12.9645	12.4356	11.9864	13.7752	7.6843	6.657	0.91	0.42	0.7191	LUAD				
TCGA-86-6851-01	TCGA_NSCLC_pooled	12.1901	low	13.2504	9.7353	9.552	13.2668	10.3701	12.8731	13.6937	11.9674	9.8722	0.5575	0.32	0.4502	LUAD				
TCGA-80-5607-01	TCGA_NSCLC_pooled	11.9371	low	12.9836	9.9543	11.4934	13.845	12.0332	13.0283	15.9097	10.4987	9.412	0.7458	0.49	0.6465	LUAD				
TCGA-91-6849-01	TCGA_NSCLC_pooled	12.7918	mid	13.1812	10.202	8.7193	12.3254	12.7658	13.4925	14.7888	10.8626	8.4011	0.7161	0.59	0.6688	LUAD				
TCGA-62-8402-01	TCGA_NSCLC_pooled	12.0219	low	12.8059	9.4382	8.4341	12.3061	11.8596	13.5579	15.0009	11.0668	9.1259	0.7781		0.7091	LUAD				
TCGA-78-7156-01	TCGA_NSCLC_pooled	12.1808	low	13.2994	10.8677	7.1703	12.3403	11.9831	13.2426	13.7898	9.1721	6.5778	0.9013	0.8	0.8909	LUAD				
TCGA-50-5941-01	TCGA_NSCLC_pooled	12.8214	mid	12.5261	9.8914	9.3746	13.1522	10.6591	12.9193	15.1352	11.9445	10.0181	0.5338	0.23	0.381	LUAD				
TCGA-62-A46Y-01	TCGA_NSCLC_pooled	13.2821	mid	12.5383	9.3255	11.0504	13.5356	12.0296	13.1935	13.7238	10.8522	8.7866	0.7152		0.6126	LUAD				
TCGA-44-7660-01	TCGA_NSCLC_pooled	14.2045	high	13.0321	10.0658	13.6822	12.3919	10.9317	13.1032	14.0438	8.7636	6.7412	0.8657	0.75	0.8281	LUAD				
TCGA-MP-A4TF-01	TCGA_NSCLC_pooled	12.1439	low	13.8183	9.9613	11.9761	12.1428	11.3093	13.4938	15.1163	9.0058	7.449	0.9013		0.7019	LUAD				
TCGA-05-4402-01	TCGA_NSCLC_pooled	13.5477	high	13.0029	9.6609	11.9627	13.6874	11.126	13.2906	15.4905	10.0709	6.9463	0.7248	0.44	0.6367	LUAD				
TCGA-62-A471-01	TCGA_NSCLC_pooled	11.9038	low	12.8587	10.2459	10.7543	12.5541	12.7121	13.4294	14.8403	8.1069	7.8271	0.934		0.7466	LUAD				
TCGA-55-8513-01	TCGA_NSCLC_pooled	12.2547	low	12.9455	9.4524	10.6595	12.5247	11.3346	11.848	13.827	10.9745	6.867	0.5926		0.5425	LUAD				
TCGA-05-4397-01	TCGA_NSCLC_pooled	12.1637	low	12.0847	10.1246	7.7424	11.8123	9.9319	11.4758	13.4415	9.1525	6.9364	0.8408	0.87	0.7943	LUAD				
TCGA-05-5429-01	TCGA_NSCLC_pooled	13.9396	high	13.2028	9.6325	12.0517	14.186	13.2634	14.0471	16.4628	8.6413	6.5155	0.8666	0.72	0.7911	LUAD				
TCGA-78-7167-01	TCGA_NSCLC_pooled	12.8547	mid	13.5828	10.3419	7.9847	12.835	12.0937	14.4022	14.1358	8.7466	6.6561	0.9055	0.84	0.8281	LUAD				
TCGA-50-8459-01	TCGA_NSCLC_pooled	12.3001	low	12.0383	9.2573	10.8913	11.3731	11.1355	12.1968	15.2985	11.5317	7.9849	0.3987		0.5505	LUAD				
TCGA-93-8067-01	TCGA_NSCLC_pooled	13.0987	mid	13.6112	10.9283	9.0294	12.7653	12.1389	13.3555	15.2281	8.9984	6.2837	0.8746	0.32	0.6998	LUAD				
TCGA-44-6776-01	TCGA_NSCLC_pooled	12.0504	low	13.4454	10.5054	8.8366	12.9028	12.5586	13.2913	15.3152	8.8321	6.5931	0.9077	0.65	0.8193	LUAD				
TCGA-75-7031-01	TCGA_NSCLC_pooled	12.5199	mid	13.1612	10.0961	7.5304	12.7458	11.4478	13.3866	15.8706	10.2157	9.3213	0.797	0.48	0.6764	LUAD				
TCGA-44-7667-01	TCGA_NSCLC_pooled	9.6439	low	11.9864	10.8277	7.444	12.1373	10.871	13.5813	13.6567	8.1582	6.402	0.894	0.37	0.6368	LUAD				
TCGA-35-3615-01	TCGA_NSCLC_pooled	10.0115	low	12.6512	10.5243	8.9075	12.6068	12.5912	12.9419	14.5688	9.5728	7.4308	0.8239	0.69	0.7943	LUAD				
TCGA-86-A4P8-01	TCGA_NSCLC_pooled	12.5811	mid	12.6969	9.0737	8.0981	11.8368	10.7311	10.989	12.0298	12.0716	9.6005	0.4525		0.5144	LUAD				
TCGA-44-2666-01	TCGA_NSCLC_pooled	11.9991	low	12.4276	10.3738	12.4601	12.9675	12.2419	12.9602	14.0025	9.2632	7.9365	0.8679	0.58	0.791	LUAD				
TCGA-44-5643-01	TCGA_NSCLC_pooled	13.6734	high	12.7885	11.9623	15.8526	12.1336	11.3946	12.894	14.272	10.2123	8.2214	0.8813	0.56	0.6533	LUAD				
TCGA-44-2661-01	TCGA_NSCLC_pooled	11.9466	low	12.1058	8.436	11.0633	12.9428	11.0905	12.4096	13.4093	12.1801	9.7907	0.424	0.29	0.4379	LUAD				
TCGA-69-8255-01	TCGA_NSCLC_pooled	8.0213	low	12.1498	9.765	13.3058	11.5661	11.7322	13.7746	14.4143	11.2526	10.5609	0.791	0.37	0.6203	LUAD				
TCGA-49-4514-01	TCGA_NSCLC_pooled	12.8013	mid	12.3653	9.9371	8.1227	12.6243	12.5118	14.2825	14.7772	9.1955	8.7819	0.8285	0.35	0.6207	LUAD				
TCGA-78-7154-01	TCGA_NSCLC_pooled	11.9826	low	12.5734	11.4936	10.8612	12.6142	9.6745	14.5972	15.3674	9.5868	7.2889	0.879	0.51	0.8117	LUAD				
TCGA-55-8507-01	TCGA_NSCLC_pooled	12.4762	mid	12.3977	9.8545	8.0144	13.0026	12.6261	13.4525	14.3194	9.5137	6.9648	0.8241		0.7466	LUAD				
TCGA-95-A4VP-01	TCGA_NSCLC_pooled	11.3673	low	12.5869	9.3465	10.2323	11.6863	11.6486	13.168	14.4941	9.6284	8.634	0.7191		0.6291	LUAD				
TCGA-50-6595-01	TCGA_NSCLC_pooled	12.8895	mid	12.0554	9.9134	13.4063	12.3902	10.7363	12.179	15.297	9.8076	8.169	0.6048	0.18	0.4503	LUAD				
TCGA-78-7155-01	TCGA_NSCLC_pooled	10.2935	low	13.5119	11.4321	8.2408	10.4799	11.3484	13.1777	15.1969	9.4041	7.6855	0.9447	0.81	0.8811	LUAD				
TCGA-05-4382-01	TCGA_NSCLC_pooled	13.064	mid	13.65	10.7314	10.6333	13.8596	12.1123	13.16	14.3221	11.2005	7.411	0.5209	0.23	0.381	LUAD				
TCGA-05-5428-01	TCGA_NSCLC_pooled	13.4794	high	12.1329	9.5118	10.0834	14.305	12.5536	14.6079	13.2572	10.0145	7.5246	0.738	0.63	0.7199	LUAD				
TCGA-44-5644-01	TCGA_NSCLC_pooled	10.5455	low	12.4811	10.8788	8.9023	12.2472	12.6513	13.7464	14.8922	8.1308	6.8251	0.942	0.77	0.8198	LUAD				
TCGA-55-6978-01	TCGA_NSCLC_pooled	12.0893	low	11.9999	10.5189	11.2264	13.3122	11.0171	12.8118	14.7543	12.1943	10.6161	0.4389	0.23	0.4128	LUAD				
TCGA-NJ-A55R-01	TCGA_NSCLC_pooled	10.9331	low	13.2804	9.6511	8.8468	12.5318	12.9714	13.5795	13.23	9.376	6.0417	0.8713		0.7913	LUAD				
TCGA-91-6840-01	TCGA_NSCLC_pooled	12.0501	low	13.6999	9.543	7.9306	13.0328	11.2404	13.305	16.3795	10.4097	8.9322	0.7975	0.62	0.7434	LUAD				
TCGA-55-8094-01	TCGA_NSCLC_pooled	12.0425	low	13.8908	9.6129	8.6191	13.6028	13.777	15.1575	14.9839	6.7823	5.3761	0.9856	0.79	0.8439	LUAD				
TCGA-44-7661-01	TCGA_NSCLC_pooled	11.5523	low	12.6543	11.0146	10.5397	13.1095	10.5229	12.7351	14.1473	11.4943	8.0978	0.5604	0.3	0.4876	LUAD				
TCGA-NJ-A4YF-01	TCGA_NSCLC_pooled	11.805	low	12.597	10.6575	6.6874	12.5822	11.9576	12.4889	14.0959	8.0873	6.3963	0.895		0.7913	LUAD				
TCGA-67-6217-01	TCGA_NSCLC_pooled	13.0594	mid	13.1766	9.6507	11.6618	13.1887	11.3062	12.3108	13.7101	10.9431	9.129	0.6995	0.25	0.578	LUAD				
TCGA-86-A4D0-01	TCGA_NSCLC_pooled	11.0578	low	12.5413	9.9612	9.8673	11.9008	12.1813	13.5108	14.9283	9.1145	7.2501	0.9276		0.8313	LUAD				
TCGA-50-5939-01	TCGA_NSCLC_pooled	14.0456	high	12.9156	10.1207	11.4269	11.7306	11.1564	12.5044	14.9379	10.8379	6.0884	0.6441	0.33	0.5016	LUAD				
TCGA-05-4410-01	TCGA_NSCLC_pooled	13.0412	mid	12.939	11.1698	10.8506	13.7489	11.1319	12.7881	13.927	11.1992	9.3879	0.6949	0.24	0.5286	LUAD				
TCGA-55-7816-01	TCGA_NSCLC_pooled	9.5296	low	11.641	9.5471	13.4457	10.4825	8.6209	9.9579	14.0663	11.6733	9.1754			0.5679	LUAD				
TCGA-50-5051-01	TCGA_NSCLC_pooled	12.6437	mid	13.0181	9.8315	10.0591	13.4833	12.5476	13.9985	15.0086	8.638	7.1495	0.8944	0.59	0.7233	LUAD				
TCGA-86-8279-01	TCGA_NSCLC_pooled	13.589	high	13.3788	9.6642	10.1544	14.4039	11.8721	13.0905	14.6297	8.6303	5.2605	0.7953	0.5	0.6975	LUAD				
TCGA-55-6970-01	TCGA_NSCLC_pooled	11.9137	low	13.072	10.9764	7.2293	11.7718	12.0923	13.2372	13.5553	11.1375	8.5305	0.7247	0.56	0.6653	LUAD				
TCGA-49-4488-01	TCGA_NSCLC_pooled	14.9461	high	12.688	10.5317	11.0802	14.2491	12.562	14.1362	13.4889	9.8971	9.0679	0.7865	0.44	0.6937	LUAD				
TCGA-97-7552-01	TCGA_NSCLC_pooled	12.8728	mid	13.0532	9.6579	10.4457	12.5684	11.1759	12.6192	14.4528	12.6034	10.9796	0.5542	0.17	0.4233	LUAD				
TCGA-95-7947-01	TCGA_NSCLC_pooled	13.6667	high	13.4833	10.1274	8.7047	14.0832	11.6635	12.4403	14.0445	10.5041	8.0649	0.8425	0.66	0.7556	LUAD				
TCGA-05-4425-01	TCGA_NSCLC_pooled	12.7918	mid	12.3053	9.8531	10.6161	12.2492	10.1875	13.019	14.5778	11.0161	7.6333	0.618	0.61	0.6944	LUAD				
TCGA-78-7633-01	TCGA_NSCLC_pooled	12.0656	low	14.3873	11.6041	6.6854	12.593	12.5897	14.709	12.8839	8.6115	4.9649	0.8963	0.75	0.874	LUAD				
TCGA-64-1678-01	TCGA_NSCLC_pooled	11.4207	low	11.5525	9.9167	8.6705	12.9673	13.5441	13.8975	14.7359	8.0656	7.3736	0.9376	0.57	0.8146	LUAD				
TCGA-80-5608-01	TCGA_NSCLC_pooled	12.804	mid	13.0941	10.7479	9.1917	13.6778	12.0854	13.5876	15.2622	8.8749	7.9449	0.8656	0.49	0.6345	LUAD				
TCGA-64-5775-01	TCGA_NSCLC_pooled	9.3315	low	8.8042	9.7255	5.025	10.5857	7.9563	7.2061	12.2846	8.5276	5.9055	0.7987	0.71	0.6923	LUAD				
TCGA-55-8508-01	TCGA_NSCLC_pooled	12.781	mid	13.1146	9.6837	6.8126	13.7315	12.715	13.2391	14.7271	9.9506	7.3073	0.7656		0.6026	LUAD				
TCGA-44-2656-01	TCGA_NSCLC_pooled	13.4953	high	12.7863	10.8168	8.9136	13.5818	12.1117	13.3348	14.3988	11.8905	10.496	0.5134	0.31	0.4861	LUAD				
TCGA-55-7281-01	TCGA_NSCLC_pooled	14.8254	high	13.451	8.9211	12.4684	14.6259	11.2073	13.9505	16.2395	10.2558	8.4095	0.5893	0.42	0.5588	LUAD				
TCGA-J2-8194-01	TCGA_NSCLC_pooled	11.8649	low	12.4071	10.5158	8.698	12.2557	12.0256	13.5431	14.612	10.4571	6.1273	0.755	0.44	0.6495	LUAD				
TCGA-78-7150-01	TCGA_NSCLC_pooled	12.5137	mid	12.7264	9.9185	11.9924	12.0061	11.656	14.1831	14.5171	8.62	7.0977	0.8601	0.46	0.749	LUAD				
TCGA-44-A47G-01	TCGA_NSCLC_pooled	13.1484	mid	12.4423	9.7938	11.6023	12.7558	11.7842	13.874	14.2031	11.8509	9.829	0.5044		0.3734	LUAD				
TCGA-99-8025-01	TCGA_NSCLC_pooled	12.6583	mid	13.071	10.5966	10.6155	14.0076	11.4488	14.2174	15.6903	8.7544	6.3394	0.8131	0.43	0.6365	LUAD				
TCGA-50-6592-01	TCGA_NSCLC_pooled	13.2669	mid	12.7904	10.2536	13.3024	13.6928	11.9037	13.724	15.9857	11.2711	9.8472	0.6554	0.28	0.4683	LUAD				
TCGA-05-4249-01	TCGA_NSCLC_pooled	12.3143	low	13.8945	9.9124	11.6818	13.9391	11.2827	13.3397	14.1941	10.8688	6.9276	0.7271	0.49	0.64	LUAD				
TCGA-97-7553-01	TCGA_NSCLC_pooled	12.6811	mid	12.9827	9.6713	11.2789	13.1758	11.329	11.5648	13.0765	12.385	9.4124	0.4782	0.3	0.4474	LUAD				
TCGA-75-5125-01	TCGA_NSCLC_pooled	11.9758	low	11.9634	11.3133	8.4145	13.3007	10.75	13.4267	14.8459	11.27	8.9893	0.6511	0.31	0.5325	LUAD				
TCGA-67-3772-01	TCGA_NSCLC_pooled	14.1049	high	13.2301	9.2506	11.3995	13.9398	11.4343	13.5496	14.5414	10.4015	7.3361	0.6292	0.43	0.5707	LUAD				
TCGA-78-7147-01	TCGA_NSCLC_pooled	14.1194	high	13.3844	9.4107	12.741	13.6936	11.0799	13.3986	14.1808	9.0845	8.2209	0.8715	0.62	0.7508	LUAD				
TCGA-38-4628-01	TCGA_NSCLC_pooled	13.3303	high	13.4546	8.8678	11.042	14.2623	13.1941	13.0336	14.7011	9.5083	5.1348	0.7247	0.5	0.637	LUAD				
TCGA-99-8032-01	TCGA_NSCLC_pooled	11.0996	low	13.0043	9.639	9.0799	12.4488	12.746	13.9108	13.9043	9.9875	7.2177	0.7454	0.49	0.6462	LUAD				
TCGA-78-8648-01	TCGA_NSCLC_pooled	10.7487	low	12.1471	8.9851	10.1393	11.7257	9.8395	10.9726	12.3468	11.7778	10.1817	0.3129		0.4118	LUAD				
TCGA-62-A46S-01	TCGA_NSCLC_pooled	11.7863	low	12.8099	9.827	10.6456	12.7215	12.4461	13.5438	13.6181	9.9364	7.4544	0.8074		0.7381	LUAD				
TCGA-NJ-A55O-01	TCGA_NSCLC_pooled	12.3804	mid	13.2084	10.1635	9.2293	12.9395	12.4568	13.0171	14.1349	9.9889	6.8426	0.7708		0.6928	LUAD				
TCGA-44-6779-01	TCGA_NSCLC_pooled	13.8397	high	13.0918	9.7009	12.22	12.3705	10.9879	12.2048	15.4366	11.4326	9.9315	0.5637	0.45	0.5646	LUAD				
TCGA-97-7938-01	TCGA_NSCLC_pooled	13.0081	mid	13.6991	10.1517	10.9191	13.319	11.0527	13.3862	13.6571	10.2897	8.1363	0.7983	0.61	0.7431	LUAD				
TCGA-MP-A4SW-01	TCGA_NSCLC_pooled	13.1321	mid	12.8751	9.6359	12.067	13.5644	11.9536	13.1746	14.869	10.3995	7.4089	0.7073		0.5685	LUAD				
TCGA-49-AARN-01	TCGA_NSCLC_pooled	12.8839	mid	13.1043	9.4533	10.1891	13.4552	11.4316	13.4486	14.8577	9.4716	7.667	0.8033		0.7562	LUAD				
TCGA-55-8097-01	TCGA_NSCLC_pooled	12.7093	mid	12.9371	9.8532	10.2579	13.5792	11.2993	12.5844	14.4057	10.4018	6.9669	0.7697	0.63	0.7493	LUAD				
TCGA-93-A4JQ-01	TCGA_NSCLC_pooled	13.455	high	12.8338	8.584	10.6784	13.6969	10.0883	13.0401	13.6886	11.7502	8.2785	0.5564		0.4322	LUAD				
TCGA-55-8299-01	TCGA_NSCLC_pooled	11.6779	low	12.154	9.7462	10.9508	11.3939	11.1546	11.7823	14.3289	11.4702	10.4172	0.4523		0.4137	LUAD				
TCGA-4B-A93V-01	TCGA_NSCLC_pooled	10.5247	low	13.1063	10.9518	10.4557	12.8136	12.8504	13.8058	14.1121	9.0673	7.1542	0.8629		0.6573	LUAD				
TCGA-75-6207-01	TCGA_NSCLC_pooled	13.5965	high	12.2584	11.3543	9.0553	14.5601	11.2159	12.973	13.594	9.6088	7.0102	0.8547	0.72	0.7977	LUAD				
TCGA-05-4417-01	TCGA_NSCLC_pooled	11.3582	low	12.4483	10.3162	9.6167	12.169	11.4076	13.5605	13.4447	11.4018	8.8367	0.5176	0.4	0.5416	LUAD				
TCGA-78-7143-01	TCGA_NSCLC_pooled	13.7315	high	13.2851	9.7163	11.8106	14.0954	11.4123	13.3365	13.4122	10.4564	6.7614	0.8331	0.71	0.7784	LUAD				
TCGA-44-3396-01	TCGA_NSCLC_pooled	12.9135	mid	11.7622	9.8324	12.1419	14.0732	10.8454	12.7243	15.1958	11.5144	9.4379	0.4991	0.25	0.4	LUAD				
TCGA-53-7624-01	TCGA_NSCLC_pooled	12.8674	mid	14.0552	11.302	11.4664	12.3371	11.5321	12.8005	17.3356	9.0811	7.4323	0.8854	0.69	0.8436	LUAD				
TCGA-75-5147-01	TCGA_NSCLC_pooled	12.9557	mid	12.6474	9.218	10.8552	13.4697	12.5615	13.9111	14.0926	10.6395	7.9549	0.7138	0.4	0.6223	LUAD				
TCGA-55-1596-01	TCGA_NSCLC_pooled	14.2265	high	12.674	10.0525	9.249	13.5284	12.0757	13.7989	15.0823	9.2462	7.5734	0.8737	0.63	0.7913	LUAD				
TCGA-44-5645-01	TCGA_NSCLC_pooled	13.5647	high	13.1936	9.4696	11.419	12.9091	10.5225	12.6007	13.0115	11.8897	7.8521	0.6358	0.54	0.7167	LUAD				
TCGA-05-4244-01	TCGA_NSCLC_pooled	12.9704	mid	13.1331	11.2594	10.7762	13.9765	11.9703	13.5717	13.9945	10.1794	7.15	0.782	0.44	0.7019	LUAD				
TCGA-55-6971-01	TCGA_NSCLC_pooled	11.0112	low	12.3933	9.5531	10.6069	12.1784	11.0206	12.408	13.2322	12.1568	10.3594	0.5294	0.23	0.381	LUAD				
TCGA-73-7498-01	TCGA_NSCLC_pooled	12.2025	low	13.2416	9.6967	8.7074	13.2693	12.5199	12.9741	14.0206	10.2232	7.0778	0.7432	0.62	0.7355	LUAD				
TCGA-49-AARO-01	TCGA_NSCLC_pooled	14.1131	high	12.6167	9.7836	11.5132	13.9747	11.6633	13.7713	14.7886	10.5424	8.2409	0.585		0.5745	LUAD				
TCGA-05-4396-01	TCGA_NSCLC_pooled	12.5302	mid	13.0528	10.4502	9.5668	12.9442	11.7193	14.031	13.6726	9.3341	6.1447	0.8915	0.77	0.8575	LUAD				
TCGA-69-8254-01	TCGA_NSCLC_pooled	12.172	low	13.1999	9.6301	11.2817	13.6928	11.5517	13.4483	15.5846	10.4484	7.9095	0.7822	0.52	0.693	LUAD				
TCGA-J2-A4AG-01	TCGA_NSCLC_pooled	12.5697	mid	12.958	8.586	11.782	14.3633	11.7198	13.5003	14.6698	11.067	8.3625	0.6549		0.5169	LUAD				
TCGA-78-7146-01	TCGA_NSCLC_pooled	12.2421	low	14.7171	11.2372	8.2966	13.3372	11.4352	13.678	14.581	9.3102	7.8162	0.8609	0.68	0.7694	LUAD				
TCGA-73-4677-01	TCGA_NSCLC_pooled	12.3872	mid	13.8108	10.7664	10.2478	12.4689	12.5306	13.4506	14.2934	9.931	8.1632	0.8104	0.47	0.7019	LUAD				
TCGA-97-7554-01	TCGA_NSCLC_pooled	11.5565	low	13.4432	10.4759	10.9933	14.0828	11.2108	13.8782	14.1863	10.5658	7.9549	0.635	0.3	0.5815	LUAD				
TCGA-L9-A443-01	TCGA_NSCLC_pooled	11.6673	low	13.1687	10.2314	8.9632	13.0695	11.052	13.9386	13.1894	9.4021	8.6529	0.7633		0.7366	LUAD				
TCGA-55-6987-01	TCGA_NSCLC_pooled	12.0301	low	12.665	9.22	8.9399	12.335	10.6975	12.2056	12.8329	12.2865	10.7359	0.4882	0.16	0.3147	LUAD				
TCGA-78-7220-01	TCGA_NSCLC_pooled	11.1167	low	12.7018	9.8158	11.897	12.2959	12.7765	13.665	14.6938	9.1827	8.0585	0.9161	0.61	0.7356	LUAD				
TCGA-64-1677-01	TCGA_NSCLC_pooled	11.7776	low	13.1515	10.2024	6.936	13.1946	13.0135	13.9865	15.3355	9.9305	8.4603	0.8296	0.32	0.7791	LUAD				
TCGA-73-4666-01	TCGA_NSCLC_pooled	12.3287	low	12.6115	10.1061	8.0045	14.6697	12.063	12.9173	15.0921	11.4456	10.1458	0.6536	0.46	0.5991	LUAD				
TCGA-49-4486-01	TCGA_NSCLC_pooled	12.8275	mid	12.7658	10.3869	9.0944	13.6094	13.0297	13.2223	15.0965	7.6354	6.9813	0.9433	0.72	0.8456	LUAD				
TCGA-MN-A4N5-01	TCGA_NSCLC_pooled	14.4471	high	13.3711	10.024	10.5219	13.8016	11.959	13.4053	15.4323	9.9914	9.329	0.8004		0.6829	LUAD				
TCGA-78-7152-01	TCGA_NSCLC_pooled	11.3077	low	12.9293	10.4505	10.3298	13.2431	12.3214	13.0654	14.7889	10.714	8.7102	0.7607	0.55	0.6844	LUAD				
TCGA-83-5908-01	TCGA_NSCLC_pooled	12.2372	low	13.1496	9.9935	10.8955	13.1045	11.1028	13.2398	14.7865	11.6629	10.6927	0.6178	0.33	0.4854	LUAD				
TCGA-50-6593-01	TCGA_NSCLC_pooled	13.0819	mid	12.5587	9.6752	10.8278	13.1307	11.3479	13.4903	13.9854	10.2964	6.3544	0.6359	0.3	0.5698	LUAD				
TCGA-MP-A4TC-01	TCGA_NSCLC_pooled	13.6289	high	12.4689	9.5936	10.9124	13.5378	11.7367	12.711	14.3645	10.0276	8.0955	0.6209		0.5243	LUAD				
TCGA-78-7542-01	TCGA_NSCLC_pooled	13.7613	high	12.9766	10.628	9.6322	12.8545	11.0659	12.421	15.1863	8.5667	7.7211	0.9017	0.36	0.6054	LUAD				
TCGA-55-8615-01	TCGA_NSCLC_pooled	11.5145	low	12.7885	10.7676	7.5681	12.1794	12.7937	14.072	14.7466	7.9638	4.5846	0.8968		0.7303	LUAD				
TCGA-55-A493-01	TCGA_NSCLC_pooled	11.9355	low	11.9727	9.914	8.9583	14.1584	10.1655	13.4589	14.2842	11.1412	8.8862	0.6579		0.546	LUAD				
