gse	n_samples	pdat	gds_type	is_array_type	lung_mention	ici_mention	response_mention	platforms	platform_titles	pubmed	found_by	title	summary
GSE238264	7	2024/04/29	Other	0	0	1	1	GPL24676			broad_ici_lung	Spatial transcriptomics analysis of neoadjuvant cabozantinib and nivolumab in advanced hepatocellular carcinoma identifies independent mechanisms of resistance and recurrence	Novel immunotherapy combination therapies have improved outcomes for patients with hepatocellular carcinoma (HCC), but responses are limited to a subset of patients. Little is known about the inter- and intra-tumor heterogeneity in cellular signaling networks within the HCC tumor microenvironment (TME) that underlie responses to modern systemic therapy. We applied spatial transcriptomics (ST) profiling to characterize the tumor microenvironment in HCC resection specimens from a prospective clinical trial of neoadjuvant cabozantinib, a multi-tyrosine kinase inhibitor that primarily blocks VEGF, and nivolumab, a PD-1 inhibitor in which 5 out of 15 patients were found to have a pathologic response at the time of resection. ST profiling demonstrated that the TME of responding tumors was enriched for immune cells and cancer associated fibroblasts (CAF) with pro-inflammatory signaling relative to the non-responders. The enriched cancer-immune interactions in responding tumors are characterized by activation of the PAX5 module, a known regulator of B cell maturation, which colocalized with spots with increased B cell markers expression suggesting strong activity of these cells. HCC-CAF interactions were also enriched in the responding tumors and were associated with extracellular matrix (ECM) remodeling as there was high activation of FOS and JUN in CAFs adjacent to tumor. The ECM remodeling is consistent with proliferative fibrosis in association with immune-mediated tumor regressi
GSE241212	47	2023/10/18	Expression profiling by high throughput sequencing	0	0	1	1	GPL24676;GPL24247	 | 		broad_ici_lung	Nonfucosylation of an anti-TIGIT antibody enhances FcyR engagement, driving innate immune activation and antitumor activity	TIGIT is an immune checkpoint receptor expressed on activated and memory T cells, immunosuppressive T regulatory cells, and natural killer (NK) cells. TIGIT has emerged as an attractive target for antitumor therapies, due to its proposed immunosuppressive effects on lymphocyte function and T cell activation. We generated an anti-TIGIT monoclonal antibody (mAb) that binds with high affinity to human, non-human primate, and murine TIGIT and through multiple experimental methodologies demonstrated that checkpoint blockade alone is insufficient for antitumor activity. Generating anti-TIGIT mAbs with various Fc backbones we show that muting the Fc-Fcγ receptor (FcγR) interaction failed to drive antitumor activity, while mAbs with Fc functional backbones demonstrate substantial antitumor activity, mediated through activation of antigen-presenting cells (APCs), T cell priming, and NK-mediated depletion of suppressive Tregs and exhausted T cells. Further, nonfucosylation of the Fc backbone resulted in enhanced immune responses and antitumor activity relative to the intact IgG1 backbone. The improved activity correlated with the biased FcγR interaction profile of the nonfucosylated anti-TIGIT mAb, which supports that FcγRIIIa binding with decreased FcγRIIb binding favorably activates APCs and enhances tumor-specific CD8+ T cell responses. The anti-TIGIT mAbs with intact FcγR interacting backbones also demonstrated synergistic enhancement of other standard antitumor treatments, includi
GSE241871	6	2024/02/14	Expression profiling by high throughput sequencing	0	0	1	1	GPL18573			broad_ici_lung	PABPC1L promotes tryptophan metabolism and immune suppression by stabilizing IDO1 in renal cell carcinoma	The tumor microenvironment (TME) in renal cell carcinomas (RCC) is marked by substantial immunosuppression and immune resistance though highly infiltrated by T cells. There is an urgent need to elucidate tumor immune evasion and to develop novel therapeutic target to boost the efficacy of immune checkpoint blockade (ICB) in RCC. Our study uncovers a mechanism wherein the polyadenylate-binding protein PABPC1L modulates indoleamine2, 3dioxygenase1 (IDO1), a prospective candidate for immunotherapy. PABPC1L, markedly upregulated in RCC, correlates with unfavorable prognosis and resistance to ICB. Overexpressed PABPC1L bolsters tryptophan metabolism and induces T-cell dysfunction by stabilizing IDO1. Conversely, silencing PABPC1L diminishes IDO1 expression, mitigates cytotoxic T-cell suppression, and enhances responsiveness to anti-PD-1 therapy. Our findings underscore PABPC1L's crucial role in facilitating immune evasion in RCC, making it a potential addition to ICB therapy.
GSE241876	19	2023/10/19	Expression profiling by high throughput sequencing	0	0	1	1	GPL20301			broad_ici_lung	Distinct Transcriptional Landscapes Identified by Radiographic Response in Metastatic Triple-Negative Breast Cancer Treated with Carboplatin, Nab-Paclitaxel, and Pembrolizumab in a Single-Arm Phase II Trial	A single arm, Phase II trial of carboplatin, nab-paclitaxel, and pembrolizumab (CNP) in metastatic triple negative breast cancer (mTNBC) was designed to evaluate overall response rate (ORR), progression-free survival (PFS), duration of response (DOR), safety/tolerability, and identify pathologic and transcriptomic correlates of response to therapy.
GSE241932	12	2023/09/04	Expression profiling by high throughput sequencing	0	0	1	0	GPL26167			broad_ici_lung	Transcriptomic profiling of ccRCC nephrectomy samples by Direct RNAseq	Clear cell renal cell carcinoma (ccRCC) is the most common form of kidney cancer. Following primary tumour resection approximately 30% of patients experience disease recurrence associated with metastasis. To date, long-read RNA sequencing has not been applied to kidney cancer. Here, we used ONT long-read Direct RNA sequencing to profile the transcriptomes of ccRCC archival tumours, 6 of which were from patients who went on to relapse. Our results revealed a loss of immune infiltrate in tumours of patients who relapse. Moreover, thousands of novel isoforms were discovered, including a novel PD-L1 transcript encoding for the soluble version of the protein but having a longer 3'UTR than the currently annotated transcript. Finally, we have identified a novel non-coding gene that was over-expressed in patients who experience recurrence. Our data shows that DRS can be used in archival tumour samples to comprehensively characterise tumour transcriptomes, and to reveal novel features that would have been missed by short-read RNAseq.
GSE241977	6	2024/06/08	Expression profiling by high throughput sequencing	0	1	1	1	GPL30173			broad_ici_lung	IFN -induced treatment of a Human Lung Adenocarcinoma Cell Line is Mediated by an Environmental Chemical Receptor (AhR) through PD-L1 and IDO Control (a549 bulk RNA)	While immunotherapy has shown efficacy in non-small cell lung cancer (NSCLC) patients, many respond only partially or not at all. One limitation in improving outcomes is the lack of a complete understanding of factors regulating immune checkpoint targets. Here, we sought to address a possible link between an environmental chemical receptor implicated in NSCLC and immune regulation, the aryl hydrocarbon receptor (AhR), and a known but counterintuitive mediator of immunosuppression, IFN , in regulation of two immune checkpoints, PD-L1 and the IDO1, in lung adenocarcinoma (LUAD). To this end we used AhR, PD-L1, and IFN R gene-edited LUAD cell lines, a syngeneic LUAD mouse model, bulk- and single cell-RNA sequencing of LUADs and tumor-infiltrating leukocytes, and existing human transcriptomic databases. The data demonstrate that: 1) the AhR regulates both PD-L1 and IDO1 in murine and human LUAD cells, 2) AhR-driven IDO1 results in production of Kyn which likely mediates an AhR→IDO1→Kyn→AhR amplification loop, 3) the previously characterized induction by IFN of PD-L1 and IDO is mediated by the AhR, 4) transplantation of LUAD cells in which the AhR is deleted results in long-term tumor immunity in approximately half of the mice; slow growing tumors in the other half exhibit significantly higher densities of CD4+ and CD8+ T cells expressing immunocompetence markers, and 5) deletion of either IFN R1 or PD-L1 does not provide the same level of immune protection as AhR deletion. The da
GSE241980	17	2024/06/08	Expression profiling by high throughput sequencing	0	1	1	0	GPL30173;GPL30172	 | 		broad_ici_lung	IFN -induced Immunosuppression in Lung Carcinoma is Mediated by an Environmental Chemical Receptor (AhR) through PD-L1 and IDO Control	This SuperSeries is composed of the SubSeries listed below.
GSE242016	12	2024/08/29	Expression profiling by high throughput sequencing	0	0	1	1	GPL24676			broad_ici_lung	Gene expression profiling for circPETH overexpression and knockout	Metabolic reprogramming fuels cancer cell metastasis and remodels immunosuppressive tumor microenvironment (TME). We report here that a circRNA packaged by extracellular vesicles (EVs) from tumor-associated macrophages (TAMs) to hepatocellular carcinoma (HCC) cells, circPETH, facilitates glycolysis and metastasis of HCC cells. Mechanistically, circPETH-147aa, encoded by circPETH in m6A-driven manner, promotes the PKM2-catalyzed ALDOA-S36 phosphorylation via MEG pocket. Furthermore, circPETH-147aa impairs anti-HCC immunity by elevating the HuR-dependent SLC43A2-mRNA stability and stimulating the deficiency of methionine and leucine in cytotoxic CD8+ T cells. Importantly, we successfully identified a novel small molecule, Norathyriol, by virtual and experimental screening as an effective inhibitor targeting MEG pocket on circPETH-147aa surface. Norathyriol reverses circPETH-147aa-facilitated metabolic and metastatic phenotypes of HCC cells, improves anti-PD1 efficacy and boosts cytotoxic CD8+ T cells function. Our findings determine Norathyriol as a promising anti-HCC agent, and contribute to overcoming the resistance of advanced HCC to immune checkpoint blockades (ICBs) therapies.
GSE242083	36	2023/11/30	Expression profiling by high throughput sequencing	0	0	1	1	GPL24676			broad_ici_lung	Med12 ablation promotes anti-tumor function by enhancing tumor intrinsic immunogenicity in Pancreatic ductal adenocarcinoma [human RNA-seq]	Pancreatic ductal adenocarcinoma (PDAC) is one of the most lethal cancers with limited treatment options, including checkpoint blockade (ICB) immunotherapy. Epigenetic dysregulation is a defining feature of tumorigenesis and contributes to immune escape. However, little is known about whether and how epigenetic regulators evade immune surveillance in PDAC. Here, we identified Med12, a subunit of RNA polymerase II, as a mediator of immune escape in PDAC with in vivo CRISPR-Cas9 Screening. In murine PDAC models, Med12 loss effectively promoted infiltration and cytotoxicity of CD8+ T cells and NK cells，thereby sensitized to ICB and led to a marked extension of survival. Mechanistically, Med12 loss derepressed endogenous retroelements via impairing H3K9me3 and increasing H3K27Ac modification, triggering cytosolic RNA-sensing and DNA-sensing pathways as well as the type I interferon pathways. Moreover, Med12 depletion induced H3K27Ac gain in the Med12-binding domains, further enhanced the interferon-related genes transcription. Our results demonstrated the role of Med12 in suppressing tumor-intrinsic immunogenicity, thus provided a potential target or marker for immunotherapy of PDAC.
GSE242130	4	2024/09/01	Expression profiling by high throughput sequencing	0	0	1	1	GPL24676			broad_ici_lung	Gene expression profiling of CD8+ T cells in the Norathyriol versus PBS-treated co-culture system	Metabolic reprogramming fuels cancer cell metastasis and remodels the immunosuppressive tumor microenvironment (TME). We report here that a circRNA, circPETH, packaged by extracellular vesicles (EVs) from tumor-associated macrophages (TAMs) to hepatocellular carcinoma (HCC) cells, facilitates glycolysis and metastasis of recipient HCC cells. Mechanistically, circPETH-147aa, encoded by circPETH in a m6A-driven manner, promotes PKM2-catalyzed ALDOA-S36 phosphorylation via MEG pocket. Furthermore, circPETH-147aa impairs anti-HCC immunity by elevating HuR-dependent SLC43A2 mRNA stability and driving methionine and leucine deficiency in cytotoxic CD8+ T cells. Importantly, by virtual and experimental screening, we found that the novel small-molecule Norathyriol was an effective inhibitor that targets the MEG pocket on circPETH-147aa surface. Norathyriol reverses circPETH-147aa-facilitated acquisition of metabolic and metastatic phenotypes for HCC cells, increases anti-PD1 efficacy and boosts cytotoxic CD8+ T-cell function. Our findings determine Norathyriol as a promising anti-HCC agent that contributes to the attenuation of advanced HCC resistance to immune checkpoint blocker (ICB) therapies.
GSE242154	251	2024/02/08	Protein profiling by protein array	0	0	1	1	GPL33726			broad_ici_lung	Spatial immuno-oncology protein abundance profiles in hepatocellular carcinoma tissues from patients treated with bavituximab and pembrolizumab	Immune checkpoint inhibitors (ICIs) targeting PD-1/L1 have modest efficacy in hepatocellular carcinoma (HCC) as single agents, but combination regimens have demonstrated increased clinical benefit at the expense of treatment toxicities. Exposed phosphatidylserine suppresses the innate immune response in the tumor microenvironment (TME). Targeting phosphatidylserine does not induce tumor responses in the clinical setting when used as monotherapy or in combination with cytotoxic and targeted therapies, but may induce pro-inflammatory and –immune stimulating effects that enhance ICI activity. This hypothesis was tested in a single-arm phase 2 trial evaluating bavituximab, a phosphatidylserine targeting antibody, plus pembrolizumab in patients with unresectable HCC who had not received prior systemic treatments (ClinicalTrials.gov ID: NCT03519997). The primary end point was investigator-assessed objective response rate (ORR) among evaluable patients, and secondary end points included progression-free survival (PFS) and the incidence of adverse events. Among 28 evaluable patients, the ORR was 32.1%, including 2 complete responses, and a disease control rate of 64.3%. Median PFS was 6.3 months (95% CI, 1.3-11.3 months). Treatment related adverse events of any grade occurred in 45.7% of patients with grade 3 or 4 adverse events occurring in 14.3% of patients. Exploratory analyses of baseline tumor specimens showed that a depletion of B cells, and the expression of smooth muscle acti
GSE242204	12	2023/09/04	Expression profiling by high throughput sequencing	0	0	1	0	GPL26167			broad_ici_lung	Transcriptomic profiling of ccRCC nephrectomy samples by PCR-cDNAseq	Clear cell renal cell carcinoma (ccRCC) is the most common form of kidney cancer. Following primary tumour resection approximately 30% of patients experience disease recurrence associated with metastasis. To date, long-read RNA sequencing has not been applied to kidney cancer. Here, we used ONT long-read PCR-cDNAseq to profile the transcriptomes of ccRCC archival tumours, 6 of which were from patients who went on to relapse. Our results revealed a loss of immune infiltrate in tumours of patients who relapse. Moreover, thousands of novel isoforms were discovered, including a novel PD-L1 transcript encoding for the soluble version of the protein but having a longer 3'UTR than the currently annotated transcript. Finally, we have identified a novel non-coding gene that was over-expressed in patients who experience recurrence. Our data shows that ONT long-read PCR-cDNAseq can be used in archival tumour samples to comprehensively characterise tumour transcriptomes, and to reveal novel features that would have been missed by short-read RNAseq.
GSE242780	6	2024/08/31	Expression profiling by high throughput sequencing	0	1	1	0	GPL24676			broad_ici_lung	Single-cell RNA sequencing analysis of peripheral blood mononuclear cells in PD-1-induced renal toxicity in patients with lung cancer	The purpose of the study was to investigate the potential role of the immune system in renal irAEs by analyzing the features of peripheral blood mononuclear cells (PBMC) from patients with renal irAEs using single-cell RNA sequencing (scRNA-seq).
GSE242860	0	2024/03/30	Expression profiling by array; Third-party reanalysis	1	1	1	1				array_ici_lung,broad_ici_lung	Soluble immune-checkpoint factors as a complementary biomarker for PD-1 blockade reflect exhaustion of antitumor immunity	BACKGROUND. Precise stratification of patients with non–small cell lung cancer (NSCLC) is needed for appropriate application of PD-1/PD-L1 blockade therapy. METHODS. We measured soluble (s) forms of the PD-L1, PD-1, and CTLA-4 in plasma of patients with advanced NSCLC before PD-1/PD-L1 blockade. Prospective biomarker finding trial (cohort A), 50 patients with pretreated NSCLC received nivolumab. In cohort B to E, retrospective observational study, soluble immune checkpoint molecules were evaluated for patients with advanced NSCLC treated with any PD-1/PD-L1 blockade (cohort B and C), cytotoxic chemotherapy (D) or targeted therapy (E). Blood samples were obtained from all patients and soluble immune checkpoint molecules were evaluated using a highly sensitive chemiluminescence-based assay. RESULTS. Nonresponsiveness to PD-1/PD-L1 blockade therapy was associated with higher concentrations of these soluble immune factors among patients with immune-reactive (hot) tumors. Such correlation was not observed in patients treated with cytotoxic chemotherapy or targeted therapies. Integrative analysis of tumor size, PD-L1 expression in tumor tissue (tPD-L1), and gene expression in tumor tissue and peripheral CD8+ T cells revealed that high concentrations of the three soluble immune factors were associated with hyper or terminal exhaustion of antitumor immunity. The combination of sPD-L1 and sCTLA-4 efficiently discriminated responsiveness among patients with immune-reactive tumors. CONC
GSE243238	20	2023/10/20	Expression profiling by high throughput sequencing	0	1	1	1	GPL18573			broad_ici_lung	Identification of tumor-intrinsic drivers of immune exclusion in acral melanoma	Background:Acral melanoma (AM) has distinct characteristics as compared to cutaneous melanoma and exhibits poor response to immune checkpoint inhibitors (ICI). Tumor-intrinsic mechanisms of immune exclusion have been identified in many cancers but less studied in AM. Methods: We characterized clinically annotated tumors from patients diagnosed with AM at our institution in correlation with ICI response using whole transcriptome RNAseq, whole exome sequencing, CD8 immunohistochemistry, and multispectral immunofluorescence imaging. A defined interferon-γ-associated T cell-inflamed gene signature was used to categorize tumors into non-T cell-inflamed and T cell-inflamed phenotypes. In combination with AM tumors from two published studies, we systematically assessed the immune landscape of AM and detected differential gene expression and pathway activation in a non-T cell-inflamed tumor microenvironment (TME). Two single-cell(sc) RNAseq AM cohorts and 11 bulk RNAseq cohorts of various tumor types were used for independent validation on pathways associated with lack of ICI response. In total, 892 specimens were included in this study. Results: 72.5% of AM tumors showed low expression of the T cell-inflamed gene signature, with 23.9% of total tumors categorized as the non-T cell-inflamed phenotype. Patients of low CD3 + CD8 + PD1 + intratumoral T cell density showed poor prognosis. We identified 11 oncogenic pathways significantly upregulated in non-T cell-inflamed relative to T ce
GSE243377	8	2024/06/21	Other	0	0	1	0	GPL20301			broad_ici_lung	Profiling of Sarcomas from Archival Tissues [lp-WGS]	We performed single nuclei RNA-sequencing (snRNA-seq) with matched T cell receptor sequencing (TCR-seq), and pool matched low pass whole genome sequencing (WGS) of eight specimens from six patients, encompassing four undifferentiated polymorphic sarcomas (UPS) and four intimal sarcomas (INS), and paired specimens from two patients (one UPS and INS each) treated with immune checkpoint blockade (ICB).
GSE243379	5	2024/06/21	Other	0	0	1	0	GPL20301			broad_ici_lung	Profiling of Sarcomas from Archival Tissues [TCR-Seq]	We performed single nuclei RNA-sequencing (snRNA-seq) with matched T cell receptor sequencing (TCR-seq), and pool matched low pass whole genome sequencing (WGS) of eight specimens from six patients, encompassing four undifferentiated polymorphic sarcomas (UPS) and four intimal sarcomas (INS), and paired specimens from two patients (one UPS and INS each) treated with immune checkpoint blockade (ICB).
GSE243380	8	2024/06/21	Expression profiling by high throughput sequencing	0	0	1	0	GPL20301			broad_ici_lung	Profiling of Sarcomas from Archival Tissues [snRNA-Seq]	We performed single nuclei RNA-sequencing (snRNA-seq) with matched T cell receptor sequencing (TCR-seq), and pool matched low pass whole genome sequencing (WGS) of eight specimens from six patients, encompassing four undifferentiated polymorphic sarcomas (UPS) and four intimal sarcomas (INS), and paired specimens from two patients (one UPS and INS each) treated with immune checkpoint blockade (ICB).
GSE243462	5	2024/09/18	Genome binding/occupancy profiling by high throughput sequencing	0	0	1	1	GPL24676			broad_ici_lung	Gasdermin C promotes stemness and immune evasion in pancreatic cancer via pyroptosis-independent mechanism	Pancreatic ductal adenocarcinoma (PDAC) is a highly metastatic and lethal disease. Gasdermins are primarily associated with necrosis via membrane permeabilization and pyroptosis, a lytic pro-inflammatory type of cell death. In this study, we report GSDMC upregulation during PDAC progression. GSDMC directly induces genes related to stemness, EMT, and immune evasion. Targeting Gsdmc in murine PDAC models reprograms the immunosupressive tumor microenvironment, resulting in diminished tumor initiation, growth, metastasis, and enhanced response to PD-1 checkpoint inhibition. Mechanistically, we discover that ADAM17 cleaves GSDMC, releasing a C-terminal fragment that translocates to the nucleus and binds to promoter regions of stemness, metastasis, and immune evasion-related genes. Pharmacological inhibition of GSDMC cleavage or hindrance of its nuclear translocation was equally effective in suppressing downstream targets and inhibiting PDAC progression. Our findings position GSDMC as a potential therapeutic target for enhancing treatment response in this deadly disease.
GSE243572	53	2023/12/31	Expression profiling by high throughput sequencing; Other	0	0	1	1	GPL24676			broad_ici_lung	Differential T-cell and monocyte responses in hepatocellular carcinoma treated with regorafenib plus nivolumab: an integrated clinical and biomarker analysis of the phase 2 RENOBATE trial	Regorafenib has anti-tumor activity in patients with unresectable hepatocellular carcinoma (uHCC) with potential immunomodulatory effects, suggesting that its combination with immune checkpoint inhibitor may have clinically meaningful benefits in patients with uHCC. The multicenter, single-arm, phase 2 RENOBATE trial tested regorafenib-nivolumab as front-line treatment for uHCC. Forty-two patients received nivolumab 480 mg every 4 weeks and regorafenib 80 mg daily (3-weeks-on/1-week-off schedule). The primary endpoint was the investigator-assessed objective response rate (ORR) per Response Evaluation Criteria in Solid Tumors (RECIST) version 1.1. The secondary endpoints included safety, progression-free survival (PFS) and overall survival (OS). ORR per RECIST version 1.1 was 31.0%, meeting the primary endpoint. The most common adverse events were palmar-plantar erythrodysesthesia syndrome (38.1%), alopecia (26.2%) and skin rash (23.8%). Median PFS was 7.38 months. The 1-year OS rate was 80.5%, and the median OS was not reached. Exploratory single-cell RNA sequencing analyses of peripheral blood mononuclear cells showed that long-term responders exhibited T cell receptor repertoire diversification, enrichment of genes representing immunotherapy responsiveness in MKI67+ proliferating CD8+ T cells and a higher probability of M1-directed monocyte polarization. Our data support further clinical development of the regorafenib-nivolumab combination as front-line treatment for uHCC a
GSE243934	23	2024/04/10	Expression profiling by high throughput sequencing	0	1	1	1	GPL24676			broad_ici_lung	Effect of carboplatin-paclitaxel or -gemcitabine combinations on lung cancer cells spheroids	Background: Lung cancers represent the main cause of cancer related-death in the world. Recently, immunotherapy alone or in combination with chemotherapies have deeply impacted the therapeutic care leading to an improved overall survival. However, relapse will finally occur, with no efficient second line treatments so far. The development of new therapies based on comprehension of mechanisms of resistance is necessary. However, the difficulties to obtain tumor samples before and after first line treatment hampers to clearly understand the consequence of these molecules on tumor cells and then, to identify adapted second line therapies. Methods: To overcome this difficulty, we developed multicellular tumor spheroids (MCTS) using characterized Non-Small Cell Lung Cancer (NSCLC) cell lines, monocytes from healthy donors and fibroblasts (Human Foreskin Fibroblasts-2, HFF2). MCTS were treated with carboplatin-paclitaxel or -gemcitabine combinations according to clinic schedule of administration consisting on three repetitions of treatments (one combination and two single treatments (paclitaxel or gemcitabine)). The impact of treatments was studied using cell viability assay, histology, 3’RNA sequencing, real-time PCR, flow cytometry and confocal microscopy. Results: We showed that treatments induced a decrease of cell viability and strong modifications in the transcriptomic profile notably at the level of pathways involved in DNA damages repair and the cell cycle. Interestingly, w
GSE244103	12	2024/02/01	Expression profiling by high throughput sequencing	0	1	1	1	GPL24676			broad_ici_lung	Targeting DHX9 triggers interferon response and replication stress in Small Cell Lung Cancer [RNA-seq]	Activating innate immunity in cancer cells through cytoplasmic nucleic acid sensing pathways, a phenomenon known as “viral mimicry”, has emerged as an effective strategy to convert immunologically “cold” tumors into “hot”. Through a curated CRISPR-based screen of RNA Helicases, we identified DExD/H-box helicase 9 (DHX9) as a potent repressor of double-stranded RNA (dsRNA) in small cell lung cancers (SCLCs). Depletion of DHX9 induced accumulation of cytoplasmic dsRNA and triggered tumor-intrinsic innate immunity. Intriguingly, ablating DHX9 also induced aberrant accumulation of R-loops, which resulted in an increase of DNA damage-derived cytoplasmic DNA and replication stress in SCLCs. In vivo, DHX9 deletion promoted decrease in tumor growth while inducing a more immunogenic tumor microenvironment, invigorating responsiveness to immune checkpoint blockade. These findings suggest that DHX9 is a crucial repressor of tumor-intrinsic innate immunity and replication stress, representing a promising target for SCLC and other “cold” tumors where genomic instability contribute to pathology.
GSE244104	14	2024/02/01	Other	0	1	1	1	GPL24676			broad_ici_lung	Targeting DHX9 triggers interferon response and replication stress in Small Cell Lung Cancer [RIP-seq I]	Activating innate immunity in cancer cells through cytoplasmic nucleic acid sensing pathways, a phenomenon known as “viral mimicry”, has emerged as an effective strategy to convert immunologically “cold” tumors into “hot”. Through a curated CRISPR-based screen of RNA Helicases, we identified DExD/H-box helicase 9 (DHX9) as a potent repressor of double-stranded RNA (dsRNA) in small cell lung cancers (SCLCs). Depletion of DHX9 induced accumulation of cytoplasmic dsRNA and triggered tumor-intrinsic innate immunity. Intriguingly, ablating DHX9 also induced aberrant accumulation of R-loops, which resulted in an increase of DNA damage-derived cytoplasmic DNA and replication stress in SCLCs. In vivo, DHX9 deletion promoted decrease in tumor growth while inducing a more immunogenic tumor microenvironment, invigorating responsiveness to immune checkpoint blockade. These findings suggest that DHX9 is a crucial repressor of tumor-intrinsic innate immunity and replication stress, representing a promising target for SCLC and other “cold” tumors where genomic instability contribute to pathology.
GSE244416	25	2025/05/07	Non-coding RNA profiling by high throughput sequencing	0	1	0	0	GPL24676			broad_ici_lung	Small RNA Landscape of Platelet Dust: Platelet-Derived Extracellular Vesicles from Patients with Non-Small-Cell Lung Cancer	Abstract: Background: Platelet-derived Extracellular Vesicles, or “Platelet Dust” (PD), are reported as the most-abundant extracellular vesicles in plasma. However, the PD molecular content, especially the small RNA profile, is still poorly characterized. This study aims to characterize PD and other extracellular vesicles (EVs) in patients with non- small-cell lung cancer (NSCLC), focusing on their small RNA signatures and diagnostic potential. Methods: The EVs were isolated directly from the plasma of healthy donors and patients with NSCLC using the surface markers CD9, CD63, CD81 (overall EVs), and CD61 (PD). Small RNA sequencing was then performed to comprehensively profile the miRNAs. Results: Our analysis revealed distinct small RNA profiles in the EVs and the PD from the patients with NSCLC. The EVs (CD9-, CD63-, and CD81-positive) showed the enrichment of four miRNAs and the depletion of ten miRNAs, while the PD (CD61- positive) exhibited a more complex profile, with nineteen miRNAs enriched and nine miRNAs depleted in the patients with NSCLC compared to those of the healthy controls. Conclusions: This exploratory study enhances our understanding of miRNA composition within different plasma vesicle populations, shedding light on the biology of plasma vesicles and their contents. Furthermore, utilizing an extracellular vesicle isolation method with potential clinical applicability offers the prospect of improved cancer characterization and detection by selecting the mos
GSE244944	18	2025/06/02	Genome binding/occupancy profiling by high throughput sequencing	0	1	1	1	GPL18573			broad_ici_lung	NOTCH1 reverses immune suppression in small cell lung cancer through reactivation of STING [CHIP-seq]	Downregulation of antigen presentation and lack of immune infiltration are defining features of small cell lung cancer (SCLC) limiting response to immune checkpoint blockade (ICB), While a high MHC Class I, immune-inflamed subset benefits from ICB, underlying mechanisms of immune response in SCLC have yet to be elucidated. Here we show that in the landmark IMpower133 clinical trial high, but not low, NOTCH1 expression is significantly associated with longer survival with the addition of ICB to chemotherapy among ~80% of SCLC patients with neuroendocrine-enriched tumors (ASCL1-enriched, HR 0.39, P=0.0012; NEUROD1-enriched, HR 0.44, P=0.024). Genetic or pharmacologic activation of NOTCH1 in ASCL1 and NEUROD1 SCLC cell lines dramatically up-regulates MHC Class I through epigenetic up-regulation of STING. In syngeneic mouse models, Notch1 activation reprograms SCLC tumors from immune-excluded to immune-inflamed, facilitating durable, complete responses with ICB combined with a STING agonist. STING1 expression is significantly enriched in high compared to low NOTCH1 expressing tumors in IMpower133 thereby validating our proposed mechanism. Our data reveal a previously undiscovered role for NOTCH1 as a critical driver of SCLC immunogenicity and a potential predictive biomarker for ICB in SCLC. NOTCH1 activation may be a therapeutic strategy to unleash anti-tumor immune responses in SCLC and other neuroendocrine cancers in which NOTCH1 is typically suppressed.
GSE244945	69	2025/06/02	Expression profiling by high throughput sequencing	0	1	1	1	GPL24247;GPL24676	 | 		broad_ici_lung	NOTCH1 reverses immune suppression in small cell lung cancer through reactivation of STING [RNA-seq]	Downregulation of antigen presentation and lack of immune infiltration are defining features of small cell lung cancer (SCLC) limiting response to immune checkpoint blockade (ICB), While a high MHC Class I, immune-inflamed subset benefits from ICB, underlying mechanisms of immune response in SCLC have yet to be elucidated. Here we show that in the landmark IMpower133 clinical trial high, but not low, NOTCH1 expression is significantly associated with longer survival with the addition of ICB to chemotherapy among ~80% of SCLC patients with neuroendocrine-enriched tumors (ASCL1-enriched, HR 0.39, P=0.0012; NEUROD1-enriched, HR 0.44, P=0.024). Genetic or pharmacologic activation of NOTCH1 in ASCL1 and NEUROD1 SCLC cell lines dramatically up-regulates MHC Class I through epigenetic up-regulation of STING. In syngeneic mouse models, Notch1 activation reprograms SCLC tumors from immune-excluded to immune-inflamed, facilitating durable, complete responses with ICB combined with a STING agonist. STING1 expression is significantly enriched in high compared to low NOTCH1 expressing tumors in IMpower133 thereby validating our proposed mechanism. Our data reveal a previously undiscovered role for NOTCH1 as a critical driver of SCLC immunogenicity and a potential predictive biomarker for ICB in SCLC. NOTCH1 activation may be a therapeutic strategy to unleash anti-tumor immune responses in SCLC and other neuroendocrine cancers in which NOTCH1 is typically suppressed.
