gene	direction	mt_ribo	min_patient_delta	max_patient_delta	GSE123902__n_units	GSE123902__n_high	GSE123902__n_low	GSE123902__patient_delta	GSE123902__sign_up	GSE123902__sign_down	GSE123902__cell_delta	GSE123902__auc	GSE123902__pct_high	GSE123902__pct_low	GSE123902__stat_up	GSE123902__cut_up	GSE123902__stat_down	GSE123902__cut_down	GSE131907__n_units	GSE131907__n_high	GSE131907__n_low	GSE131907__patient_delta	GSE131907__sign_up	GSE131907__sign_down	GSE131907__cell_delta	GSE131907__auc	GSE131907__pct_high	GSE131907__pct_low	GSE131907__stat_up	GSE131907__cut_up	GSE131907__stat_down	GSE131907__cut_down	GSE205335__n_units	GSE205335__n_high	GSE205335__n_low	GSE205335__patient_delta	GSE205335__sign_up	GSE205335__sign_down	GSE205335__cell_delta	GSE205335__auc	GSE205335__pct_high	GSE205335__pct_low	GSE205335__stat_up	GSE205335__cut_up	GSE205335__stat_down	GSE205335__cut_down	GSE189357__n_units	GSE189357__n_high	GSE189357__n_low	GSE189357__patient_delta	GSE189357__sign_up	GSE189357__sign_down	GSE189357__cell_delta	GSE189357__auc	GSE189357__pct_high	GSE189357__pct_low	GSE189357__stat_up	GSE189357__cut_up	GSE189357__stat_down	GSE189357__cut_down
CCL13	down	False	-0.044276997	-0.0017269677	12	1167	1167	-0.044276997	0.0833333333333333	0.4166666666666667	-0.0561729545011896	0.4991632945122546	0.0317052270779777	0.0325621251071122	0.5927041955033275	75	1.0444147797362277e-07	32	19	6076	6076	-0.0017269677	0.3684210526315789	0.2631578947368421	-0.0007474086387878	0.5018027629833389	0.0082290980908492	0.0046082949308755	0.0075613227912345	76	0.0460563860450621	13	21	7112	7112	-0.0030300138	0.0952380952380952	0.0952380952380952	0.0	0.5	0.0009842519685039	0.0008436445444319	1.0	0	1.0	0	9	3559	3559	-0.013922357	0.3333333333333333	0.6666666666666666	-0.0098873642248547	0.4974665812864678	0.0025288002247822	0.0075864006743467	0.9968465125832204	12	8.757612163650344e-05	28
JAK3	down	False	-0.051545415	-0.0016139075	12	1167	1167	-0.019725362	0.3333333333333333	0.5833333333333334	-0.0099000594653628	0.5076515046380432	0.0505569837189374	0.0342759211653813	0.0320002951113446	99	0.0007123555503856	27	19	6076	6076	-0.0016139075	0.3684210526315789	0.631578947368421	-0.0023901555367431	0.5013502167627866	0.021724818959842	0.0189269256089532	0.1439092994275121	231	0.0009729500654184	10	21	7112	7112	-0.051545415	0.1904761904761904	0.7619047619047619	-0.0123382839534041	0.5042270403418357	0.0323397075365579	0.0233408323959505	0.0006479636854157	396	2.474056858235979e-16	102	9	3559	3559	-0.009364296	0.2222222222222222	0.7777777777777778	-0.0157431190994776	0.4973985671316287	0.0143298679404327	0.0193874683899971	0.9375526870376878	4	2.643917753994086e-06	70
LY9	down	False	-0.04961283	-0.0016124538	12	1167	1167	-0.04961283	0.25	0.5833333333333334	-0.0322957100037891	0.4917625445245537	0.0179948586118251	0.0342759211653813	0.687660840682701	4	0.0001079870380866	45	19	6076	6076	-0.0016124538	0.4210526315789473	0.2631578947368421	0.0002105391815823	0.5004935427312848	0.0034562211981566	0.0024687294272547	0.1477733098502889	33	0.3769024675771905	10	21	7112	7112	-0.032068133	0.238095238095238	0.7142857142857143	-0.0076786459846674	0.4962633656134659	0.0036557930258717	0.0111079865016872	0.8750263657456233	3	1.927079433827401e-12	76	9	3559	3559	-0.028673219	0.2222222222222222	0.7777777777777778	-0.0457021808322459	0.4888071517258818	0.0151728013486934	0.0373700477662264	0.9999677726719564	23	5.876611398901669e-12	132
FLI1	down	False	-0.08049602	-0.0016056716	12	1167	1167	-0.05267115	0.1666666666666666	0.8333333333333334	-0.0442571234722056	0.4827162859821909	0.0128534704370179	0.0471293916023993	0.999996818235402	37	1.1816177587792126e-08	66	19	6076	6076	-0.0016056716	0.2631578947368421	0.3684210526315789	0.0001331079724759	0.500492364437121	0.0055957867017774	0.0046082949308755	0.2169351096612367	59	0.253825208134029	9	21	7112	7112	-0.047020808	0.238095238095238	0.6666666666666666	-0.008938774150259	0.4960167589340281	0.0116704161979752	0.0195444319460067	0.7500175771637488	2	1.0762102259619709e-11	159	9	3559	3559	-0.08049602	0.0	1.0	-0.064578035307655	0.4804688452933376	0.012082045518404	0.0508569822983984	0.9999981380433504	19	3.346260294907262e-28	183
TRAT1	down	False	-0.035172414	-0.0015927705	12	1167	1167	-0.021168107	0.3333333333333333	0.5833333333333334	-0.0125435876990359	0.5003373990097578	0.0171379605826906	0.0162810625535561	0.5	39	0.0082002692104026	22	19	6076	6076	-0.0015927705	0.1578947368421052	0.2631578947368421	0.0	0.5	0.0013166556945358	0.0014812376563528	1.0	0	1.0	0	21	7112	7112	-0.035172414	0.0952380952380952	0.7619047619047619	-0.0109196988120815	0.4953455324640241	0.0037964004499437	0.0130764904386951	0.9990265241951646	10	1.4171707124652324e-14	88	9	3559	3559	-0.0140020335	0.2222222222222222	0.6666666666666666	-0.0192620350410333	0.4964497242762216	0.0095532452936218	0.0165776903624613	0.9844079178279784	6	3.517115904627641e-06	61
STAC	down	False	-0.009070148	-0.0015353048	12	1167	1167	-0.0054671927	0.25	0.4166666666666667	-0.0062179499320985	0.5078189191630155	0.0437017994858611	0.027420736932305	0.0218136907403249	83	0.0044884586739149	26	19	6076	6076	-0.002305194	0.4210526315789473	0.3157894736842105	-0.0027230207157031	0.498011919786284	0.0159644502962475	0.0199144173798551	0.5	1	0.0097820347787089	54	21	7112	7112	-0.0015353048	0.3333333333333333	0.1904761904761904	0.0025236258402454	0.5065876614533842	0.0181383577052868	0.0049212598425196	2.7232555965397082e-14	164	0.1093255607511122	6	9	3559	3559	-0.009070148	0.3333333333333333	0.4444444444444444	-0.0113575637492087	0.4966120029706751	0.0067434672660859	0.0134869345321719	0.5	1	5.354982036107328e-05	55
RGL4	down	False	-0.02797079	-0.0015040335	12	1167	1167	-0.0158202	0.0833333333333333	0.5833333333333334	0.0	0.5	0.0008568980291345	0.0085689802913453	1.0	0	1.0	0	19	6076	6076	-0.0015040335	0.2631578947368421	0.3684210526315789	-0.00030512008662	0.4999995395172233	0.0026333113890717	0.0026333113890717	0.5	29	0.2615430074295208	22	21	7112	7112	-0.02797079	0.0476190476190476	0.8571428571428571	-0.0068126577462843	0.4967542065186171	0.0036557930258717	0.0101237345331833	0.9998785978368104	13	7.573723803132696e-12	77	9	3559	3559	-0.009578449	0.2222222222222222	0.7777777777777778	-0.0106990874686109	0.4973238423521102	0.0047766226468109	0.0101152008991289	0.7500351271603204	2	0.0001864255871548	44
SLC9B2	down	False	-0.015069242	-0.0014950518	12	1167	1167	-0.0016319691	0.4166666666666667	0.3333333333333333	-0.0037416488061547	0.5020394466803095	0.0282776349614395	0.0239931448157669	0.1979148405969816	51	0.0063417752558862	14	19	6076	6076	-0.0014950518	0.3684210526315789	0.3684210526315789	-0.0019337835074079	0.4988368069625862	0.0162936142198815	0.0185977616853192	0.5	29	0.0268921688278798	185	21	7112	7112	-0.015069242	0.238095238095238	0.6666666666666666	-0.0044940373758493	0.500590829944415	0.0496344206974128	0.0480877390326209	0.2379023097255766	289	0.0040466172928341	516	9	3559	3559	-0.0074658915	0.0	0.8888888888888888	-0.0065858857223905	0.4983080146727414	0.0036527114357965	0.0070244450688395	0.9556268795154492	35	0.0001352987554935	17
NAP1L5	down	False	-0.0029171284	-0.0014905522	12	1167	1167	-0.001577688	0.25	0.5	-0.0059316861916417	0.50484033573955	0.0454155955441302	0.0351328191945158	0.1079935995951964	82	0.000957838992519	10	19	6076	6076	-0.0019349915	0.4210526315789473	0.4210526315789473	-0.0011623386527663	0.5016178385176832	0.0332455562870309	0.0299539170506912	0.1257728486073505	224	0.0146228223237753	31	21	7112	7112	-0.0014905522	0.3809523809523809	0.6190476190476191	0.0005764167089561	0.5084580743141078	0.0469628796400449	0.0295275590551181	3.348971028157632e-08	544	0.0052805961748713	23	9	3559	3559	-0.0029171284	0.4444444444444444	0.5555555555555556	-0.0042773785247557	0.5100668054529115	0.0528238269176735	0.0314695139084012	4.378203098908962e-06	300	1.765073219490501e-07	98
SCML4	down	False	-0.02613894	-0.0014632897	12	1167	1167	-0.02613894	0.0	0.5833333333333334	-0.0201037945091854	0.4944140087775142	0.0034275921165381	0.014567266495287	0.9992889269118548	21	0.0006304436621546	18	19	6076	6076	-0.0014632897	0.1052631578947368	0.3157894736842105	0.0	0.5	0.0004937458854509	0.0013166556945358	1.0	0	1.0	0	21	7112	7112	-0.019002436	0.1428571428571428	0.6190476190476191	-0.0043389341960992	0.4981640964557439	0.0039370078740157	0.0075928008998875	0.5	1	1.2037078618208808e-07	43	9	3559	3559	-0.007590113	0.2222222222222222	0.7777777777777778	-0.0113009319641209	0.497182563965477	0.0056195560550716	0.0112391121101432	0.928507322766254	17	0.0005803122415268	36
THEMIS	down	False	-0.030533602	-0.0014614314	12	1167	1167	-0.006752525	0.1666666666666666	0.4166666666666667	-0.0082050569944248	0.4986911561808635	0.0085689802913453	0.0111396743787489	0.7501071581654523	2	0.0543107730473369	10	19	6076	6076	-0.0014614314	0.0526315789473684	0.3157894736842105	0.0	0.5	0.0008229098090849	0.0011520737327188	1.0	0	1.0	0	21	7112	7112	-0.030533602	0.0476190476190476	0.8095238095238095	-0.0139795483577066	0.4949145367040734	0.0046400449943757	0.014763779527559	0.9997569904868664	12	6.8955474725960244e-18	68	9	3559	3559	-0.010271926	0.1111111111111111	0.7777777777777778	-0.0134124048963015	0.4970390750201259	0.0036527114357965	0.0095532452936218	0.9961091019374768	8	5.235282911225623e-06	33
LRRC25	down	False	-0.016508417	-0.0014497957	12	1167	1167	-0.011817501	0.0	0.6666666666666666	-0.0103950203920006	0.4940013466589421	0.0025706940874035	0.014567266495287	0.937660702770004	4	0.0003479227469606	19	19	6076	6076	-0.004520259	0.3684210526315789	0.3684210526315789	-0.0016295619154323	0.5003263062216966	0.0031270572745227	0.0024687294272547	0.3035418344987802	34	0.0077990035812221	7	21	7112	7112	-0.0014497957	0.3809523809523809	0.2857142857142857	0.0005184476329466	0.5017546964303112	0.0175759280089988	0.0140607424071991	0.0380287838760251	116	0.0156085248851554	6	9	3559	3559	-0.016508417	0.0	1.0	-0.0164626126534043	0.4940920844550274	0.0036527114357965	0.015453779151447	0.9454359938888246	10	2.6512600999375915e-09	63
IGSF6	down	False	-0.084157445	-0.0013728105	12	1167	1167	-0.084157445	0.0833333333333333	0.8333333333333334	-0.0795517117128885	0.4856974393654695	0.0282776349614395	0.0556983718937446	0.9688838615113796	5	5.401261597252379e-12	47	19	6076	6076	-0.0013728105	0.5789473684210527	0.3157894736842105	4.028577943731345e-05	0.5017213387935394	0.0082290980908492	0.0047728768926925	0.0068955765474443	74	0.1131751368559626	11	21	7112	7112	-0.001579249	0.2857142857142857	0.4761904761904761	-0.0009816693105323	0.5004170081682	0.0063273340832395	0.0054836895388076	0.1874560524556258	5	0.1009216151823256	50	9	3559	3559	-0.059725337	0.0	1.0	-0.0688608461519228	0.4811299997213117	0.0205113796010115	0.0578814273672379	0.9999804021128528	20	2.5237222495609174e-22	239
LILRB4	down	False	-0.044378534	-0.0013559726	12	1167	1167	-0.044378534	0.0	0.8333333333333334	-0.0343827846445897	0.490407074291664	0.0162810625535561	0.0351328191945158	0.9688838615113796	5	1.2113580452516864e-07	46	19	6076	6076	-0.0059531615	0.3684210526315789	0.5263157894736842	-0.0006378873400736	0.501715352517443	0.010039499670836	0.0065832784726793	0.021510244677058	99	0.0244431961656856	17	21	7112	7112	-0.0013559726	0.238095238095238	0.3809523809523809	-0.000511104946324	0.5006303807250472	0.0035151856017997	0.0022497187851518	0.105181919659153	41	0.083392299878625	19	9	3559	3559	-0.012357359	0.1111111111111111	0.7777777777777778	-0.0183262864436855	0.4933918110325985	0.0039336892385501	0.0171396459679685	0.7500351271603204	2	2.2740539071119492e-09	60
OSCAR	down	False	-0.03519059	-0.0013559513	12	1167	1167	-0.016281636	0.1666666666666666	0.5	-0.0112551310136598	0.4935490337318239	0.0051413881748071	0.0179948586118251	0.937660702770004	4	0.0001295682074689	24	19	6076	6076	-0.0022972096	0.4210526315789473	0.3684210526315789	-0.000673645698067	0.5003257373900313	0.0060895325872284	0.0054312047399605	0.2717388970635027	68	0.1444502214777318	8	21	7112	7112	-0.0013559513	0.3333333333333333	0.238095238095238	-0.0005999555120814	0.5003502532515269	0.0023903262092238	0.0016872890888638	0.2288978173604858	29	0.059137961560958	15	9	3559	3559	-0.03519059	0.0	1.0	-0.0397903284050964	0.4872998270000958	0.0064624894633323	0.0317504917111548	0.9844079178279784	6	6.701904201770782e-21	123
IL7R	down	False	-0.26596153	-0.0013507969	12	1167	1167	-0.26276588	0.0833333333333333	0.9166666666666666	-0.1767473989792295	0.4757215896449711	0.0668380462724935	0.1105398457583547	0.984475331505463	6	3.5176126582595774e-18	89	19	6076	6076	-0.0013507969	0.5789473684210527	0.4210526315789473	0.0026790816676618	0.504666369935177	0.0220539828834759	0.0126728110599078	4.603119830869705e-05	211	0.0677895348264164	29	21	7112	7112	-0.05890688	0.238095238095238	0.7619047619047619	-0.0152664226175968	0.4986091292335646	0.0120922384701912	0.014763779527559	0.9275325610884834	191	3.069358589801633e-09	99	9	3559	3559	-0.26596153	0.0	1.0	-0.2398340631577353	0.4599082807608522	0.0823264962067996	0.1559426805282382	0.9999999991241116	30	1.8011570553530673e-48	416
NDC80	down	False	-0.08645936	-0.0013097994	12	1167	1167	-0.016363075	0.25	0.5	-0.0103047900089144	0.5028816592247973	0.0214224507283633	0.0154241645244215	0.1779442527530262	43	0.0036039245934538	15	19	6076	6076	-0.0013097994	0.2631578947368421	0.5789473684210527	-0.0006420133069448	0.4998930054724856	0.0263331138907175	0.0264976958525345	0.0624691396126548	4	0.0947069568458641	237	21	7112	7112	-0.08645936	0.1428571428571428	0.8571428571428571	-0.0724675641695988	0.4785920451942945	0.1013779527559055	0.139904386951631	0.5	1	3.706918868200645e-30	1163	9	3559	3559	-0.002311928	0.5555555555555556	0.3333333333333333	-0.0010020578719876	0.5029268981653231	0.0112391121101432	0.005338578252318	0.0041856116539989	59	0.0004828981088315	15
DPEP2	down	False	-0.022856407	-0.0012782343	12	1167	1167	-0.014537676	0.0	0.75	-0.0113352066181477	0.4960932939468635	0.0102827763496143	0.0179948586118251	0.9609899194632698	33	0.0031727324603649	24	19	6076	6076	-0.0012782343	0.3157894736842105	0.5263157894736842	-0.0006023291682133	0.5000812887536887	0.0023041474654377	0.0021395655036208	0.5	27	0.1093171296298911	6	21	7112	7112	-0.001702773	0.4285714285714285	0.238095238095238	0.0004270255153575	0.5014750731032074	0.0042182227221597	0.0012654668166479	0.0005244203296307	39	0.2499824228362511	2	9	3559	3559	-0.022856407	0.2222222222222222	0.7777777777777778	-0.0195127597462853	0.4937962643294534	0.005338578252318	0.0177016015734756	0.8750526907404805	3	1.296460866955732e-09	61
HCLS1	down	False	-0.15628515	-0.0012537554	12	1167	1167	-0.077691756	0.1666666666666666	0.8333333333333334	-0.0233995571209939	0.5299301191213087	0.1765209940017137	0.1053984575835475	4.81650784465743e-07	329	1.849901062577405e-07	78	19	6076	6076	-0.0012537554	0.5789473684210527	0.4210526315789473	0.0087800955830972	0.5139421995517823	0.0883805134957208	0.0600724160631994	1.4810118383343016e-09	902	0.0003659433240782	66	21	7112	7112	-0.1367027	0.2857142857142857	0.7142857142857143	-0.0126689317307591	0.5183058430530126	0.1601518560179977	0.1176884139482564	1.1075541573779905e-13	1975	1.5421008846888718e-24	303	9	3559	3559	-0.15628515	0.0	1.0	-0.1413296522662141	0.4613297094907417	0.0578814273672379	0.1323405450969373	0.9998792623761574	13	2.824655529663002e-49	514
MYH11	down	False	-0.013528402	-0.001084834	12	1167	1167	-0.01311037	0.4166666666666667	0.3333333333333333	-0.01661510577602	0.5018881861884485	0.0291345329905741	0.0248500428449014	0.304883264517082	63	0.0007110730881451	21	19	6076	6076	-0.001084834	0.4210526315789473	0.3157894736842105	-0.002909592322814	0.4999121832257718	0.0054312047399605	0.0055957867017774	0.5551761921333419	52	0.0012785503951346	20	21	7112	7112	-0.0039916686	0.4761904761904761	0.4285714285714285	0.0008580976864768	0.5029305339222924	0.014904386951631	0.0089988751406074	0.0007428921830055	170	0.0445691774569767	35	9	3559	3559	-0.013528402	0.3333333333333333	0.6666666666666666	-0.0099027579110792	0.4985717816969054	0.0081483562798538	0.0109581343073897	0.9101419725890948	68	0.000246511407546	35
SLFN11	down	False	-0.04580606	-0.0010455947	12	1167	1167	-0.018850148	0.4166666666666667	0.5833333333333334	0.0081950300141803	0.5287306821627901	0.1053984575835475	0.0454155955441302	2.1917202970674345e-08	176	0.0016684605751922	13	19	6076	6076	-0.0010455947	0.4736842105263157	0.4210526315789473	-0.0053812180455512	0.4942170405931278	0.0618828176431863	0.0735681369321922	0.1093171296298911	6	0.0022063046009607	740	21	7112	7112	-0.006358561	0.3333333333333333	0.6190476190476191	-0.0069643043960816	0.5028867621510753	0.1157199100112486	0.108267716535433	0.0833902296561101	1593	0.0001443728445872	39	9	3559	3559	-0.04580606	0.2222222222222222	0.7777777777777778	-0.0316095650950698	0.4989761560452346	0.0573194717617308	0.0576004495644844	0.5405602033750717	409	3.8257869256666637e-10	232
GCSAM	down	False	-0.024740793	-0.0010421366	12	1167	1167	-0.0010421366	0.0833333333333333	0.25	0.0	0.5	0.001713796058269	0.0042844901456726	1.0	0	1.0	0	19	6076	6076	-0.0020046216	0.1052631578947368	0.2105263157894736	0.0	0.5	0.0006583278472679	0.0006583278472679	1.0	0	1.0	0	21	7112	7112	-0.024740793	0.3809523809523809	0.4285714285714285	-0.0048608759583117	0.4998201284667875	0.0112485939257592	0.0115298087739032	0.5936493052715702	162	5.921413441221474e-09	68	9	3559	3559	-0.005590207	0.1111111111111111	0.4444444444444444	-0.0098330244680837	0.4970476804094207	0.001966844619275	0.0078673784771003	0.9968465125832204	12	0.0001571925519967	33
SPN	down	False	-0.09484229	-0.0010356633	12	1167	1167	-0.04913007	0.1666666666666666	0.75	-0.0318809092497837	0.4924468881090896	0.0222793487574978	0.0368466152527849	0.937660702770004	4	6.418991905089465e-06	45	19	6076	6076	-0.0010356633	0.4736842105263157	0.4210526315789473	-0.0006483013001279	0.5006541970458892	0.0057603686635944	0.0044437129690585	0.1482083040524694	59	0.0728985780914962	12	21	7112	7112	-0.09484229	0.1904761904761904	0.8095238095238095	-0.0241013583159869	0.4914129136293987	0.0089988751406074	0.0260123734533183	0.8750263657456233	3	5.046734933925599e-31	162	9	3559	3559	-0.078863285	0.0	1.0	-0.0686539884529439	0.4791327204454023	0.0179825793762292	0.0592863163810059	0.9375526870376878	4	1.6762557980009523e-28	227
MSR1	down	False	-0.075772434	-0.0010205045	12	1167	1167	-0.041831847	0.0	0.75	-0.0481173025939537	0.4930592728188567	0.0282776349614395	0.0411311053984575	0.965117195532426	81	8.122599648878859e-11	51	19	6076	6076	-0.0010205045	0.5263157894736842	0.2631578947368421	0.0003954857423391	0.5041754682080524	0.0159644502962475	0.0075707702435813	1.0790784582717324e-05	143	0.0261340302555147	22	21	7112	7112	-0.0025963353	0.2857142857142857	0.4761904761904761	-0.0023606948807048	0.5023704964501766	0.0108267716535433	0.0060461192350956	0.0011728359393533	120	0.0009112380930923	14	9	3559	3559	-0.075772434	0.1111111111111111	0.8888888888888888	-0.0720029052911442	0.4820401577991551	0.0289407136836189	0.0643439168305703	0.7462321507132443	9	1.2038226267956671e-20	284
FHL1	down	False	-0.09105962	-0.0010109056	12	1167	1167	-0.027029105	0.1666666666666666	0.75	-0.0361017762406537	0.4864849484796485	0.0282776349614395	0.0548414738646101	0.984475331505463	6	1.0836135620627066e-05	41	19	6076	6076	-0.0010109056	0.2631578947368421	0.3684210526315789	-0.0023472038812966	0.4990050863302275	0.0085582620144832	0.010533245556287	0.8342181654255572	107	0.0021549991489994	22	21	7112	7112	-0.010656497	0.3809523809523809	0.5238095238095238	-0.0207116011840331	0.4964995928078591	0.1593082114735658	0.1631046119235095	0.7384071776555481	2293	8.452434954860193e-09	61	9	3559	3559	-0.09105962	0.0	1.0	-0.0638814513446346	0.4841937551558321	0.0334363585276763	0.0640629390278168	0.9375526870376878	4	2.6559979134696133e-22	236
RGS9	down	False	-0.014451645	-0.0008745729	12	1167	1167	-0.0041639283	0.5	0.4166666666666667	-0.0038712547133261	0.5078651784396526	0.0377035132819194	0.0214224507283633	0.0135693934978589	69	0.0057676415065885	11	19	6076	6076	-0.0008745729	0.1578947368421052	0.2631578947368421	-0.0002446116753953	0.4995065385303817	0.0018104015799868	0.0027978933508887	0.5	1	0.1332935101959728	13	21	7112	7112	-0.014451645	0.4285714285714285	0.5714285714285714	-0.0100763723801575	0.5109223914238645	0.1169853768278965	0.0912542182227221	2.837213761652575e-07	1481	7.213809326182614e-11	101	9	3559	3559	-0.0011349228	0.5555555555555556	0.4444444444444444	0.0057166567707327	0.5072111978062416	0.0278168024726046	0.0132059567294183	8.282205625709203e-06	146	0.1332019665174607	13
CCR7	down	False	-0.14791174	-0.0008661339	12	1167	1167	-0.14791174	0.25	0.75	-0.080341045816435	0.4907631972943463	0.0368466152527849	0.0539845758354755	0.937660702770004	4	3.3710162011879565e-08	70	19	6076	6076	-0.0008661339	0.2105263157894736	0.4210526315789473	-0.0011261338342135	0.4999161921346507	0.0024687294272547	0.0026333113890717	0.6401229967303182	31	0.0156057162269398	6	21	7112	7112	-0.049502373	0.1428571428571428	0.7619047619047619	-0.0104907268343592	0.4966734046988502	0.0063273340832395	0.0129358830146231	0.9961014359540836	8	7.049664222776212e-11	92	9	3559	3559	-0.06691718	0.0	1.0	-0.0756449052836372	0.4831579110251695	0.0289407136836189	0.0618151166057881	0.8907238090206202	6	4.876484927503329e-20	231
SIGLEC7	down	False	-0.009381484	-0.0008081037	12	1167	1167	-0.0071539674	0.0	0.5	0.0	0.5	0.0034275921165381	0.0128534704370179	1.0	0	1.0	0	19	6076	6076	-0.0008081037	0.3684210526315789	0.3684210526315789	-0.0005582220379528	0.5002458436282836	0.0023041474654377	0.0018104015799868	0.3448657196579083	25	0.0351112489757501	8	21	7112	7112	-0.0022988995	0.238095238095238	0.238095238095238	0.0	0.5	0.0014060742407199	0.0012654668166479	1.0	0	1.0	0	9	3559	3559	-0.009381484	0.0	0.8888888888888888	-0.0084846974226107	0.4964888037964135	0.0014048890137679	0.0084293340826074	0.6875527018488587	4	1.0710778564009774e-05	35
LY86	down	False	-0.048853986	-0.0007958905	12	1167	1167	-0.04280612	0.0833333333333333	0.8333333333333334	-0.0552728728859724	0.4849158044451493	0.0291345329905741	0.0582690659811482	0.910578456402612	9	4.996247343524651e-10	78	19	6076	6076	-0.0007958905	0.3684210526315789	0.5789473684210527	-0.0010327920311947	0.5028571872801872	0.0139894667544437	0.0082290980908492	0.0011216476178637	134	0.0072672065943298	25	21	7112	7112	-0.012577317	0.3809523809523809	0.3809523809523809	-0.0029399715411868	0.5002688187774335	0.0064679415073115	0.0059055118110236	0.3742867665978911	88	5.4910666349654783e-05	41	9	3559	3559	-0.048853986	0.0	1.0	-0.0674612338766882	0.4800982214397195	0.022197246417533	0.0615341388030345	0.7500351271603204	2	3.7390703730382463e-23	263
CD70	down	False	-0.028043333	-0.0007722633	12	1167	1167	-0.012373109	0.4166666666666667	0.3333333333333333	0.0024606751423368	0.5097074724885802	0.0342759211653813	0.014567266495287	0.0011870446683543	55	0.04569374279674	13	19	6076	6076	-0.0007722633	0.4210526315789473	0.4210526315789473	-0.0010235610748326	0.4997493348461727	0.01036866359447	0.010862409479921	0.4084979088548106	75	0.0259902359158565	27	21	7112	7112	-0.016305927	0.0952380952380952	0.7619047619047619	-0.0064899252795225	0.4989240922359396	0.0068897637795275	0.0089988751406074	0.9348061225836888	113	1.003283874059517e-07	50	9	3559	3559	-0.028043333	0.1111111111111111	0.8888888888888888	-0.028171697782541	0.4934867071604181	0.0084293340826074	0.0213543130092722	0.9995154826385538	11	5.4221684968505806e-12	74
SKAP1	down	False	-0.10624369	-0.0007410065	12	1167	1167	-0.02209811	0.4166666666666667	0.5833333333333334	-0.0112414164325506	0.529834296333989	0.1096829477292202	0.0462724935732647	5.745634304150894e-09	182	5.595177080030112e-06	36	19	6076	6076	-0.0007410065	0.4210526315789473	0.4736842105263157	0.0038605360247466	0.5044941358331011	0.1150427913100724	0.1054970375246873	0.0308545577583985	1270	0.1249691383425232	3	21	7112	7112	-0.05422289	0.1428571428571428	0.8095238095238095	-0.019356333959361	0.5060918581658592	0.0981439820022497	0.0821147356580427	0.0004658465471438	1282	4.7764669567161714e-21	208	9	3559	3559	-0.10624369	0.0	1.0	-0.0867656583903893	0.4739295389145572	0.0199494239955043	0.0716493397021635	0.9805279979098872	9	2.981264673153916e-37	279
MAL	down	False	-0.00904369	-0.00074061827	12	1167	1167	-0.0081733735	0.3333333333333333	0.3333333333333333	0.0006304913396924	0.5067586271715243	0.0248500428449014	0.0111396743787489	0.0092253943300202	42	0.0349219927435892	8	19	6076	6076	-0.00074061827	0.3157894736842105	0.3684210526315789	0.00157038569667	0.5010932131989749	0.0329163923633969	0.0307768268597761	0.0262082628608305	279	0.1444502214777318	8	21	7112	7112	-0.0075291195	0.3809523809523809	0.6190476190476191	0.0315651215961272	0.5135591760341683	0.0497750281214848	0.0224971878515185	7.442169538162788e-19	512	0.8666876414509779	13	9	3559	3559	-0.00904369	0.2222222222222222	0.7777777777777778	-0.010143007535874	0.4981395385190251	0.0123630233211576	0.0160157347569542	0.9116104319166828	94	0.0014036887755003	42
HK3	down	False	-0.014258108	-0.0007135	12	1167	1167	-0.008519721	0.0833333333333333	0.5	0.0	0.5	0.0034275921165381	0.0068551842330762	1.0	0	1.0	0	19	6076	6076	-0.0007135	0.1578947368421052	0.2631578947368421	0.0	0.5	0.0004937458854509	0.0009874917709019	1.0	0	1.0	0	21	7112	7112	-0.004115639	0.1428571428571428	0.1904761904761904	0.0	0.5	0.0009842519685039	0.0008436445444319	1.0	0	1.0	0	9	3559	3559	-0.014258108	0.0	0.8888888888888888	-0.0143107287764859	0.4953591293430274	0.0044956448440573	0.0137679123349255	0.937592208786731	7	1.4537445229272257e-06	60
POMC	down	False	-0.02134772	-0.00070985133	12	1167	1167	-0.017365573	0.0833333333333333	0.4166666666666667	0.0	0.5	0.0025706940874035	0.0128534704370179	1.0	0	1.0	0	19	6076	6076	-0.00070985133	0.3684210526315789	0.3157894736842105	-0.0011239049800643	0.4998354315817941	0.0077353522053982	0.0080645161290322	0.2753705699097222	45	0.0460563860450621	13	21	7112	7112	-0.005593517	0.3809523809523809	0.5238095238095238	-0.001683204801354	0.5017245168418908	0.03107424071991	0.0274184476940382	0.1067164980774446	416	0.0143350784128881	112	9	3559	3559	-0.02134772	0.0	1.0	-0.0234799672972236	0.4927925917229892	0.0098342230963753	0.024164091036808	0.6875527018488587	4	2.172982079943001e-09	82
ZNF831	down	False	-0.022916231	-0.0007017045	12	1167	1167	-0.009029935	0.1666666666666666	0.25	0.0	0.5	0.0068551842330762	0.0059982862039417	1.0	0	1.0	0	19	6076	6076	-0.0007017045	0.0526315789473684	0.1578947368421052	0.0	0.5	0.0001645819618169	0.0004937458854509	1.0	0	1.0	0	21	7112	7112	-0.022916231	0.0952380952380952	0.7619047619047619	-0.0049376903950257	0.49731977971609	0.0033745781777277	0.0087176602924634	0.9921990309583686	7	1.319448166408167e-09	47	9	3559	3559	-0.016051866	0.0	1.0	-0.0139565723939968	0.497307657904354	0.0075864006743467	0.0129249789266647	0.9825154454828752	15	1.5451635076270992e-05	55
