gene	chrom	start
ALDH3B2	11	67662155
UNC93B1	11	67991100
ALDH3B1	11	68008578
NDUFS8	11	68030617
TCIRG1	11	68039025
CHKA	11	68052859
KMT5B	11	68154863
C11orf24	11	68261338
LRP5	11	68312591
PPP6R3	11	68460731
TESMIN	11	68707440
CPT1A	11	68754620
MRPL21	11	68891276
IGHMBP2	11	68903863
TPCN2	11	69048932
MYEOV	11	69294151
CCND1	11	69641156
LTO1	11	69653076
FGF4	11	69771022
ANO1	11	69985907
FADD	11	70203296
PPFIA1	11	70270690
CTTN	11	70398404
SHANK2	11	70467854
DHCR7	11	71428193
NADSYN1	11	71453109
KRTAP5-8	11	71538025
KRTAP5-10	11	71565563
RNF121	11	71929018
IL18BP	11	71998613
NUMA1	11	72002864
LRTOMT	11	72080331
LAMTOR1	11	72085895
ANAPC15	11	72106378
FOLR3	11	72114869
FOLR1	11	72189558
FOLR2	11	72216601
INPPL1	11	72223701
CLPB	11	72285495
PDE2A	11	72576141
ARAP1	11	72685069
STARD10	11	72754729
ATG16L2	11	72814406
FCHSD2	11	72836745
P2RY2	11	73218281
P2RY6	11	73264498
ARHGEF17	11	73308276
RELT	11	73376399
FAM168A	11	73400487
PLEKHB1	11	73646178
RAB6A	11	73675638
MRPL48	11	73787872
COA4	11	73872667
PAAF1	11	73876699
DNAJB13	11	73951026
UCP2	11	73974672
UCP3	11	74000277
C2CD3	11	74012718
PPME1	11	74171267
P4HA3	11	74235801
PGM2L1	11	74330316
KCNE3	11	74454841
LIPT2	11	74490519
POLD3	11	74493851
CHRDL2	11	74696429
RNF169	11	74748849
XRRA1	11	74807739
SPCS2	11	74949261
NEU3	11	74988279
SLCO2B1	11	75100563
TPBGL	11	75240774
ARRB1	11	75260122
RPS3	11	75399515
KLHL35	11	75422394
GDPD5	11	75434640
SERPINH1	11	75562056
MAP6	11	75586918
MOGAT2	11	75717838
DGAT2	11	75759512
UVRAG	11	75815210
THAP12	11	76349898
GVQW3	11	76381303
EMSY	11	76444923
LRRC32	11	76657524
TSKU	11	76782251
ACER3	11	76860859
CAPN5	11	77066961
MYO7A	11	77128246
PAK1	11	77322017
CLNS1A	11	77514936
AQP11	11	77589391
RSF1	11	77660009
AAMDC	11	77821109
INTS4	11	77874418
KCTD14	11	78015715
NDUFC2	11	78068297
ALG8	11	78095244
KCTD21	11	78171249
USP35	11	78188812
GAB2	11	78215293
NARS2	11	78435620
TENM4	11	78652829
FAM181B	11	82729940
PRCP	11	82822936
DDIAS	11	82899975
RAB30	11	82973133
PCF11	11	83156988
ANKRD42	11	83193712
CCDC90B	11	83259081
DLG2	11	83455012
TMEM126B	11	85628573
TMEM126A	11	85647967
CREBZF	11	85657742
CCDC89	11	85683848
SYTL2	11	85694224
PICALM	11	85957175
EED	11	86201212
HIKESHI	11	86302211
CCDC81	11	86374736
ME3	11	86441108
PRSS23	11	86791059
FZD4	11	86945679
TMEM135	11	87037844
RAB38	11	88113251
CTSC	11	88265069
NOX4	11	89324353
NAALAD2	11	90131515
CHORDC1	11	90200429
FAT3	11	92224818
SLC36A4	11	93144174
DEUP1	11	93329971
SMCO4	11	93478472
CEP295	11	93661682
TAF1D	11	93729948
C11orf54	11	93741591
MED17	11	93784227
VSTM5	11	93818232
HEPHL1	11	94021354
PANX1	11	94128841
GPR83	11	94377316
MRE11	11	94415570
ANKRD49	11	94493979
PIWIL4	11	94543840
FUT4	11	94543921
AMOTL1	11	94706431
CWC15	11	94962620
KDM4D	11	94973709
SRSF8	11	95066919
ENDOD1	11	95089846
SESN3	11	95165513
FAM76B	11	95768953
CEP57	11	95789965
MTMR2	11	95821766
MAML2	11	95976598
CCDC82	11	96349241
JRKL	11	96389989
CNTN5	11	99020949
ARHGAP42	11	100687288
PGR	11	101029624
TRPC6	11	101451564
CEP126	11	101915010
CFAP300	11	102047437
YAP1	11	102110447
BIRC3	11	102317484
BIRC2	11	102347211
TMEM123	11	102396332
MMP7	11	102520508
MMP8	11	102711796
MMP10	11	102770502
MMP1	11	102789401
MMP12	11	102862736
MMP13	11	102942995
DCUN1D5	11	103050686
DYNC2H1	11	103109410
PDGFD	11	103907189
CASP12	11	104885718
CASP4	11	104942866
CASP5	11	104994235
CASP1	11	105025397
CARD16	11	105041326
GRIA4	11	105609535
MSANTD4	11	105995623
KBTBD3	11	106051098
AASDHPPT	11	106075501
GUCY1A2	11	106674019
CWF19L2	11	107326360
ALKBH8	11	107502727
ELMOD1	11	107591091
SLC35F2	11	107790991
RAB39A	11	107928448
CUL5	11	108008898
ACAT1	11	108116695
NPAT	11	108157215
ATM	11	108223044
C11orf65	11	108308519
EXPH5	11	108505435
DDX10	11	108665058
RDX	11	109864295
ZC3H12C	11	110093392
FDX1	11	110429948
ARHGAP20	11	110577042
POU2AF1	11	111352255
LAYN	11	111540280
SIK2	11	111602449
PPP2R1B	11	111726908
ALG9	11	111782195
FDXACB1	11	111874056
CRYAB	11	111908564
DIXDC1	11	111927144
DLAT	11	112025408
PIH1D2	11	112063218
NKAPD1	11	112074086
TIMM8B	11	112084800
SDHD	11	112086824
IL18	11	112143253
TEX12	11	112167372
BCO2	11	112175510
PTS	11	112226367
NCAM1	11	112961275
TTC12	11	113314579
ANKK1	11	113387779
DRD2	11	113409605
TMPRSS5	11	113687547
ZW10	11	113733187
USP28	11	113797874
HTR3A	11	113975075
ZBTB16	11	114059041
NNMT	11	114257787
C11orf71	11	114391443
RBM7	11	114400030
REXO2	11	114439435
CADM1	11	115169218
BUD13	11	116748170
ZPR1	11	116773799
APOA1	11	116835751
SIK3	11	116843402
PAFAH1B2	11	117144284
SIDT2	11	117178736
TAGLN	11	117199370
PCSK7	11	117204337
RNF214	11	117232625
BACE1	11	117285232
CEP164	11	117314557
DSCAML1	11	117427772
FXYD2	11	117800844
FXYD6	11	117836976
TMPRSS13	11	117900641
IL10RA	11	117986370
SMIM35	11	118003634
TMPRSS4	11	118077012
SCN4B	11	118133377
SCN2B	11	118162806
JAML	11	118193725
MPZL3	11	118226690
MPZL2	11	118253416
CD3E	11	118304730
CD3D	11	118339075
CD3G	11	118344344
UBE4A	11	118359600
ATP5MG	11	118401346
KMT2A	11	118436456
TMEM25	11	118531041
IFT46	11	118544528
ARCN1	11	118572390
PHLDB1	11	118606440
DDX6	11	118747763
CXCR5	11	118883892
BCL9L	11	118893875
UPK2	11	118925164
RPS25	11	119015712
TRAPPC4	11	119018763
SLC37A4	11	119023751
HYOU1	11	119044188
VPS11	11	119067818
HMBS	11	119084866
DPAGT1	11	119096025
C2CD2L	11	119102198
HINFP	11	119121580
ABCG4	11	119149052
NLRX1	11	119166568
CCDC153	11	119190250
CBL	11	119206298
MCAM	11	119308529
RNF26	11	119334527
USP2	11	119355215
THY1	11	119415476
NECTIN1	11	119623408
TRIM29	11	120111286
OAF	11	120211032
POU2F3	11	120236640
ARHGEF12	11	120336413
GRIK4	11	120511746
TBCEL	11	121024072
TECTA	11	121101243
SC5D	11	121292681
SORL1	11	121452314
UBASH3B	11	122655722
CRTAM	11	122838500
JHY	11	122882683
HSPA8	11	123057489
CLMP	11	123069872
GRAMD1B	11	123358428
SCN3B	11	123629187
ZNF202	11	123723914
OR8D4	11	123902167
VWA5A	11	124115404
OR8D1	11	124302831
OR8A1	11	124566660
TBRG1	11	124622836
SIAE	11	124633113
SPA17	11	124673844
NRGN	11	124739942
VSIG2	11	124747474
ESAM	11	124752583
MSANTD2	11	124766498
ROBO3	11	124865432
ROBO4	11	124883691
HEPN1	11	124919250
CCDC15	11	124954121
SLC37A2	11	125063302
TMEM218	11	125094389
PKNOX2	11	125164687
FEZ1	11	125442881
EI24	11	125569280
STT3A	11	125591712
CHEK1	11	125625163
HYLS1	11	125883614
PUS3	11	125893485
DDX25	11	125903348
VSIG10L2	11	125946044
CDON	11	125955796
RPUSD4	11	126202096
FAM118B	11	126211724
SRPRA	11	126262938
FOXRED1	11	126269024
TIRAP	11	126282497
DCPS	11	126304060
ST3GAL4	11	126355640
KIRREL3	11	126423358
ETS1	11	128458761
FLI1	11	128686535
KCNJ1	11	128836315
KCNJ5	11	128891356
TP53AIP1	11	128934731
ARHGAP32	11	128965060
BARX2	11	129375848
TMEM45B	11	129815848
NFRKB	11	129863636
PRDM10	11	129899706
APLP2	11	130068147
ST14	11	130159782
ZBTB44	11	130226677
ADAMTS8	11	130404923
ADAMTS15	11	130448645
SNX19	11	130866250
NTM	11	131370478
IGSF9B	11	133896438
JAM3	11	134069071
NCAPD3	11	134150113
VPS26B	11	134224671
THYN1	11	134248279
ACAD8	11	134253548
GLB1L3	11	134274245
GLB1L2	11	134331988
B3GAT1	11	134378504
IQSEC3	12	66767
SLC6A12	12	190077
SLC6A13	12	220621
KDM5A	12	280057
CCDC77	12	389273
B4GALNT3	12	459939
NINJ2	12	564296
WNK1	12	752579
RAD52	12	911736
ERC1	12	990509
WNT5B	12	1529891
FBXL14	12	1565993
ADIPOR2	12	1688574
CACNA2D4	12	1791963
DCP1B	12	1946053
CACNA1C	12	1970772
FKBP4	12	2794970
ITFG2	12	2812622
FOXM1	12	2857680
RHNO1	12	2876258
TULP3	12	2877223
TEAD4	12	2959330
TSPAN9	12	3077355
PRMT8	12	3381349
CRACR2A	12	3606633
PARP11	12	3791047
CCND2	12	4269771
TIGAR	12	4307763
FGF23	12	4368227
C12orf4	12	4487735
RAD51AP1	12	4538798
DYRK4	12	4562208
AKAP3	12	4615508
NDUFA9	12	4649095
GALNT8	12	4720400
KCNA1	12	4909905
KCNA5	12	5043879
NTF3	12	5432108
VWF	12	5948877
CD9	12	6199715
PLEKHG6	12	6310436
TNFRSF1A	12	6328757
SCNN1A	12	6346843
LTBR	12	6375045
CD27	12	6444955
TAPBPL	12	6451690
VAMP1	12	6462237
MRPL51	12	6491886
NCAPD2	12	6493356
GAPDH	12	6534512
IFFO1	12	6538961
NOP2	12	6556863
CHD4	12	6570082
LPAR5	12	6618835
ACRBP	12	6638075
ING4	12	6650301
ZNF384	12	6666477
PIANP	12	6693791
COPS7A	12	6724014
MLF2	12	6747996
PTMS	12	6765516
LAG3	12	6772512
CD4	12	6786858
GPR162	12	6821624
P3H3	12	6828407
GNB3	12	6839954
CDCA3	12	6844793
USP5	12	6852148
TPI1	12	6867119
SPSB2	12	6870935
LRRC23	12	6873569
ENO2	12	6913745
ATN1	12	6924463
C12orf57	12	6942978
PTPN6	12	6946468
PHB2	12	6965327
EMG1	12	6970913
LPCAT3	12	6976185
C1S	12	6988259
C1R	12	7080214
C1RL	12	7089587
RBP5	12	7115736
CLSTN3	12	7129698
PEX5	12	7188685
CD163L1	12	7346685
CD163	12	7470811
CLEC4C	12	7729383
NANOG	12	7787794
SLC2A14	12	7812512
SLC2A3	12	7919230
FOXJ2	12	8032716
C3AR1	12	8056844
NECAP1	12	8076939
CLEC4A	12	8123617
FAM90A1	12	8221260
CLEC4D	12	8509475
CLEC4E	12	8533305
AICDA	12	8602155
MFAP5	12	8637346
RIMKLB	12	8681600
A2ML1	12	8822621
PHC1	12	8913896
M6PR	12	8940361
KLRG1	12	8950044
A2M	12	9067664
PZP	12	9148840
KLRB1	12	9594551
CLEC2D	12	9664969
CD69	12	9752486
KLRF1	12	9827481
CLEC2B	12	9852369
CLEC12A	12	9951316
CLEC1B	12	9985642
CLEC12B	12	10010627
CLEC9A	12	10030678
CLEC1A	12	10069554
CLEC7A	12	10116777
OLR1	12	10158301
TMEM52B	12	10170542
GABARAPL1	12	10212458
KLRD1	12	10226058
KLRC4-KLRK1	12	10372353
KLRK1	12	10372353
KLRC2	12	10426854
KLRC1	12	10442264
EIF2S3B	12	10505602
MAGOHB	12	10604193
STYK1	12	10618923
YBX3	12	10699089
PRR4	12	10845849
TAS2R14	12	10937408
TAS2R31	12	11030387
TAS2R30	12	11132958
SMIM10L1	12	11171194
ETV6	12	11649674
BCL2L14	12	12049844
LRP6	12	12116025
MANSC1	12	12326056
BORCS5	12	12357078
DUSP16	12	12473282
CREBL2	12	12611827
GPR19	12	12660890
CDKN1B	12	12685498
APOLD1	12	12725917
DDX47	12	12813316
GPRC5A	12	12891559
HEBP1	12	12974870
FAM234B	12	13044381
EMP1	12	13196723
GRIN2B	12	13437942
ATF7IP	12	14365676
PLBD1	12	14503661
GUCY2C	12	14612632
WBP11	12	14784582
C12orf60	12	14803666
ART4	12	14825569
MGP	12	14880864
ERP27	12	14914039
ARHGDIB	12	14942031
PDE6H	12	14973042
RERG	12	15107783
PTPRO	12	15322257
EPS8	12	15620134
STRAP	12	15882387
DERA	12	15911302
MGST1	12	16347142
LMO3	12	16548372
PIK3C2G	12	18242961
PLEKHA5	12	19129669
AEBP2	12	19404045
PDE3A	12	20368537
SLCO1C1	12	20695332
SLCO1B1	12	21131194
SLCO1A2	12	21264600
PYROXD1	12	21437615
RECQL	12	21468910
GOLT1B	12	21501781
SPX	12	21526296
LDHB	12	21635342
KCNJ8	12	21764955
ABCC9	12	21797389
CMAS	12	22046218
ST8SIA1	12	22063773
C2CD5	12	22448583
ETNK1	12	22625075
SOX5	12	23529504
BCAT1	12	24810024
ETFRF1	12	25195216
KRAS	12	25205246
RASSF8	12	25958232
BHLHE41	12	26120030
SSPN	12	26121991
ITPR2	12	26335352
INTS13	12	26905181
FGFR1OP2	12	26938470
TM7SF3	12	26971579
MED21	12	27022546
STK38L	12	27243968
SMCO2	12	27446736
PPFIBP1	12	27523431
REP15	12	27696447
MRPS35	12	27710822
KLHL42	12	27780048
PTHLH	12	27958084
CCDC91	12	28133249
FAR2	12	29149016
ERGIC2	12	29337352
TMTC1	12	29500840
IPO8	12	30628988
CAPRIN2	12	30709552
TSPAN11	12	30926428
DDX11	12	31073860
SINHCAF	12	31280584
DENND5B	12	31382226
ETFBKMT	12	31647160
AMN1	12	31671142
BICD1	12	32106835
FGD4	12	32399558
DNM1L	12	32679200
YARS2	12	32727490
PKP2	12	32790745
SYT10	12	33374238
ALG10	12	34022468
ALG10B	12	38316762
CPNE8	12	38646822
KIF21A	12	39293228
ABCD2	12	39550033
SLC2A13	12	39755025
LRRK2	12	40196744
MUC19	12	40393395
CNTN1	12	40692439
PDZRN4	12	41188320
GXYLT1	12	42081845
YAF2	12	42157104
PPHLN1	12	42238447
ZCRB1	12	42312086
PRICKLE1	12	42456757
PUS7L	12	43718992
IRAK4	12	43758944
TWF1	12	43793723
TMEM117	12	43835967
NELL2	12	44508275
ANO6	12	45215987
ARID2	12	45729706
SCAF11	12	45919131
SLC38A1	12	46183063
SLC38A2	12	46358188
SLC38A4	12	46764761
AMIGO2	12	47075707
PCED1B	12	47079603
RPAP3	12	47661249
RAPGEF3	12	47734363
SLC48A1	12	47753916
HDAC7	12	47782722
VDR	12	47841537
TMEM106C	12	47963569
COL2A1	12	47972967
SENP1	12	48039784
PFKM	12	48105139
ASB8	12	48147789
CCDC184	12	48183644
ZNF641	12	48337180
ANP32D	12	48472559
C12orf54	12	48482498
KANSL2	12	48653211
CCNT1	12	48688458
ADCY6	12	48766194
CACNB3	12	48813794
DDX23	12	48829756
RND1	12	48857145
CCDC65	12	48904110
FKBP11	12	48921518
ARF3	12	48935723
WNT10B	12	48965340
DDN	12	48995149
PRKAG1	12	49002274
KMT2D	12	49018975
RHEBL1	12	49064676
LMBR1L	12	49097136
TUBA1B	12	49127782
TUBA1A	12	49184686
TUBA1C	12	49188736
PRPH	12	49295147
TROAP	12	49323236
DNAJC22	12	49346888
SPATS2	12	49366584
KCNH3	12	49539030
MCRS1	12	49556544
PRPF40B	12	49568218
FAM186B	12	49582885
FMNL3	12	49636499
TMBIM6	12	49707725
NCKAP5L	12	49791146
BCDIN3D	12	49836043
FAIM2	12	49866896
AQP2	12	49950737
AQP5	12	49961872
AQP6	12	49967194
RACGAP1	12	49976923
ASIC1	12	50057548
SMARCD1	12	50085200
GPD1	12	50103982
COX14	12	50112082
CERS5	12	50129289
LIMA1	12	50175788
FAM186A	12	50326230
LARP4	12	50392383
DIP2B	12	50504985
ATF1	12	50763710
METTL7A	12	50923472
SLC11A2	12	50979401
LETMD1	12	51047962
CSRNP2	12	51061205
TFCP2	12	51093656
POU6F1	12	51186936
DAZAP2	12	51238724
SMAGP	12	51244558
BIN2	12	51281038
CELA1	12	51328442
GALNT6	12	51351247
SLC4A8	12	51391317
SCN8A	12	51590266
FIGNL2	12	51817899
ACVRL1	12	51906908
ACVR1B	12	51951699
NR4A1	12	52022832
ATG101	12	52069246
KRT80	12	52168996
KRT7	12	52232520
KRT86	12	52249300
KRT81	12	52285913
KRT5	12	52514575
KRT72	12	52585589
KRT1	12	52674736
KRT4	12	52806549
KRT8	12	52897187
KRT18	12	52948871
EIF4B	12	53006282
TNS2	12	53046969
SPRYD3	12	53064316
IGFBP6	12	53097436
CSAD	12	53157663
ZNF740	12	53180704
ITGB7	12	53191323
RARG	12	53210567
MFSD5	12	53251251
ESPL1	12	53268299
PFDN5	12	53295291
AAAS	12	53307456
SP7	12	53326575
SP1	12	53380176
AMHR2	12	53423855
PRR13	12	53441678
PCBP2	12	53452102
MAP3K12	12	53479669
TARBP2	12	53500921
ATF7	12	53507856
ATP5MC2	12	53632726
CALCOCO1	12	53708517
HOXC10	12	53985065
HOXC8	12	54008985
HOXC4	12	54016931
SMUG1	12	54121277
CBX5	12	54230942
HNRNPA1	12	54280193
NFE2	12	54292111
COPZ1	12	54301202
GPR84	12	54362445
ZNF385A	12	54369133
ITGA5	12	54395261
GTSF1	12	54455950
NCKAP1L	12	54497752
PDE1B	12	54549601
PPP1R1A	12	54575387
DCD	12	54644589
TESPA1	12	54948015
METTL7B	12	55681736
ITGA7	12	55684568
BLOC1S1	12	55716038
RDH5	12	55720367
CD63	12	55725323
GDF11	12	55743122
SARNP	12	55752463
ORMDL2	12	55818041
DNAJC14	12	55820960
MMP19	12	55835433
PYM1	12	55901413
DGKA	12	55927319
PMEL	12	55954105
CDK2	12	55966781
RAB5B	12	55973913
SUOX	12	55997180
IKZF4	12	56007659
RPS26	12	56041351
ERBB3	12	56076799
PA2G4	12	56104537
RPL41	12	56116590
ESYT1	12	56118250
ZC3H10	12	56118260
MYL6B	12	56152256
MYL6	12	56158346
SMARCC2	12	56162359
RNF41	12	56202179
NABP2	12	56222015
SLC39A5	12	56230049
ANKRD52	12	56237807
COQ10A	12	56266890
CS	12	56271699
CNPY2	12	56309842
PAN2	12	56316223
IL23A	12	56334174
STAT2	12	56341597
TIMELESS	12	56416363
SPRYD4	12	56468578
GLS2	12	56470944
RBMS2	12	56521820
BAZ2A	12	56595596
ATP5F1B	12	56638175
PTGES3	12	56663341
NACA	12	56712305
PRIM1	12	56730438
HSD17B6	12	56752161
RDH16	12	56951431
ZBTB39	12	56998836
MYO1A	12	57028517
NEMP1	12	57055643
NAB2	12	57089043
STAT6	12	57095408
LRP1	12	57128483
NXPH4	12	57216794
SHMT2	12	57229573
NDUFA4L2	12	57234903
STAC3	12	57243453
R3HDM2	12	57253762
GLI1	12	57459785
ARHGAP9	12	57472264
DDIT3	12	57516588
MBD6	12	57520710
DCTN2	12	57529633
KIF5A	12	57546026
PIP4K2C	12	57591174
DTX3	12	57604622
ARHGEF25	12	57610180
B4GALNT1	12	57623409
OS9	12	57693841
AGAP2	12	57723761
TSPAN31	12	57738013
CDK4	12	57747727
CYP27B1	12	57762334
METTL1	12	57768471
EEF1AKMT3	12	57771492
TSFM	12	57782761
AVIL	12	57797376
CTDSP2	12	57819927
ATP23	12	57906039
LRIG3	12	58872149
SLC16A7	12	59596029
USP15	12	62260338
MON2	12	62466817
PPM1H	12	62643994
DPY19L2	12	63558913
RXYLT1	12	63779833
SRGAP1	12	63843761
XPOT	12	64404392
TBK1	12	64452090
RASSF3	12	64507001
GNS	12	64713445
TBC1D30	12	64759484
LEMD3	12	65169583
MSRB3	12	65278643
HMGA2	12	65824460
LLPH	12	66116555
TMBIM4	12	66135846
IRAK3	12	66189195
HELB	12	66302493
GRIP1	12	66347431
CAND1	12	67269358
DYRK2	12	67648338
IFNG	12	68154768
IL26	12	68201349
MDM1	12	68272443
RAP1B	12	68610855
NUP107	12	68686951
SLC35E3	12	68746125
MDM2	12	68808177
CPM	12	68842197
CPSF6	12	69239569
LYZ	12	69348381
YEATS4	12	69359710
FRS2	12	69470349
CCT2	12	69585426
RAB3IP	12	69738860
MYRFL	12	69825227
CNOT2	12	70243002
KCNMB4	12	70366290
PTPRB	12	70515870
PTPRR	12	70638073
LGR5	12	71439798
ZFC3H1	12	71609599
THAP2	12	71664301
TMEM19	12	71686082
RAB21	12	71754863
TBC1D15	12	71839707
TRHDE	12	72087266
ATXN7L3B	12	74537835
CAPS2	12	75275979
GLIPR1L2	12	75391089
GLIPR1	12	75480753
KRR1	12	75490863
PHLDA1	12	76025447
NAP1L1	12	76036585
BBS10	12	76344474
OSBPL8	12	76351797
ZDHHC17	12	76764103
CSRP2	12	76858709
E2F7	12	77021248
NAV3	12	77324641
SYT1	12	78863993
PAWR	12	79574979
PPP1R12A	12	79773563
OTOGL	12	80099537
PTPRQ	12	80402178
LIN7A	12	80792520
ACSS3	12	80936414
PPFIA2	12	81257975
CCDC59	12	82223681
METTL25	12	82358528
TMTC2	12	82686880
SLC6A15	12	84859491
TSPAN19	12	85014311
LRRIQ1	12	85036314
RASSF9	12	85800703
NTS	12	85874295
MGAT4C	12	85955666
C12orf50	12	87980035
C12orf29	12	88033846
CEP290	12	88049016
TMTC3	12	88142296
KITLG	12	88492793
DUSP6	12	89347235
POC1B	12	89419718
ATP2B1	12	89588049
LUM	12	91102629
DCN	12	91140484
BTG1	12	92140278
PLEKHG7	12	92702843
EEA1	12	92770637
NUDT4	12	93377883
UBE2N	12	93405673
MRPL42	12	93467514
SOCS2	12	93569814
CRADD	12	93677375
PLXNC1	12	94148577
CEP83	12	94306449
TMCC3	12	94567122
NDUFA12	12	94895297
NR2C1	12	95020229
FGD6	12	95076749
VEZT	12	95217746
METAP2	12	95473520
USP44	12	95516560
NTN4	12	95657807
SNRPF	12	95858952
CCDC38	12	95867048
AMDHD1	12	95943331
HAL	12	95972662
LTA4H	12	96000753
ELK3	12	96194375
CDK17	12	96278261
CFAP54	12	96489571
NEDD1	12	96907224
TMPO	12	98515579
SLC25A3	12	98593591
IKBIP	12	98613405
APAF1	12	98645290
ANKS1B	12	98726457
ACTR6	12	100199122
DEPDC4	12	100203669
SCYL2	12	100267140
GAS2L3	12	100573683
SLC5A8	12	101155493
UTP20	12	101280105
ARL1	12	101393116
MYBPC1	12	101568353
CHPT1	12	101696947
SYCP3	12	101728648
GNPTAB	12	101745499
DRAM1	12	101877580
WASHC3	12	102012840
NUP37	12	102073103
PARPBP	12	102120183
IGF1	12	102395874
PAH	12	102836889
C12orf42	12	103237591
STAB2	12	103587273
NT5DC3	12	103770453
HSP90B1	12	103930107
TDG	12	103965822
GLT8D2	12	103988987
HCFC2	12	104064531
NFYB	12	104117086
TXNRD1	12	104215779
EID3	12	104303739
CHST11	12	104455295
SLC41A2	12	104801801
ALDH1L2	12	105019784
WASHC4	12	105107324
APPL2	12	105173297
C12orf75	12	105235290
NUAK1	12	106063345
CKAP4	12	106237881
TCP11L2	12	106301929
POLR3B	12	106357748
RFX4	12	106583004
RIC8B	12	106774621
TMEM263	12	106955719
MTERF2	12	106977277
CRY1	12	106991364
PWP1	12	107685799
PRDM4	12	107732871
WSCD2	12	108129288
CMKLR1	12	108288044
FICD	12	108515277
SART3	12	108522214
ISCU	12	108562582
TMEM119	12	108589851
SELPLG	12	108621895
CORO1C	12	108645109
SSH1	12	108778191
DAO	12	108858932
SVOP	12	108907741
USP30	12	109023089
ALKBH2	12	109088188
UNG	12	109097597
ACACB	12	109116587
MYO1H	12	109347900
KCTD10	12	109448655
UBE3B	12	109477402
MMAB	12	109553715
MVK	12	109573255
FAM222A	12	109713825
TRPV4	12	109783087
GLTP	12	109850945
TCHP	12	109900264
GIT2	12	109929804
ANKRD13A	12	109999186
C12orf76	12	110027028
IFT81	12	110124335
ATP2A2	12	110280756
ANAPC7	12	110372900
ARPC3	12	110434823
GPN3	12	110452486
FAM216A	12	110468415
VPS29	12	110491083
RAD9B	12	110501655
PPTC7	12	110533245
TCTN1	12	110614027
HVCN1	12	110627841
PPP1CC	12	110719680
CUX2	12	111034165
PHETA1	12	111360651
SH2B3	12	111405923
ATXN2	12	111443485
BRAP	12	111642146
ACAD10	12	111686053
ALDH2	12	111766887
MAPKAPK5	12	111842013
TMEM116	12	111931282
ERP29	12	112013348
NAA25	12	112026689
TRAFD1	12	112125538
HECTD4	12	112160188
RPL6	12	112405189
PTPN11	12	112418351
RPH3A	12	112570380
OAS1	12	112905856
OAS3	12	112938051
OAS2	12	112978395
DTX1	12	113056730
RASAL1	12	113098819
CFAP73	12	113149724
DDX54	12	113157173
RITA1	12	113185526
IQCD	12	113195441
TPCN1	12	113221050
SLC8B1	12	113298759
PLBD2	12	113358566
SDS	12	113392445
SDSL	12	113422380
LHX5	12	113462033
RBM19	12	113816738
TBX5	12	114353911
TBX3	12	114670255
MED13L	12	115957905
MAP1LC3B2	12	116548105
RNFT2	12	116738178
HRK	12	116856144
FBXW8	12	116910950
TESC	12	117038923
FBXO21	12	117141991
NOS1	12	117208142
KSR2	12	117453012
RFC5	12	118013588
WSB2	12	118032687
VSIG10	12	118063593
PEBP1	12	118136124
TAOK3	12	118149801
SUDS3	12	118376555
SRRM4	12	118981541
HSPB8	12	119171555
CCDC60	12	119334712
TMEM233	12	119593774
PRKAB1	12	119667864
CIT	12	119685791
BICDL1	12	119989236
RAB35	12	120095099
GCN1	12	120127202
RPLP0	12	120196699
PXN	12	120210439
SIRT4	12	120302316
PLA2G1B	12	120322115
COX6A1	12	120438090
TRIAP1	12	120443964
GATC	12	120446444
SRSF9	12	120461672
DYNLL1	12	120469850
COQ5	12	120503279
RNF10	12	120533480
POP5	12	120578764
CABP1	12	120640626
MLEC	12	120687149
UNC119B	12	120710458
ACADS	12	120725774
SPPL3	12	120762510
HNF1A	12	120978543
C12orf43	12	121000486
OASL	12	121017763
P2RX7	12	121132819
P2RX4	12	121210065
CAMKK2	12	121237675
ANAPC5	12	121308245
RNF34	12	121400083
KDM2B	12	121429096
ORAI1	12	121626509
MORN3	12	121648742
TMEM120B	12	121712752
RHOF	12	121777754
SETD1B	12	121804009
HPD	12	121839527
PSMD9	12	121888732
BCL7A	12	122019422
MLXIP	12	122078756
LRRC43	12	122167738
B3GNT4	12	122203681
DIABLO	12	122207663
VPS33A	12	122229564
CLIP1	12	122271432
ZCCHC8	12	122471600
RSRC2	12	122503454
KNTC1	12	122527246
HCAR2	12	122701293
HCAR3	12	122714756
HCAR1	12	122726076
DENR	12	122752824
CCDC62	12	122774526
HIP1R	12	122834453
VPS37B	12	122865330
ABCB9	12	122920951
OGFOD2	12	122974580
PITPNM2	12	122983480
MPHOSPH9	12	123152320
CDK2AP1	12	123250112
SBNO1	12	123289109
KMT5A	12	123384132
RILPL2	12	123415039
SNRNP35	12	123458088
RILPL1	12	123470054
TMED2	12	123584533
DDX55	12	123602077
EIF2B1	12	123620406
GTF2H3	12	123633739
TCTN2	12	123671110
ATP6V0A2	12	123712353
DNAH10	12	123762188
CCDC92	12	123918660
ZNF664	12	123971845
NCOR2	12	124324415
SCARB1	12	124776856
UBC	12	124911604
DHX37	12	124946825
BRI3BP	12	124993645
AACS	12	125065434
TMEM132B	12	125186386
SLC15A4	12	128793194
GLT1D1	12	128853427
TMEM132D	12	129071725
PIWIL1	12	130337887
RIMBP2	12	130396133
STX2	12	130789600
RAN	12	130872037
ADGRD1	12	130953907
SFSWAP	12	131711081
MMP17	12	131828393
ULK1	12	131894622
PUS1	12	131929200
EP400	12	131949942
DDX51	12	132136594
NOC4L	12	132144457
GALNT9	12	132196372
FBRSL1	12	132489551
P2RX2	12	132618776
